ind,activity_label,ctx,answer,final_prompt,len_tk_qwen2.5_7b_instruct
34592.0,Playing water polo,They stop and get a in a circle in the pool and start throwing the ball between each other. after that,D,"Context:
""They stop and get a in a circle in the pool and start throwing the ball between each other. after that""

Which of the following endings best completes the context?

Choices:
A. , there is a shot put throw where the ball falls a few times and is knocked into the pool.
B. , they start to do tricks in the air.
C. , they step up for their pool shot and the water taxis in.
D. they start to swim and throw for a little bit.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
18018.0,Playing rubik cube,A rubiks cube sits on a laptop as a clock counts down. The clock strikes 0 and a person picks up the cube. the cube,B,"Context:
""A rubiks cube sits on a laptop as a clock counts down. The clock strikes 0 and a person picks up the cube. the cube""

Which of the following endings best completes the context?

Choices:
A. is walked down a hallway by a woman, and into a room.
B. is completed in under 15 seconds.
C. splits into 4 segments on the screen.
D. is decorated with several pictures, including the faces of rubiks cube users.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
49906.0,Using the rowing machine,A person talks in a gym siting on a machine. then,A,"Context:
""A person talks in a gym siting on a machine. then""

Which of the following endings best completes the context?

Choices:
A. , the person fasten her feet to the machine and pulls the handle of the machine and sliding back.
B. , the person lift a fooseball table and put the fooseball table in two pieces.
C. , a man climbs a stationary bike on the ground.
D. , the person put baton on the neck rope and do sit ups using the batons.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
49775.0,Drum corps,A large group of people are seen walking down the street holding flags while many watch on the side. more and more people,A,"Context:
""A large group of people are seen walking down the street holding flags while many watch on the side. more and more people""

Which of the following endings best completes the context?

Choices:
A. continue marching down the road while several people walk in and out of frame.
B. ride by on their cars while well dressed man talked to the camera in the end.
C. are seen walking down a stage holding flags and gesturing to the crowds.
D. record people riding on an old skateboard and dancing around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
41437.0,Playing saxophone,A man with saxophone is playing at the center of the park while a woman is sitting by the fountain. the man,A,"Context:
""A man with saxophone is playing at the center of the park while a woman is sitting by the fountain. the man""

Which of the following endings best completes the context?

Choices:
A. is playing the saxophone.
B. falls into the fountain while the woman across from him holds a small white dog.
C. is blowing the whistle for several students to come over to him.
D. nod the thanks to the female, a guitarist stands by and gives her tips and instruction on a saxophone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
47568.0,Cleaning sink,"The second step is to put gloves, and the third step is to wet a cloth and put abrasive power to rub the bathroom sink. the four step",B,"Context:
""The second step is to put gloves, and the third step is to wet a cloth and put abrasive power to rub the bathroom sink. the four step""

Which of the following endings best completes the context?

Choices:
A. exercise routine is to apply the slippers.
B. is to put abrasive powder on a sponge to clean thoroughly the bathroom sink, then the fifth step is to mix vinegar with water.
C. task is shown in reverse.
D. task is tried out on the sink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
4592.0,Skiing,Someone is shown driving down a snowy street in the ukraine. Several skiers are skiing down the slopes on the side of a mountain. a close up,B,"Context:
""Someone is shown driving down a snowy street in the ukraine. Several skiers are skiing down the slopes on the side of a mountain. a close up""

Which of the following endings best completes the context?

Choices:
A. of a girl is shown pushing a stroller down the hill.
B. is seen of some of the skiers as they go.
C. of a bunny is shown as a ski guides the way.
D. is shown of a dog on skis.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
4450.0,Beer pong,"A man wearing a ghost shirt is playing a game of beer pong. He lines up four cups, throwing the balls into the cups. he",B,"Context:
""A man wearing a ghost shirt is playing a game of beer pong. He lines up four cups, throwing the balls into the cups. he""

Which of the following endings best completes the context?

Choices:
A. pauses a moment to adjust the mask of the hockey game.
B. continues until all the balls have gone into the cups perfectly.
C. repeats this activity used in the video.
D. then grabs an ounce of alcohol as he proceeds to drink from the cups.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
5548.0,Blowing leaves,A small child follows a man. The man uses a leaf blower to clear a patch of land of some leaves. the child,D,"Context:
""A small child follows a man. The man uses a leaf blower to clear a patch of land of some leaves. the child""

Which of the following endings best completes the context?

Choices:
A. uses another leaf blower to clear a bit of snow from the windshield of a car.
B. uses one more leaf blower to clean the leaves from the sidewalk eventually walking away.
C. even puts sand from the top of the plant into the pile.
D. is blown at by the leaf blower.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
37843.0,Beer pong,The left team makes a goal and get excited. They make another shot and the man in white begins to freak out. the man in black,D,"Context:
""The left team makes a goal and get excited. They make another shot and the man in white begins to freak out. the man in black""

Which of the following endings best completes the context?

Choices:
A. goes next and grabs his head with both hands.
B. kneels down and sends a shot to the opposite team and they try to join him in his run to get away from their goal.
C. runs across the court with a rubber pole.
D. is excited and everyone starts hugging everyone else.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
21511.0,Rollerblading,One man leaps over a wall while rollerblading. One person dives straight into water as he comes rollerblading at high speed. people,C,"Context:
""One man leaps over a wall while rollerblading. One person dives straight into water as he comes rollerblading at high speed. people""

Which of the following endings best completes the context?

Choices:
A. are then shown rollerblading by themselves while sealife is seen.
B. choreograph around kids lifting them out of the water.
C. are rollerblading through the city, going down the stairs and even on sidewalks.
D. are walking past him in river.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
4088.0,Playing violin,An introduction comes onto the screen for a video about how to play different songs on the violin. a man,A,"Context:
""An introduction comes onto the screen for a video about how to play different songs on the violin. a man""

Which of the following endings best completes the context?

Choices:
A. comes onto the screen with a violin and begins to explain different techniques for playing the violin.
B. is shown playing the saxophone in his home.
C. is sitting down on the right playing on his acoustic guitar and talking to the camera.
D. with ear protection is shown playing and changing notes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
35268.0,Getting a piercing,Two girls are standing in a shop and hug each other. the two girls,A,"Context:
""Two girls are standing in a shop and hug each other. the two girls""

Which of the following endings best completes the context?

Choices:
A. acknowledge the girl holding the camera.
B. remove their clothes from suitcases and rub lotion on their bodies.
C. grab their toothbrush and mirror and put it under a tube, the girl with pink hair speak to the girls and walks past the store.
D. stand in a pink shop with other girls while talking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
5657.0,Cutting the grass,This video is a tutorial showing how to cut the grass. first she,B,"Context:
""This video is a tutorial showing how to cut the grass. first she""

Which of the following endings best completes the context?

Choices:
A. cuts the grass fully and uses a tool to pierce the various holes.
B. explains how you should cut the grass according to its color and how high or low you want it.
C. swirls the cut grass around and cuts the side down to size for flowers.
D. cut a pinata, but it's slightly out of reach, too.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
39512.0,Discus throw,"He swings a disc, warming up. He then throws the disc, and it lands far away in the field. he",C,"Context:
""He swings a disc, warming up. He then throws the disc, and it lands far away in the field. he""

Which of the following endings best completes the context?

Choices:
A. takes a drink of water and continues to talk about the ball as he stands up.
B. keeps twirling the disc around, trying to find the right spot to land.
C. walks away, then it is shown again in slow motion.
D. grabs a basket and turns it in circles in his hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
45917.0,Playing accordion,A man with white hair plays an accordion on a stage. The man smiles and looks around while performing. the man,B,"Context:
""A man with white hair plays an accordion on a stage. The man smiles and looks around while performing. the man""

Which of the following endings best completes the context?

Choices:
A. stops playing and looks off into the distance in the distance.
B. moves to the music while playing and grabs the microphone and speaks into the microphone as he completes his performance.
C. applauds the crowd for their performance.
D. sticks out his tongue and licks the strings of the accordion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
30432.0,Making a cake,Chocolate is drizzled over the top. Candies are placed on top of the cookie. The cookie is cut and placed on a plate. a fork,C,"Context:
""Chocolate is drizzled over the top. Candies are placed on top of the cookie. The cookie is cut and placed on a plate. a fork""

Which of the following endings best completes the context?

Choices:
A. is cut and set into place.
B. is pour into the tray and placed on the sink.
C. is shown eating the cookie.
D. is placed on top of the raised cookie and am immediately chopped by containers while melt sugar is sprinkled and melted.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
11561.0,Hula hoop,She demonstrates how to effectively use the hula hoop by holding the hoop up towards her chest. Then she begins spinning with the hoop on her chest. she,B,"Context:
""She demonstrates how to effectively use the hula hoop by holding the hoop up towards her chest. Then she begins spinning with the hoop on her chest. she""

Which of the following endings best completes the context?

Choices:
A. then begins spinning faster and letting her body go without the hoop.
B. shows how to spin the hoop and rotate the hoop around her body without dropping it down.
C. continues spinning to the end while pulling it forward.
D. poses again and ends her training.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
2368.0,Camel ride,A little girl is guided as she mounts a camel at a station. a man,D,"Context:
""A little girl is guided as she mounts a camel at a station. a man""

Which of the following endings best completes the context?

Choices:
A. is then let loose as two more camel follow after his being released.
B. stops and money roll, then a young kid starts petting a camel as he talks.
C. opens a suitcase, removes the contents, and then places the camel into a large ring alongside others, one by one.
D. helps her as he leads the camel around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
14731.0,Futsal,The same shot is shown again in slow motion and leads into one scoring a goal with others not paying attention. the same shot,B,"Context:
""The same shot is shown again in slow motion and leads into one scoring a goal with others not paying attention. the same shot""

Which of the following endings best completes the context?

Choices:
A. is shown several more times on the drink.
B. is shown again in slow motion several times and pans back to all the players.
C. is shown again and the same game plays out once again along with the winning teams scoring.
D. is shown multiple more times and ends with a girl scoring a goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
21128.0,Triple jump,"A man is practicing indoors, he is doing intervals of jumping while running. Once he lands in the sand he goes back to start again. he",A,"Context:
""A man is practicing indoors, he is doing intervals of jumping while running. Once he lands in the sand he goes back to start again. he""

Which of the following endings best completes the context?

Choices:
A. does this over and over each time starting farther back.
B. goes around in circle for a couple of times.
C. is teaching himself how to run with his feet in the sand.
D. then shows how to do several splits with his legs as a practicing athlete.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
18294.0,Playing rubik cube,A woman is seen standing in front of a camera holding onto a rubix cube. She begins attempting to solve the puzzle by moving her hands around. she,B,"Context:
""A woman is seen standing in front of a camera holding onto a rubix cube. She begins attempting to solve the puzzle by moving her hands around. she""

Which of the following endings best completes the context?

Choices:
A. continues the process until they come out in front of her and she speaks.
B. finishes the rubix cube and presents it to the camera.
C. continues while moving her hands and looking to the camera.
D. continues solving the puzzle and ends by dropping down onto a mat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
1908.0,Croquet,A man is seen speaking to the camera while holding onto a stick. He points down to balls in front of him as well as his body. he them,A,"Context:
""A man is seen speaking to the camera while holding onto a stick. He points down to balls in front of him as well as his body. he them""

Which of the following endings best completes the context?

Choices:
A. demonstrates how to hit the ball properly while still speaking.
B. grabbing the ball under the darts as well as others.
C. to an adult as well as grabbing a racket to use.
D. the balls one at a time and sets them down with his hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
34854.0,Washing hands,"Then she takes some liquid soap in her hands and rubs her hands on the top, the palms and in between her fingers. she",B,"Context:
""Then she takes some liquid soap in her hands and rubs her hands on the top, the palms and in between her fingers. she""

Which of the following endings best completes the context?

Choices:
A. then applies lotion from a can on her hand that is featured on the rack.
B. demonstrates how to properly rub the palms and the wrist area to ensure a clean wash.
C. touches her hair with her other hand.
D. then does this several more times until the sponge is clean.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
27520.0,Making a cake,Then the little boy adds some raw eggs to the flour. The little girl in the middle stirs the mixture in circular motion. then she,C,"Context:
""Then the little boy adds some raw eggs to the flour. The little girl in the middle stirs the mixture in circular motion. then she""

Which of the following endings best completes the context?

Choices:
A. cuts up some mangos and puts them into a bowl with the egg.
B. goes to a mixing bowl to add more eggs in it many times.
C. adds some melted butter to the mixture and stirs it again.
D. scoops as around the pan and dumps around the dough.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
35208.0,Wakeboarding,A blonde woman is speaking in a news room in front of a large screen. Boats are seen pulling people on water skis. a man,A,"Context:
""A blonde woman is speaking in a news room in front of a large screen. Boats are seen pulling people on water skis. a man""

Which of the following endings best completes the context?

Choices:
A. is shown preparing and then skiing through the water.
B. is speaking to the camera in front of a waterfall.
C. stands on the side of a boat with an oar.
D. grabs onto a ski, spinning himself around and makes a forward flip off of the boat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
883.0,Playing harmonica,The camera pans to show a man playing a harmonica while sitting on a log beside a river. A woman walks near the train tracks while a train drives by. the woman,B,"Context:
""The camera pans to show a man playing a harmonica while sitting on a log beside a river. A woman walks near the train tracks while a train drives by. the woman""

Which of the following endings best completes the context?

Choices:
A. continues just playing with the tunes she made.
B. sees the harmonica playing man in the distance.
C. taps a horn intermittently as the camera pans right.
D. plays a song on her harmonica while walking away from the train.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
365.0,Tumbling,"A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat. he",B,"Context:
""A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat. he""

Which of the following endings best completes the context?

Choices:
A. vaults, then does a handstand.
B. is then shown flipping far into the air before standing before the cheering crowd.
C. prepares to jump into a pit, but is caught by the uneven bars.
D. dismounts, landing on the mat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
41079.0,Getting a haircut,A goldfish is shown followed by a man cutting and styling her hair. The man cuts the girl's hair and styles it into an adorable look. the girl,C,"Context:
""A goldfish is shown followed by a man cutting and styling her hair. The man cuts the girl's hair and styles it into an adorable look. the girl""

Which of the following endings best completes the context?

Choices:
A. continues to smooth and style her hair and ends with a kiss.
B. uses her fingers to create extensions as he continues to cut her hair.
C. smiles and leaves the hair salon looking happy.
D. doesn't seem to mind, melting in the man's touch.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
34873.0,Snow tubing,People are sledding down a snowy hill on an inner tube. They stop at the bottom of the hill. Several tubes are on a rope going up a hill. people,B,"Context:
""People are sledding down a snowy hill on an inner tube. They stop at the bottom of the hill. Several tubes are on a rope going up a hill. people""

Which of the following endings best completes the context?

Choices:
A. are walking on the inner tubes going up a hill.
B. are sledding down a hill on an inner tube again.
C. get off a tube and bungee jump.
D. are flying on tubes behind a waterfall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
7791.0,Table soccer,Two people are playing against each other in a game of foosball. The left person reaches down and grabs the ball. The left person spins the left pole fast. we,A,"Context:
""Two people are playing against each other in a game of foosball. The left person reaches down and grabs the ball. The left person spins the left pole fast. we""

Which of the following endings best completes the context?

Choices:
A. see the white team score a goal.
B. see a footstool and a purple screen.
C. then see a series of drawing of two people in the same pose with a video link added to it.
D. see a table up close in the background.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
18195.0,Tango,"A man joins her, dancing side to side in a flamenco style dance. They continue dancing as a small crowd gathers to watch. they",C,"Context:
""A man joins her, dancing side to side in a flamenco style dance. They continue dancing as a small crowd gathers to watch. they""

Which of the following endings best completes the context?

Choices:
A. finish the dance and rise before walking away.
B. move side to side, stopping only to dance before turning back to the crowd.
C. pose as they finish the dance and everyone claps.
D. stop dancing and walk back and forth as the crowd watches.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
14253.0,Tennis serve with ball bouncing,Then the person in white begins taking about more about the tennis serve and how to play effectively. the player,C,"Context:
""Then the person in white begins taking about more about the tennis serve and how to play effectively. the player""

Which of the following endings best completes the context?

Choices:
A. in gray tries more of the serve and fails every time.
B. in white returns his serve and keeps it.
C. continues to demonstrate the serves.
D. goes back and forth between the two balls as the crowd claps and the man in black takes his bell and lets fly until he hits the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
29616.0,Drum corps,A large group of people are seen standing together holding instruments and some beginning to play. the drummers,B,"Context:
""A large group of people are seen standing together holding instruments and some beginning to play. the drummers""

Which of the following endings best completes the context?

Choices:
A. continue to play while others watch from the side and end by waving to the camera.
B. continue to play all together with the camera panning around their movements.
C. continue to play along as well as fill in the end.
D. continue playing while they remove leaves off of hedges and walk back and fourth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
14528.0,Hanging wallpaper,The hand puts paste from a bowl on the back of the loose wallpaper. The hand runs a scrub on the loose wallpaper. the hand,A,"Context:
""The hand puts paste from a bowl on the back of the loose wallpaper. The hand runs a scrub on the loose wallpaper. the hand""

Which of the following endings best completes the context?

Choices:
A. holds a blow dryer and the other hand rolls a device to mend the loose wallpaper.
B. applies to the wall paper an creates a design.
C. smooths red and black paint across the wall.
D. grabs the flat brush and dips it into a paint tray.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
1584.0,Getting a haircut,He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. he,A,"Context:
""He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. he""

Which of the following endings best completes the context?

Choices:
A. uses a black comb and scissors to point cut his hair.
B. clips the tails to give it a good shape.
C. starts with the back of his head that is now shaved.
D. combs all sections of his hair and finishes shaving around his crotch area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
4411.0,Long jump,A male athlete is standing outside on a field stretching preparing himself to run. after he,C,"Context:
""A male athlete is standing outside on a field stretching preparing himself to run. after he""

Which of the following endings best completes the context?

Choices:
A. runs, he quickly begins throwing a javelin off into the distance and an audience cheers for him.
B. runs there is a line of many runners running in place.
C. is ready, the man takes off running and does several long jumps into the pit.
D. runs into the field, he performs a jump roping with some other men.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
50023.0,High jump,A teen skip on a court and then jumps high over a bar. then,B,"Context:
""A teen skip on a court and then jumps high over a bar. then""

Which of the following endings best completes the context?

Choices:
A. , a teen skip carrying a pole to get into a jump bar, after the teen stares the judges.
B. , the teen jumps high again but touch the bar.
C. , the teen jumps a high platform and then flips a few times, then in a skip, then falls on the grass.
D. , a teen passes high stands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
28009.0,Fixing bicycle,The man shifts the seat of a bike. The man uses the object from the table to tighten the seat of the bike. the man,A,"Context:
""The man shifts the seat of a bike. The man uses the object from the table to tighten the seat of the bike. the man""

Which of the following endings best completes the context?

Choices:
A. checks the bike seat for looseness.
B. places the tire on the frame of the bike.
C. uses the object from the table to tighten the seat of the bike clipped to the surfboard.
D. uses the object from the table to tighten the seat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
23811.0,Paintball,"A man puts on paintball gear in a mirror grabs his gun and runs through the snow. Men duck behind trees, plywood walls and fences on a paintball field. men",C,"Context:
""A man puts on paintball gear in a mirror grabs his gun and runs through the snow. Men duck behind trees, plywood walls and fences on a paintball field. men""

Which of the following endings best completes the context?

Choices:
A. run through a forest in an enclosed courtyard taking aim, firing at targets.
B. helmets young kids while hiding behind plastic tarp.
C. shoot back and forth at each other.
D. jump out of canoes and start paintballing with the paintball guns.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
43947.0,Clean and jerk,"A man is lifting very heavy weight above his head and dropping it . He does this multiple time for repetition, this is a workout routine. he",B,"Context:
""A man is lifting very heavy weight above his head and dropping it . He does this multiple time for repetition, this is a workout routine. he""

Which of the following endings best completes the context?

Choices:
A. recovers his heavy weight and throws it onto the mat again, again landing belly up on it.
B. then walks away taking a break for a little bit and walks by people sitting and chatting.
C. dumps the weight and grabs a hammer.
D. repetitions and does this after.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
8374.0,Calf roping,A person is seen sitting on a horse behind a gate surrounded by people. The man then rides in on a horse and roping the calf up. he,A,"Context:
""A person is seen sitting on a horse behind a gate surrounded by people. The man then rides in on a horse and roping the calf up. he""

Which of the following endings best completes the context?

Choices:
A. ties the animal up and climbs back on the horse.
B. ties the calf up and walks away.
C. dances with the calf while others wave and laugh.
D. ties a rope around the calf and ties it up and leads into another man riding into the camp.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
38864.0,Making a sandwich,A photograph of food is shown followed by a person putting bacon into a pan. the person,D,"Context:
""A photograph of food is shown followed by a person putting bacon into a pan. the person""

Which of the following endings best completes the context?

Choices:
A. then fries cheese and puts it in an egg pan, and scrubs it down with the spatula.
B. uses a skillet to melt out cheese onto bread.
C. then slices cheese and bacon together.
D. then cuts up vegetables and butters bread then putting various ingredients on the bread to make a sandwich.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
35441.0,Disc dog,A dog continuously jumps over another dog and into the lady's hand. A dog jumps through hula hoops. a dog,A,"Context:
""A dog continuously jumps over another dog and into the lady's hand. A dog jumps through hula hoops. a dog""

Which of the following endings best completes the context?

Choices:
A. jumps from the stage onto the lady's back.
B. jumps through unkempt lawns in a game of fetch with a fat cat and the cat chases after it.
C. jumps through the phone and into a woman's hand.
D. jumps over fountains on a sidewalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
32010.0,Vacuuming floor,A young girl runs through the living room dropping flowers and dirt around. A woman grabs a vacuum and vacuums the floor. she,A,"Context:
""A young girl runs through the living room dropping flowers and dirt around. A woman grabs a vacuum and vacuums the floor. she""

Which of the following endings best completes the context?

Choices:
A. inserts a tool into the vacuum and vacuums along the baseboards.
B. then twirls a large metallic object around before vacuuming down the hardwood floors.
C. plays with the girl while she's vacuuming the floor.
D. then lights the candles on the table in the living room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
35806.0,Rope skipping,The man skips and does other tricks to the music causing the kids in the crowd to gawk and comment. he,D,"Context:
""The man skips and does other tricks to the music causing the kids in the crowd to gawk and comment. he""

Which of the following endings best completes the context?

Choices:
A. continues the routines and stunts until finally winning and walking away while smiling.
B. continues to ride his motorcycle and dance, again performing the same tricks.
C. goes through a routine that has a lot of bells and buttons on it.
D. even flips on his hands and criss crosses while jumping rope.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
24848.0,Fun sliding down,A small child is seen sitting on top of a slide while looking over to another child playing. the boy,D,"Context:
""A small child is seen sitting on top of a slide while looking over to another child playing. the boy""

Which of the following endings best completes the context?

Choices:
A. climbs up a slide and places his hands through geothermal jumps.
B. continues to slide down while it goes downhill.
C. continues to slide down the slide while looking off into the distance seemingly bored.
D. rides down the slide several more times with the girl's assistance and a man standing holding a baby and watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
23449.0,Installing carpet,The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman,B,"Context:
""The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman""

Which of the following endings best completes the context?

Choices:
A. shows how the decorated floor is moved.
B. shows the finished floor off.
C. draws a circle with blue chalk.
D. sets off for a part of the room that is covered in white squares and next to a plastic backing with blue squares.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
1748.0,Plastering,The man in white shirt is putting cement on the wall. The man is holding a blue long tube pointing on the wall. the man in gray uniform,D,"Context:
""The man in white shirt is putting cement on the wall. The man is holding a blue long tube pointing on the wall. the man in gray uniform""

Which of the following endings best completes the context?

Choices:
A. remove his black bowler and put it over the white tube.
B. went down the wall and walk on the floor.
C. walked walk and set down tiles on the floor.
D. used the tube/pump and spray the cement on the wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
25446.0,Rollerblading,An introduction comes onto the screen for a rollerskating video. a man,C,"Context:
""An introduction comes onto the screen for a rollerskating video. a man""

Which of the following endings best completes the context?

Choices:
A. comes onto the screen talking about skating in some motocross park.
B. is shown lifting a gym bar over his head and dropping it in front of him several times.
C. talks about the best practices to prepare to roller skate.
D. skates down the street with just his skates, wearing only underwear and skating.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
22313.0,Elliptical trainer,A man is on a machine standing and using only his arms and feet to move on it. then a woman,D,"Context:
""A man is on a machine standing and using only his arms and feet to move on it. then a woman""

Which of the following endings best completes the context?

Choices:
A. on the other side starts moving as well as him using his whole body on the machine.
B. is standing and she throws water on him.
C. is shown and her arm is shown and they both show how to do the exact same thing.
D. gets on it taking the mans place and she uses the machine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
24754.0,Putting on shoes,A close up of a couch is seen followed by a person walking in and out of frame. the person,C,"Context:
""A close up of a couch is seen followed by a person walking in and out of frame. the person""

Which of the following endings best completes the context?

Choices:
A. sits and begins moving back and fourth and then turns around to begin throwing darts at an object.
B. then poofs the fabric down and begins wrapping it around the couch.
C. then sits down and holds their feet up.
D. bends down while the camera captures them in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
2624.0,Disc dog,We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. we,C,"Context:
""We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. we""

Which of the following endings best completes the context?

Choices:
A. see an opening title screen.
B. see a guy hold a blue frisbee in the air and tell that the dog has a pink frisbee and we see its pink feet.
C. see jesse close up in the camera.
D. see a violinist doing a piano clip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
14866.0,Using parallel bars,"It seems like he is being judged for a tournament. He is on the bars doing excellent, looking awesome and having fun while doing it. then",C,"Context:
""It seems like he is being judged for a tournament. He is on the bars doing excellent, looking awesome and having fun while doing it. then""

Which of the following endings best completes the context?

Choices:
A. he is shown throwing a javelin on a field as people swarm around him to get it.
B. , the judges comes in and take his picture.
C. , he lands and poses and the audience is shown.
D. someone measures him, serves the ball and he commentates.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
3654.0,Getting a tattoo,The setting changes and the man in the hat talks with another man while the two look at papers. The man in the hat sits down and talks to the camera. the man,D,"Context:
""The setting changes and the man in the hat talks with another man while the two look at papers. The man in the hat sits down and talks to the camera. the man""

Which of the following endings best completes the context?

Choices:
A. in the hat makes contact with the other man and they smile and wear white masks.
B. talks some more while the man hardens a bit and the two people hug.
C. in the hat plays with someone else.
D. drinks from a bottle of water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
25354.0,Snatch,"Then another man does the same thing and he lifts it successfully. When he's done, someone comes on stage and gives him a hug. he",C,"Context:
""Then another man does the same thing and he lifts it successfully. When he's done, someone comes on stage and gives him a hug. he""

Which of the following endings best completes the context?

Choices:
A. bounces on the top rung of the ladder when someone tells them to resume.
B. takes a hat and sits down while a crowd cheers him on.
C. is then given a medal.
D. then gets on his motorcycle and speeds up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
13206.0,Making a cake,The person measures ingredients in a glass bowl then adds them to an electric mixer to blend. The person brushes on oil to the parchment paper then sets it into a cooking tin. the tins,A,"Context:
""The person measures ingredients in a glass bowl then adds them to an electric mixer to blend. The person brushes on oil to the parchment paper then sets it into a cooking tin. the tins""

Which of the following endings best completes the context?

Choices:
A. are added to an oven to cook.
B. are then dished out and served with hot water until the dough is flattened.
C. then begin to bake in the oven.
D. are filled with various flavor and sizes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
8926.0,Croquet,The boy shows off the objects used to play crochet and then begins hitting the ball around a yard. the boy,D,"Context:
""The boy shows off the objects used to play crochet and then begins hitting the ball around a yard. the boy""

Which of the following endings best completes the context?

Choices:
A. calls for a dog to ask him to fetch some treats and then sits by his toys.
B. then flips it the crochet and then plays again, this time moving it to his ankles instead of his hands.
C. runs around while playing, dropping sticks.
D. continues speaking to the camera while holding the stick and continuing to demonstrate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
42656.0,Archery,The camera then zooms in on the target. The website scrolls across the screen again and the man fires three more arrows. the screen,C,"Context:
""The camera then zooms in on the target. The website scrolls across the screen again and the man fires three more arrows. the screen""

Which of the following endings best completes the context?

Choices:
A. returns to including the arrows scrolling down.
B. cuts to black and green numbers.
C. changes to gray and the man shows the brand of bow is a bowtech.
D. fades to black and we see a lot of white text and the items on this website.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
