ind,activity_label,ctx,answer,final_prompt,len_tk_qwen2.5_7b_base
8975.0,Removing curlers,This woman is showing viewers how to get big bouncy curls using hot rollers. first she,D,"Context:
""This woman is showing viewers how to get big bouncy curls using hot rollers. first she""

Which of the following endings best completes the context?

Choices:
A. takes a test, she shakes them to see how much they will like the curls.
B. applies her hair directly to the nape of her neck to away from the rollers.
C. pours liquid over her hair and pushes so hard it causes a pink head and the hair sticks then curls back in again.
D. lets the rollers heat up and she puts them onto her hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
36869.0,Walking the dog,A black poodle is walking down a concrete sidewalk on a red leash. as the dog,B,"Context:
""A black poodle is walking down a concrete sidewalk on a red leash. as the dog""

Which of the following endings best completes the context?

Choices:
A. walks past a parked car and looks around, two men are seen that resemble fencers.
B. continues walking down the sidewalk, he stops at every set of bricks and begin to smell around them.
C. comes closer, the heel of the leash is pressed against the walkway.
D. walks, the dog zooms in and out to check on the walking dog.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
6997.0,Playing pool,An aerial view of the room then appears before a boy hits an orange solid ball into the corner pocket. The guy then begins to smile because the cue ball didn't enter. the opponent,C,"Context:
""An aerial view of the room then appears before a boy hits an orange solid ball into the corner pocket. The guy then begins to smile because the cue ball didn't enter. the opponent""

Which of the following endings best completes the context?

Choices:
A. throws down the ball with the white cue ball.
B. then begins to take his turn and concludes by walking away while playing the now wling game of shooting the ball.
C. takes his turn but the stripe nine doesn't enter into the pocket and someone ends up pushing it in the hole.
D. then approaches the table and starts to drop one of his tokens.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
1322.0,Clean and jerk,A man is in the gym in tight he bends over picks up a weight over his head and drops it back down. He walks back and loosens up before walking back up and doing it again adding more weight. he,C,"Context:
""A man is in the gym in tight he bends over picks up a weight over his head and drops it back down. He walks back and loosens up before walking back up and doing it again adding more weight. he""

Which of the following endings best completes the context?

Choices:
A. finally lifts the weight over his head over his own head.
B. turns his back towards the camera and continues talking to the camera adding more weight along with more weight on the end.
C. does this multiple times adding more and more weight to the rack.
D. walks back up and drops the weights back down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
22889.0,Ironing clothes,A person; s hand is seen turning a knob followed by their foot stepping on a button and a man holding up an iron. he,A,"Context:
""A person; s hand is seen turning a knob followed by their foot stepping on a button and a man holding up an iron. he""

Which of the following endings best completes the context?

Choices:
A. adjusts more settings while testing the iron and begins ironing a shirt on a table.
B. shows to the camera the tools and the pans to a tool resting on a shoe.
C. begins to iron several pieces of clothing while the camera zooms in on a pocket knife and some knife related items around him.
D. begins to iron the shoe while still speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
36568.0,Beach soccer,Two men are shown speaking that leads into clips of a soccer match. Team mates high five one another and continue playing all along the field. the teams,B,"Context:
""Two men are shown speaking that leads into clips of a soccer match. Team mates high five one another and continue playing all along the field. the teams""

Which of the following endings best completes the context?

Choices:
A. continue to play and ends with the number 9 kicking a goal.
B. continue to play against one another while the man speaks to the camera.
C. are left to go back to the same spot where they started and the end credits appear on the screen.
D. shake hands while more logo images show up on screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
7188.0,Playing guitarra,"As he begins, a small rectangle appears in the upper right corner of the video and shows the strings as well as the note he is playing. the guy",A,"Context:
""As he begins, a small rectangle appears in the upper right corner of the video and shows the strings as well as the note he is playing. the guy""

Which of the following endings best completes the context?

Choices:
A. takes a pause and then begins playing a song and the lyrics to the song appears at the bottom as well as the notes above them.
B. stops playing and begins drumming on the car while looking back at the camera.
C. ends the video and starts playing drums in the room until the video ends.
D. seems to have more than one set of notes after the move and is very worked up about his performance.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
2755.0,Breakdancing,"As he continues, he grabs a beanie and puts it on his hand to make him turn easier. the man",B,"Context:
""As he continues, he grabs a beanie and puts it on his hand to make him turn easier. the man""

Which of the following endings best completes the context?

Choices:
A. playing then puts the at an angle and makes a cap.
B. then does the twist continuously and shows off the cricket position before returning to talk again.
C. flips on his back so his armpits are high.
D. then allows himself to walk, as he's very proud of his skateboard, even though they're polished.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
16868.0,Hopscotch,He hops till he reaches the end of the sidewalk which marks the end of the hopscotch squares too. Two other girls walk besides him as he finishes hopping till the end. after he,B,"Context:
""He hops till he reaches the end of the sidewalk which marks the end of the hopscotch squares too. Two other girls walk besides him as he finishes hopping till the end. after he""

Which of the following endings best completes the context?

Choices:
A. is done, to the amazement of everyone in the hopscotch squares, their parents run on the street in the direction he just jumped.
B. 's done hopping he smiles and begins walking back.
C. finishes, he puts his hands down on the pavement talking as the other team mates continue to walk past him.
D. completes, he walks in slow motion to pick up the last few objects.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
41287.0,Beach soccer,A man is seen kicking a soccer ball on his feet and gradually passing it to a wall. the man,C,"Context:
""A man is seen kicking a soccer ball on his feet and gradually passing it to a wall. the man""

Which of the following endings best completes the context?

Choices:
A. stops and leaps forward "" next "" he continues to play soccer while walking and kicking the ball around.
B. continues kicking and ends with him bowing to the camera.
C. continues kicking the ball off of his foot and against the wall while the camera captures him.
D. then kicks another soccer ball and another man walks into frame and is seen kicking the ball in different place.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
25008.0,Bullfighting,"A man is seen kneeling down on the dirt when a bull comes running into the man. He knocks over the man and is dragged away, followed by his clip being shown again. several more clips",C,"Context:
""A man is seen kneeling down on the dirt when a bull comes running into the man. He knocks over the man and is dragged away, followed by his clip being shown again. several more clips""

Which of the following endings best completes the context?

Choices:
A. are shown of people riding dogs all around the area after one another and a woman speaking to the people.
B. are shown of people kneeling next to a bull.
C. are shown of people chasing bulls and running away.
D. are shown flipping and throwing around a person as the camera captures their movements and also the conversation a person is receiving.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
30863.0,Preparing salad,The video then cuts to a woman standing behind a table filled with cooking ingredients. She speaks to the camera while showing some of what she has prepped for the dish. she,B,"Context:
""The video then cuts to a woman standing behind a table filled with cooking ingredients. She speaks to the camera while showing some of what she has prepped for the dish. she""

Which of the following endings best completes the context?

Choices:
A. serves the dish on a plate while giving a thumbs up.
B. places the various ingredients into a bowl and garnishes it very precisely.
C. takes a small pan out of a oven and bakes some vegetables inside.
D. grabs a scoop of the pasta and begins cracking eggs into a square bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
39402.0,Snatch,The same male then lifts the bar four times and is successful at each attempt. A slightly smaller guy approaches the bar but he never gets the bar off the ground. after him,B,"Context:
""The same male then lifts the bar four times and is successful at each attempt. A slightly smaller guy approaches the bar but he never gets the bar off the ground. after him""

Which of the following endings best completes the context?

Choices:
A. a girl walks past in the background.
B. , a shirtless man tries to lift it but he can't get it off the ground either.
C. comes another guy who lifts the bar three times and lifts it five times all at the same time.
D. the taller guy still gains his purchase and was successful again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
30083.0,Putting on shoes,There's a person wearing a white shirt and a black beanie hat trying on a brand new pair of shoes. he,A,"Context:
""There's a person wearing a white shirt and a black beanie hat trying on a brand new pair of shoes. he""

Which of the following endings best completes the context?

Choices:
A. takes one of the shoes in his hands and fixes the shoe laces properly in the holes while holding the shoe on his lap.
B. is demonstrating how to remove the peices from the rubber soles using a metal solder.
C. goes over the instructions on how to make the shoes and getting the gloves on before he begins.
D. puts the laces of the shoes onto his feet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
37378.0,Canoeing,"The man continues to lean over looking like he could be ready to land in the water, but he stays in the canoe and keeps moving. little bubbles",D,"Context:
""The man continues to lean over looking like he could be ready to land in the water, but he stays in the canoe and keeps moving. little bubbles""

Which of the following endings best completes the context?

Choices:
A. are shown in the water and stops again when the man crosses over to get into the water again.
B. appear that dive into the cold water from the bottom of the canoe and we see the boy looking to be pushed towards the car while he is upside down.
C. continue to come out of his mouth as he gets closer to the shore.
D. appear in the water and he sits still for a while, he even tells viewers some things.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
13785.0,Playing water polo,A set of young boys are picture din the water on their backs holding up a green ball and one throws it into the goal. the outside of the building,C,"Context:
""A set of young boys are picture din the water on their backs holding up a green ball and one throws it into the goal. the outside of the building""

Which of the following endings best completes the context?

Choices:
A. is shown as the young boys make faces and you see the entrance screen.
B. is shown on slow motion, coffee dripping down from the roof.
C. is shown again and a flash of a car parked outside in the parking lot appears.
D. is shown, with many zucchini sitting on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
25572.0,Long jump,A man at a track and field competition prepares to take off on a long jump. He takes off and makes the job which he did celebrates vigorously with the crowd. a man,D,"Context:
""A man at a track and field competition prepares to take off on a long jump. He takes off and makes the job which he did celebrates vigorously with the crowd. a man""

Which of the following endings best completes the context?

Choices:
A. in a blue t-shirt then puts on the same jump.
B. stands stands in front of a box and interviews and endorses his jump.
C. at a tower watch him perform from the top of the tower with about 2 other people.
D. comes behind him from the usa and makes a shorter jump in the competition.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
23050.0,Cleaning sink,She first takes some baking soda on the rag and scrubs it on the sink. Then she takes the toothbrush and dips it in the baking soda. she,B,"Context:
""She first takes some baking soda on the rag and scrubs it on the sink. Then she takes the toothbrush and dips it in the baking soda. she""

Which of the following endings best completes the context?

Choices:
A. uses the brush to scrape it on the cloth then puts the paper towel on the rag.
B. brushes the toothbrush on the sink edges to clean it.
C. takes a bite of the soda and tastes it.
D. then rubs it onto her face and starts to pack her baking soda in cups.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
9756.0,Pole vault,The video begins to go in a slow motion pace as the man gets ready to perform the vault. the pole,B,"Context:
""The video begins to go in a slow motion pace as the man gets ready to perform the vault. the pole""

Which of the following endings best completes the context?

Choices:
A. vaults over the bar and lands in the grass and the man throws the ball behind him.
B. is stuck into the ground and forms a semicircle with the man holding on as it springs him upward.
C. vaulter runs to the pole and dismounts while standing on the floor.
D. vault is shown several times over.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
44490.0,Kayaking,A man is seen sitting in the water in a kayak speaking to the camera. The man continues speaking while holding a paddle in his hands. he,D,"Context:
""A man is seen sitting in the water in a kayak speaking to the camera. The man continues speaking while holding a paddle in his hands. he""

Which of the following endings best completes the context?

Choices:
A. continues riding along and ends by turning off the camera.
B. puts the paddle down and a pair of clothes are seen in the water.
C. then begins rowing the boat in the water while paddling away.
D. moves around a bit in the water and leads into him paddling along the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
35979.0,Waterskiing,The person is wakeboarding on the water with costume on. The mascot is waving as he surf the water. the mascot,D,"Context:
""The person is wakeboarding on the water with costume on. The mascot is waving as he surf the water. the mascot""

Which of the following endings best completes the context?

Choices:
A. jumped up on the dock and walked over the ramp.
B. jumped in the water and then threw the camera back at the person who dropped at the right time.
C. is swimming on the water.
D. let go of the harness and fell in the water, the head of the mascot fell off showing the man's head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
46853.0,Shoveling snow,The man with the shovel tosses the snow onto a pile of snow around the corner of a building. the man,A,"Context:
""The man with the shovel tosses the snow onto a pile of snow around the corner of a building. the man""

Which of the following endings best completes the context?

Choices:
A. then continues to shovel the snow and tosses the snow onto another pile of snow to his right.
B. skips and snowboards on a path while the shovel leaves the foreground.
C. then loads the bus full of snow and drives away, leaving the shovel in the middle of it.
D. in gray goes away and the dark sidewalk passes by lights.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
7463.0,Tango,The band behind them begins to play and the two grab each other and start to ballroom dance. as they,C,"Context:
""The band behind them begins to play and the two grab each other and start to ballroom dance. as they""

Which of the following endings best completes the context?

Choices:
A. spin in circles, one of the players steps on a lady eating shoes and breaks the dancing duo apart.
B. dance, the crowd wearing black and blue and sweaters, begins clapping and hugging.
C. move around the room, the woman bends her legs straight out and around the guy while he glides her across the floor.
D. continue dance, the singer begins to get up off the stage and rinses her hands in the sink as she walks away from the lip gloss.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
39096.0,Hula hoop,He then sings a song while hula hooping and transitions into him speaking to the camera. more shots of him singing and hula hooping,A,"Context:
""He then sings a song while hula hooping and transitions into him speaking to the camera. more shots of him singing and hula hooping""

Which of the following endings best completes the context?

Choices:
A. are shown and ends with him asking viewers to subscribe.
B. are shown from various angles as he puts on more pants and looks away from the camera.
C. with others are shown as well as one boy reacting to sing while running in the street.
D. are shown as well as him using weights as he dances there.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
13999.0,Clean and jerk,A man is seen bending over a large set of weights with another walking behind him. The man lifts the bar up over his head and throws it back down. the man,D,"Context:
""A man is seen bending over a large set of weights with another walking behind him. The man lifts the bar up over his head and throws it back down. the man""

Which of the following endings best completes the context?

Choices:
A. continues lifting the weights over his head walking backwards.
B. continues shaking the bar and ends by holding a pose in the end.
C. kicks it with his knees while the camera captures him from several angles as the body weight hangs over his head and he throws it down several more times more.
D. does this again while people watch on the sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
30594.0,Waterskiing,The person lets go of the tug rope and glides towards the shore of the lake. The group prepare a chair on a sled with a rope on shore. a man,C,"Context:
""The person lets go of the tug rope and glides towards the shore of the lake. The group prepare a chair on a sled with a rope on shore. a man""

Which of the following endings best completes the context?

Choices:
A. and a man sled down the ice toward the shore of the lake.
B. lie down in the chair while the women grab the oars of their sled and paddle past an obstacle.
C. is pulled on a sled from the shore then on the lake.
D. holds a camera in his hand and film the camp site.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
5231.0,Ice fishing,A boy is standing outside on top of ice fishing out of a small hole in the ice. The boy struggles to get the fish out and someone comes and takes it out for him. now there,D,"Context:
""A boy is standing outside on top of ice fishing out of a small hole in the ice. The boy struggles to get the fish out and someone comes and takes it out for him. now there""

Which of the following endings best completes the context?

Choices:
A. are two fish and one of them is focused on freezing and he waves at the fish.
B. 's a woman standing inside the water watching him.
C. 's a scoop of ice cream and he eats it and grabs a small shovel.
D. are four men visible and they all begin to fish out of the ice pond.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
30852.0,Playing water polo,The children on the sidelines are jumping up and down with swim caps and swimsuits on as they watch the people who are already in the pool swim. a person,C,"Context:
""The children on the sidelines are jumping up and down with swim caps and swimsuits on as they watch the people who are already in the pool swim. a person""

Which of the following endings best completes the context?

Choices:
A. buys wooden matches from the woman who stands near one of the swimmers.
B. wearing a toga overtakes the girls as they stand around a tile base, and the group looks at each other.
C. walks by the camera as the shaky camera focuses on the people who are already in the pool swimming.
D. takes a sip from a drink as she's now walking the inside of the water and preparing to jump.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
31593.0,Playing rubik cube,"After thirty five seconds, he pulls the blind fold down over his eyes and continues to try and solve the cube. A minute and fifteen seconds has passed and the boy puts the cube down and the timer stops. everybody",C,"Context:
""After thirty five seconds, he pulls the blind fold down over his eyes and continues to try and solve the cube. A minute and fifteen seconds has passed and the boy puts the cube down and the timer stops. everybody""

Which of the following endings best completes the context?

Choices:
A. four and five begins laughing and clapping.
B. claps and it takes a lot of preparing but finally they show the score.
C. is extremely happy for him and begin and congratulates him as the other opponents are still attempting to solve theirs.
D. leaves with a kiss as the camera pans left to show the ways men are used in solving a cube and doing graphics.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
9561.0,Playing guitarra,He describes the chords of a song and the proper finger placement to form the chords with a fingering chord diagram on the screen. the guitarist,A,"Context:
""He describes the chords of a song and the proper finger placement to form the chords with a fingering chord diagram on the screen. the guitarist""

Which of the following endings best completes the context?

Choices:
A. continues to play portions of a song stopping to describe the chord placement.
B. is practicing in a gym while he holds a bottle of mouthwash.
C. demonstrates the proper way to play the instrument and the palms along with the foot placement.
D. plays a song supporting the note that comes from the mic and then transitioning into a guitar solo from there upbeat music.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
11791.0,Camel ride,The man in light blue assists the man in dark blue to untie. the second camel holding the next couple,C,"Context:
""The man in light blue assists the man in dark blue to untie. the second camel holding the next couple""

Which of the following endings best completes the context?

Choices:
A. of camels jumps off with the man in the dark blue as the third camel rides away.
B. climbs on top of the second camel and secure the rope to both camels.
C. starts to sit on the ground.
D. of passengers follows the first camel, while the man in orange helps the first camel to receive the camel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
39676.0,Making a lemonade,We see the lady with a glass bowl of lemon juice as she juices more lemons into a white container. The lady puts the white container over a strainer into the glass bowl. the lady,B,"Context:
""We see the lady with a glass bowl of lemon juice as she juices more lemons into a white container. The lady puts the white container over a strainer into the glass bowl. the lady""

Which of the following endings best completes the context?

Choices:
A. pours the lemonade into a shallow glass and rubs her fingers on the rim of the glass.
B. pours the lemon juice into a larger glass pitcher.
C. shakes the lemonade and pours it into a clear glass.
D. pours the lemon juice over two lemons quickly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
167.0,Welding,He shows two aluminum plates that are joined together for demonstration purposes. He takes the nova rod and shows how he can weld the two pieces together. he,C,"Context:
""He shows two aluminum plates that are joined together for demonstration purposes. He takes the nova rod and shows how he can weld the two pieces together. he""

Which of the following endings best completes the context?

Choices:
A. moves the star shaped welder on the one side of the sandy area because of the sand that covered it.
B. lays down the rod and shows how he can weld the outside of a car from the inside.
C. begins welding the two plates of aluminum.
D. then demonstrates how to weld with a pump until the concrete is clean.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
32145.0,Discus throw,A compilation/tribute video for a hungarian discus throwing olympian begins with some pictures of him in action. an attempt with him twirling rapidly,D,"Context:
""A compilation/tribute video for a hungarian discus throwing olympian begins with some pictures of him in action. an attempt with him twirling rapidly""

Which of the following endings best completes the context?

Choices:
A. on a huge indoor stadium that has one stadium and two bleachers at the very back, has been made without him to sling the discus as he spins demonstratively with his glove on.
B. while following his down hit the front and back of the discus move slowly across the screen and ends with a title screen.
C. in circles and popping up on screen.
D. begins and the discus launches.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
36048.0,Sharpening knives,He cleans the knife on a towel and shows the residue left behind. He explains the difference between a honing steel and a sharpening steel. a black screen,C,"Context:
""He cleans the knife on a towel and shows the residue left behind. He explains the difference between a honing steel and a sharpening steel. a black screen""

Which of the following endings best completes the context?

Choices:
A. appears with blue and white drawings of swords and arrows on it and the word "" swords lacrosse "" on it.
B. appears on black, then black again.
C. appears and fades into a white screen with online culinary schools, websites and a copyright to a company.
D. flashes and the new recipe appears.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
26600.0,Grooming dog,She starts to cut the hair of a dog that is sitting on a table. She stands the dog up and continues to cut its hair. next,C,"Context:
""She starts to cut the hair of a dog that is sitting on a table. She stands the dog up and continues to cut its hair. next""

Which of the following endings best completes the context?

Choices:
A. she rinses the dog and serves it cookies to cook in a bowl.
B. , she runs her fingers through the boy's hair as she clips it.
C. , she moves on and start to cut the hair on its ears.
D. , she takes scissors and cuts the dogs nails and throws it on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
39971.0,Surfing,The man is then shown surfing along the water with others as well as landing in the water. the man,A,"Context:
""The man is then shown surfing along the water with others as well as landing in the water. the man""

Which of the following endings best completes the context?

Choices:
A. continues surfing along the water and ends with people standing and paddling around in the end and walking on the beach.
B. is shown on the machine once more and is shown again in slow motion and talking about various experiences.
C. is shown riding a wave and speaking colorful words on his phone.
D. is then shown surfing a long rocky body of water in a competition, with others surfing up against and above.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
19112.0,Using the pommel horse,A person is seen climbing up on top of a piece of exercise equipment and performing a gymnastics routine. the person,A,"Context:
""A person is seen climbing up on top of a piece of exercise equipment and performing a gymnastics routine. the person""

Which of the following endings best completes the context?

Choices:
A. continues spinning around on the equipment and ends by jumping down on the side.
B. spins and gets off and performs several moves on the machine.
C. follows the instructor all along the beam while spinning and doing acrobatics on the beam.
D. spins his body around and around on the bar and ends by jumping off and appearing back on the side of the machine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
13648.0,Doing fencing,Three men dressed in fencing gear are standing in a gym. The man in the middle is talking and the other two remain still. the two men,D,"Context:
""Three men dressed in fencing gear are standing in a gym. The man in the middle is talking and the other two remain still. the two men""

Which of the following endings best completes the context?

Choices:
A. together start towards the other side of the room.
B. sit down on a crate until the gym cleaners come and clean the small area.
C. lift a weighted object high up and throw it to the other two.
D. begin making movements as the man instructs them to, showing off the different fencing techniques.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
10827.0,Washing face,"A woman in a purple dress is seated, speaking to the camera. she",D,"Context:
""A woman in a purple dress is seated, speaking to the camera. she""

Which of the following endings best completes the context?

Choices:
A. stands up and spins her body, demonstrating some gymnastics moves.
B. holds up a box, showing her nails, then opens the box and shows more nails.
C. shows the team how to properly clean and lather their feet, washing them and rubbing them down.
D. is shown massaging cream into her face, then rinsing it off with water and patting dry with a towel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
45002.0,Vacuuming floor,"Then, the woman takes out the canister of the vacuum and continues cleaning the floor, the wall, the sofa and the floor. After, the woman cleans the frames of picture and pick up hair from a pillow. next",B,"Context:
""Then, the woman takes out the canister of the vacuum and continues cleaning the floor, the wall, the sofa and the floor. After, the woman cleans the frames of picture and pick up hair from a pillow. next""

Which of the following endings best completes the context?

Choices:
A. the woman cleans the floor and then vacuuming the floor with a paper stick.
B. , the woman rewinds the wire of the canister and drops the trash in the trash can.
C. , the woman takes a vacuum then blow dry the carpet, clean the sofa and vacuum the floor.
D. , the woman brush her long hair and put it in coat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
17893.0,Snatch,"After, a woman with a black brace around her middle section is pictured doing the exact same thing and does several sets and a different man follows her exact same actions. more people from different genders and background",D,"Context:
""After, a woman with a black brace around her middle section is pictured doing the exact same thing and does several sets and a different man follows her exact same actions. more people from different genders and background""

Which of the following endings best completes the context?

Choices:
A. is shown in different city scenes.
B. join, some are beginning to star in this film where they are gracing british columbia with their colorful outfits and elaborate uniforms.
C. films also practice and they all end in one title screen.
D. walk into the gym and they too position themselves to pick up the bar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
1551.0,Shoveling snow,A man in a brown coat and hat is shoveling the snow from his driveway. Pictures of the man are being shown. the man,D,"Context:
""A man in a brown coat and hat is shoveling the snow from his driveway. Pictures of the man are being shown. the man""

Which of the following endings best completes the context?

Choices:
A. does not seem to notice any snow at all, until he is so deep into his task that he needs help which he receives quickly and easily.
B. vigorously shovels the snow and cow shit out of a truck.
C. 's dog is shown shoving snow into a bucket on his porch.
D. gets out a snowblower and starts snowblowing his driveway.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
46691.0,Painting,A man talks to the camera in an art room with paint behind him and a large canvas painting. the man,A,"Context:
""A man talks to the camera in an art room with paint behind him and a large canvas painting. the man""

Which of the following endings best completes the context?

Choices:
A. begins to clean a paint brush using water first and then cleaning the head with a paper towel.
B. holds a piece of the canvas and motion the camera around the room.
C. takes paints a pallet and paints a painting across the canvas.
D. points to his hand as he paints several large designs into the canvas and the words wife appear on the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
22914.0,Sharpening knives,He picks up the sharpening tool and talks about what he will do next and begins to sharpen again. then he,D,"Context:
""He picks up the sharpening tool and talks about what he will do next and begins to sharpen again. then he""

Which of the following endings best completes the context?

Choices:
A. gets down off the bed and the video ends.
B. gets in the car and drives off of the street.
C. swings the sharpener to sharpen the sharpening stone another time and then takes his knife and scrambles to sharpen another piece.
D. shows all of the pieces that come with the kit and talks about it all.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
31449.0,Hand washing clothes,An elderly woman pans to the camera and does various hand movements on the floor. the woman,D,"Context:
""An elderly woman pans to the camera and does various hand movements on the floor. the woman""

Which of the following endings best completes the context?

Choices:
A. shakes her hips and lifts a leg out from an out of forward motion position.
B. is now standing on the bottom rung of her washing machine and continues to wash her shoes as she stares at dusty spots on the floor.
C. continues to work and ends by dropping man in a field.
D. grabs several items of clothing and shows how she washes them in the sink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
45298.0,Putting in contact lenses,In introduction with show title and website is seen. a woman,A,"Context:
""In introduction with show title and website is seen. a woman""

Which of the following endings best completes the context?

Choices:
A. stands in bathroom and then places a contact lens into her eye.
B. is drinking a ginger ale, then begins to drink liquor with her head down and her rear laying down.
C. stands behind a counter, grabs a paper towel, spread it on rollers and napkin use the napkin to bind the roll and put it away on the counter to the side.
D. speaks while a teen walks outdoors and tosses and catches a pole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
1591.0,Getting a haircut,He takes a small amount of hair gel on his finger from the container and rubs it through the long section of his hair. He then combs the hair to style it. he,D,"Context:
""He takes a small amount of hair gel on his finger from the container and rubs it through the long section of his hair. He then combs the hair to style it. he""

Which of the following endings best completes the context?

Choices:
A. then takes the long band and pours a liquid from the container onto the curly hairs and roves it in.
B. valued at least ten years back hair styles for his employees and they're all very thorough and master at this task.
C. then grabs some pins to braid it, which he places behind his head and irons it.
D. runs his fingers through the hair to finish off the look.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
22678.0,Table soccer,The same girl reaches across the table to control an arm on the other side. the girl on the other side,C,"Context:
""The same girl reaches across the table to control an arm on the other side. the girl on the other side""

Which of the following endings best completes the context?

Choices:
A. reaches across and controls an arm captured by video.
B. of the table places a glass filled with lemonade on the end of the table and gestures to the girl on the opposing side of the table.
C. tries to stop her.
D. then waves at the other girl, then grabs her crayon off the table top and draws a family with a pet cat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
1799.0,Decorating the Christmas tree,He then takes some red and gold ornaments and shows how to place them on the tree. He also takes a red ribbon and red berries to add to the tree. he,D,"Context:
""He then takes some red and gold ornaments and shows how to place them on the tree. He also takes a red ribbon and red berries to add to the tree. he""

Which of the following endings best completes the context?

Choices:
A. then cuts the top of the christmas tree in half and places the finished in the complete box.
B. continues decorating the tree while taking the colors and decorations off and letting them go.
C. clips all of the tubes into place up on the tree.
D. stands next to the fully decorated tree as he completes his tutorial.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
27793.0,Roof shingle removal,A short clip of an room with a refrigerator and a couch and tv is shown. The camera pans to a shirtless man standing on a ladder next to a roof and talking. the man,A,"Context:
""A short clip of an room with a refrigerator and a couch and tv is shown. The camera pans to a shirtless man standing on a ladder next to a roof and talking. the man""

Which of the following endings best completes the context?

Choices:
A. begins to prod at roof tiles with a metal stick, lifting the edges up briefly.
B. continues talking and finally reaches the bottom of the ladder and stops talking.
C. keeps talking while using the crane to pull the beams.
D. spread what he goes through is across the video.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
32499.0,Sailing,A camera follows around a small boat that is moving along the water as well as landscapes. the camera,A,"Context:
""A camera follows around a small boat that is moving along the water as well as landscapes. the camera""

Which of the following endings best completes the context?

Choices:
A. zooms in on the boat and shows people riding inside.
B. also capture several birds flying on the water as well as tourists.
C. captures in sharp detail a large group of sand bikers running around the trail behind the boat as well as people and scenery when exiting the shore into the water.
D. switches on one more time and the shop is seen once again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
20978.0,Surfing,Two surfers is greeted by a seal in the ocean that jumps on his board and plays with them. the surfer wearing a wet suit,D,"Context:
""Two surfers is greeted by a seal in the ocean that jumps on his board and plays with them. the surfer wearing a wet suit""

Which of the following endings best completes the context?

Choices:
A. stands on the rocks on the beach while the seal swims a with him.
B. removes his lifejacket and shows swimmers biceps and trimmer muscle rolls.
C. jumped from a surf on a seal board that had a knee high wave.
D. takes off on a wave leaving the seal behind.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
