question,question_concept,_split,answer,final_prompt,len_tk_gemma2_9b_it
"The astronaut wanted to find the United States from outer space, so where did he aim his spacecraft?",united states,train-00000-of-00001,E,"Question:
The astronaut wanted to find the United States from outer space, so where did he aim his spacecraft?

Which of the following is the best response to the question?

Choices:
A. history book
B. atlas
C. map
D. towards ocean
E. northern hemisphere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If something attempted to destroy something but didn't fully succeed, then one might be able to do what to it afterwards?",destroy,train-00000-of-00001,B,"Question:
If something attempted to destroy something but didn't fully succeed, then one might be able to do what to it afterwards?

Which of the following is the best response to the question?

Choices:
A. demolish object
B. repair
C. fix
D. create
E. construct

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"If you buying a potato, carrots, strawberries and bananas, how would you carry them home?",potato,train-00000-of-00001,B,"Question:
If you buying a potato, carrots, strawberries and bananas, how would you carry them home?

Which of the following is the best response to the question?

Choices:
A. restaurants
B. shopping bags
C. two wheels
D. vegetable soup
E. exhaust pipe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"He volunteered to help them after the disaster, he was able bodied and hoped to be what?",help,train-00000-of-00001,E,"Question:
He volunteered to help them after the disaster, he was able bodied and hoped to be what?

Which of the following is the best response to the question?

Choices:
A. criticized
B. ask questions
C. make happy
D. have compassion for
E. of service to

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
John pulled the cover over his head.  He was hoping that this would allow him to hide. Where is he hiding?,cover,train-00000-of-00001,B,"Question:
John pulled the cover over his head.  He was hoping that this would allow him to hide. Where is he hiding?

Which of the following is the best response to the question?

Choices:
A. divert suspicion
B. underneath
C. opening
D. landcover
E. leave open

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"Sean wanted to go to the Met, so he took a subway stop in what city?",subway stop,train-00000-of-00001,A,"Question:
Sean wanted to go to the Met, so he took a subway stop in what city?

Which of the following is the best response to the question?

Choices:
A. new york city
B. toronto
C. large city
D. large city
E. metropolis

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What could you be doing if you are relaxing and are awake but have your eyes closed?,relaxing,train-00000-of-00001,B,"Question:
What could you be doing if you are relaxing and are awake but have your eyes closed?

Which of the following is the best response to the question?

Choices:
A. read book
B. listening to music
C. falling asleep
D. watching tv
E. reading

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"His anger reached a boiling point, the therapist said they should take a break and what?",anger,train-00000-of-00001,A,"Question:
His anger reached a boiling point, the therapist said they should take a break and what?

Which of the following is the best response to the question?

Choices:
A. cool off
B. fight
C. destroy enemy
D. illustrate point
E. write letter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you not be able to find a diaphragm if there is no one in it?,diaphragm,train-00000-of-00001,A,"Question:
Where would you not be able to find a diaphragm if there is no one in it?

Which of the following is the best response to the question?

Choices:
A. drugstore
B. human
C. woman's body
D. human body
E. valve

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What could you do if you want to get free stuff that is worth money?,money,train-00000-of-00001,C,"Question:
What could you do if you want to get free stuff that is worth money?

Which of the following is the best response to the question?

Choices:
A. apply for job
B. win auction
C. stand in line
D. take care of proposals
E. buy christmas presents

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Joe did something very bad and he was worried that The People would try punishing him.  What type of punishment might be be worried about?,punishing,train-00000-of-00001,D,"Question:
Joe did something very bad and he was worried that The People would try punishing him.  What type of punishment might be be worried about?

Which of the following is the best response to the question?

Choices:
A. train
B. hatred
C. get angry
D. going to jail
E. public outrage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"There's tickets, rides, and games but the real money made where is in the food sales?",food,train-00000-of-00001,C,"Question:
There's tickets, rides, and games but the real money made where is in the food sales?

Which of the following is the best response to the question?

Choices:
A. mall
B. kitchen
C. fairgrounds
D. neighbor's house
E. military base

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Billy didn't understand computers but he could work them.  This was because he could easily do what?,computers,train-00000-of-00001,C,"Question:
Billy didn't understand computers but he could work them.  This was because he could easily do what?

Which of the following is the best response to the question?

Choices:
A. be smart
B. advance knowledge
C. follow instructions
D. produce sound
E. do work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"He always had an excuse for why he didn't eat more vegetables, he claimed with baked potatoes he didn't know how to what them?",eat vegetables,train-00000-of-00001,A,"Question:
He always had an excuse for why he didn't eat more vegetables, he claimed with baked potatoes he didn't know how to what them?

Which of the following is the best response to the question?

Choices:
A. prepare
B. clean
C. wash
D. grow
E. open mouth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The family TV personality was dressed as a weasel, and he began to play a what?",weasel,train-00000-of-00001,A,"Question:
The family TV personality was dressed as a weasel, and he began to play a what?

Which of the following is the best response to the question?

Choices:
A. children's song
B. washington d.c
C. chicken coop
D. dead
E. used car lot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What could happen after going to bed that could be either good or bad?,going to bed,train-00000-of-00001,D,"Question:
What could happen after going to bed that could be either good or bad?

Which of the following is the best response to the question?

Choices:
A. might dream
B. insomnia
C. needing a nap later on
D. good sleep
E. feeling refreshed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Sean was in a rush to get home, but the light turned yellow and he was forced to do what?",rush,validation-00000-of-00001,E,"Question:
Sean was in a rush to get home, but the light turned yellow and he was forced to do what?

Which of the following is the best response to the question?

Choices:
A. take time
B. dawdle
C. go slowly
D. ocean
E. slow down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"Amelia tried to aim for the small isle, but the water of the what was coming on fast?",isle,train-00000-of-00001,A,"Question:
Amelia tried to aim for the small isle, but the water of the what was coming on fast?

Which of the following is the best response to the question?

Choices:
A. ocean
B. sea
C. pool
D. auditorium
E. body of water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"James was someone who was caught in his own delusions.  To him, the truth didn't do what what?",truth,validation-00000-of-00001,B,"Question:
James was someone who was caught in his own delusions.  To him, the truth didn't do what what?

Which of the following is the best response to the question?

Choices:
A. work to advantage
B. matter to
C. help
D. free mind
E. further knowledge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"You have to clean the tank and remember to feed them, but fish make good entry level what?",fish,train-00000-of-00001,C,"Question:
You have to clean the tank and remember to feed them, but fish make good entry level what?

Which of the following is the best response to the question?

Choices:
A. breath in water
B. school together
C. pets
D. companion
E. attempt to fly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"What city in a North American Country, that isn't the United States, would you expect to find a good french restaurant?",french restaurant,train-00000-of-00001,C,"Question:
What city in a North American Country, that isn't the United States, would you expect to find a good french restaurant?

Which of the following is the best response to the question?

Choices:
A. wine
B. nyc
C. quebec
D. manhattan
E. paris

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The mother had to run some errands, she told he son if he did his chores while she was gone it would be what?",run errands,train-00000-of-00001,C,"Question:
The mother had to run some errands, she told he son if he did his chores while she was gone it would be what?

Which of the following is the best response to the question?

Choices:
A. get things done
B. complete tasks
C. helpful
D. finished product
E. gain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The churchyard was the furthest east in all the contiguous states, it was located in which?",churchyard,train-00000-of-00001,E,"Question:
The churchyard was the furthest east in all the contiguous states, it was located in which?

Which of the following is the best response to the question?

Choices:
A. country side
B. near the ocean
C. city
D. michigan
E. maine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"She thought she had some old clothes that might work for the costume, she went to retrieve them down in the what?",old clothes,train-00000-of-00001,A,"Question:
She thought she had some old clothes that might work for the costume, she went to retrieve them down in the what?

Which of the following is the best response to the question?

Choices:
A. basement
B. box
C. trunk
D. store
E. attic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The old lady was peculiar, she kept her medicine hidden below the cookies in the what?",medicine,train-00000-of-00001,D,"Question:
The old lady was peculiar, she kept her medicine hidden below the cookies in the what?

Which of the following is the best response to the question?

Choices:
A. bathroom
B. doctor's office
C. taken orally
D. jar
E. hospital

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The man had worked hard to see idea become reality, seeing it work had him beaming with what?",see idea become reality,train-00000-of-00001,E,"Question:
The man had worked hard to see idea become reality, seeing it work had him beaming with what?

Which of the following is the best response to the question?

Choices:
A. celebrate
B. joy
C. feeling of accomplishment
D. sadness
E. pride

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The little girl was raised selfish, she didn't even care when she was doing what?",care,train-00000-of-00001,C,"Question:
The little girl was raised selfish, she didn't even care when she was doing what?

Which of the following is the best response to the question?

Choices:
A. crack
B. antipathy
C. being mean
D. disinterest
E. unfeeling

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?,chain,validation-00000-of-00001,B,"Question:
James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?

Which of the following is the best response to the question?

Choices:
A. gear shift
B. garage
C. kitchen
D. jewelry store
E. hardware store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"It was impossible to find a parking garage, so James took a bus whenever he wanted to go where?",garage,train-00000-of-00001,E,"Question:
It was impossible to find a parking garage, so James took a bus whenever he wanted to go where?

Which of the following is the best response to the question?

Choices:
A. neighbor's house
B. car
C. building
D. restaurant
E. downtown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The boy pondered commititng suicide, but didn't think of the consequences, what would he do should he carry though with it?",committing suicide,train-00000-of-00001,B,"Question:
The boy pondered commititng suicide, but didn't think of the consequences, what would he do should he carry though with it?

Which of the following is the best response to the question?

Choices:
A. extreme pain
B. die
C. dying
D. interruption
E. sit down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Mandy was naturally entertaining.  She enjoyed making people feel good and hoped that she could bring lasting what to them?,entertaining,train-00000-of-00001,A,"Question:
Mandy was naturally entertaining.  She enjoyed making people feel good and hoped that she could bring lasting what to them?

Which of the following is the best response to the question?

Choices:
A. happiness
B. laughter
C. fulfillment
D. like
E. infection

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
John loved competing because he was very competitive.  He liked being about to divide people into what categories?,competing,train-00000-of-00001,A,"Question:
John loved competing because he was very competitive.  He liked being about to divide people into what categories?

Which of the following is the best response to the question?

Choices:
A. winners and losers
B. perform better
C. might win
D. losses
E. enemies

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what?",excitement,validation-00000-of-00001,A,"Question:
If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what?

Which of the following is the best response to the question?

Choices:
A. express information
B. dance
C. library
D. go somewhere
E. study

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?",curiosity,train-00000-of-00001,E,"Question:
If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?

Which of the following is the best response to the question?

Choices:
A. examine thing
B. stare into a mirror
C. go somewhere
D. hear news
E. see favorite show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"Luke was a human. Like most humans, he learned from his parents.  He was mortal, but he could preserve himself by doing what?",human,train-00000-of-00001,B,"Question:
Luke was a human. Like most humans, he learned from his parents.  He was mortal, but he could preserve himself by doing what?

Which of the following is the best response to the question?

Choices:
A. ocean
B. write
C. smile
D. die
E. think critically

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,losing consciousness,train-00000-of-00001,A,"Question:
James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?

Which of the following is the best response to the question?

Choices:
A. death
B. coma
C. peace
D. forgetfulness
E. loss of life

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
They were having an affair. They didn't really care that it would harm his wife.  All they  cared about was their what?,affair,train-00000-of-00001,D,"Question:
They were having an affair. They didn't really care that it would harm his wife.  All they  cared about was their what?

Which of the following is the best response to the question?

Choices:
A. marriage
B. scandal
C. love
D. relationship
E. fidelity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Billy was a forgiving person.  When Marna confessed to him, she felt what?",forgiving,train-00000-of-00001,C,"Question:
Billy was a forgiving person.  When Marna confessed to him, she felt what?

Which of the following is the best response to the question?

Choices:
A. redemption
B. absolution
C. great relief
D. very sad
E. make up

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The runner preferred exercise in the forest to the city, so where did he drive to every morning?",forest,train-00000-of-00001,D,"Question:
The runner preferred exercise in the forest to the city, so where did he drive to every morning?

Which of the following is the best response to the question?

Choices:
A. south america
B. manhattan
C. temperate zone
D. countryside
E. earth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The young boy was scared to dance, he found a corner of the auditorium and spent the whole evening doing what?",dance,train-00000-of-00001,E,"Question:
The young boy was scared to dance, he found a corner of the auditorium and spent the whole evening doing what?

Which of the following is the best response to the question?

Choices:
A. am happy
B. celebrate
C. moving
D. partner
E. sitting still

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Her brother and sister-in-law were coming to visit, she told the kids that uncle and who were coming?",uncle,train-00000-of-00001,A,"Question:
Her brother and sister-in-law were coming to visit, she told the kids that uncle and who were coming?

Which of the following is the best response to the question?

Choices:
A. aunty
B. boy
C. niece
D. most families
E. falling down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"Despite the name a pawn can be quite versatile, all the parts are important in a what?",pawn,validation-00000-of-00001,A,"Question:
Despite the name a pawn can be quite versatile, all the parts are important in a what?

Which of the following is the best response to the question?

Choices:
A. chess game
B. scheme
C. chess set
D. checkers
E. north carolina

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
If a politician is poor and doesn't take bribes because he wants to serve his constitutions well he is doing it to be what?,poor,train-00000-of-00001,C,"Question:
If a politician is poor and doesn't take bribes because he wants to serve his constitutions well he is doing it to be what?

Which of the following is the best response to the question?

Choices:
A. adequate
B. rich
C. good
D. honest
E. poormouth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Thrill seeking people who love competition might be found in one of these?,people,train-00000-of-00001,E,"Question:
Thrill seeking people who love competition might be found in one of these?

Which of the following is the best response to the question?

Choices:
A. learn from each other
B. fight each other
C. fear death
D. a taxi cab
E. race cars

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"When making a chicken salad, how is the chicken made to be in smaller pieces?",chicken,train-00000-of-00001,B,"Question:
When making a chicken salad, how is the chicken made to be in smaller pieces?

Which of the following is the best response to the question?

Choices:
A. baked in oven
B. chopped
C. bought at store
D. cooked by grilling
E. eaten

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Having a lot of food is likely to make someone have a certain sensation of what?,having lunch,train-00000-of-00001,A,"Question:
Having a lot of food is likely to make someone have a certain sensation of what?

Which of the following is the best response to the question?

Choices:
A. feel full
B. feeling satisfied
C. havey food
D. become tired
E. digestion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"I feel like going to a city with lots of fast food chains, where should I visit?",city,train-00000-of-00001,E,"Question:
I feel like going to a city with lots of fast food chains, where should I visit?

Which of the following is the best response to the question?

Choices:
A. fast food restaurant
B. seaside
C. germany
D. county
E. united states

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"They had just moved in but had already gotten cable, wanting to use television they did what with the cord?",use television,train-00000-of-00001,B,"Question:
They had just moved in but had already gotten cable, wanting to use television they did what with the cord?

Which of the following is the best response to the question?

Choices:
A. kill
B. plug in
C. switch on
D. sit on couch
E. open eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"He had only experienced tangible and corporeal events in his life, but the hippy girl opened up his what side?",corporeal,train-00000-of-00001,E,"Question:
He had only experienced tangible and corporeal events in his life, but the hippy girl opened up his what side?

Which of the following is the best response to the question?

Choices:
A. insubstantial
B. mind
C. intangible
D. ethereal
E. spiritual

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The rich kids suffered from boredom, one suggested heading up to his parents lodge and that they what?",boredom,train-00000-of-00001,E,"Question:
The rich kids suffered from boredom, one suggested heading up to his parents lodge and that they what?

Which of the following is the best response to the question?

Choices:
A. hang out at bar
B. play games
C. skateboard
D. have dinner
E. go skiing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?,union,train-00000-of-00001,E,"Question:
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?

Which of the following is the best response to the question?

Choices:
A. workplace
B. science
C. algebra
D. province
E. construction business

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"He was a trivia hound and loved being able to answer anything, he loved studying to do what?",studying,train-00000-of-00001,C,"Question:
He was a trivia hound and loved being able to answer anything, he loved studying to do what?

Which of the following is the best response to the question?

Choices:
A. better grades
B. higher intelligence
C. increasing knowledge
D. inspiration
E. strain eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"When the pond near the train tracks froze over the local kids all played hockey, it was the stereotypical thing to do where?",train tracks,train-00000-of-00001,D,"Question:
When the pond near the train tracks froze over the local kids all played hockey, it was the stereotypical thing to do where?

Which of the following is the best response to the question?

Choices:
A. train station
B. michigan
C. alaska
D. canada
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
