ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_base
36448.0,Personal Care and Style,"[header] How to evaluate students [title] Define a specific learning objective for each unit, test, and project. [step] Create a concise objective that summarizes the subject matter, skills exercised, and learning goals. Define the skills students will develop with measurable, actionable verbs.",B,"Context:
""[header] How to evaluate students [title] Define a specific learning objective for each unit, test, and project. [step] Create a concise objective that summarizes the subject matter, skills exercised, and learning goals. Define the skills students will develop with measurable, actionable verbs.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Vary the values the tests and professors define, skills students can retain, or behaviors students cannot foresee. It may help to write down each of the assessments separately and set aside an extra-critical list of typical qualities students will be assessed.
B. Include details that tailor the objective to the subject matter of a specific unit or assignment. [substeps] A strong objective for a unit would be, "" students will identify and describe the key players and events of the second world war's european and pacific theaters.
C. [substeps] Write "" consider what constitutes a measurable goal. "" this is a specific way to highlight the evaluation objective.
D. [substeps] Research on specific requirements is good-find out what students have in common with the unit and what their preferred answer is. Avoid using either a numerical answer or a formula.

Reply with exactly one uppercase letter out of A, B, C, or D.
",263
22129.0,Health,"[header] How to kill fungus [title] Purchase over-the-counter anti-fungal cream and ointments. [step] If you have an infection of the skin or nails that affects only a small area and does not cause much irritation, you may consider trying over-the-counter treatments before seeing your doctor. Buy topical antifungal treatments at your local pharmacy or drugstore.",B,"Context:
""[header] How to kill fungus [title] Purchase over-the-counter anti-fungal cream and ointments. [step] If you have an infection of the skin or nails that affects only a small area and does not cause much irritation, you may consider trying over-the-counter treatments before seeing your doctor. Buy topical antifungal treatments at your local pharmacy or drugstore.""

Which of the following endings best completes the context?

Choices:
A. Follow the directions on the cream and ointments carefully to ensure that you are using them safely. Be sure to follow all of the instructions printed on the aloe vera gel.
B. Keep in mind that these treatments often work better on skin than nails. [title] Wash your hands before and after using the treatment.
C. [substeps] Creams contain antifungal agents, and are the cheapest. Ointments may come with anti-fungal ingredients, such as unclog inhibitors.
D. [substeps] Follow the instructions listed on the label. Most prescription medication meant to treat infections cannot be used on the skin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",239
11750.0,Playing bagpipes,The camera pans to a man in a suit standing at a podium in front of a group of people who are standing along with the rows of people in uniform behind the speaker. the camera,C,"Context:
""The camera pans to a man in a suit standing at a podium in front of a group of people who are standing along with the rows of people in uniform behind the speaker. the camera""

Which of the following endings best completes the context?

Choices:
A. focuses on a groomers standing off in the distance and the people started playing one of the different conga drums when a trumpet begin to sound.
B. pans back to the man in the suit speaking from the podium.
C. then pans to three military planes flying overhead as part of the ceremony before returning to the people, who are standing, in front of the man at the podium.
D. pans to the men in front and see the judges and the people in the room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
20292.0,Pets and Animals,"[header] How to clicker train a cat [title] Get a clicker. [step] A clicker is a small plastic box with a metal tab in it. When you press it, it makes a clicking sound.",B,"Context:
""[header] How to clicker train a cat [title] Get a clicker. [step] A clicker is a small plastic box with a metal tab in it. When you press it, it makes a clicking sound.""

Which of the following endings best completes the context?

Choices:
A. Once your cat hears the clicking, you can use the clicker. Clicking the clicker is a way to increase the amount of "" click "" of treats you give your cat.
B. These are available online or in pet stores, and they cost as little as $1. These are commonly used to train dogs and cats.
C. It gives your cat a signal that it is prepared to attack. If you click it just a couple of times, your cat will bite it and give it a treat.
D. You will hear it clapping, howling, and then repeating a phrase as you pet your cat. The clicker will help you control your cat's movements when you clicker train it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",225
36847.0,Finance and Business,[header] How to do an email blast [title] Have a clear purpose for the blast. [step] Email blasting customers or partners is not an arbitrary task. Each blast should have a concise purpose before you begin to draft it.,B,"Context:
""[header] How to do an email blast [title] Have a clear purpose for the blast. [step] Email blasting customers or partners is not an arbitrary task. Each blast should have a concise purpose before you begin to draft it.""

Which of the following endings best completes the context?

Choices:
A. If you are communicating with your email carrier about customer complaint, you need to have clear purpose for each blast. Consider creating a clear mission for each blast and indicating a space for the message to be left by the prospect of the blast once it begins.
B. Determine what you're trying to deliver and how you want the recipients to react to the email. The blast's purpose could be enticing customers to purchase something, updating employees on a new project or initiative, or a newsletter to recap the month's events.
C. This purpose is simply to inform customers or collaborate on how they will be affected by your email blast. [substeps] Call up your website and get a "" page "" or "" email "" to develop a mission.
D. [substeps] To begin with, the rest of the blast need to direct the prospect forward. You can start by stating that the blast is brief but immediately identifying you, providing basic instructions.

Reply with exactly one uppercase letter out of A, B, C, or D.
",270
27126.0,Beach soccer,"The black screen with the same colorful logos briefly appear again and it's followed by more clips of people playing soccer in the sand making goals after goals while people cheer them on, and the winners cheer themselves on. once",A,"Context:
""The black screen with the same colorful logos briefly appear again and it's followed by more clips of people playing soccer in the sand making goals after goals while people cheer them on, and the winners cheer themselves on. once""

Which of the following endings best completes the context?

Choices:
A. again the black screen with the logos appears and various clips of the ones shown before are shown again until it ends with a screen of the logos.
B. more black screen with a white clove banner with a flag underneath it appears through a frosted window and a black text that read ""' r know's' after the council' in white letters appears in the middle of the screen indicating nationals' javelin return next week then it goes black and leaving only the vaulter logo shown briefly, and then the screen fades to black.
C. again graphic peals of text appear in the screen and it's all white with blue words at the bottom right that read "" canapés "".
D. complete, a close up of a small boy with their medals are shown and then the boy is out on a sand castle eating his hot dog.

Reply with exactly one uppercase letter out of A, B, C, or D.
",247
31816.0,Food and Entertaining,"[header] How to stop staring at a girl's boobs [title] Focus on making eye contact. [step] Not only will making eye contact keep your eyes off of a girl's chest, it's also a sign that you're confident and engaged. To keep your eyes focused on hers, try noticing the color of her eyes or what shape they are.",D,"Context:
""[header] How to stop staring at a girl's boobs [title] Focus on making eye contact. [step] Not only will making eye contact keep your eyes off of a girl's chest, it's also a sign that you're confident and engaged. To keep your eyes focused on hers, try noticing the color of her eyes or what shape they are.""

Which of the following endings best completes the context?

Choices:
A. Try looking as if you are appraising her eyes and then fixing them on her chest. [title] Explain yourself in a conversational voice.
B. Is it blue, green, pale, black, or light gray? That works for you. Many people tend to look away as soon as they catch a girl's gaze.
C. [substeps] Hold her gaze for a few seconds and then look away. This works wonders, but most girls will look away when they're nervous.
D. If you're having trouble maintaining eye contact, try looking at the space in between her eyes instead. [substeps] Remember to look away every so often.

Reply with exactly one uppercase letter out of A, B, C, or D.
",240
35566.0,Personal Care and Style,[header] How to choose wisely [title] Be calm and analyze the problem. [step] . Many poor decisions are made because people panic and don't think properly about the consequences of their decisions.,D,"Context:
""[header] How to choose wisely [title] Be calm and analyze the problem. [step] . Many poor decisions are made because people panic and don't think properly about the consequences of their decisions.""

Which of the following endings best completes the context?

Choices:
A. In other words, stressful situations can cause people to jump, fight, or avoid a given situation without thinking about consequences. Oftentimes, better decision-making strategies involves focus upon what you're doing.
B. When you feel yourself becoming critical, take a moment to write down what you will be trying to accomplish. [substeps] For example, maybe you feel annoyed with your partner, but only because he never lets you make decisions like this.
C. Sometimes, people make the wrong decision and don't manage to find a solution, and this behavioral pattern can affect how you ultimately spend your money. [title] Identify what kind of expenses you are actually going to spend money on.
D. Remaining calm and analyzing the options with a cool head is the best way to begin. [substeps] Take your time and choose well, but remember that nobody is perfect; sometimes you might make a risky choice or end up picking a solution you regret, and that isn't the end of the world, either.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
29980.0,Health,"[header] How to control environmental pollution risks in a hospital [title] Accurately record your inventory. [step] Keep careful track of the inventory of materials you have on hand in the hospital for future use. Avoid overstocking items that have limited lifespans, as these will need to be disposed of.",C,"Context:
""[header] How to control environmental pollution risks in a hospital [title] Accurately record your inventory. [step] Keep careful track of the inventory of materials you have on hand in the hospital for future use. Avoid overstocking items that have limited lifespans, as these will need to be disposed of.""

Which of the following endings best completes the context?

Choices:
A. Use detailed drawings or notes so you can remember information later on. [title] Make a detailed estimation of the hospital's cost to the patients.
B. [substeps] Before deciding to use chemicals, you can take into account the unequal number of supplies you have used. Subtract 65% every room in the hospital.
C. [substeps] Perform quarterly inventory checks to look for items that are close to the end of their lifespans. A computerized inventory system will make this task much easier.
D. [substeps] Take inventory that ranges from 500 to 800 pounds a day. In a hospital setting, do not attempt to do the same.

Reply with exactly one uppercase letter out of A, B, C, or D.
",235
26986.0,Health,"[header] How to eat like a body builder [title] Eat the right amount of protein. [step] You probably know that the body builder's diet is very high in protein. Growing muscles do need quite a lot of it, but past that point any extra protein is just calories, and therefore less effective than carbs.",C,"Context:
""[header] How to eat like a body builder [title] Eat the right amount of protein. [step] You probably know that the body builder's diet is very high in protein. Growing muscles do need quite a lot of it, but past that point any extra protein is just calories, and therefore less effective than carbs.""

Which of the following endings best completes the context?

Choices:
A. When we are active athletes or runners, we usually eat the most often and i suggest it's about 60 grams. This means that we eat about 3-5 grams of protein daily.
B. Keep this in mind when using budgeting strategies for your diet. [substeps] Try to get 20 grams of protein per pound.
C. For most people , 0.8 grams of protein per kilogram of bodyweight per day should be plenty. However, body builders need to get between 1.2 and 1.7 grams of protein per kilogram of body weight.
D. [substeps] You can get by with a 1 , 000 kg (3 , 000 g) package of non-carbohydrates. These should be cooked throughout in order to help incorporate them more specifically.

Reply with exactly one uppercase letter out of A, B, C, or D.
",267
16197.0,Sports and Fitness,"[header] How to build a lean to [title] Check what the direction the wind is blowing. [step] You do not want to build a lean-to that's leaning in the direction of wind. Even if the wind is not blowing fast now, it could pick up later and topple your lean-to over.",D,"Context:
""[header] How to build a lean to [title] Check what the direction the wind is blowing. [step] You do not want to build a lean-to that's leaning in the direction of wind. Even if the wind is not blowing fast now, it could pick up later and topple your lean-to over.""

Which of the following endings best completes the context?

Choices:
A. Instead, check the direction at which the wind is blowing. [substeps] If the wind is blowing far west (or west), it is blowing in south-south direction.
B. [title] Line the top of your lean-to up with secure material. [step] Some lean-to structures may have a vertical line from the top onto the ground, but ideally, this line should be lowered so that it reaches the ground below.
C. If the wind is blowing very sharply or is blowing very fast, then your lean-to should move slightly to one side and do the same to the other. Adjust your placement of your lean-to accordingly.
D. [substeps] The easiest way to check the wind's direction is to simply try to feel it. Close your eyes and turn your face until you can feel the wind blowing on you.

Reply with exactly one uppercase letter out of A, B, C, or D.
",269
37417.0,Health,"[header] How to evaluate for head injuries during first aid [title] Make sure the person is conscious. [step] While the person may still be awake, there can be other concerns. You'll want to check him quickly to see if he is alert and responsive.",C,"Context:
""[header] How to evaluate for head injuries during first aid [title] Make sure the person is conscious. [step] While the person may still be awake, there can be other concerns. You'll want to check him quickly to see if he is alert and responsive.""

Which of the following endings best completes the context?

Choices:
A. Injuries that develop slowly from a broken or broken bone are difficult to assess. [substeps] See if there is an injury that caused a head injury.
B. If he turns to wakefulness and motions towards you, that could mean something else. [substeps] Fluids and solids should not be put under the eyes.
C. One good way to check is using the avpu responsiveness scale : [substeps] Alert: look to see if he is alert, with eyes open. Does he respond to questions? Verbal: ask simple questions, and see if he is able to answer them.
D. He could be in shock, laying still and not moving, or he could have an autoimmune disorder. [title] Place a dressing on the person and check for a pulse.

Reply with exactly one uppercase letter out of A, B, C, or D.
",249
8601.0,Work World,[header] How to write an employment evaluation policy [title] Discuss within the employment evaluation policy that you are to evaluate the way a staff member carries out his or her duties using only facts. [substeps] You will review the employee's capabilities and success according to what the position's job description says. Promotions will depend on the individual assessments.,C,"Context:
""[header] How to write an employment evaluation policy [title] Discuss within the employment evaluation policy that you are to evaluate the way a staff member carries out his or her duties using only facts. [substeps] You will review the employee's capabilities and success according to what the position's job description says. Promotions will depend on the individual assessments.""

Which of the following endings best completes the context?

Choices:
A. Accordingly, you'll want to know whether your employee's performance has priority over other employees'. [title] Consider your company's response to an employee's assessment.
B. If you are conducting an employment evaluation, discuss which roles are expected from you and whether your job description indicates your ability to run a company successfully. [title] Assess how clients and employees feel about any changes to the employment assessment policies.
C. Make a note to discuss how the employee acts in a professional capacity within the realms of his or her job. Does the staff member interact with the public appropriately? This is an important point in most businesses.
D. Some employers require that their employees complete certain legal and informal background checks after an inspection. You can use government records or employment tax returns to gauge employee success with a workplace evaluation policy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",267
2351.0,Putting on makeup,"A man demonstrates how to apply make up to a face by applying make up to his own face in the camera. A man talks to the camera, close up, while standing in front of a mirror. the man",C,"Context:
""A man demonstrates how to apply make up to a face by applying make up to his own face in the camera. A man talks to the camera, close up, while standing in front of a mirror. the man""

Which of the following endings best completes the context?

Choices:
A. reaches for a brush and rubs and shaves his face.
B. then applies make up to his own face, marks it with chalk, and then places a cap over his face.
C. begins to put on makeup blush using a brush and brushing across the apples of his cheeks.
D. then turns towards the camera and with makeup applied, wipes his face with a towel, returns to the mirror and applies some of the make up to the face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
32452.0,Family Life,"[header] How to help your child create a travel journal [title] Before you go, talk to your child and find out what they would like. [step] More creative children may want to draw pictures, others may want stickers or to write in colourful pens. This is their journal, so let them pick what they want and let creativity reign.",D,"Context:
""[header] How to help your child create a travel journal [title] Before you go, talk to your child and find out what they would like. [step] More creative children may want to draw pictures, others may want stickers or to write in colourful pens. This is their journal, so let them pick what they want and let creativity reign.""

Which of the following endings best completes the context?

Choices:
A. Just go with what it feels like, it will take time and energy. [substeps] Many children use these as inspiration tools and are similar to erasers.
B. [substeps] Parents may decide upon which information they will want to include in this journal. [title] Establish a time and place as before.
C. [title] This journal can have a page that outlines any needs the child is having and also words needed. [step] You could include your address in it.
D. Materials you may need are: pens, pencils, a notebook/paper, glue stick (for pictures, menus etc), coloured pencils, stickers/other design products. [substeps] Children don't need leather bound books for their journals.

Reply with exactly one uppercase letter out of A, B, C, or D.
",255
2299.0,Food and Entertaining,"[header] How to buy almond milk [title] Clarify the type of almond milk for which you are looking. [step] There are sweetened and unsweetened versions of plain almond milk, which will have a distinctive nutty flavor. There are also chocolate and vanilla varieties.",A,"Context:
""[header] How to buy almond milk [title] Clarify the type of almond milk for which you are looking. [step] There are sweetened and unsweetened versions of plain almond milk, which will have a distinctive nutty flavor. There are also chocolate and vanilla varieties.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If you are drinking almond milk as part of a healthy diet, shop for unsweetened varieties. Sweetened plain, chocolate and vanilla almond milk can have up to 5 tsp.
B. While plain and unsweetened almond milk combinations will likely be great, it is always good to learn the type of almond milk you want. [substeps] For example , 100% pure almond milk is milk with no added sugar and little goes.
C. Bijou, from the 70s and 50s, has almond milk with very little sweetness and less fat. ( this goes for milk regardless of whether you are looking for a flavored or sweetened milk.
D. If you're looking for almond milk to help treat hip and high activity, try a san francisco british cow milk milk from the south. [substeps] The american cow milk is much sweeter than the local almond milk and has high fat content.

Reply with exactly one uppercase letter out of A, B, C, or D.
",284
6680.0,Family Life,[header] How to stimulate your marriage sex life through the senses [title] Use candles or dim lighting. [step] People look better in candlelight. [title] Wear things that will stimulate your spouse.,D,"Context:
""[header] How to stimulate your marriage sex life through the senses [title] Use candles or dim lighting. [step] People look better in candlelight. [title] Wear things that will stimulate your spouse.""

Which of the following endings best completes the context?

Choices:
A. [step] Sometimes your spouse will say many things which are tantalizing. Darken the candles, clean it and light more.
B. [step] Such things include a fluffy robe, a nice pair of dark blue or black tights, etc. [title] Style your hair and wear natural facial things that will attract your spouse.
C. [step] Remember to have something of yours for bed. Make sure to save it for going to the bathroom in the morning, so it isn't on night stand.
D. [step] Don't be embarrassed, have fun and don't take yourself too seriously. Have a wide variety of clothing, don't wear the same thing you used when you first got married 20 years ago, unless your spouse asks you specifically to wear it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",236
24625.0,Home and Garden,[header] How to remove acrylic paint from hair [title] Wet your hair with warm water or take a warm shower. [step] Massage the painted parts of your hair with your fingertips to soften any hardened sections. You could also take a bath to allow your hair to soak in the warm water for several minutes.,A,"Context:
""[header] How to remove acrylic paint from hair [title] Wet your hair with warm water or take a warm shower. [step] Massage the painted parts of your hair with your fingertips to soften any hardened sections. You could also take a bath to allow your hair to soak in the warm water for several minutes.""

Which of the following endings best completes the context?

Choices:
A. [title] Apply a liberal amount of shampoo to your hair and massage gently. [step] No special shampoo is required-you can just use your normal product.
B. [substeps] Be sure to check the areas where the paint is discolored. The dye does not penetrate latex, which means it won't react with latex once removed.
C. [substeps] If your hair feels quite slick or overly oil-free, cool the wet parts of your hair with an olive oil bath. This will soften the paint, but the hair still needs to feel wet.
D. [substeps] The hotter you water temperature, the easier it will be to peel off the paint. If you must use water in your hair, use lukewarm water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",251
27680.0,Computers and Electronics,"[header] How to use chatroulette [title] Get the right equipment. [step] Chatroulette is a video-based chat service, so you won't be able to get much use out of it without the right gear and accessories. Make sure that your computer has a working webcam, that the latest version of flash is installed on your computer, and that your speakers are working.",C,"Context:
""[header] How to use chatroulette [title] Get the right equipment. [step] Chatroulette is a video-based chat service, so you won't be able to get much use out of it without the right gear and accessories. Make sure that your computer has a working webcam, that the latest version of flash is installed on your computer, and that your speakers are working.""

Which of the following endings best completes the context?

Choices:
A. Stop by a gaming store if you are on a budget or if you don't want to spend a lot of time camping, and ask people for free video tutorials. [title] Make sure the company you're considering has the right system.
B. Some of the equipment you might need include : [substeps] Cable a digital hand escutmeter thick cable [title] Look for video features. [step] There are two main types of video features that you'll need to look for in a chatroulette.
C. [substeps] If you'd like to talk, make sure your microphone is working, as well. This isn't essential, as text chat is also possible.
D. You can also get a wi-fi connection for additional protection. [substeps] Some video streaming services require laptops to connect to your computer via usb cables.

Reply with exactly one uppercase letter out of A, B, C, or D.
",282
19996.0,Food and Entertaining,"[header] How to can asparagus without a pressure canner [title] Sterilize the jars and keep them warm. [step] Either run three clean pint jars through the dishwasher or boil the jars for 10 minutes. If you choose to boil them, fill a large pot with water.",A,"Context:
""[header] How to can asparagus without a pressure canner [title] Sterilize the jars and keep them warm. [step] Either run three clean pint jars through the dishwasher or boil the jars for 10 minutes. If you choose to boil them, fill a large pot with water.""

Which of the following endings best completes the context?

Choices:
A. Once you've sterilized the jars in the pot, turn off the water, so the jars stay warm. [substeps] If you use the dishwasher to sterilize the jars, use them as soon as they're done and while they're still hot.
B. Bring to boil the jars, turning them as necessary to keep them from overcooking. [substeps] Brown jars should keep for 10 minutes before you place them into the pan.
C. When the water reaches a boil, turn off the heat and allow it to steep in the pot for a few minutes. [substeps] Be aware that however you sterilize them, you'll want to check them frequently to ensure that they are very fresh.
D. Next, place the jars and lids in the large pot or molds with half of them still inside. [substeps] Allow the jars to sit for 40 to 60 minutes so that the centers of the top and back of the lids are cool to the touch.

Reply with exactly one uppercase letter out of A, B, C, or D.
",297
46809.0,Food and Entertaining,[header] How to recover older versions of a file in dropbox [title] Find the file. [step] Browse through your dropbox folders and files online and look for the file you want. [title] View previous versions.,C,"Context:
""[header] How to recover older versions of a file in dropbox [title] Find the file. [step] Browse through your dropbox folders and files online and look for the file you want. [title] View previous versions.""

Which of the following endings best completes the context?

Choices:
A. [step] In dropbox, all of your google folders and files will have been recovered from the same folder. If your previous versions of file are active, you can go back to the previous versions and view the ones that have already been recovered.
B. [step] To click and drag an older version of the file, select properties then move the file to a different folder. Keep going until you see only one new version of the file.
C. [step] Right-click on the file and select "" previous versions. "" you will be brought to another page that lists all the previous versions of the file.
D. [step] If the older version has been open for many years, it may have been deleted. By learning more about how it was opened, you will learn more about the file and determine whether there is a chance it is still what it used to be.

Reply with exactly one uppercase letter out of A, B, C, or D.
",260
29451.0,Food and Entertaining,[header] How to speak spanish fluently [title] Familiarize yourself with your library. [step] Inquire if your library offers learning programs or if there is a local spanish language club. You may also ask for help finding the best books and resources to learn how to speak spanish.,C,"Context:
""[header] How to speak spanish fluently [title] Familiarize yourself with your library. [step] Inquire if your library offers learning programs or if there is a local spanish language club. You may also ask for help finding the best books and resources to learn how to speak spanish.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If you are an avid reader, ask your friends who are frequently reading or try searching the internet for spanish recommendations. Also, make sure your library is actually teaching spanish, but keep in mind how spanish is written and practiced in your area.
B. [substeps] Many institutions and universities offer spanish as a language course. Consider making this a part of your program.
C. Also check out the bulletin board in case tutors or teachers are offering their services. [substeps] While your local library may be small and not have the resources that you are looking for, they may be able to order books and point you in the direction of other local resources available to you.
D. You may look up a list of languages online and get help to get into the habit of speaking it. [substeps] You can also check out a spanish speaker service or learn to speak spanish from them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
45344.0,Home and Garden,[header] How to prevent electrical accidents with hand tools [title] Never use any electrical hand tool that does not carry the underwriters laboratories seal of approval. [substeps] This seal indicates the tool has undergone extensive testing and has been found to be safe when properly maintained. [title] Older tools with a two-wire design should be immediately upgraded to a three-wire system by qualified personnel.,A,"Context:
""[header] How to prevent electrical accidents with hand tools [title] Never use any electrical hand tool that does not carry the underwriters laboratories seal of approval. [substeps] This seal indicates the tool has undergone extensive testing and has been found to be safe when properly maintained. [title] Older tools with a two-wire design should be immediately upgraded to a three-wire system by qualified personnel.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If your tool cannot be upgraded, discard it. Most power tools in use today have a three-wire system.
B. [title] Older tools with a three-wire design should be immediately upgraded to a three-wire system by qualified personnel. [title] Newer tools with a four-wire design should be immediately updated to a six-wire system by qualified personnel.
C. [step] The basic system systems' systems should be shot down, primed, and kept solid. A professional process for calipers is also helpful if the machine has not been properly primed and supported by the workers.
D. [step] However, you can sometimes lower your capability by changing the scanner settings and other functions as needed. [title] Having knowledgeable technicians unmodified is an important part of maintaining safe hand tools.

Reply with exactly one uppercase letter out of A, B, C, or D.
",284
68.0,"Home,Categories","[header] How to kick down a door [title] Examine the door and frame materials. [step] If the door is made of metal or has a metal frame, you probably won't be able to kick it down. If the door or frame are made of wood or a hollow-core material, you should be able to kick it down with minimal force.",C,"Context:
""[header] How to kick down a door [title] Examine the door and frame materials. [step] If the door is made of metal or has a metal frame, you probably won't be able to kick it down. If the door or frame are made of wood or a hollow-core material, you should be able to kick it down with minimal force.""

Which of the following endings best completes the context?

Choices:
A. If the frame is made of plastic or vinyl, then you'll have to dig through the door itself to find the aileron. However, these things can also be difficult to get down, especially if the door has a frame that is made of steel or aluminum.
B. If you can pull it down, you're likely to knock it down. If it doesn't have a steel frame, try jamming it down with a board and making a hole in the frame with a mallet or hammer.
C. [substeps] Exterior doors are usually made of solid-core material, such as chipped or shaved wood and laminate, and are harder to kick down. Interior doors are usually made from hollow-core material like hollow wood or fiberboard.
D. Metal doors usually have a latch that opens and closes to resist a knock. Sturdy, solid metal doors tend to be at the very top on the list.

Reply with exactly one uppercase letter out of A, B, C, or D.
",293
19595.0,Relationships,"[header] How to be selfless [title] Broaden your perspective. [step] Being selfless starts with having the ability to see beyond your personal concerns and empathize with others, even those you've never met. If you're constantly consumed by your own problems and status, you won't have time or energy to act selflessly.",C,"Context:
""[header] How to be selfless [title] Broaden your perspective. [step] Being selfless starts with having the ability to see beyond your personal concerns and empathize with others, even those you've never met. If you're constantly consumed by your own problems and status, you won't have time or energy to act selflessly.""

Which of the following endings best completes the context?

Choices:
A. By cultivating your ability to enjoy your own life even better, you may be able to recognize when people or situations are causing you distress. [substeps] You might think, "" i don't have the time or energy to appreciate every little trick other people throw my way.
B. Instead, you'll likely be paralyzed by feelings of helplessness, judgment, sadness, or hopelessness. The deep meaning behind being humble is that you have some boundaries between you and the world and those around you-and that will be what triggers your most negative inner dialogue.
C. Having greater awareness of the world outside your head is the first step to becoming more selfless. Here are some ways you can get some perspective : [substeps] Listen when other people are talking.
D. This commitment means thinking like a responsible person, willing to turn a blind eye to your mistakes. [substeps] Spend no more than 10 minutes every day trying something new, like a new restaurant or a new product, and maybe even a week volunteering or working on your hobby.

Reply with exactly one uppercase letter out of A, B, C, or D.
",316
23848.0,Computers and Electronics,"[header] How to write and use nfc tags [title] Get a tag. [step] To write an nfc tag, you need one that is empty, or a re-writable one that is no longer needed. [title] Get the app.",B,"Context:
""[header] How to write and use nfc tags [title] Get a tag. [step] To write an nfc tag, you need one that is empty, or a re-writable one that is no longer needed. [title] Get the app.""

Which of the following endings best completes the context?

Choices:
A. [step] See the things you'll need for this game. Also get a basic montameter, lightning bolt, mob sword, deputy, and a pipework.
B. [step] There are a number of free apps that can write nfc tags on google play. A few are: trigger, nfc tools, and nfc tagwriter by nxp.
C. [step] First, you want to get a game app from hp. You can't get these until you create an app on your ios device.
D. [step] Click on the nfc app, and you will find a menu with multiple promotions. Once there, click the option "" on with my data, "" which will bring up a view of the app.

Reply with exactly one uppercase letter out of A, B, C, or D.
",240
19570.0,Food and Entertaining,[header] How to make soft plastic lures [title] Choose a suitable work space and don protective gear. [step] Look for a place with good ventilation where burns and spills won't matter. Put on gloves and goggles to protect yourself.,A,"Context:
""[header] How to make soft plastic lures [title] Choose a suitable work space and don protective gear. [step] Look for a place with good ventilation where burns and spills won't matter. Put on gloves and goggles to protect yourself.""

Which of the following endings best completes the context?

Choices:
A. [title] Put your mold on a heat-resistant surface. [step] An old baking pan works well for this purpose.
B. [substeps] Carving the nylon in a circle can be tough. Make sure you lay someone else in charge of ensuring that nobody else feels threatened when you carve the nylon.
C. [title] Cut the lures into long strips as short as they will allow. [step] Should be 4' to 6' in length.
D. [substeps] If the drilling required heavy boots, wear long pants, protective gloves and a long long-sleeved shirt. You may also try wearing a long-sleeved shirt that just covers your arms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",226
2226.0,Travel,"[header] How to get a canadian passport [title] Establish your citizenship if you were born in canada. [step] You'll need to submit an original document (no copies) that proves your citizenship. If you were born in canada, you are most likely a canadian citizen.",D,"Context:
""[header] How to get a canadian passport [title] Establish your citizenship if you were born in canada. [step] You'll need to submit an original document (no copies) that proves your citizenship. If you were born in canada, you are most likely a canadian citizen.""

Which of the following endings best completes the context?

Choices:
A. A photocopy is perfect, as a photo will not reflect your appearance. [title] Register your passport as soon as you apply.
B. You can take a copy from a canadian citizen's account or submit your passport online. [substeps] You may need to complete several passport applications to get the same passport.
C. For a canadian visa, you must have at least 1290 hours of live daily living income (490 hours if you are younger), and 109 hours of continuous living. Each canadian citizen must have at least a three-week period, two months each month, and an additional six months each month.
D. You can either use your certificate of canadian citizenship or the birth certificate issued by the province or territory where you were born. [substeps] If you need a copy of your birth certificate, contact the vital statistics office of the province or territory where you were born.

Reply with exactly one uppercase letter out of A, B, C, or D.
",272
17055.0,Family Life,[header] How to be patient with an impatient toddler [title] Prepare in advance. [step] Trying to come up with ways to entertain a toddler can be difficult when they're impatient and you aren't prepared for the situation. It'll be much easier to remain calm when dealing with an impatient toddler if you've planned ahead.,B,"Context:
""[header] How to be patient with an impatient toddler [title] Prepare in advance. [step] Trying to come up with ways to entertain a toddler can be difficult when they're impatient and you aren't prepared for the situation. It'll be much easier to remain calm when dealing with an impatient toddler if you've planned ahead.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Reorganize your schedule by keeping more important things in mind while the toddler is under your care. Change up your schedule so that you have non-nagging things on your mind every minute or two.
B. This way you'll already have strategies in mind to use with the toddler and you can address the situation with a positive attitude. [substeps] Try keeping a list of activities to use.
C. Some ideas are : [substeps] Finger painting or coloring. This can usually be done with clothes on.
D. Prepare a seat for both them and you at the table so they can be reminded about food if they decide to have a meltdown. [substeps] Make sure your toddler knows you're available if they're hungry.

Reply with exactly one uppercase letter out of A, B, C, or D.
",255
