ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_base
33406.0,Using uneven bars,She flawlessly jumps on the bar and swings back and forth from one bar to another without falling off. She successfully completes her round and jumps off of the bars. the crowd,C,"Context:
""She flawlessly jumps on the bar and swings back and forth from one bar to another without falling off. She successfully completes her round and jumps off of the bars. the crowd""

Which of the following endings best completes the context?

Choices:
A. claps for her and throws their hands into the air.
B. cheers for her and walks her way back towards the front of the stage.
C. cheers loudly as they applaud for the gymnast.
D. cheers for her and she then leaves the stage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
4468.0,Playing lacrosse,The man dressed in orange talks to the camera. The man in orange demonstrates passing the lacrosse ball against the wall. the man in orange,D,"Context:
""The man dressed in orange talks to the camera. The man in orange demonstrates passing the lacrosse ball against the wall. the man in orange""

Which of the following endings best completes the context?

Choices:
A. demonstrates passing the lacrosse ball along a wall while another person walks past.
B. holds the lacrosse ball and hults over while passing the lacrosse ball.
C. demonstrates passing the lacrosse ball against the wall.
D. talks to the camera again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
33114.0,Playing harmonica,There's a girl with long brown hair playing the harmonica in a hospital elevator. The elevator door opens and several people enter the elevator. she,B,"Context:
""There's a girl with long brown hair playing the harmonica in a hospital elevator. The elevator door opens and several people enter the elevator. she""

Which of the following endings best completes the context?

Choices:
A. briefly shows viewers how to get out the door and go back to her normal job in the mall.
B. continues playing her harmonica.
C. 's wearing a hoodie and a man is raising and lower his hands with the harmonica.
D. is playing the harmonica in the lobby below.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
41155.0,Shoveling snow,A person is seen shoveling up some snow with the camera laid on his head. he,D,"Context:
""A person is seen shoveling up some snow with the camera laid on his head. he""

Which of the following endings best completes the context?

Choices:
A. then bends down with another person laying down and the two continue to shovel.
B. is back talking and covering up the camera.
C. lets a dog out of the bag and walks in circles around him.
D. shows several shots of him shoveling up the snow, a close up of his face, and panning around the area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
33841.0,Shoveling snow,A man is shoveling snow off his driveway in a heavy snow storm. He is wearing winter clothing and his fully covered. another man,A,"Context:
""A man is shoveling snow off his driveway in a heavy snow storm. He is wearing winter clothing and his fully covered. another man""

Which of the following endings best completes the context?

Choices:
A. is also shoveling snow off of he walkway of the house is not wearing any winter gear.
B. is shoveling snow to the ground in front of him.
C. rakes snow from his driveway and his house.
D. bends down and bond talks to him as they leave.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
5549.0,Tai chi,An introduction comes onto the screen for a trailer about a martial arts movie. the trailer,B,"Context:
""An introduction comes onto the screen for a trailer about a martial arts movie. the trailer""

Which of the following endings best completes the context?

Choices:
A. is shown in several men in various positions as they better fight off attack and protection moves like boxing and kicking.
B. is then played showing several martial arts battles and other captions on the screen.
C. shows the credits of the movie.
D. is shown from several angles, as it includes martial artists, jugglers, and singers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
25183.0,Horseback riding,Two people are horseback riding on a snowy trail. As they are riding they pass a set of glass igloos planted on the estate. they,B,"Context:
""Two people are horseback riding on a snowy trail. As they are riding they pass a set of glass igloos planted on the estate. they""

Which of the following endings best completes the context?

Choices:
A. stop at one of the igloos and dismount before dismounting.
B. reach a clearing where there is open land and several trees.
C. stop briefly at the vet to check on a tabby cat.
D. continue through the woods, and past a bridge.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
6002.0,Shaving,He then takes a razor and begins going over his beard and lining it up. in the middle of it,D,"Context:
""He then takes a razor and begins going over his beard and lining it up. in the middle of it""

Which of the following endings best completes the context?

Choices:
A. an eyepatch presents itself, sitting on its own.
B. 's they put a circular piece of over covered sticker to cover his molars.
C. , he gets back on his feet.
D. , he grabs his phone to take pictures before he continues to shave off his beard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
14925.0,Washing face,A woman is seen speaking to the camera and leads into her holing up a jar of honey. she,C,"Context:
""A woman is seen speaking to the camera and leads into her holing up a jar of honey. she""

Which of the following endings best completes the context?

Choices:
A. whips off the cream and one lens, takes the lens off and puts them back on.
B. sprinkles some into a bowl, then stirs it together with honey.
C. continues speaking and leads into her rubbing honey on her face.
D. then opens the jar and pours the honey around the skillet while on top.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
25285.0,Using the rowing machine,A man is sitting on a weight machine and grabbing onto handle bars. He pulls the handlebars back and fourth as the seat he's moving on continuously moves. he,D,"Context:
""A man is sitting on a weight machine and grabbing onto handle bars. He pulls the handlebars back and fourth as the seat he's moving on continuously moves. he""

Which of the following endings best completes the context?

Choices:
A. grabs more bar screws and begins to work out more as he lifts the bar above his head.
B. then lifts the bar up above his head.
C. twists his body quickly and lets go.
D. performs this set several times and eventually pauses to let the instruction end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
43856.0,Plataform diving,A man in a black speedo is standing on a diving board with his hand down on his sides. he,D,"Context:
""A man in a black speedo is standing on a diving board with his hand down on his sides. he""

Which of the following endings best completes the context?

Choices:
A. begins doing a backwards dive off of the board onto a pool mat.
B. slowly bends forward and starts to hit the water with his head.
C. releases his slackline and lands in the pool below him.
D. then begins running and does two hops to get to the end of the board.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
44577.0,Skateboarding,We see men walking down the street and a skateboarder fall. We see club kids and skateboarders with title screens. we,A,"Context:
""We see men walking down the street and a skateboarder fall. We see club kids and skateboarders with title screens. we""

Which of the following endings best completes the context?

Choices:
A. see men skateboard down a street and stand around in groups.
B. see young men performing stunts and tricks as a teen standing in a trampoline spins and lifts him body.
C. see cheerleaders clap in triumph.
D. see a man carry a man off then put him on an upright skateboard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
2368.0,Camel ride,A little girl is guided as she mounts a camel at a station. a man,D,"Context:
""A little girl is guided as she mounts a camel at a station. a man""

Which of the following endings best completes the context?

Choices:
A. is then let loose as two more camel follow after his being released.
B. stops and money roll, then a young kid starts petting a camel as he talks.
C. opens a suitcase, removes the contents, and then places the camel into a large ring alongside others, one by one.
D. helps her as he leads the camel around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
18062.0,Putting on shoes,"The young man put his leg over his leg and put his socks and shoes, he did the same thing on other leg. the young man",D,"Context:
""The young man put his leg over his leg and put his socks and shoes, he did the same thing on other leg. the young man""

Which of the following endings best completes the context?

Choices:
A. jumped over the fence and landed in the sand.
B. get his tattoo covered and put it on his chest and.
C. stood up and walk leisurely in barefoot shoes.
D. tied his shoes and smiled to the camera and gave a thumbs up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
25621.0,Making a cake,"A round piece of styrofoam is on a cake platter, strips of the dough are placed on the foam. The person works with purple dough and cuts it into strips. the purple strips",A,"Context:
""A round piece of styrofoam is on a cake platter, strips of the dough are placed on the foam. The person works with purple dough and cuts it into strips. the purple strips""

Which of the following endings best completes the context?

Choices:
A. are overlaid onto the styrofoam.
B. are placed on the cake on the table, and placed onto the paper cake.
C. are spread over the cake.
D. are placed on the cake and ready to roll afterwards.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
6789.0,Beach soccer,An introduction comes onto the screen for a video about beach soccer. several people,B,"Context:
""An introduction comes onto the screen for a video about beach soccer. several people""

Which of the following endings best completes the context?

Choices:
A. are shown wearing red jerseys as they rapidly play the game in a sporting field.
B. are shown playing soccer on the beach and having a great time.
C. swim out onto the beach to play and pass the ball back to each other.
D. are shown playing the game, moving the stick and talking about it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
1908.0,Croquet,A man is seen speaking to the camera while holding onto a stick. He points down to balls in front of him as well as his body. he them,A,"Context:
""A man is seen speaking to the camera while holding onto a stick. He points down to balls in front of him as well as his body. he them""

Which of the following endings best completes the context?

Choices:
A. demonstrates how to hit the ball properly while still speaking.
B. grabbing the ball under the darts as well as others.
C. to an adult as well as grabbing a racket to use.
D. the balls one at a time and sets them down with his hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
29144.0,Fixing the roof,A person is seen laying plaster onto a roof and using a shovel to flatten it out. the person,D,"Context:
""A person is seen laying plaster onto a roof and using a shovel to flatten it out. the person""

Which of the following endings best completes the context?

Choices:
A. places the plaster over the wall and uses a tool across the top to cover it.
B. then cuts down along the sides and finishes by laying a piece of carpet down.
C. peels back the plaster one piece at a time while the camera captures her movements.
D. continues laying plaster down while the camera pans around him from various sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
50128.0,Doing karate,Three men in white robes are doing karate moves. People are watching them in the audience behind them. a man,D,"Context:
""Three men in white robes are doing karate moves. People are watching them in the audience behind them. a man""

Which of the following endings best completes the context?

Choices:
A. is lifting a weight in the round room.
B. gives the black belt karate chops with the kukri.
C. begins to kick and punch the black belt in white and is kicked until he drops the karate.
D. kicks a piece of wood and breaks it in half.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
365.0,Tumbling,"A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat. he",B,"Context:
""A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat. he""

Which of the following endings best completes the context?

Choices:
A. vaults, then does a handstand.
B. is then shown flipping far into the air before standing before the cheering crowd.
C. prepares to jump into a pit, but is caught by the uneven bars.
D. dismounts, landing on the mat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
17737.0,Zumba,"Three women are dancing in a room. They are dancing to music, portraying an aerobic exercise style called zumba. they",A,"Context:
""Three women are dancing in a room. They are dancing to music, portraying an aerobic exercise style called zumba. they""

Which of the following endings best completes the context?

Choices:
A. dance side to side, and back and forth in unison.
B. do spins and turns for the audience while a man walks up and teaches them.
C. do an elevated dance routine, moving their hips in unison.
D. are moving in unison, one in front and one in back relaxing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
10590.0,Doing kickboxing,There two women boxers competing in kickboxing against each other in a boxing event. The referee is standing next to them. There are several spectators watching the boxers compete. after the referee,D,"Context:
""There two women boxers competing in kickboxing against each other in a boxing event. The referee is standing next to them. There are several spectators watching the boxers compete. after the referee""

Which of the following endings best completes the context?

Choices:
A. runs away a kid here throw a punch against the wall.
B. raps both boxers with his gloves.
C. leaves, several other competitors begin to chase the boxers.
D. gives a go, the contestants begin the match.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
30203.0,Windsurfing,A person is seen riding a board along the water with a kite on top. More clips are shown of the person riding back and fourth on the board. the person,D,"Context:
""A person is seen riding a board along the water with a kite on top. More clips are shown of the person riding back and fourth on the board. the person""

Which of the following endings best completes the context?

Choices:
A. continues to ride down the river while others watch on the side.
B. moves along with the kite well ahead of others while his ride follows.
C. continues riding down the river while the camera captures his movements.
D. continues to ride the board along the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
37744.0,Getting a piercing,A girl is sitting in a chair with a gloved man with his hands in her mouth. She is getting a piercing and the man is about to start. he,C,"Context:
""A girl is sitting in a chair with a gloved man with his hands in her mouth. She is getting a piercing and the man is about to start. he""

Which of the following endings best completes the context?

Choices:
A. looks away from the piercing as he holds onto the side of the chair.
B. pours a bucket of fluid into the girl's mouth.
C. sticks the needle through her bottom lip.
D. finishes and they get back on the table.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
35833.0,Making a lemonade,A measuring cup of ice and lemon juice are poured into the blender. A spoonful of a powdered nutritional supplement are added to the blender. the blender,D,"Context:
""A measuring cup of ice and lemon juice are poured into the blender. A spoonful of a powdered nutritional supplement are added to the blender. the blender""

Which of the following endings best completes the context?

Choices:
A. is rotated while a man performs cardiovascular crunches and tapping on the cement floor with a ruler.
B. is added to the blender and broken apart, leaving a long plastic handle.
C. is assembled for a liquid use.
D. is mixed and the icy contents are poured into a cup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
29704.0,Mooping floor,A boy cleans a bathroom with a mop while dancing. then,C,"Context:
""A boy cleans a bathroom with a mop while dancing. then""

Which of the following endings best completes the context?

Choices:
A. , the boy pour water in the sink and wash it with the mop.
B. , the boy points the shampoo bottle and a clean sink and cleans the sink.
C. , he drains the mop in a pail, after the boy continues cleaning the floor.
D. , the boy moves the mop to a cup full of ice, then he spoons off ice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
14574.0,Washing hands,The surgeon then wets his hands and ads soap. The surgeon then rubs the palms together and builds a lather. he,C,"Context:
""The surgeon then wets his hands and ads soap. The surgeon then rubs the palms together and builds a lather. he""

Which of the following endings best completes the context?

Choices:
A. pads out the lather on the hand, rubs the hands with the soap and add some second.
B. sprinkles ice cream all over his hands.
C. then rubs back of hand with palm.
D. dabs the lathered hands in the scrub water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
1584.0,Getting a haircut,He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. he,A,"Context:
""He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. he""

Which of the following endings best completes the context?

Choices:
A. uses a black comb and scissors to point cut his hair.
B. clips the tails to give it a good shape.
C. starts with the back of his head that is now shaved.
D. combs all sections of his hair and finishes shaving around his crotch area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
4424.0,Playing saxophone,A magazine about saxophones is shown just before a pair of hands are shown playing a saxophone. multiple screens,C,"Context:
""A magazine about saxophones is shown just before a pair of hands are shown playing a saxophone. multiple screens""

Which of the following endings best completes the context?

Choices:
A. appear with features to replace the ones shown on the tv screen.
B. show the two hands playing as they play one more tune on the saxophone.
C. begin to appear, showing the hands playing various notes on the screen.
D. flash and a keyboard appears with the word "" connect "" and an arrow going down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
40499.0,Shoveling snow,"An individual shovels snow, but only the lower legs and shovel are visible on camera. the individual",D,"Context:
""An individual shovels snow, but only the lower legs and shovel are visible on camera. the individual""

Which of the following endings best completes the context?

Choices:
A. pulls snow off of his shovel and stands as close to the camera as he feels like.
B. spray paints the bottom and back of the shovel.
C. pulls out a latch latch on the shovel and continues to scoop the snow into his shovel.
D. sets aside the shovel and walks towards the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
38363.0,Putting on makeup,A close up of a sink is shown followed by a girl looking into a mirror. The girl is then seen putting makeup on her eyes. she,D,"Context:
""A close up of a sink is shown followed by a girl looking into a mirror. The girl is then seen putting makeup on her eyes. she""

Which of the following endings best completes the context?

Choices:
A. puts the makeup back on by herself while shaking her head.
B. then wears a pair of sunglasses as she puts the makeup on again.
C. then points to her eyes to awe.
D. continues putting makeup on and stops to look at the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
47997.0,Mowing the lawn,"A man is mowing a lawn, while a toddler walks behind him with a play mower. he",C,"Context:
""A man is mowing a lawn, while a toddler walks behind him with a play mower. he""

Which of the following endings best completes the context?

Choices:
A. misses the first time and goes on to pick up more grass.
B. continues mowing, stopping to gather more grass as he goes along.
C. tries a few times to pass his father, getting his mower stuck.
D. goes around the yard repeatedly, mowing the grass and painting the hedges.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
18471.0,Removing ice from car,We see the lady scrape snow from her windshield with a scraper. We see a man on the other side of the car. the man,A,"Context:
""We see the lady scrape snow from her windshield with a scraper. We see a man on the other side of the car. the man""

Which of the following endings best completes the context?

Choices:
A. takes the scraper and finishes the windshield.
B. talks to the camera and puts his hand on the door handle, then puts his hand on a device and rub it.
C. is waxing the windshield with old paint scraper.
D. puts a piece of tape on the windshield of the car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
17195.0,Getting a tattoo,A man is seen speaking to the camera and leads into him holding his arm out. another man,B,"Context:
""A man is seen speaking to the camera and leads into him holding his arm out. another man""

Which of the following endings best completes the context?

Choices:
A. is seen performing a stunt while riding along alone and stops to speak to the camera.
B. is shown tattooing his arm while looking to the camera.
C. then uses a pair of scissors to cut a piece of his arm.
D. walks in and begins putting plaster onto a wall and moving around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
20666.0,Snatch,She makes small lifts against her thighs. She continues the small lifts and adds a variance of big lifts. she,D,"Context:
""She makes small lifts against her thighs. She continues the small lifts and adds a variance of big lifts. she""

Which of the following endings best completes the context?

Choices:
A. adds a small higher rise.
B. continues and changes two sets of lifts, tying the walkers upright with a rest of the numbers on the wheel.
C. continues to do small lifts and goes to one end of the lift.
D. lifts the bar over her head and brings it down to her thigh area to continue the small lifts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
15621.0,Cleaning windows,A man is seen speaking to the camera while standing behind a car door. He sprays the door and wipes down the window while still speaking. he,C,"Context:
""A man is seen speaking to the camera while standing behind a car door. He sprays the door and wipes down the window while still speaking. he""

Which of the following endings best completes the context?

Choices:
A. then climbs inside and is seen in several titles applying paint.
B. turns to the camera and lowers his shirt over his stomach.
C. sprays the window again and wipes it down one more time.
D. steps back as the door is wiped down again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
32703.0,Plastering,There are three contractors remodeling a house that is torn down for renovation. One of the contractors is cementing a brick wall. the other contractor,D,"Context:
""There are three contractors remodeling a house that is torn down for renovation. One of the contractors is cementing a brick wall. the other contractor""

Which of the following endings best completes the context?

Choices:
A. talks about the right way to apply for the job.
B. is now working at roofing the ceiling of the place.
C. is welding a smaller wall and building additional wall paper to replace the wall paper.
D. is breaking an existing wall in the living room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
31338.0,Polishing shoes,A man in a red shirt is being interviewed while it shows others at the event on the split screen. the scene,B,"Context:
""A man in a red shirt is being interviewed while it shows others at the event on the split screen. the scene""

Which of the following endings best completes the context?

Choices:
A. is shown running with a man in a suit in a field.
B. switches back to just the event with the newscaster talking over the footage.
C. is then shown in slow motion, with follow up shot showing people flying kites.
D. switches to a white room with red highlights and the man interviewing walks outside.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
16015.0,Getting a piercing,"She lays down and receives the piercing in her cheek, then sits up to wipe her face. when the video",C,"Context:
""She lays down and receives the piercing in her cheek, then sits up to wipe her face. when the video""

Which of the following endings best completes the context?

Choices:
A. ends, she shows an empty tray and a bottle of suntan lotion.
B. ends, two men re-roll all women over and rub them in a liquid to the piercing.
C. is over the closing captions are shown on the screen.
D. ends, the view cuts back and forth between camera and woman.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
17196.0,Getting a tattoo,A man is seen speaking to the camera and leads into him holding his arm out. Another man is shown tattooing his arm while looking to the camera. the artist,C,"Context:
""A man is seen speaking to the camera and leads into him holding his arm out. Another man is shown tattooing his arm while looking to the camera. the artist""

Which of the following endings best completes the context?

Choices:
A. shows off various tools and works on the artwork.
B. continues tattooing in numerous different places while other people assist him.
C. continues working and shows it off in the end.
D. then proceeds to apply more tattooing while smiling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
1748.0,Plastering,The man in white shirt is putting cement on the wall. The man is holding a blue long tube pointing on the wall. the man in gray uniform,D,"Context:
""The man in white shirt is putting cement on the wall. The man is holding a blue long tube pointing on the wall. the man in gray uniform""

Which of the following endings best completes the context?

Choices:
A. remove his black bowler and put it over the white tube.
B. went down the wall and walk on the floor.
C. walked walk and set down tiles on the floor.
D. used the tube/pump and spray the cement on the wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
24626.0,Polishing shoes,An older man shines a shoe and talks about how he shines shoes and how he learned to shine shoes as a child. The same man is shown shining another mans shoes. the same man,A,"Context:
""An older man shines a shoe and talks about how he shines shoes and how he learned to shine shoes as a child. The same man is shown shining another mans shoes. the same man""

Which of the following endings best completes the context?

Choices:
A. shines shoes in a shop while other people sit or walk around.
B. is polishing shoes as the first talks about them.
C. is shown high fiving and smiling.
D. is shown cleaning a new shoe and talking about what it is about.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
39189.0,Raking leaves,Little kid is combing dry leaves on the yard. woman,D,"Context:
""Little kid is combing dry leaves on the yard. woman""

Which of the following endings best completes the context?

Choices:
A. is standing in fronting front of the kid and has a comb in her hair.
B. in blue suit is playing with the leaves in a grassy path, little kid is in the hedges.
C. is cleaning the leaves in a tent.
D. is standing next to a kid combing the dry leaves with a green rake.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
33738.0,Playing pool,"In the building, there are multiple pool tables and a man begins instructing them on what to do. different people",D,"Context:
""In the building, there are multiple pool tables and a man begins instructing them on what to do. different people""

Which of the following endings best completes the context?

Choices:
A. begin talking to one another about which lead into the game of pool.
B. arrive to pick up cues and have them shown.
C. are shown playing pool or using the pool balls when he starts to show more instructions.
D. begin hitting the balls and the instructor goes over to help them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
23449.0,Installing carpet,The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman,B,"Context:
""The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman""

Which of the following endings best completes the context?

Choices:
A. shows how the decorated floor is moved.
B. shows the finished floor off.
C. draws a circle with blue chalk.
D. sets off for a part of the room that is covered in white squares and next to a plastic backing with blue squares.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
16366.0,Shoveling snow,Woman is standing in snowy mountain is interviewing another man. man,A,"Context:
""Woman is standing in snowy mountain is interviewing another man. man""

Which of the following endings best completes the context?

Choices:
A. is standing while is being interviewed and is holding a shovel cleaning a path.
B. is talking in the snow talking to the camera while s on ski lift.
C. is doing mountain taking is thout throwing and land in snow lying on mountain.
D. is skiing in snowy mountain pouring snow and biking with ski equipment and snowboarder in a village.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
3654.0,Getting a tattoo,The setting changes and the man in the hat talks with another man while the two look at papers. The man in the hat sits down and talks to the camera. the man,D,"Context:
""The setting changes and the man in the hat talks with another man while the two look at papers. The man in the hat sits down and talks to the camera. the man""

Which of the following endings best completes the context?

Choices:
A. in the hat makes contact with the other man and they smile and wear white masks.
B. talks some more while the man hardens a bit and the two people hug.
C. in the hat plays with someone else.
D. drinks from a bottle of water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
4091.0,Playing violin,He moves closer to the camera so that you can see the detail of what he is doing with his hands. He begins to play different notes on the violin as he moves his fingers. the video,C,"Context:
""He moves closer to the camera so that you can see the detail of what he is doing with his hands. He begins to play different notes on the violin as he moves his fingers. the video""

Which of the following endings best completes the context?

Choices:
A. then zooms out and you can see him making notes on another piece of equipment.
B. transitions into him laying in bed as he plays.
C. ends with the closing credits shown across the screen.
D. stops going back to him playing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
13289.0,Applying sunscreen,Children are playing in an olimpic pool and a woman is talking to camera. kid,D,"Context:
""Children are playing in an olimpic pool and a woman is talking to camera. kid""

Which of the following endings best completes the context?

Choices:
A. is standing behind the camera kneeing and holding onto the camera lens.
B. is in a bia holding a water jar.
C. is flying kites outside an mans running to put drops of blue wax on the pool.
D. is using sunscreen and a woman is talking about coppertone sunscreen recommended for kids.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
8904.0,Kneeling,The man hops to his feet and then kneels back down. The man turns to face right and sit son his feet and bounces. the man,A,"Context:
""The man hops to his feet and then kneels back down. The man turns to face right and sit son his feet and bounces. the man""

Which of the following endings best completes the context?

Choices:
A. faces the camera and moves his arms as he speaks.
B. then stands up and walks out the door while the boys continue to play ping pong while the referee speaks to the team.
C. does hop scotch while swinging and mainly kneeling.
D. stands and showcases a mini-fridge.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
43050.0,Swimming,The swimmer pulls a muscle in the pool and jumps up onto the pool deck and stretches out his leg. A swimmer dives off from a board into the water with a splash. the athlete,C,"Context:
""The swimmer pulls a muscle in the pool and jumps up onto the pool deck and stretches out his leg. A swimmer dives off from a board into the water with a splash. the athlete""

Which of the following endings best completes the context?

Choices:
A. breaths heavily underwater as the swimmer backs away.
B. jumps off the diving board into the pool.
C. swims in a lane and pulls himself along with the float line.
D. rides a boat with other swimmers to the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
35458.0,Playing water polo,A person in the front spikes the yellow ball against a blue goal and past a goal blocker in the pool. a person on the far left of the pool,A,"Context:
""A person in the front spikes the yellow ball against a blue goal and past a goal blocker in the pool. a person on the far left of the pool""

Which of the following endings best completes the context?

Choices:
A. throws the ball into the right side of the pool where all of the players swim to follow it.
B. also spikes the field and break balls that bounce away.
C. misses the yellow ball and others take their place.
D. hits a ball that bounces toward the goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
33255.0,Horseback riding,Several images are shown of people riding on horseback along the beach. The images turn into a video of several people going along the sand dunes. the video,A,"Context:
""Several images are shown of people riding on horseback along the beach. The images turn into a video of several people going along the sand dunes. the video""

Which of the following endings best completes the context?

Choices:
A. then alternates between images and video of people enjoying the beach ride.
B. ends with hugs and gestures from the people in the photos.
C. then shows clips of people walking in the sand.
D. ends with the title and video up on the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
31473.0,Ironing clothes,We see a lady in a pink shirt talking to the camera. we,B,"Context:
""We see a lady in a pink shirt talking to the camera. we""

Which of the following endings best completes the context?

Choices:
A. see the lady putting cubed sugar into sugar and pouring it into large, black plastic cups.
B. see the lady pick up a basket of laundry and put it down.
C. then see her blindfold in her hand as she travels through the woods.
D. then see the lady in the pink shirt on a court with a bow in her hand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
47912.0,Building sandcastles,A woman is seen sitting on the beach with a small boy. She pours sand for the boy and puts it into a bucket. she,C,"Context:
""A woman is seen sitting on the beach with a small boy. She pours sand for the boy and puts it into a bucket. she""

Which of the following endings best completes the context?

Choices:
A. finally begins to walk down and play a game with a little girl.
B. scrubs the boy's face and puts sunscreen in.
C. flips over the bucket and grabs a shovel to play with.
D. pours more sand into the bucket in between and begins putting a dog on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
11972.0,Horseback riding,"Many bystanders are walking by, cars are passing and casually moving along. Its just a normal day riding down the street protecting serving, making sure no crimes are being committed. he",B,"Context:
""Many bystanders are walking by, cars are passing and casually moving along. Its just a normal day riding down the street protecting serving, making sure no crimes are being committed. he""

Which of the following endings best completes the context?

Choices:
A. continues to walk down the street.
B. rides with one of his hands on his gun and the other steering the horse.
C. finally comes to a stop as the light flashes green.
D. stills then slows the skateboard in front of some brick buildings.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
38738.0,Washing face,The lady rinses her face in her hands with water. The lady washes her face with a blue towel then rinses her face again. the lady,B,"Context:
""The lady rinses her face in her hands with water. The lady washes her face with a blue towel then rinses her face again. the lady""

Which of the following endings best completes the context?

Choices:
A. dries her face, then turns the water off with a toothbrush.
B. smiles at the camera and the scene ends.
C. sprays her face with water.
D. pulls a card off of the dispenser and invites viewers to watch.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
18886.0,Wrapping presents,We see a piece of cloth on a table outdoors as a lady sets two books on the cloth and wraps them in the fabric. the lady,D,"Context:
""We see a piece of cloth on a table outdoors as a lady sets two books on the cloth and wraps them in the fabric. the lady""

Which of the following endings best completes the context?

Choices:
A. ties the pages around a book then displays it in a knit bag.
B. wraps the book with the material and loops it over the cloth.
C. loosens the bolts and tapes the book shut.
D. folds the ends of the cloth and tie them like a purse handle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
40375.0,Baton twirling,They begin by facing their backs to the camera and break into a dance move by raising their sticks up in the air. then they,A,"Context:
""They begin by facing their backs to the camera and break into a dance move by raising their sticks up in the air. then they""

Which of the following endings best completes the context?

Choices:
A. fling their sticks in the air and catch it and turn around to face the camera.
B. switch and begin to dance more as well.
C. continue dancing, flipping, balancing and performing many moves and some puns and movements.
D. twirl around both ways while the girls continue to perform tai chi.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
