question,subject,split,answer,final_prompt,len_tk_mistral_7b_instruct
"Politicians and political reporters are natural adversaries; the adversarial nature of their relationship, however, is tempered by the fact that",high_school_government_and_politics,test-00000-of-00001,C,"Politicians and political reporters are natural adversaries; the adversarial nature of their relationship, however, is tempered by the fact that

Choices:
A. younger politicians who are more comfortable with the media are gradually displacing older politicians
B. government regulations on interaction between the two groups are very strict
C. each group is dependent on the other to perform its job effectively
D. very few media outlets will cover a story that is embarrassing to a political leader

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Scientists compared Pluto with other objects in the solar system and found that Pluto is smaller than Earth's moon. This finding caused scientists to question whether Pluto is a planet because,,auxiliary_train-00000-of-00001,B,"Scientists compared Pluto with other objects in the solar system and found that Pluto is smaller than Earth's moon. This finding caused scientists to question whether Pluto is a planet because

Choices:
A. Pluto gets less sunlight than Earth's moon
B. the other planets are much larger than Pluto
C. the other planets have moons and Pluto does not
D. Pluto rotates on its axis and the other planets do not

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"In some national parks, controlled fires are maintained by firefighters. Which of these is one of the major reasons for using controlled burns to maintain certain ecosystems?",,auxiliary_train-00000-of-00001,D,"In some national parks, controlled fires are maintained by firefighters. Which of these is one of the major reasons for using controlled burns to maintain certain ecosystems?

Choices:
A. to give nonnative plants a chance to colonize the region
B. to prevent the spread of pests that cause damage to plants
C. to replace matured plants with saplings of the same species
D. to rid the forest floor of accumulated deadwood and brush

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Bartering as a form of payment for psychological services is,professional_psychology,test-00000-of-00001,A,"Bartering as a form of payment for psychological services is

Choices:
A. allowable only if it is not clinically contraindicated and the relationship is not exploitative
B. not allowable under any circumstance
C. allowable only if the dollar value of the psychological service and of the payment service or goods are established in advance
D. allowable only if the psychologist feels char a client would be denied services if barbering were not allowed

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
A family therapist using the structural approach of Salvador Minuchin would most likely:,professional_psychology,test-00000-of-00001,A,"A family therapist using the structural approach of Salvador Minuchin would most likely:

Choices:
A. clarify boundaries between family members in order to reduce enmeshment.
B. work initially with the most differentiated family member.
C. ""use a multiple-therapist team to prevent any one therapist from becoming """"triangulated"""" into the family system.""
D. ""issue specific """"directives"""" designed to counteract dysfunctional processes.""

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Salespeople at a large consumer goods manufacturer are encouraged to ask probing questions of customers to identify their interests. Once their key desires have been uncovered, the salesperson should tailor a presentation so that the customers can see how the product will satisfy their wants. Which of the following presentation formats does the scenario best represent?",marketing,validation-00000-of-00001,C,"Salespeople at a large consumer goods manufacturer are encouraged to ask probing questions of customers to identify their interests. Once their key desires have been uncovered, the salesperson should tailor a presentation so that the customers can see how the product will satisfy their wants. Which of the following presentation formats does the scenario best represent?

Choices:
A. Hard selling format
B. Formula selling format
C. Need-satisfaction format
D. Stimulus-response format

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Sea stars are consumers that live in a tide pool ecosystem that is alternately submerged and exposed by tides. This type of ecosystem contains poisonous anemones and many species of shellfish. The sea star's advantage in this ecosystem is that it can,,auxiliary_train-00000-of-00001,A,"Sea stars are consumers that live in a tide pool ecosystem that is alternately submerged and exposed by tides. This type of ecosystem contains poisonous anemones and many species of shellfish. The sea star's advantage in this ecosystem is that it can

Choices:
A. pry open shells.
B. produce a tiny light.
C. move quickly along the sea bottom.
D. survive the pressurized atmosphere of deep water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"According to the heterotroph hypothesis, which event had to occur before oxygen filled the atmosphere?",high_school_biology,test-00000-of-00001,B,"According to the heterotroph hypothesis, which event had to occur before oxygen filled the atmosphere?

Choices:
A. Heterotrophs had to remove carbon dioxide from the air.
B. Autotrophs, which make their own food, had to evolve.
C. Heterotrophs had to evolve.
D. Autotrophs had to convert atmospheric nitrogen to nitrate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"In the inherited disorder called Pompe disease, glycogen breakdown in the cytosol occurs normally and blood glucose levels are normal, yet glycogen accumulates in lysosomes. This suggests a malfunction with",high_school_biology,test-00000-of-00001,A,"In the inherited disorder called Pompe disease, glycogen breakdown in the cytosol occurs normally and blood glucose levels are normal, yet glycogen accumulates in lysosomes. This suggests a malfunction with

Choices:
A. enzymes in the lysosomes
B. enzymes in the mitochondria
C. membrane transport during exocytosis
D. membrane transport during endocytosis

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?,miscellaneous,test-00000-of-00001,A,"Which of the following was a significant reason for the electoral success of Franklin Roosevelt's New Deal coalition during the 1930s?

Choices:
A. A major shift of African American voters from the Republican to the Democratic Party
B. A major shift of urban voters in Northern states from the Republican to the Democratic Party
C. A focus on a bipartisan approach to major social and economic legislation
D. A focus on mobilizing young voters

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"Research has shown that people who read a job description written only with male pronouns (e.g., he, his) are more likely to think of an employee as male than people who read a description that uses gender-neutral language (e.g., he or she). This finding is most closely linked to",high_school_psychology,test-00000-of-00001,A,"Research has shown that people who read a job description written only with male pronouns (e.g., he, his) are more likely to think of an employee as male than people who read a description that uses gender-neutral language (e.g., he or she). This finding is most closely linked to

Choices:
A. the linguistic relativity hypothesis.
B. gender schema theory.
C. the social role hypothesis.
D. modeling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
You have been asked to write a response paper to LeVay's research on brain differences between heterosexuals and homosexuals. Which are plausible criticisms of LeVay's work?,human_sexuality,test-00000-of-00001,D,"You have been asked to write a response paper to LeVay's research on brain differences between heterosexuals and homosexuals. Which are plausible criticisms of LeVay's work?

Choices:
A. Sample size was relatively small.
B. Gay and straight groups were not equivalent in terms of the number of deaths due to AIDS.
C. Lesbians were omitted from the study.
D. all of the above

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Which of the following is a property that is shared by Zika fever‚ West Nile fever‚ and malaria?,high_school_biology,test-00000-of-00001,D,"Which of the following is a property that is shared by Zika fever‚ West Nile fever‚ and malaria?

Choices:
A. The diseases are caused by viruses.
B. The diseases occur only in individuals who visit or live in tropical countries.
C. The pathogens that cause the diseases have developed resistance to antibiotics.
D. The pathogens that cause the diseases are primarily transmitted by the bite of an infected mosquito.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"A sample of oxygen gas at 50 °C is heated, reaching a final temperature of 100 °C. Which statement best describes the behavior of the gas molecules?",high_school_chemistry,test-00000-of-00001,D,"A sample of oxygen gas at 50 °C is heated, reaching a final temperature of 100 °C. Which statement best describes the behavior of the gas molecules?

Choices:
A. Their velocity increases by a factor of two.
B. Their velocity increases by a factor of four.
C. Their kinetic energy increases by a factor of 2.
D. Their kinetic energy increases by a factor of less than 2.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Services are characterized by five distinct characteristics. These are:,marketing,test-00000-of-00001,C,"Services are characterized by five distinct characteristics. These are:

Choices:
A. Intangibility, value, variability, inseparability, and a lack of ownership.
B. Intangibility, value, variability, inseparability, and profitability.
C. Intangibility, perishability, variability, inseparability, and a lack of ownership.
D. Intangibility, value, variability, inseparability, and relationship.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,miscellaneous,test-00000-of-00001,B,"Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?

Choices:
A. Finding a nontoxic product to use and adapting the art-making process as necessary
B. Reading the product's label and proceeding according to the label directions
C. Making sure no children are present when using the product
D. Checking with a qualified toxicologist before using the material

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Juan rolls a fair regular octahedral die marked with the numbers 1 through 8. Then Amal rolls a fair six-sided die. What is the probability that the product of the two rolls is a multiple of 3?,high_school_mathematics,test-00000-of-00001,A,"Juan rolls a fair regular octahedral die marked with the numbers 1 through 8. Then Amal rolls a fair six-sided die. What is the probability that the product of the two rolls is a multiple of 3?

Choices:
A. \frac{1}{2}
B. \frac{1}{4}
C. \frac{1}{144}
D. \frac{1}{288}

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Which of the following procedures would a CPA most likely include in planning a financial statement audit?,professional_accounting,validation-00000-of-00001,A,"Which of the following procedures would a CPA most likely include in planning a financial statement audit?

Choices:
A. Determine the extent of involvement of the client's internal auditors.
B. Ask the client's lawyer if contingencies have been recorded in conformity with GAAP.
C. Obtain a written representation letter from the client's management.
D. Scan the client's journals and ledgers to identify any unusual transactions.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
 The purpose of evaluating the attractiveness of the differing market segments identified in the second stage of the market segmentation process is to:,marketing,test-00000-of-00001,C," The purpose of evaluating the attractiveness of the differing market segments identified in the second stage of the market segmentation process is to:

Choices:
A. Identify the specific members of each segment to be able to contact each of them directly.
B. Determine the level of resources that must be committed to each segment.
C. Evaluate the market potential within each segment.
D. Design marketing strategy and tactics to reinforce the firm's image.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Calculate the spin angular momentum of 43Ca. [I = 7⁄2],college_chemistry,test-00000-of-00001,C,"Calculate the spin angular momentum of 43Ca. [I = 7⁄2]

Choices:
A. 2.166 x 10^-34 J s
B. 3.691 x 10^-34 J s
C. 4.185 x 10^-34 J s
D. 5.493 x 10^-34 J s

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
The marsh willow herb is a plant native to the northeastern United States. It grows best in damp habitats. Which of the following environmental changes would most likely cause a decrease in the marsh willow herb population in an area?,,auxiliary_train-00000-of-00001,B,"The marsh willow herb is a plant native to the northeastern United States. It grows best in damp habitats. Which of the following environmental changes would most likely cause a decrease in the marsh willow herb population in an area?

Choices:
A. a rainstorm lasting several weeks
B. a drought lasting twelve months
C. unusually low temperatures during the month of July
D. unusually high temperatures during the month of January

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Within the context of sexual harassment, “quid pro quo” refers to:",professional_psychology,test-00000-of-00001,A,"Within the context of sexual harassment, “quid pro quo” refers to:

Choices:
A. a situation in which an employee’s response to sexual demands impacts his/her job.
B. ""the creation of a """"hostile environment"""" as a result of sexually offensive conduct. ""
C. ""the judgment of a """"reasonable woman"""" that an act is offensive. ""
D. overt (explicit) sexual conduct.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"A gas undergoes an expansion-compression cycle. If, plotted on a P-V diagram, the cycle is counterclockwise and the work is 300 J in magnitude, what was the heat transfer during this cycle?",high_school_physics,test-00000-of-00001,B,"A gas undergoes an expansion-compression cycle. If, plotted on a P-V diagram, the cycle is counterclockwise and the work is 300 J in magnitude, what was the heat transfer during this cycle?

Choices:
A. 300 J into the system
B. 300 J out of the system
C. 600 J into the system
D. 600 J out of the system

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed?",professional_accounting,test-00000-of-00001,D,"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed?

Choices:
A. September 15, year 2.
B. December 31, year 2.
C. January 31, year 3.
D. February 15, year 3.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
How do Defensive Realism and Offensive Realism differ in their explanation of state behaviour?,us_foreign_policy,dev-00000-of-00001,D,"How do Defensive Realism and Offensive Realism differ in their explanation of state behaviour?

Choices:
A. Defensive realists place greater emphasis on the role of international institutions
B. Defensive realists place less emphasis on geographical factors
C. Offensive realists give more priority to the national interest than Defensive realists.
D. Defensive realists believe states are security maximizers, while Offensive realists believe states to be power maximizers

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"An experimental psychologist with a Ph.D. wants to become a clinical psychologist. According to the APA’s General Guidelines for Providers of Psychological Services, he must:",professional_psychology,validation-00000-of-00001,B,"An experimental psychologist with a Ph.D. wants to become a clinical psychologist. According to the APA’s General Guidelines for Providers of Psychological Services, he must:

Choices:
A. complete appropriate coursework.
B. complete doctoral-level coursework and training in clinical psychology.
C. obtain supervision from a licensed clinical psychologist.
D. obtain a Ph.D. in clinical psychology from an accredited school.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A teacher opens a can of food in the front of a classroom. Soon, all of the students in the classroom can smell the food. Which statement identifies a property of a gas that allows all of the students to smell the food?",,auxiliary_train-00000-of-00001,C,"A teacher opens a can of food in the front of a classroom. Soon, all of the students in the classroom can smell the food. Which statement identifies a property of a gas that allows all of the students to smell the food?

Choices:
A. A gas has no mass.
B. A gas has a large mass.
C. A gas takes the shape of its container.
D. A gas keeps its shape when placed in a container.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Output in country A is 1200 units and its population is 100 persons. Output in country B is 2400 units and its population is 400 persons.,high_school_macroeconomics,test-00000-of-00001,A,"Output in country A is 1200 units and its population is 100 persons. Output in country B is 2400 units and its population is 400 persons.

Choices:
A. Country A has a higher standard of living than country B.
B. Country A has a lower standard of living than country B.
C. Country A and B have identical living standards.
D. Country A is less productive than country B.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which one of the following groups of patients should be assessed using an Early Warning Score (EWS)?,clinical_knowledge,test-00000-of-00001,D,"Which one of the following groups of patients should be assessed using an Early Warning Score (EWS)?

Choices:
A. Only patients over 60 years of age.
B. Only patients admitted to the Emergency Department.
C. Only patients who have been on an Intensive care/High dependency unit.
D. Any patient who is acutely unwell pre-operatively or post-operatively and those who have undergone major surgery.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"An ideal monatomic gas expands quasi-statically to twice its volume. If the process is isothermal, the work done by the gas is Wi. If the process is adiabatic, the work done by the gas is Wa. Which of the following is true?",college_physics,validation-00000-of-00001,D,"An ideal monatomic gas expands quasi-statically to twice its volume. If the process is isothermal, the work done by the gas is Wi. If the process is adiabatic, the work done by the gas is Wa. Which of the following is true?

Choices:
A. Wi = Wa
B. 0 = Wi  < Wa
C. 0 < Wi < Wa
D. 0<Wa <Wi

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Sharpening a pencil and tearing paper are examples of physical changes. Which statement describes why these are physical changes?,,auxiliary_train-00000-of-00001,B,"Sharpening a pencil and tearing paper are examples of physical changes. Which statement describes why these are physical changes?

Choices:
A. There is a change in how the objects are used.
B. There is a change in the appearance of the objects.
C. There is a change in the materials from which the objects are made.
D. There is a change in both the appearance of the objects and the materials from which they are made.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Mark Green is my friend. He is English. He has a yellow bike. His bike number is 9075. His mother has a green car. The number is JA3566. His father has a black car. The number is JA3567. What does Mark have ?,,auxiliary_train-00000-of-00001,A,"Mark Green is my friend. He is English. He has a yellow bike. His bike number is 9075. His mother has a green car. The number is JA3566. His father has a black car. The number is JA3567. What does Mark have ?

Choices:
A. A yelloe bike.
B. A yellow car.
C. A green car.
D. A black bike

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
" In the context of Gardiner's article, what is ""the dispersion of causes and effects""?",moral_disputes,test-00000-of-00001,A," In the context of Gardiner's article, what is ""the dispersion of causes and effects""?

Choices:
A. the dispersion of the impacts of emissions of greenhouse gases to other actors and regions of the Earth
B. the dispersion of the causes of greenhouse gas emissions across the Earth
C. the dispersion of carbon dioxide molecules in the atmosphere
D. the dispersion of fault and blame for causing greenhouse gas emissions.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Residents of a small city voted on whether to allow a developer to build a shopping center. The number of votes in favor of the shopping center was 4,400. The number of votes against the shopping center was 17,600. What percent of the voters were in favor of building the shopping center?",elementary_mathematics,validation-00000-of-00001,A,"Residents of a small city voted on whether to allow a developer to build a shopping center. The number of votes in favor of the shopping center was 4,400. The number of votes against the shopping center was 17,600. What percent of the voters were in favor of building the shopping center?

Choices:
A. 20%
B. 25%
C. 40%
D. 44%

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Which of the following statements about iodine is correct, as of 2020?
",nutrition,dev-00000-of-00001,C,"Which of the following statements about iodine is correct, as of 2020?


Choices:
A. 50% of adults consume iodine at levels below the RNI
B. Dairy products are a poor source of iodine
C. The iodine content of organic milk is generally lower that the level in non-organic milk
D. UK dietary reference values recommend an increase in iodine intake in pregnancy

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Equity theory predicts that a person's satisfaction in a close personal relationship is related to the person's:,professional_psychology,test-00000-of-00001,A,"Equity theory predicts that a person's satisfaction in a close personal relationship is related to the person's:

Choices:
A. perceptions of his/her own contribution/reward ratio and the ratio of his/her partner.
B. perceptions of the relative utility of the relationship.
C. comparisons between his/her current relationship and past relationships.
D. comparisons between his/her own relationship outcomes and the relationship outcomes of others.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"When the dichromate ion is reacted, one of its most common products is Cr3+. What is the oxidation state (oxidation number) of chromium in the dichromate ion? Does reduction or oxidation occur when dichromate forms Cr3+?",high_school_chemistry,test-00000-of-00001,C,"When the dichromate ion is reacted, one of its most common products is Cr3+. What is the oxidation state (oxidation number) of chromium in the dichromate ion? Does reduction or oxidation occur when dichromate forms Cr3+?

Choices:
A. 3+, reduction
B. 12+, reduction
C. 6+, reduction
D. 6+, oxidation

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A ""dished face"" profile is often associated with",anatomy,test-00000-of-00001,B,"A ""dished face"" profile is often associated with

Choices:
A. a protruding mandible due to reactivation of the condylar cartilage by acromegaly.
B. a recessive maxilla due to failure of elongation of the cranial base.
C. an enlarged frontal bone due to hydrocephaly.
D. defective development of the maxillary air sinus.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Statement 1| PCA and Spectral Clustering (such as Andrew Ng’s) perform eigendecomposition on two different matrices. However, the size of these two matrices are the same. Statement 2| Since classification is a special case of regression, logistic regression is a special case of linear regression.",machine_learning,test-00000-of-00001,B,"Statement 1| PCA and Spectral Clustering (such as Andrew Ng’s) perform eigendecomposition on two different matrices. However, the size of these two matrices are the same. Statement 2| Since classification is a special case of regression, logistic regression is a special case of linear regression.

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Experimenter A uses a very small test charge qo, and experimenter B uses a test charge 2qo to measure an electric field produced by two parallel plates. A finds a field that is",high_school_physics,test-00000-of-00001,B,"Experimenter A uses a very small test charge qo, and experimenter B uses a test charge 2qo to measure an electric field produced by two parallel plates. A finds a field that is

Choices:
A. greater than the field found by B
B. the same as the field found by B
C. less than the field found by B
D. either greater or less than the field found by B, depending on the accelerations of the test charges

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"In building a linear regression model for a particular data set, you observe the coefficient of one of the features having a relatively high negative value. This suggests that",machine_learning,test-00000-of-00001,C,"In building a linear regression model for a particular data set, you observe the coefficient of one of the features having a relatively high negative value. This suggests that

Choices:
A. This feature has a strong effect on the model (should be retained)
B. This feature does not have a strong effect on the model (should be ignored)
C. It is not possible to comment on the importance of this feature without additional information
D. Nothing can be determined.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"An object is thrown horizontally from the open window of a building. If the initial speed of the object is 20 m/s and it hits the ground 2.0 s later, from what height was it thrown? (Neglect air resistance and assume the ground is level.)",college_physics,test-00000-of-00001,D,"An object is thrown horizontally from the open window of a building. If the initial speed of the object is 20 m/s and it hits the ground 2.0 s later, from what height was it thrown? (Neglect air resistance and assume the ground is level.)

Choices:
A. 4.9 m
B. 9.8 m
C. 10.0 m
D. 19.6 m

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Which of the following best helps explain why volcanoes tend to form along subduction zones?,miscellaneous,test-00000-of-00001,A,"Which of the following best helps explain why volcanoes tend to form along subduction zones?

Choices:
A. Rock material carried deep below Earth's surface results in material melting and rising to the surface.
B. Two plates pull away from each other, and magma oozes out.
C. The friction resulting from the collision of two continents causes rock to melt.
D. There is a row of hot spots at these boundaries.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
" According to Hardin, the ""ratchet effect"" refers to the fact that",moral_disputes,test-00000-of-00001,D," According to Hardin, the ""ratchet effect"" refers to the fact that

Choices:
A. overpopulation does not affect the number of people who are poor.
B. overpopulation leads to creation of food banks that help curb poverty rates.
C. world hunger and poverty leads to recognition of rights not to be hungry.
D. the use of a world food bank to feed the hungry leads to an escalating series of emergency situations.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Margaret Mead suggested that:,sociology,test-00000-of-00001,A,"Margaret Mead suggested that:

Choices:
A. adolescence and gender roles varied between societies and so were culturally determined
B. gender roles in three New Guinea societies were identical and so must be biologically determined
C. adolescence in the USA is a time of relative calm compared to the experience in Japan and Europe
D. anthropological fieldwork can be problematic because the researcher's values affect the way they interpret their observations

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
What is American exceptionalism?,us_foreign_policy,test-00000-of-00001,A,"What is American exceptionalism?

Choices:
A. The belief that the United States is different from other major powers because it is concerned not only with Power, but also with Principles.
B. The belief that the United States is different because it is the most powerful nation in the world.
C. The belief that the United States is pacifist.
D. The belief that the United States is different because it is motivated more by economic factors than other countries are.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Appeal to ignorance is a fallacy that involves,logical_fallacies,test-00000-of-00001,C,"Appeal to ignorance is a fallacy that involves

Choices:
A. determining the conclusion one wants first, then accepting only evidence supporting that conclusion, or interpreting all evidence as support for that conclusion.
B. arguing something is inferior just because it doesn't do something it was never intended to do.
C. arguing that a claim must be true because there is no evidence that it is false.
D. arguing about something when you are ignorant about the subject

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A mother complains thar her 15-year-old daughter “lives like a pig, she is so sloppy and dirty.” She adds, “The more I yell at her, the worse she gets.” In operant conditioning terms, the yelling can best be explained as",professional_psychology,test-00000-of-00001,A,"A mother complains thar her 15-year-old daughter “lives like a pig, she is so sloppy and dirty.” She adds, “The more I yell at her, the worse she gets.” In operant conditioning terms, the yelling can best be explained as

Choices:
A. positive reinforcement
B. punishment
C. negative reinforcement
D. a discriminating stimulus for the sloppy behavior

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Which of the following best articulates the doctrine of original intent?,high_school_government_and_politics,test-00000-of-00001,D,"Which of the following best articulates the doctrine of original intent?

Choices:
A. When a law is unclear, the Supreme Court may consider the intent of a law or the letter of the law, but not both.
B. Copyright laws exist to protect the rights of those who create original works.
C. Appellate judges should respect the original decisions of trial judges.
D. The Constitution should be interpreted in light of the intent of those who wrote it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
A sample of liquid NH3 is brought to its boiling point. Which of the following occurs during the boiling process?,high_school_chemistry,test-00000-of-00001,D,"A sample of liquid NH3 is brought to its boiling point. Which of the following occurs during the boiling process?

Choices:
A. The N-H bonds within the NH3 molecules break apart.
B. The overall temperature of the solution rises as the NH3 molecules speed up.
C. The amount of energy within the system remains constant.
D. The hydrogen bonds holding separate NH3 molecules together break apart.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
The rational-economic model of decision-making is based on the assumption that:,professional_psychology,test-00000-of-00001,B,"The rational-economic model of decision-making is based on the assumption that:

Choices:
A. decision-makers place more emphasis on the costs of certain decisions than on other consequences of their decisions.
B. decision-makers have complete information about all alternatives and their consequences before making decisions.
C. individuals are better than groups at making decisions, especially under stressful conditions.
D. decision-makers’ knowledge about possible alternatives is always incomplete.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Many cryptographic protocols base their security on assumptions about the computational difficulty of integer factorization. Integer factorization serves this purpose because we believe that,college_computer_science,test-00000-of-00001,A,"Many cryptographic protocols base their security on assumptions about the computational difficulty of integer factorization. Integer factorization serves this purpose because we believe that

Choices:
A. integer multiplication is a function whose inverse, factorization, remains difficult for a large class of inputs
B. P = NP
C. even if P = NP, integer factorization is still likely not to be polynomial-time computable
D. testing primality is computationally intractable

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Observational epidemiology studies have produced useful in identifying health effects of many food contaminants, but not for assessing risk, because:
",nutrition,test-00000-of-00001,D,"Observational epidemiology studies have produced useful in identifying health effects of many food contaminants, but not for assessing risk, because:


Choices:
A. It is never possible to know whether observed effects are caused by the contaminant
B. Human exposure though food is usually much less than exposures that have been studied
C. Controlled animal studies provide more reliable information
D. Reliable dose-response data are difficult to acquire and often unavailable

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,electrical_engineering,test-00000-of-00001,B,"A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is

Choices:
A. 40π coulombs.
B. 80π coulombs.
C. 10π coulombs.
D. none of these.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A stack of 7 pennies has a height of 1 centimeter. Nick has a stack of pennies with a height of 4 centimeters. Which equation can be used to find the number of pennies, n, in Nick’s stack of pennies?",elementary_mathematics,test-00000-of-00001,C,"A stack of 7 pennies has a height of 1 centimeter. Nick has a stack of pennies with a height of 4 centimeters. Which equation can be used to find the number of pennies, n, in Nick’s stack of pennies?

Choices:
A. n =7+4
B. n =7–4
C. n =7×4
D. n =7÷4

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Which of the following could have caused an increase in the demand for ice cream cones?,high_school_microeconomics,test-00000-of-00001,B,"Which of the following could have caused an increase in the demand for ice cream cones?

Choices:
A. A decrease in the price of ice cream cones
B. A decrease in the price of ice cream, a complimentary good to ice cream cones
C. An increase in the price of ice cream, a complimentary good to ice cream cones
D. A decrease in the price of lollipops, a close substitute for ice cream

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
The genetic fallacy consists of,logical_fallacies,test-00000-of-00001,C,"The genetic fallacy consists of

Choices:
A. arguing that a conclusion should be made based on feeling sorry for someone when that feeling is irrelevant to the conclusion
B. responding to charges of wrongdoing by saying the accuser does something just as bad
C. arguing that an idea should be accepted or rejected based only on who originated the idea.
D. causing confusion during refutation because of a real or feigned lack of ability to engage in refutation

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that",professional_psychology,test-00000-of-00001,A,"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that

Choices:
A. mildly anxious children are better achievers than more anxious ones
B. non-anxious children are better achievers than mildly anxious ones
C. some anxiety normally facilitates learning, and only for a few learners is there a point beyond which anxiety impedes learning
D. there is no systematic relationship; anxiety measures are of no help in predicting achievement

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
The use of 'indentured labour' in the nineteenth century involved:,sociology,test-00000-of-00001,A,"The use of 'indentured labour' in the nineteenth century involved:

Choices:
A. people being transported to the British colonies and forced to work for one employer under poor conditions
B. the sale of African people through the slave trade in the 'Atlantic triangle'
C. selecting the most skilled workers in factories to promote their employer's company overseas
D. extracting the teeth of the laziest workers to stop them from talking

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,test-00000-of-00001,B,"Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?

Choices:
A. We look for established principles of law recognized only among the most civilised nations
B. We look for established principles of law, which are common to all major legal systems
C. We look for general principles of international law recognized by international courts and tribunals
D. We look for general principles of law recognized by all nations

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"On the same test, Mary and Pam scored at the 64th and 56th percentiles, respectively. Which of the following is a true statement?",high_school_statistics,test-00000-of-00001,C,"On the same test, Mary and Pam scored at the 64th and 56th percentiles, respectively. Which of the following is a true statement?

Choices:
A. Mary scored eight more points than Pam.
B. Mary's score is 8% higher than Pam's.
C. Eight percent of those who took the test scored between Pam and Mary.
D. Thirty-six people scored higher than both Mary and Pam.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
