question,question_concept,_split,answer,final_prompt,len_tk_qwen3_8b_instruct
"To prevent unwanted pregnancies, you'd keep the heifers and the bulls in separate what?",heifer,train-00000-of-00001,C,"Question:
To prevent unwanted pregnancies, you'd keep the heifers and the bulls in separate what?

Which of the following is the best response to the question?

Choices:
A. cattle show
B. houses
C. corral
D. dairy barn
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
A sloth is often found napping in the branches of what damp region?,sloth,train-00000-of-00001,D,"Question:
A sloth is often found napping in the branches of what damp region?

Which of the following is the best response to the question?

Choices:
A. nature preserve
B. wilderness
C. forest canopy
D. tropical rainforest
E. florida

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"If a person celebrates by drinking too much, what is a likely consequence?",celebrating,train-00000-of-00001,C,"Question:
If a person celebrates by drinking too much, what is a likely consequence?

Which of the following is the best response to the question?

Choices:
A. drinking
B. becoming tired
C. hangovers
D. big head
E. being happy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What does a judge do when someone is convicted of a crime?,crime,train-00000-of-00001,D,"Question:
What does a judge do when someone is convicted of a crime?

Which of the following is the best response to the question?

Choices:
A. conduct trial
B. arrest
C. bring in verdict
D. pass sentence
E. serve justice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The route passenger was flipping through a magazine, he was bored waiting for his ride where?",magazine,train-00000-of-00001,D,"Question:
The route passenger was flipping through a magazine, he was bored waiting for his ride where?

Which of the following is the best response to the question?

Choices:
A. shop
B. work
C. rack
D. bus depot
E. newsstand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Having fun with people you care about will likely cause you to do what?,having fun,train-00000-of-00001,D,"Question:
Having fun with people you care about will likely cause you to do what?

Which of the following is the best response to the question?

Choices:
A. better mood
B. smiling
C. feeling better
D. feeling happy
E. being excited

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If you spend a long time running after a ball how are you likely to feel?,running after ball,validation-00000-of-00001,E,"Question:
If you spend a long time running after a ball how are you likely to feel?

Which of the following is the best response to the question?

Choices:
A. laughter
B. sweating
C. embarrassed
D. breathing heavily
E. tiredness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
While you're shopping for greeting cards where would you child like to be?,cards,train-00000-of-00001,A,"Question:
While you're shopping for greeting cards where would you child like to be?

Which of the following is the best response to the question?

Choices:
A. toy store
B. play games
C. casino
D. table
E. deck

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What can I use in order to play a disk in a portable device?,disk,train-00000-of-00001,A,"Question:
What can I use in order to play a disk in a portable device?

Which of the following is the best response to the question?

Choices:
A. cd player
B. computer hard drive
C. music
D. data storage
E. computer store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where does litter end up when it's tossed from a car?,litter,train-00000-of-00001,A,"Question:
Where does litter end up when it's tossed from a car?

Which of the following is the best response to the question?

Choices:
A. roadsides
B. street corner
C. not in the garbage
D. park
E. ground

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where might I place the lamp so it will help me see better while I do my homework?,lamp,train-00000-of-00001,E,"Question:
Where might I place the lamp so it will help me see better while I do my homework?

Which of the following is the best response to the question?

Choices:
A. nearby
B. table
C. house
D. building
E. desktop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What does a police officer in their sixities?,police officer,train-00000-of-00001,A,"Question:
What does a police officer in their sixities?

Which of the following is the best response to the question?

Choices:
A. retire
B. direct traffic
C. case
D. fine person for speeding
E. order to stop running

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The print was extremely small, as he was reading letter after letter he began to suffer eye what?",reading letter,train-00000-of-00001,A,"Question:
The print was extremely small, as he was reading letter after letter he began to suffer eye what?

Which of the following is the best response to the question?

Choices:
A. strain
B. though
C. happiness
D. realization
E. understanding

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
The audience got up at intermission and bought pop corn.  What might they be watching?,audience,train-00000-of-00001,A,"Question:
The audience got up at intermission and bought pop corn.  What might they be watching?

Which of the following is the best response to the question?

Choices:
A. movies
B. school
C. theatre
D. event
E. new york

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"When you have fun by doing many things that are planned, you are?",have fun,train-00000-of-00001,C,"Question:
When you have fun by doing many things that are planned, you are?

Which of the following is the best response to the question?

Choices:
A. do like
B. happy
C. spontaneous
D. work less
E. do enjoy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
In the modern days we give what kind of classification to buildings to protect them from being town down?,modern,train-00000-of-00001,D,"Question:
In the modern days we give what kind of classification to buildings to protect them from being town down?

Which of the following is the best response to the question?

Choices:
A. classical
B. old fashioned
C. vintage
D. historical
E. antique

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If a human is sleepy what can they do to feel more alert?,human,train-00000-of-00001,D,"Question:
If a human is sleepy what can they do to feel more alert?

Which of the following is the best response to the question?

Choices:
A. dream dreams
B. think critically
C. cross road
D. drink coffee
E. drive a car

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"A person is alone in the woods and wounded, what should he do?",person,train-00000-of-00001,D,"Question:
A person is alone in the woods and wounded, what should he do?

Which of the following is the best response to the question?

Choices:
A. amount to nothing
B. visit relatives
C. charming
D. doctor himself
E. cross street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"If I wanted to store dirt in my home, where could I put it?",dirt,train-00000-of-00001,E,"Question:
If I wanted to store dirt in my home, where could I put it?

Which of the following is the best response to the question?

Choices:
A. fingernails
B. garden
C. corner
D. computer
E. closet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where can you spend the night on the ground floor when you're away from home?,ground floor,train-00000-of-00001,C,"Question:
Where can you spend the night on the ground floor when you're away from home?

Which of the following is the best response to the question?

Choices:
A. brownstone
B. highrise building
C. hotel
D. subway
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The drawing room was one of fifty rooms, where was it located?",drawing room,train-00000-of-00001,C,"Question:
The drawing room was one of fifty rooms, where was it located?

Which of the following is the best response to the question?

Choices:
A. kid's house
B. studio
C. large house
D. house in england
E. mansion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"He walked into the room and had a great shock, his friends had what him?",shock,validation-00000-of-00001,E,"Question:
He walked into the room and had a great shock, his friends had what him?

Which of the following is the best response to the question?

Choices:
A. expected
B. wanting
C. calm
D. thundershock
E. surprised

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
