question,subject,split,answer,final_prompt,len_tk_glm4_9b_chat
"A healthy 2-year-old girl is brought to the office for a routine well-child visit. The child was weaned at 6 months of age and began to walk at 10 months of age. On physical examination, she has mild bowlegs (10-degree genu varum). Which of the following is the most appropriate management to recommend at this time?",professional_medicine,test-00000-of-00001,D,"A healthy 2-year-old girl is brought to the office for a routine well-child visit. The child was weaned at 6 months of age and began to walk at 10 months of age. On physical examination, she has mild bowlegs (10-degree genu varum). Which of the following is the most appropriate management to recommend at this time?

Choices:
A. Increased intake of vitamin D
B. A special exercise program
C. Surgical correction
D. No treatment is needed at this time

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Kim rode her bicycle 135 miles in 9 weeks, riding the same distance each week. Eric rode his bicycle 102 miles in 6 weeks, riding the same distance each week. Which statement correctly compares the number of miles per week they rode?",elementary_mathematics,test-00000-of-00001,A,"Kim rode her bicycle 135 miles in 9 weeks, riding the same distance each week. Eric rode his bicycle 102 miles in 6 weeks, riding the same distance each week. Which statement correctly compares the number of miles per week they rode?

Choices:
A. Eric rode 2 more miles per week than Kim rode.
B. Kim rode 3 more miles per week than Eric rode.
C. Kim rode 11 more miles per week than Eric rode.
D. Eric rode 17 more miles per week than Kim rode.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I chopped down the trees intended for lumber. Scenario 2 | While visiting the Louvre, I touched many of the paintings.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I chopped down the trees intended for lumber. Scenario 2 | While visiting the Louvre, I touched many of the paintings.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I broke into a luxurious estate recently. Scenario 2 | At the Halloween party tonight, I plan on adding extra sugar to the punch drink without anyone knowing.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I broke into a luxurious estate recently. Scenario 2 | At the Halloween party tonight, I plan on adding extra sugar to the punch drink without anyone knowing.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
A scientist was examining a large boulder that was covered with lichens (a combination of fungi and algae). He chipped a piece of the rock and placed it under a microscope. He observed that the surface of the rock was breaking down underneath the lichen. Which was the scientist most likely observing?,,auxiliary_train-00000-of-00001,B,"A scientist was examining a large boulder that was covered with lichens (a combination of fungi and algae). He chipped a piece of the rock and placed it under a microscope. He observed that the surface of the rock was breaking down underneath the lichen. Which was the scientist most likely observing?

Choices:
A. the interaction between abiotic factors
B. the effects of chemical weathering
C. the process of deposition
D. the effects of abrasion

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | No glass containers are allowed at the beach, so I make sure to put plastic bottles in my covered cooler. Scenario 2 | I fed the crow some moldy food from the trash.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | No glass containers are allowed at the beach, so I make sure to put plastic bottles in my covered cooler. Scenario 2 | I fed the crow some moldy food from the trash.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
" By recognizing that we have backup duties to donate to aid agencies, Ashford argues that we can",moral_disputes,test-00000-of-00001,A," By recognizing that we have backup duties to donate to aid agencies, Ashford argues that we can

Choices:
A. acknowledge the force of the criticism that effective altruism is at best a band-aid approach while diffusing this same criticism.
B. acknowledge that effective altruism fails to be the right response to global poverty.
C. feel relieved about our duties to the global poor, since backup duties are not morally urgent.
D. None of the above.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
Which of the following statements most detracts from the claim that the human appendix is a completely vestigial organ?,high_school_biology,test-00000-of-00001,C,"Which of the following statements most detracts from the claim that the human appendix is a completely vestigial organ?

Choices:
A. The appendix can be surgically removed with no immediate ill effects.
B. The appendix might have been larger in fossil hominids.
C. The appendix has a substantial amount of defensive lymphatic tissue.
D. Individuals with a larger-than-average appendix leave fewer offspring than those with a below-average-sized appendix.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
" Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
E ⊃ (F · E) and ~E · F",formal_logic,dev-00000-of-00001,C," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
E ⊃ (F · E) and ~E · F

Choices:
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I often sell used books online that I borrowed from the library. Scenario 2 | My rent was due, so I had to sell my friend's guitar without telling her.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I often sell used books online that I borrowed from the library. Scenario 2 | My rent was due, so I had to sell my friend's guitar without telling her.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"Here is a picture of Mr Wang's family. The man in the middle  is Mr Wang, the father. The woman is the mother. They only have a daughter. Her name is Wang Jia. She is 14 years old. She is a good student in Foreign Language School. Her classmates like her very much, and her parents like her very much, too. The daughter is   _  .",,auxiliary_train-00000-of-00001,B,"Here is a picture of Mr Wang's family. The man in the middle  is Mr Wang, the father. The woman is the mother. They only have a daughter. Her name is Wang Jia. She is 14 years old. She is a good student in Foreign Language School. Her classmates like her very much, and her parents like her very much, too. The daughter is   _  .

Choices:
A. 13
B. 14
C. 15
D. 12

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Solvents A and B form an ideal solution. Solvent A has a vapor pressure of 345 torr at room temperature. At the same temperature, solvent B has a vapor pressure of 213 torr. What is the vapor pressure of a mixture where the mole fraction of A is 0.285?",high_school_chemistry,test-00000-of-00001,D,"Solvents A and B form an ideal solution. Solvent A has a vapor pressure of 345 torr at room temperature. At the same temperature, solvent B has a vapor pressure of 213 torr. What is the vapor pressure of a mixture where the mole fraction of A is 0.285?

Choices:
A. 213 torr
B. 345 torr
C. 568 torr
D. 251 torr

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"My name is Jane. I am from Shanghai, China. I want to have a pen pal in London. London is a big city. I am thirteen years old and my birthday is February 22nd. I like to listen to music and read books after school. My favourite subject in school is art. It's fun and interesting. I don't like math. It's too _ . What's her favourite subject?",,auxiliary_train-00000-of-00001,A,"My name is Jane. I am from Shanghai, China. I want to have a pen pal in London. London is a big city. I am thirteen years old and my birthday is February 22nd. I like to listen to music and read books after school. My favourite subject in school is art. It's fun and interesting. I don't like math. It's too _ . What's her favourite subject?

Choices:
A. Art
B. Chinese
C. Maths
D. English

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"The number of leasable square feet of office space available in a city on any given day has a normal distribution with mean 640,000 square feet and standard deviation 18,000 square feet. What is the interquartile range for this distribution?",high_school_statistics,validation-00000-of-00001,A,"The number of leasable square feet of office space available in a city on any given day has a normal distribution with mean 640,000 square feet and standard deviation 18,000 square feet. What is the interquartile range for this distribution?

Choices:
A. 652,000 - 628,000
B. 658,000 - 622,000
C. 667,000 - 613,000
D. 676,000 - 604,000

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I arrived at the party I threw urine into the air. Scenario 2 | I threw the cobra to my daughter.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I arrived at the party I threw urine into the air. Scenario 2 | I threw the cobra to my daughter.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I taught my cat to use the park's sandbox as a litterbox. Scenario 2 | I followed my brother home from school.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I taught my cat to use the park's sandbox as a litterbox. Scenario 2 | I followed my brother home from school.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
Which of the following statements is the most significant characteristic in determining the classification of an enterprise fund?,professional_accounting,test-00000-of-00001,B,"Which of the following statements is the most significant characteristic in determining the classification of an enterprise fund?

Choices:
A. The predominant customer is the primary government.
B. The pricing policies of the activity establish fees and charges designed to recover its cost.
C. The activity is financed by debt that is secured partially by a pledge of the net revenues from fees and charges of the activity.
D. Laws or regulations require that the activity’s costs of providing services including capital costs be recovered with taxes or similar revenues.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
A student is organizing a room. She moves a box from the floor to a shelf. She wants to estimate the amount of potential energy the box has on the shelf. What information does the student need?,,auxiliary_train-00000-of-00001,C,"A student is organizing a room. She moves a box from the floor to a shelf. She wants to estimate the amount of potential energy the box has on the shelf. What information does the student need?

Choices:
A. the volume and mass of the box
B. the mass of the shelf and the mass of the box
C. the mass of the box and the height of the shelf
D. the volume of the box and the height of the shelf

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called in sick to work because I wanted to go to the beach. Scenario 2 | I threw the baby to my friend, and she didn't catch it.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called in sick to work because I wanted to go to the beach. Scenario 2 | I threw the baby to my friend, and she didn't catch it.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I drove through the intersection after the stoplight turned green. Scenario 2 | It was a hot day, so I had the child sit in the shade while we were at the park.",moral_scenarios,validation-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I drove through the intersection after the stoplight turned green. Scenario 2 | It was a hot day, so I had the child sit in the shade while we were at the park.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"The mass of the Earth is 5.97 × 10^24 kg. The Moon, whose center is 3.84 × 10^8 m from the Earth’s center, has mass 7.35 × 10^22 kg. Which of the following is the best estimate of the gravitational force of the Earth on the Moon?",high_school_physics,test-00000-of-00001,C,"The mass of the Earth is 5.97 × 10^24 kg. The Moon, whose center is 3.84 × 10^8 m from the Earth’s center, has mass 7.35 × 10^22 kg. Which of the following is the best estimate of the gravitational force of the Earth on the Moon?

Choices:
A. 10^39 N
B. 10^29 N
C. 10^19 N
D. 10^9 N

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"A population of wood mice lives in a cool, moist temperate forest. Several years of hot, dry weather have affected the plants in the area. Which mice in the population are most likely to survive this change and pass their genes on to their offspring?",,auxiliary_train-00000-of-00001,C,"A population of wood mice lives in a cool, moist temperate forest. Several years of hot, dry weather have affected the plants in the area. Which mice in the population are most likely to survive this change and pass their genes on to their offspring?

Choices:
A. those with the warmest coats and best camouflage
B. the largest and strongest mice in the population
C. those with traits most adapted to the new environment
D. the youngest and fastest mice in the population

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
Which of the following describes a symbiotic relationship?,high_school_biology,test-00000-of-00001,C,"Which of the following describes a symbiotic relationship?

Choices:
A. A tapeworm feeds off of its host's nutrients causing the host to lose large amounts of weight.
B. Certain plants grow on trees in order to gain access to sunlight, not affecting the tree.
C. Remora fish eat parasites off of sharks; the sharks stay free of parasites, and the remora fish are protected from predators.
D. Meerkats sound alarm calls to warn other meerkats of predators.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
An issuer's board of directors would ordinarily participate in each of the following activities except,professional_accounting,validation-00000-of-00001,B,"An issuer's board of directors would ordinarily participate in each of the following activities except

Choices:
A. Establishing long-term strategy and objectives to which their information technology system should be aligned.
B. Supervising and monitoring the quality control testing upon the installation of a new information technology system.
C. Ensuring that suitable information technology resources and skills are available to meet the company's strategic objectives.
D. Maintaining awareness of current technology used by the organization to assure its efficiency and effectiveness for financial reporting.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
Which of the following is consistent with results of current research conducted in the area of gender roles and the workplace?,sociology,test-00000-of-00001,D,"Which of the following is consistent with results of current research conducted in the area of gender roles and the workplace?

Choices:
A. In about a quarter of households with children, men stay home with the children so their wives can work.
B. Most women believe that there is equal opportunity today between men and women in career choice, advancement, and income.
C. Most men believe that women should be homemakers because men earn more money.
D. Most men married to working women do not share housework and childcare obligations equally with their working wives.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
Ty has 12 weeks to read a certain number of books. He will spend 2 weeks reading each book. Which expression can Ty use to find the total number of books he will read?,elementary_mathematics,test-00000-of-00001,D,"Ty has 12 weeks to read a certain number of books. He will spend 2 weeks reading each book. Which expression can Ty use to find the total number of books he will read?

Choices:
A. 12 – 2
B. 12 + 12
C. 12 – 2 – 2 – 2
D. 12 – 2 – 2 – 2 – 2 – 2 – 2

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
"As a health editor, I spend the majority of my day poring over content related to health. At HuffPost, we're lucky to talk to experts on a daily basis about how to live our best lives. It's clear that life would be healthier if we would just do the following things. Sure, some of these are easier said than done. Which of the following has something to do with the immune system?",,auxiliary_train-00000-of-00001,B,"As a health editor, I spend the majority of my day poring over content related to health. At HuffPost, we're lucky to talk to experts on a daily basis about how to live our best lives. It's clear that life would be healthier if we would just do the following things. Sure, some of these are easier said than done. Which of the following has something to do with the immune system?

Choices:
A. exercise
B. sleep
C. emotional intelligence
D. mood

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I used a frying pan to cook with my children. Scenario 2 | Every morning, I drove by the preschool to take pictures of the children through the fence.",moral_scenarios,validation-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I used a frying pan to cook with my children. Scenario 2 | Every morning, I drove by the preschool to take pictures of the children through the fence.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Poverty as defined by the United States government is best understood as,miscellaneous,test-00000-of-00001,C,"Poverty as defined by the United States government is best understood as

Choices:
A. the index value of government services such as Medicaid and public housing
B. the concept of relative deprivation and is based on changes in the distribution of income
C. an absolute level set in the 1960s and since adjusted to reflect inflation at the consumer level
D. a concept based on lifestyle and measured on a sliding scale based on the needs of an individual

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I laughed when my friend appeared in the skit. Scenario 2 | I didn't know the answers to the exam so my friend took it for me.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I laughed when my friend appeared in the skit. Scenario 2 | I didn't know the answers to the exam so my friend took it for me.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put my chubby cat on a diet of one meal every 6 weeks. Scenario 2 | I used his current toothbrush to clean the bathroom floor.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put my chubby cat on a diet of one meal every 6 weeks. Scenario 2 | I used his current toothbrush to clean the bathroom floor.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
" Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x)[Ax ⊃ (∃y)(Hy • Bxy)]",formal_logic,test-00000-of-00001,A," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x)[Ax ⊃ (∃y)(Hy • Bxy)]

Choices:
A. Every apartment is bigger than some house.
B. Every house is bigger than all apartments.
C. Every house is bigger than some apartment.
D. Some house is bigger than every apartment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | For the funeral, I wore my best looking suit to honor the dead. Scenario 2 | I ignited the fireworks in the empty parking lot.",moral_scenarios,validation-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | For the funeral, I wore my best looking suit to honor the dead. Scenario 2 | I ignited the fireworks in the empty parking lot.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
Why do mountain climbers at high elevations use oxygen tanks to help them breathe?,,auxiliary_train-00000-of-00001,B,"Why do mountain climbers at high elevations use oxygen tanks to help them breathe?

Choices:
A. At high elevations the ozone layer draws oxygen out of the atmosphere.
B. The atmosphere is less dense at higher elevations so there is less oxygen available.
C. Oxygen is heavier than the other gases in the atmosphere and sinks to lower elevations.
D. Radiation from the Sun splits oxygen molecules into atoms making the oxygen unbreathable.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
Scientists are collecting samples from sediment deposits in Biscayne Bay. Test results show that salinity in the bay is increasing. Which human influence might have led to this environmental change?,,auxiliary_train-00000-of-00001,D,"Scientists are collecting samples from sediment deposits in Biscayne Bay. Test results show that salinity in the bay is increasing. Which human influence might have led to this environmental change?

Choices:
A. establishing the bay as a national park in 1980
B. finding sunken ships resting on the floor of the bay
C. collecting marine animals from the bottom of the bay
D. developing power plants along the shoreline of the bay

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put the clogged hair from the shower drain into the trash can in my stepmom's bathroom. Scenario 2 | I helped him in academics by taking test for his math.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put the clogged hair from the shower drain into the trash can in my stepmom's bathroom. Scenario 2 | I helped him in academics by taking test for his math.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was dangling my toddler son by his arms in the playground Scenario 2 | I used my oversized SUV to carpool half a dozen kids to school.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was dangling my toddler son by his arms in the playground Scenario 2 | I used my oversized SUV to carpool half a dozen kids to school.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"Define $f(x)=\frac{1+x}{1-x}$ and $g(x)=\frac{-2}{x+1}$. Find the value of \[g(f(g(f(\dotsb g(f(12)) \dotsb ))))\] where the function $f$ is applied 8 times, and the function $g$ is applied 8 times, alternating between the two.",high_school_mathematics,test-00000-of-00001,C,"Define $f(x)=\frac{1+x}{1-x}$ and $g(x)=\frac{-2}{x+1}$. Find the value of \[g(f(g(f(\dotsb g(f(12)) \dotsb ))))\] where the function $f$ is applied 8 times, and the function $g$ is applied 8 times, alternating between the two.

Choices:
A. 12
B. 8
C. 4
D. 0

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took the food from the clearly starving dog. Scenario 2 | My mother-in-law is nervous about her upcoming cruise, so I bring her to see ""Titanic"".",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took the food from the clearly starving dog. Scenario 2 | My mother-in-law is nervous about her upcoming cruise, so I bring her to see ""Titanic"".

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my wife wanted to lose 5 pounds, so I surprised her with a box of diet chocolates. Scenario 2 | I planned to meet up after the graduation.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my wife wanted to lose 5 pounds, so I surprised her with a box of diet chocolates. Scenario 2 | I planned to meet up after the graduation.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My daughter is learning to ride a bike, so I suggested she practice in the driveway. Scenario 2 | I like to hug and kiss my neighbor's wife, and buy her flowers.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My daughter is learning to ride a bike, so I suggested she practice in the driveway. Scenario 2 | I like to hug and kiss my neighbor's wife, and buy her flowers.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"Lisa was hiking in a rocky area and in a rock, she saw what looked like footprints made by a bird. But weirdly, they were in a rock. Where did they come from?",,auxiliary_train-00000-of-00001,A,"Lisa was hiking in a rocky area and in a rock, she saw what looked like footprints made by a bird. But weirdly, they were in a rock. Where did they come from?

Choices:
A. The footprints were originally in mud or peat, but after a lot of time, the substance had been changed into rock
B. The rock was actually an asteroid
C. a very heavy bird made imprints in the rock.
D. a spaceship used a laser to make the etches in the rock

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
Seller says a circumstance has occurred that makes performing a sales contract impractical. Which of the following is not correct about discharge for impracticability?,professional_law,test-00000-of-00001,B,"Seller says a circumstance has occurred that makes performing a sales contract impractical. Which of the following is not correct about discharge for impracticability?

Choices:
A. The problem must not have been caused by the fault of the party seeking to invoke the defense.
B. A price increase is sufficient for discharge.
C. The failure to excuse performance would result in grave injustice.
D. The impracticality must go to a basic assumption on which the contract was made.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
"It' s 9:00 in the evening. The family are at home. Jim's father sits in a chair. He's watching TV . His mother stands near the window. She feeds  the birds--Polly. Polly says, ""Thanks! Thanks!"" Where is Jim? Oh, he's behind the door. Kate is looking for  him. They play games in Kate's room. There are   _  people in the family.",,auxiliary_train-00000-of-00001,B,"It' s 9:00 in the evening. The family are at home. Jim's father sits in a chair. He's watching TV . His mother stands near the window. She feeds  the birds--Polly. Polly says, ""Thanks! Thanks!"" Where is Jim? Oh, he's behind the door. Kate is looking for  him. They play games in Kate's room. There are   _  people in the family.

Choices:
A. three
B. four
C. five
D. Six

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I feel so full of laughter when I pass by a car accident. Scenario 2 | I took the child to the mall and then forgot where in the mall the store is located.",moral_scenarios,validation-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I feel so full of laughter when I pass by a car accident. Scenario 2 | I took the child to the mall and then forgot where in the mall the store is located.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"Which of the following statements is correct?
",nutrition,test-00000-of-00001,A,"Which of the following statements is correct?


Choices:
A. Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin
B. Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin
C. Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin
D. Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
