ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_base
39950.0,Camel ride,Two people are seen riding on top of camels with a man leading in front. The camera pans up to a man sitting on a rock and waving to the camera. the people,D,"Context:
""Two people are seen riding on top of camels with a man leading in front. The camera pans up to a man sitting on a rock and waving to the camera. the people""

Which of the following endings best completes the context?

Choices:
A. continue riding on the camels and see another person leading them up.
B. continue riding past one another and end with a view of the sand beach and people on camels.
C. continue riding and as the camera pans down the still river, a group of people preparing for the camel race.
D. continue to ride on camels with the camera following from behind.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
2755.0,Breakdancing,"As he continues, he grabs a beanie and puts it on his hand to make him turn easier. the man",B,"Context:
""As he continues, he grabs a beanie and puts it on his hand to make him turn easier. the man""

Which of the following endings best completes the context?

Choices:
A. playing then puts the at an angle and makes a cap.
B. then does the twist continuously and shows off the cricket position before returning to talk again.
C. flips on his back so his armpits are high.
D. then allows himself to walk, as he's very proud of his skateboard, even though they're polished.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
9987.0,Waterskiing,"A man water ski pulled by a boat, then the driver of the boat gives thump up while a woman watch him. the man",B,"Context:
""A man water ski pulled by a boat, then the driver of the boat gives thump up while a woman watch him. the man""

Which of the following endings best completes the context?

Choices:
A. waterski very fast, then he catch a ray found inside a gas tank, then he water ski underwater.
B. holds a sandwich with his right hand and the rope with the left hand.
C. water ski on the river and use rope on his leg, then the boat performs a back flip before he land.
D. water ski towing a boat in a waterfall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
10511.0,Canoeing,"A woman dressed in all black with a visor and sunglasses is talking holding a paddle. Once she is done talking, she begins kayaking with her white dog between her legs. now the woman",D,"Context:
""A woman dressed in all black with a visor and sunglasses is talking holding a paddle. Once she is done talking, she begins kayaking with her white dog between her legs. now the woman""

Which of the following endings best completes the context?

Choices:
A. is back in the front as she has a beer while talking as her pet attempts to stay on the paddle.
B. is on the kayak looking at the landscape, while the black dog stands on the side and talks.
C. begins to sign papers on the order sheet and lies down to rest comfortably on the kayak.
D. is out of the water and begins doing arm exercises with the paddle behind her head lifting it up and down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
18605.0,Applying sunscreen,Various shots shots are shown of people on the beach putting sun screen on and a skin doctor speaking to the camera. more people,A,"Context:
""Various shots shots are shown of people on the beach putting sun screen on and a skin doctor speaking to the camera. more people""

Which of the following endings best completes the context?

Choices:
A. are shown on the news segment with the host wearing sun screen and pointing to all the bottles on her table.
B. are shown speaking to the camera while laying on the beach holding proper clothes and scratching their face.
C. are seen putting sunscreen on and people sliding on the sand and writing on paper.
D. are shown putting sunscreen on their skin and then decorate around the sunscreen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
30840.0,Arm wrestling,"They sit at the table and hold each other's hands, prepared to arm wrestle. The men try hard to beat each other, pushing hard on each side. one",D,"Context:
""They sit at the table and hold each other's hands, prepared to arm wrestle. The men try hard to beat each other, pushing hard on each side. one""

Which of the following endings best completes the context?

Choices:
A. goes across and breaks the other's hand.
B. makes it to five rounds, then he drops in to the ground unconscious.
C. man finally wins and they all start dancing and flipping to the music.
D. wins, then they get up and start fighting inside the ring.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
49718.0,Playing violin,"Finally, the girl begins to play and she is walking back and forth across the stage playing in front of hundreds of people. the violinist",D,"Context:
""Finally, the girl begins to play and she is walking back and forth across the stage playing in front of hundreds of people. the violinist""

Which of the following endings best completes the context?

Choices:
A. then begins to hit the keys and used her hands and hips a little to basically score with her hands and the keyboard.
B. makes two pirouettes in place before finally hitting the baton and being led to another spot.
C. fourteens to the end and the show ends with advertisements shown on the screen.
D. completes her piece and the host who is dressed in a red gown comes out with a mic and begins talking before bowing to the crowd.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
33997.0,Tai chi,The camera pans out to more people and shows them performing an exercise that swings their legs back and fourth. the people,C,"Context:
""The camera pans out to more people and shows them performing an exercise that swings their legs back and fourth. the people""

Which of the following endings best completes the context?

Choices:
A. now are behind a desk and talking to each other as they relate the exercise.
B. continue to dance and product with one another and end by moving their bodies and touching each other's fingers.
C. continue following the instructor through various movements while he leads them in the exercise.
D. continue to run down the track and riding up and down hills near cameras and audience watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
47130.0,Futsal,Another player is briefly shown being interviewed and more clips of the game play again while the crowd cheers on. the game,D,"Context:
""Another player is briefly shown being interviewed and more clips of the game play again while the crowd cheers on. the game""

Which of the following endings best completes the context?

Choices:
A. continues and women continue cheering and batting a few times in the end.
B. ends and ends with the words "" the parade type "" shown across the screen.
C. continues and another player is interviewed, demonstrating more a play any hockey game on hockey equipment.
D. ends and two players get interviewed but we can't see the man interviewing them just his hand holding the microphone while people walk off the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
33522.0,Rock-paper-scissors,A camera pans around a mcdonalds and leads into a man speaking to a cashier. Several shots are then shown of people playing rock paper scissors with employees. when people,D,"Context:
""A camera pans around a mcdonalds and leads into a man speaking to a cashier. Several shots are then shown of people playing rock paper scissors with employees. when people""

Which of the following endings best completes the context?

Choices:
A. are done, they continue shopping and walking around.
B. finish, they break into a run as the camera pans all over the restaurant.
C. finish the shot, the camera pans off and ends with the manager speaking across the counter.
D. win the game, they get a free ice cream.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
13430.0,Beach soccer,A large group of people are seen standing around a sand pit shaking hands and speaking with one another. The men then begin a soccer match with one another and cheering when they score a goal. the men,A,"Context:
""A large group of people are seen standing around a sand pit shaking hands and speaking with one another. The men then begin a soccer match with one another and cheering when they score a goal. the men""

Which of the following endings best completes the context?

Choices:
A. continue to play against one another while the audience cheers and the ref stands on the side.
B. play a game of beer pong and end by throwing the paper at one another before running to celebrate.
C. keep playing the game with one another and end by stomping on the ball and walking away.
D. continue to dance around while standing around and begin another match with one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
32666.0,Mowing the lawn,A man is seen speaking to the camera holding various objects and transitions into him cutting the edge of a lawn. he,D,"Context:
""A man is seen speaking to the camera holding various objects and transitions into him cutting the edge of a lawn. he""

Which of the following endings best completes the context?

Choices:
A. demonstrates the process with the faucet spraying around his cut and speaking to the camera.
B. pushes the tool onto a gravel pit while others look on and laugh.
C. continues using a tool to cut the section off and shows the word "" sanding "" then hot wax is applied to the paint and sanded away.
D. is then shown mowing lawns and trimming hedges while speaking to the camera as well as blowing leaves out of a yard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
9756.0,Pole vault,The video begins to go in a slow motion pace as the man gets ready to perform the vault. the pole,B,"Context:
""The video begins to go in a slow motion pace as the man gets ready to perform the vault. the pole""

Which of the following endings best completes the context?

Choices:
A. vaults over the bar and lands in the grass and the man throws the ball behind him.
B. is stuck into the ground and forms a semicircle with the man holding on as it springs him upward.
C. vaulter runs to the pole and dismounts while standing on the floor.
D. vault is shown several times over.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
42445.0,Layup drill in basketball,A man is seen speaking to the camera while people practice basketball drills intermittently. The man ties a rope around a ball and continues having him perform layups on the court. more clips,B,"Context:
""A man is seen speaking to the camera while people practice basketball drills intermittently. The man ties a rope around a ball and continues having him perform layups on the court. more clips""

Which of the following endings best completes the context?

Choices:
A. are shown of people receiving various awards and the word "" winner "" is shown on the screen.
B. are shown of them practicing while the man speaks to the camera.
C. are shown of the team performing professional basketball drills and announcers speaking to the camera.
D. are shown of the man speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
32873.0,Paintball,"They are looking for the other to try to shoot them out, while staying close to their team mates. One of the men checks his gun and readjust his it and then keeps moving forward. he",C,"Context:
""They are looking for the other to try to shoot them out, while staying close to their team mates. One of the men checks his gun and readjust his it and then keeps moving forward. he""

Which of the following endings best completes the context?

Choices:
A. has his finger on the dial of his gun making sure to close it tight.
B. steps up his shot as the solider in the black is shooting at him.
C. moves along to continue playing the game.
D. tries again to shoot his team mates who continue to advance still keeping their guns up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
44445.0,Using uneven bars,"In the gym, several young girls begin doing gymnastics and performing before coming back and doing an interview with the reporter. next",B,"Context:
""In the gym, several young girls begin doing gymnastics and performing before coming back and doing an interview with the reporter. next""

Which of the following endings best completes the context?

Choices:
A. , a group of young girls do a music stand.
B. , a young man approaches the bars, does his routine, and then comes back to to his interview.
C. , the young gymnasts perform with a baton and mostly leave the gym.
D. , two other gymnasts come back and all begin doing leg hop and doing long back flips while doing a series of high springs and somersaults before coming back to the starting line.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
7466.0,Shoveling snow,A man speaks to the camera while a woman behind him shovels snow. The man lifts up snow and throws it at the girl while the camera pans around. the man,B,"Context:
""A man speaks to the camera while a woman behind him shovels snow. The man lifts up snow and throws it at the girl while the camera pans around. the man""

Which of the following endings best completes the context?

Choices:
A. pushes snow off from the camera and stands on his hands to show it to the camera the whole time.
B. then begins shoveling while the girl throws snow up in the air.
C. continues talking and a man behind her puts a roof on the car.
D. scrambles to put the snow out and a man with a shovel help her shovel the snow.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
25690.0,Rock-paper-scissors,"A group of kids in a gymnasium play rock, paper, scissors. A girl wearing a blue jacket runs across the gymnasium to the other side. a group of boys",C,"Context:
""A group of kids in a gymnasium play rock, paper, scissors. A girl wearing a blue jacket runs across the gymnasium to the other side. a group of boys""

Which of the following endings best completes the context?

Choices:
A. play rock, paper, scissors, and then throw paper at the other team, and the team scores a goal.
B. run and grab acoustic guitars out of a closet.
C. run across to the other side of the gymnasium.
D. jump up over a low bar to play rock paper, paper, scissors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
30792.0,Mooping floor,A person is filming a house and a dog walking into frame. A small girl is washing the floor with a mop and talking to the camera man. the camera man,D,"Context:
""A person is filming a house and a dog walking into frame. A small girl is washing the floor with a mop and talking to the camera man. the camera man""

Which of the following endings best completes the context?

Choices:
A. pans to many people grabbing brushes and speaking to that person while boats are moving.
B. shows the boy holding a measuring tape, then runs the mop under sink and lets it rest.
C. is filming the girls cleaning and acting as vice versa.
D. talks to the girl about cleaning and why she likes it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
30552.0,Hurling,"Two teams play hurling in a stadium full of people. A player serves a ball with the stick, and the teams continue playing. two players",C,"Context:
""Two teams play hurling in a stadium full of people. A player serves a ball with the stick, and the teams continue playing. two players""

Which of the following endings best completes the context?

Choices:
A. carry belaying hook and net onto a ground.
B. sits on a bench, then he picks up the ball and walk off.
C. dispute the ball in the air, then they continue playing.
D. kick the ball playfully, while the player serves a ball with the stick by hoping the ball hits his opponent in the face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
19831.0,Raking leaves,One adult and two small children work together to put leaves on a yard into a paper bag. one adult,D,"Context:
""One adult and two small children work together to put leaves on a yard into a paper bag. one adult""

Which of the following endings best completes the context?

Choices:
A. then sets others around the yard to take down.
B. sprinkles leaves on top of the bag, then has to put a yellow cape on top of the leaves.
C. removes the cardboard boxes and tells the children to stand on the camera.
D. stands with two children on a lawn amidst many leaves with a black truck in the background.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
9779.0,High jump,"A student athlete appears, dressed in casual shorts and a red t-shirt, and he proceeds to do practice jumps. The first jump is poor, and he knocks off the bar during the jump. he",D,"Context:
""A student athlete appears, dressed in casual shorts and a red t-shirt, and he proceeds to do practice jumps. The first jump is poor, and he knocks off the bar during the jump. he""

Which of the following endings best completes the context?

Choices:
A. finishes, sits the bar, and gets up.
B. enjoys himself laying in the sand as he inches toward the end of the track.
C. returns, but the jump is pointless, he still has practice, and he has never done it.
D. clears the bar on the second jump.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
8347.0,Playing congas,This man is beating on the congas using the palms of his hands and he also makes fists sometimes to make a deeper sound. he,C,"Context:
""This man is beating on the congas using the palms of his hands and he also makes fists sometimes to make a deeper sound. he""

Which of the following endings best completes the context?

Choices:
A. gets all pumped up and his shiny shoes are getting shiny as he continues to beat on the congas.
B. also starts stomping on the congas with his feet and the rhythmic beat he made on the congas.
C. is sitting on a black stool and he is in between two microphones to record what is going on.
D. has a start with putting both hands up in the air and he does this for a long time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
24271.0,Getting a tattoo,He shows how he shaves the client's arm with a razor and rubs some alcohol on it to prep the skin. Then he places a stencil on the client's arm to lay down the outline of the tattoo. then he,D,"Context:
""He shows how he shaves the client's arm with a razor and rubs some alcohol on it to prep the skin. Then he places a stencil on the client's arm to lay down the outline of the tattoo. then he""

Which of the following endings best completes the context?

Choices:
A. puts a butterfly tattoo on the client's biceps and hair, and then reads from a title screen before putting a cover painting to completes the tattoo.
B. goes back to being right where he started and proceeds to do some finger marking down the outside of the tattoo.
C. pasta him some sausage and ends by something on the table.
D. applies some cream over the skin to minimize bleeding.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
11461.0,Making a sandwich,"Two slicess of bread, a plate, and two slices of cheese are on the counter. the person",B,"Context:
""Two slicess of bread, a plate, and two slices of cheese are on the counter. the person""

Which of the following endings best completes the context?

Choices:
A. takes a bite of one of the slices of bread.
B. then takes one slice, spreads the butter over it and puts two slices of cheese on it and adds the other slice on top of it.
C. then peels the bread in half, put on the plate and puts the straitjacket around the insides of the sandwich.
D. puts the shredded cheese into the sandwich.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
14854.0,Preparing pasta,"A person slices and ground garlic and chop parsley. Then, the person adds the garlic in the hot oil in a pan. the person",A,"Context:
""A person slices and ground garlic and chop parsley. Then, the person adds the garlic in the hot oil in a pan. the person""

Which of the following endings best completes the context?

Choices:
A. cooks and drain the pasta, then put the pasta in the pot and add chicken broth, the cooked garlic, parsley, salt, pepper and cheese on top.
B. cook the cooked parsley in the pan.
C. put salt on the garlic and gather in a pot.
D. spreads garnish on garnish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
167.0,Welding,He shows two aluminum plates that are joined together for demonstration purposes. He takes the nova rod and shows how he can weld the two pieces together. he,C,"Context:
""He shows two aluminum plates that are joined together for demonstration purposes. He takes the nova rod and shows how he can weld the two pieces together. he""

Which of the following endings best completes the context?

Choices:
A. moves the star shaped welder on the one side of the sandy area because of the sand that covered it.
B. lays down the rod and shows how he can weld the outside of a car from the inside.
C. begins welding the two plates of aluminum.
D. then demonstrates how to weld with a pump until the concrete is clean.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
32023.0,Removing curlers,A woman is seen pulling food out of a fridge and speaking to a girl who walks downstairs. they women,A,"Context:
""A woman is seen pulling food out of a fridge and speaking to a girl who walks downstairs. they women""

Which of the following endings best completes the context?

Choices:
A. continue speaking when a man also walks down the stairs.
B. grab items and sit them down at a table and the girl begins cleaning it up.
C. grab food in a bowl and put it onto a plate and the girl makes her way up the stairs to grab a turkey.
D. fill a bowl with sticky ingredients and pour slices of bread into it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
36048.0,Sharpening knives,He cleans the knife on a towel and shows the residue left behind. He explains the difference between a honing steel and a sharpening steel. a black screen,C,"Context:
""He cleans the knife on a towel and shows the residue left behind. He explains the difference between a honing steel and a sharpening steel. a black screen""

Which of the following endings best completes the context?

Choices:
A. appears with blue and white drawings of swords and arrows on it and the word "" swords lacrosse "" on it.
B. appears on black, then black again.
C. appears and fades into a white screen with online culinary schools, websites and a copyright to a company.
D. flashes and the new recipe appears.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
14822.0,Doing motocross,A person is seen looking to the camera in several shots as well as a close up of a dirt bike. people,D,"Context:
""A person is seen looking to the camera in several shots as well as a close up of a dirt bike. people""

Which of the following endings best completes the context?

Choices:
A. ride around in a dirt track followed by more shots of people and riding around.
B. are seen riding dirt bikes in the dark and one man comes close to the camera and his bike.
C. are shown riding around the area using the dirt bike along with several landscapes and animals.
D. are then shown in several shots riding around a track and performing tricks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
43928.0,Camel ride,Men in red shirts and cowboy hats are helping the tourists get on the camels' backs. The camels slowly raise themselves up and begin walking around with the tourists on their backs. the tourists,B,"Context:
""Men in red shirts and cowboy hats are helping the tourists get on the camels' backs. The camels slowly raise themselves up and begin walking around with the tourists on their backs. the tourists""

Which of the following endings best completes the context?

Choices:
A. are getting on the camels and they lead them down down a trail toward the ocean.
B. are happy as they wave to the camera as they enjoy the camel ride.
C. are enjoying themselves on the camels going around along the asphalt.
D. hold up bumps and pats on the camels sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
19148.0,Playing harmonica,A blurry black stage is present and then all of a sudden a woman appears playing the piano. while the woman,C,"Context:
""A blurry black stage is present and then all of a sudden a woman appears playing the piano. while the woman""

Which of the following endings best completes the context?

Choices:
A. is playing she continues to lead and begins to strum her hair and when she finishes she shows the camera her face.
B. plays the screen moves and a 3d bass drum appears zooming over the office as well as a person's faces.
C. is playing, the blind artist stevie wonder appears playing the harmonica into his microphone.
D. is playing, a nurse is standing in the room beiging the keyboard and buttons.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
42579.0,Fixing the roof,A man cuts parts on a folding table outside and then installs a slate on a roof using power tools and tools from his tool belt. the man,D,"Context:
""A man cuts parts on a folding table outside and then installs a slate on a roof using power tools and tools from his tool belt. the man""

Which of the following endings best completes the context?

Choices:
A. then pulls up onto the roof and welders his porch into a shiny surface.
B. then sits on his back and blows on newly installed flooring to surface texture.
C. black paint washes the roof without same after creating sparks.
D. installs copper pieces to the slate roof that protrude from the roof.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
11997.0,Mixing drinks,Then he shakes beverage vigorously and pours into a conical glass. He then tops the drink with whipped cream from a can and puts a cherry on the top. he,C,"Context:
""Then he shakes beverage vigorously and pours into a conical glass. He then tops the drink with whipped cream from a can and puts a cherry on the top. he""

Which of the following endings best completes the context?

Choices:
A. takes ice cubes and adds that as well as a slice of lemon in a glass.
B. adds ice to the glass and showcases a sparkling, fizzy drink.
C. gives information about his facebook page and other details.
D. adds fruit juices to the drink that has a nice taste.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
44970.0,Putting in contact lenses,"A teen talks, then he takes off a contact lens from the right eye. then",C,"Context:
""A teen talks, then he takes off a contact lens from the right eye. then""

Which of the following endings best completes the context?

Choices:
A. , the boy moves his right eyeball, then the boy hold a contact lens.
B. , the teen touch a nose piercing and remove the contact lens.
C. , teen puts the contact lens on the index finger and then puts again it in his right aye.
D. , the teen pulls the contact number out of the eye, then two girls talks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
33079.0,Laying tile,"First the man removes the baseboard, then he gets a drill and puts screws in the floor. Then he draws lines to put tiles on the floor. i",C,"Context:
""First the man removes the baseboard, then he gets a drill and puts screws in the floor. Then he draws lines to put tiles on the floor. i""

Which of the following endings best completes the context?

Choices:
A. watch him as he is working on the baseboard, then all the tiles are removed from the baseboard.
B. put tiles of tile on the floor, then keep the lines overlaid on the tiles to finish.
C. then see him with a machine that cuts tiles in half and he puts half of a tile on the floor.
D. finish the roof as the man puts his tools to the top of the roof.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
1551.0,Shoveling snow,A man in a brown coat and hat is shoveling the snow from his driveway. Pictures of the man are being shown. the man,D,"Context:
""A man in a brown coat and hat is shoveling the snow from his driveway. Pictures of the man are being shown. the man""

Which of the following endings best completes the context?

Choices:
A. does not seem to notice any snow at all, until he is so deep into his task that he needs help which he receives quickly and easily.
B. vigorously shovels the snow and cow shit out of a truck.
C. 's dog is shown shoving snow into a bucket on his porch.
D. gets out a snowblower and starts snowblowing his driveway.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
39732.0,Putting in contact lenses,"Then, the man takes off his glasses and take a contact lens with his finger, then he puts again his glasses. after",A,"Context:
""Then, the man takes off his glasses and take a contact lens with his finger, then he puts again his glasses. after""

Which of the following endings best completes the context?

Choices:
A. , the man takes off his glasses, then open his eye with two fingers and put the contact lens.
B. , the man holds his upper right eyelid open and the contact lens made of glass and make one lens entrance.
C. , the man turn the glasses on and puts the contact lens with his left eye and tries to focus on having a contact.
D. , the man remove the contact lens and puts drops, with the second finger, to the table in front of him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
22914.0,Sharpening knives,He picks up the sharpening tool and talks about what he will do next and begins to sharpen again. then he,D,"Context:
""He picks up the sharpening tool and talks about what he will do next and begins to sharpen again. then he""

Which of the following endings best completes the context?

Choices:
A. gets down off the bed and the video ends.
B. gets in the car and drives off of the street.
C. swings the sharpener to sharpen the sharpening stone another time and then takes his knife and scrambles to sharpen another piece.
D. shows all of the pieces that come with the kit and talks about it all.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
31430.0,Zumba,Both the man and the woman are wearing a black tank top and black shorts along with black shoes. They are dancing in a synchronized manner by following choreographed dance steps to a song. they,D,"Context:
""Both the man and the woman are wearing a black tank top and black shorts along with black shoes. They are dancing in a synchronized manner by following choreographed dance steps to a song. they""

Which of the following endings best completes the context?

Choices:
A. swing back and forth and spin quickly around one another, twirling and twirling.
B. are facing in front of each other as they dance.
C. start by adding some inline dancing moves to the fast song and then dancing with one another in unison.
D. move their hands as they lift their right leg up high while dancing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
15717.0,Doing crunches,"First he shows viewers how to properly do a crunch and his feet are apart, arms on his chest, and each time he goes up the elbows touch his legs. when he",D,"Context:
""First he shows viewers how to properly do a crunch and his feet are apart, arms on his chest, and each time he goes up the elbows touch his legs. when he""

Which of the following endings best completes the context?

Choices:
A. gets to the end he faces right at the camera.
B. goes back he's smiling and holding his arms up stretching his body and looking into the camera.
C. finishes his basic crunch he is very pleased that his technique is finally working as the two men lead with a "" ooooo "".
D. 's done, he stands up and tells viewers more helpful information about how to have a good workout.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
1591.0,Getting a haircut,He takes a small amount of hair gel on his finger from the container and rubs it through the long section of his hair. He then combs the hair to style it. he,D,"Context:
""He takes a small amount of hair gel on his finger from the container and rubs it through the long section of his hair. He then combs the hair to style it. he""

Which of the following endings best completes the context?

Choices:
A. then takes the long band and pours a liquid from the container onto the curly hairs and roves it in.
B. valued at least ten years back hair styles for his employees and they're all very thorough and master at this task.
C. then grabs some pins to braid it, which he places behind his head and irons it.
D. runs his fingers through the hair to finish off the look.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
25402.0,Doing fencing,The men walk back into position to the center of the court and begin another session. The man wearing black once again forces the man wearing white off balance and scores . the fencers,B,"Context:
""The men walk back into position to the center of the court and begin another session. The man wearing black once again forces the man wearing white off balance and scores . the fencers""

Which of the following endings best completes the context?

Choices:
A. perform more drills and practises at the end.
B. again walk back to the center court to begin another session with the fencer in black gets behind the man wearing white and the fencers stop and walk off.
C. continue dancing and continue to sing using their hands as a mirror.
D. step forward and each hit the ball and continue playing throw the ball across to the other two men and scores.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
1799.0,Decorating the Christmas tree,He then takes some red and gold ornaments and shows how to place them on the tree. He also takes a red ribbon and red berries to add to the tree. he,D,"Context:
""He then takes some red and gold ornaments and shows how to place them on the tree. He also takes a red ribbon and red berries to add to the tree. he""

Which of the following endings best completes the context?

Choices:
A. then cuts the top of the christmas tree in half and places the finished in the complete box.
B. continues decorating the tree while taking the colors and decorations off and letting them go.
C. clips all of the tubes into place up on the tree.
D. stands next to the fully decorated tree as he completes his tutorial.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
13901.0,Playing polo,A woman rides a horse in an indoor barn and plays polo while holding a polo stick and chasing a red ball in the indoor setting. the woman,C,"Context:
""A woman rides a horse in an indoor barn and plays polo while holding a polo stick and chasing a red ball in the indoor setting. the woman""

Which of the following endings best completes the context?

Choices:
A. takes turns to pass the ball to a blind indicated person on the left.
B. jumps rope wearing a suit while dropping the ball, and the man complains to the cameraman.
C. hits at the ball while riding the horse in circles.
D. wipes the balls on a towel and then puts it aside.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
46039.0,Snatch,"One by one, they squat down, grab the weight, stand, and lift it over their heads before dropping it. the seventh man",D,"Context:
""One by one, they squat down, grab the weight, stand, and lift it over their heads before dropping it. the seventh man""

Which of the following endings best completes the context?

Choices:
A. doubles back, grabs the weight, then walks out of the screen.
B. is hollered at and then the man in black finally calls the score.
C. holds a torch up and screams when all of them alone begin to drop the weight, and jump to the ground when he flips it to recover it after the entire match.
D. fails on his first try, and drops the weight before raising it overhead.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
19922.0,Making a cake,"The woman put syrup to a bowl with marshmallows. Then, the woman spreads butter and flour to the counter, and put the marshmallows in the microwave. after",B,"Context:
""The woman put syrup to a bowl with marshmallows. Then, the woman spreads butter and flour to the counter, and put the marshmallows in the microwave. after""

Which of the following endings best completes the context?

Choices:
A. , the woman puts syrup on a spoon and make a scoop with an egg.
B. , the woman pours the liquefied marshmallows on the flours and makes a dough, after split in two and wraps with plastic and put it in a taper.
C. , the woman mix the ingredients in the bowl and rewinds.
D. , the woman drain the sugar in a pot, and put the chocolate mix in a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
1009.0,Pole vault,Another black screen appears and a different person tries to do the jump but he too hits the pole. once he,B,"Context:
""Another black screen appears and a different person tries to do the jump but he too hits the pole. once he""

Which of the following endings best completes the context?

Choices:
A. is done in the bar he walks towards a friend and shakes his hand.
B. is done, a different man attempts to do it but he isn't successful either.
C. is done and done the camera leaves and all kinds of colorful words flash across the screen that say "" theme "".
D. hits the pole, he goes into slow motion and is able to do the jump successfully.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
30988.0,Removing ice from car,A man is outside scraping the ice off of the windows of his car. once he,B,"Context:
""A man is outside scraping the ice off of the windows of his car. once he""

Which of the following endings best completes the context?

Choices:
A. is done scraping the ice, he takes the vacuum and sprays the snow away from the windshield, until it is completely covered.
B. is finished, he puts the tool in the back of his seat and gets in the car.
C. is done, he continues pushing the ice around with a small shovel underneath.
D. is done he puts his gloves down and looks inside of his car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
11025.0,Playing violin,An intro leads into a man holding a violin and playing with his hands. the man,A,"Context:
""An intro leads into a man holding a violin and playing with his hands. the man""

Which of the following endings best completes the context?

Choices:
A. continues to play and then pauses to speak to the camera while also demonstrating how to properly play.
B. continues playing while turning red and then green lights begin flashing around and music begins to play.
C. finishes tapping the violin to the side while the camera captures him from several angles.
D. continues playing with the violin in front of him and ends by leading the camera around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
25238.0,Clean and jerk,A man ina shirt that says beast mode is making a video on what the best free workouts to do without a gym are. He has a weight bar with no weight and he bends over a certain way. he,A,"Context:
""A man ina shirt that says beast mode is making a video on what the best free workouts to do without a gym are. He has a weight bar with no weight and he bends over a certain way. he""

Which of the following endings best completes the context?

Choices:
A. shows you how to use the weight bar for different weight lifting positions.
B. also has words on the screen on how to workout as well as how to talk about the correct way to back out of it.
C. begins to skip across the weight bar, trying to ignore the pain, until he briefly stops.
D. then takes off the weight as well as throws it down and starts talking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
35332.0,Playing guitarra,A man is seen sitting on a stool while holing a guitar in his hands. The camera pans closely around the guitar while the man continues to speak. the man,B,"Context:
""A man is seen sitting on a stool while holing a guitar in his hands. The camera pans closely around the guitar while the man continues to speak. the man""

Which of the following endings best completes the context?

Choices:
A. points to his neck and begins playing.
B. then plays the guitar a bit and moves his hands up and down the neck.
C. continues playing the guitar and ends by turning the camera off.
D. continues speaking while holding up the guitar as he sits singing to the camera and sitting on the stool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
