question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
The rowdy frat boys shouted they would have fun and do what tonight?,have fun,train-00000-of-00001,B,"Question:
The rowdy frat boys shouted they would have fun and do what tonight?

Which of the following is the best response to the question?

Choices:
A. do enjoy
B. get laid
C. enjoyable
D. work less
E. enjoy living

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What might a couple have a lot of when they are deciding on stopping being married to each other?,stopping being married to,validation-00000-of-00001,E,"Question:
What might a couple have a lot of when they are deciding on stopping being married to each other?

Which of the following is the best response to the question?

Choices:
A. pleasure
B. detachment
C. exercise
D. bankruptcy
E. fights

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where can you keep a fire extinguisher in the house if it's really big?,fire extinguisher,train-00000-of-00001,C,"Question:
Where can you keep a fire extinguisher in the house if it's really big?

Which of the following is the best response to the question?

Choices:
A. school bus
B. car
C. garage
D. stairwell
E. hospital

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"If you wanted to put a lamp in the room where you sleep, where should it go?",lamp,train-00000-of-00001,A,"Question:
If you wanted to put a lamp in the room where you sleep, where should it go?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. desktop
C. table building
D. corner
E. office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What does a stove do to the place that it's in?,stove,validation-00000-of-00001,B,"Question:
What does a stove do to the place that it's in?

Which of the following is the best response to the question?

Choices:
A. cool house
B. warm room
C. gas or electric
D. burn child
E. brown meat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What is one of the many hazards of traveling?,traveling,train-00000-of-00001,B,"Question:
What is one of the many hazards of traveling?

Which of the following is the best response to the question?

Choices:
A. queasiness
B. diarrhea
C. exhilarating
D. motion sickness
E. going somewhere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
People took their seats and read their programs. They were expecting to enjoy an entertaining night of what?,programs,train-00000-of-00001,C,"Question:
People took their seats and read their programs. They were expecting to enjoy an entertaining night of what?

Which of the following is the best response to the question?

Choices:
A. group functions
B. church
C. theater
D. conference
E. television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where is a human likely to be when entering a condo?,condo,train-00000-of-00001,D,"Question:
Where is a human likely to be when entering a condo?

Which of the following is the best response to the question?

Choices:
A. suburbia
B. milwaukee
C. new york
D. residential area
E. cruise ship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The teacher said she doesn't want to hear anybody talk, she wanted complete what?",talk,train-00000-of-00001,A,"Question:
The teacher said she doesn't want to hear anybody talk, she wanted complete what?

Which of the following is the best response to the question?

Choices:
A. silence
B. stop eating think first
C. think first
D. shut up
E. being quiet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"They were going somewhere outside of walking distance, so they took the what?",going somewhere,train-00000-of-00001,C,"Question:
They were going somewhere outside of walking distance, so they took the what?

Which of the following is the best response to the question?

Choices:
A. transporting
B. energy
C. car
D. fire
E. they cannot took for sleeping and travelling .

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where could you find some large pieces of paper that are not for sale?,paper,train-00000-of-00001,E,"Question:
Where could you find some large pieces of paper that are not for sale?

Which of the following is the best response to the question?

Choices:
A. cabinet
B. computer printer
C. suitcase
D. office supply store
E. artist's studio

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
There is a lot of water nearby to what popular west coast attraction?,water,train-00000-of-00001,B,"Question:
There is a lot of water nearby to what popular west coast attraction?

Which of the following is the best response to the question?

Choices:
A. sink
B. disneyland
C. washing machine
D. pail
E. space shuttle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"The clothing was extremely expensive compared to other places, where was it likely purchased?",clothing,train-00000-of-00001,B,"Question:
The clothing was extremely expensive compared to other places, where was it likely purchased?

Which of the following is the best response to the question?

Choices:
A. cinema hall
B. mall
C. department store
D. closet
E. shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where is a bunch of grapes likely to be carried in?,grape,train-00000-of-00001,D,"Question:
Where is a bunch of grapes likely to be carried in?

Which of the following is the best response to the question?

Choices:
A. fruit cocktail
B. wine press
C. a box
D. picnic basket
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"A man takes a seat at a museum outside of Barcelona, where is he likely?",seat,validation-00000-of-00001,B,"Question:
A man takes a seat at a museum outside of Barcelona, where is he likely?

Which of the following is the best response to the question?

Choices:
A. in cinema
B. martorell
C. falling down
D. show
E. airplane

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What may you feel after standing in line for a long time and not getting what you were after?,standing in line,train-00000-of-00001,A,"Question:
What may you feel after standing in line for a long time and not getting what you were after?

Which of the following is the best response to the question?

Choices:
A. frustration
B. order
C. pain
D. fatigue
E. disappointed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"The potatoes were to be served, what is the best vessel to serve them in?",potatoes,train-00000-of-00001,D,"Question:
The potatoes were to be served, what is the best vessel to serve them in?

Which of the following is the best response to the question?

Choices:
A. fried
B. countryside
C. restaurant
D. plate
E. french fries

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"Sally had two dogs, so he put newspaper somewhere.  Where did he put it?",newspaper,train-00000-of-00001,B,"Question:
Sally had two dogs, so he put newspaper somewhere.  Where did he put it?

Which of the following is the best response to the question?

Choices:
A. front door
B. floor
C. subway
D. bathtub
E. trash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What leads a person to check up on someone else when they are working?,person,train-00000-of-00001,B,"Question:
What leads a person to check up on someone else when they are working?

Which of the following is the best response to the question?

Choices:
A. schizophrenia
B. mistrust
C. annoying
D. executed
E. isolation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What do people do in the place that jellyfish live?,jellyfish,train-00000-of-00001,D,"Question:
What do people do in the place that jellyfish live?

Which of the following is the best response to the question?

Choices:
A. swim
B. encyclopedia
C. jungle
D. surf
E. pacific ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
He wore out his dictionary as he worked on his what?,dictionary,train-00000-of-00001,D,"Question:
He wore out his dictionary as he worked on his what?

Which of the following is the best response to the question?

Choices:
A. determine word's definition
B. thesaurus
C. eat cake
D. novel
E. encyclopedia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Where would you find an office worker gossiping with their colleagues?,person,validation-00000-of-00001,A,"Question:
Where would you find an office worker gossiping with their colleagues?

Which of the following is the best response to the question?

Choices:
A. water cooler
B. space shuttle
C. baby shower
D. bus stop
E. family

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
