ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_base
20367.0,Education and Communications,"[header] How to write a paranormal romance [title] Research different "" monsters "" and other paranormal things. [step] This will give you an understanding for what you're writing about. In a paranormal romance, the creature is usually the male that the human female falls in love with.",B,"Context:
""[header] How to write a paranormal romance [title] Research different "" monsters "" and other paranormal things. [step] This will give you an understanding for what you're writing about. In a paranormal romance, the creature is usually the male that the human female falls in love with.""

Which of the following endings best completes the context?

Choices:
A. The main things you are writing about at this point of the story are gender, race, breeding or how undead people behave. What you are writing about will be what your characters say.
B. Don't be afraid to change this! [title] Start making up some characters. [step] Give them a real personality, nobody likes a perfect character.
C. In real life, however, there are seven main characters and several different person-entities. [substeps] The monster often leaves the world without a lover.
D. This is because creatures are created in their own ways. For example, erebos is a different species from humans and may have many different personalities.

Reply with exactly one uppercase letter out of A, B, C, or D.
",259
12126.0,Applying sunscreen,"A special effect video clip appears with someone running on a treadmill and white words on the middle of the screen that read ""citynews health"". a man and woman newscaster",D,"Context:
""A special effect video clip appears with someone running on a treadmill and white words on the middle of the screen that read ""citynews health"". a man and woman newscaster""

Which of the following endings best completes the context?

Choices:
A. walk on the sidewalk and the woman newscaster begins talking to the man.
B. are talking in studio and a lady with a mane in front of her a female newscaster talks on a screen, then woman shot in front of an indoor field defense team and host shows a bunch of games and a pep rally.
C. talk over the people who run on olympic track.
D. appear sitting on stools, both dressed in work attire and talking to the camera and to one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",194
11028.0,Food and Entertaining,"[header] How to bake chocolate peanut butter cheesecake [title] Preheat oven to 350 f. [title] Combine the crushed cookies and melted butter in a suitably sized bowl. [title] Press mix on the inside base of a 9 "" springform pan with sides and a removable base. [step] Pack the mixture up the sides of a springform pan too [title] Bake for 8 minutes if you feel that this improves the finished product.",B,"Context:
""[header] How to bake chocolate peanut butter cheesecake [title] Preheat oven to 350 f. [title] Combine the crushed cookies and melted butter in a suitably sized bowl. [title] Press mix on the inside base of a 9 "" springform pan with sides and a removable base. [step] Pack the mixture up the sides of a springform pan too [title] Bake for 8 minutes if you feel that this improves the finished product.""

Which of the following endings best completes the context?

Choices:
A. [title] Take this time to unplug the pan from the heat and let it cool. [title] The cheesecake should be a perfect chocolate brown.
B. [step] Remember the cookies have already been baked, and the butter was already melted. The base of this is supposed to be set, not melted.
C. [title] Remove pudding from oven immediately and leave to cool in the pan for a short while. [step] Serve warm with whipped cream, chocolate vanilla extract or high-cocoa ice cream.
D. [title] Preheat oven to 195 f. [title] Allow mixture to bake for 10 minutes if needed then remove from oven and let cool in oven.

Reply with exactly one uppercase letter out of A, B, C, or D.
",322
35507.0,Travel,"[header] How to pack for a trip to london [title] Read over your airline's luggage restrictions. [step] If you travelling by airline, go to the company's website and look for their baggage guidelines. You will see how many bags they will allow you to take and the exact required dimensions of each bag.",D,"Context:
""[header] How to pack for a trip to london [title] Read over your airline's luggage restrictions. [step] If you travelling by airline, go to the company's website and look for their baggage guidelines. You will see how many bags they will allow you to take and the exact required dimensions of each bag.""

Which of the following endings best completes the context?

Choices:
A. You should use your purchase to calculate your purchase price. [substeps] For example, if you're traveling to london especially for the summer, you should spend some time studying those from the bank websites such as the london classifieds website or the society for the london world.
B. You can also compare prices at the website for airbags or fly based on the ticket specifics, as well as transit rules. Some airlines also allow you to fly by train.
C. [substeps] Of course, the strict rules here are insofar as you play the most popular part, but by research you can make decisions based on what age and supplies you have to pack. [title] Go shopping for basic items ahead of time.
D. Pay particular attention to the size of overhead bags and the weight limitations on checked bags. [substeps] Of course, if you exceed the guidelines most airlines will let you take your bag along for an additional fee.

Reply with exactly one uppercase letter out of A, B, C, or D.
",324
7870.0,Pets and Animals,"[header] How to groom a longhair dog [title] Get your materials ready. [step] A while before you begin the grooming process, you need to stock up on brushes, combs, clippers, shampoos, and conditioners. [substeps] For brushes, bristle brushes can be used on all coat types.",C,"Context:
""[header] How to groom a longhair dog [title] Get your materials ready. [step] A while before you begin the grooming process, you need to stock up on brushes, combs, clippers, shampoos, and conditioners. [substeps] For brushes, bristle brushes can be used on all coat types.""

Which of the following endings best completes the context?

Choices:
A. Choose handle-less bristle brushes, and a comb with rough bristles for a sleek, proper coat. For human hair: clean the bristles with soap and water, or soak them in water and wipe them off with a towel.
B. Hair wire combs are ideal for longhair with bristle areas. These combs are porous and will not push dirt back into your coat.
C. In general, the longer the coat the more widely spaced and longer the bristles should be. Wire-tipped brushes without rubber ends are also a good choice for dogs with long, coarse, or curly coats.
D. Use rubber gloves if you're going to be brushing your longhair. For combs, only use medium to high rollers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",300
17814.0,Home and Garden,[header] How to paint gutters [title] Use a power washer to clean the gutters fast. [step] Start by cleaning off dirt and debris on the gutters. Rent a power washer or buy one at your local hardware store or online.,C,"Context:
""[header] How to paint gutters [title] Use a power washer to clean the gutters fast. [step] Start by cleaning off dirt and debris on the gutters. Rent a power washer or buy one at your local hardware store or online.""

Which of the following endings best completes the context?

Choices:
A. A power washer isn't a chemical cleaner, just a stiff bristled brush that collects and covers the whole gutter with dirt. Pull over bushes, brush, manure, or other debris before you lift it off the ground.
B. Scrubbing dirt off is easier and faster than trying to do it all by yourself. [title] Soak the gutters in water to add an extra base.
C. The power washer will have an extendable arm, making it easy and quick for you to clean the gutters. [substeps] You can stand on a ladder if you'd like to get closer to the gutters to clean them.
D. Use a 15 horsepower motor for the job. Run the power washer on the hot setting for about a minute and then wrap the parts around a cup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",283
35007.0,Home and Garden,[header] How to become an aircraft engine specialist [title] Conduct some initial research on jobs as an aircraft engine specialist to learn more about the work to see if the field is a good match for you. [step] Ask yourself if your goal is to work for a public airport or to get a position on a military base. [title] Evaluate your ability to work with complex machinery and to accurately diagnose and repair mechanical systems.,D,"Context:
""[header] How to become an aircraft engine specialist [title] Conduct some initial research on jobs as an aircraft engine specialist to learn more about the work to see if the field is a good match for you. [step] Ask yourself if your goal is to work for a public airport or to get a position on a military base. [title] Evaluate your ability to work with complex machinery and to accurately diagnose and repair mechanical systems.""

Which of the following endings best completes the context?

Choices:
A. [step] After you gain knowledge and have presented your main goals for the career, begin to consider many obstacles. The potential pitfalls are large and can cost large amounts of time.
B. [step] The best resource for determination is a lawyer. [title] Study the parts industry and their chronology.
C. [step] Meet with specialist specialists to determine any problems that you may be having. Identify the first priority of obtaining certification as a certified mechanic.
D. [step] Aircraft engine specialists must have a strong mechanical aptitude and knowledge of engineering and technology. [title] Browse the internet and explore various programs that provide technical training in preparation for a position as an aircraft engine specialist.

Reply with exactly one uppercase letter out of A, B, C, or D.
",288
17445.0,Computers and Electronics,"[header] How to paint luscious cherries in watercolor [title] Purchase a handful of ripe cherries from the store. [step] Pick through to find perfect ones at their prime. They come in a variety of colors, from yellow, to bright orange-red, to deep maroon.",D,"Context:
""[header] How to paint luscious cherries in watercolor [title] Purchase a handful of ripe cherries from the store. [step] Pick through to find perfect ones at their prime. They come in a variety of colors, from yellow, to bright orange-red, to deep maroon.""

Which of the following endings best completes the context?

Choices:
A. If you're not sure which type of cherry you want, ask the store clerk where you got them. [title] Place the cherries on a clean surface.
B. [substeps] Don't even bother changing your cherries in the store. The more ripe the berries are the better your brushes will be! [title] Trim the cherries.
C. You can generally leave the cherries alone if you're new to painting them, since they'll be easier to put together and work with later. [title] Put your selected cherries in a canning or freehand trash bag.
D. Select what appeals to you or get an assortment of colors. Search for cherries that still have their stems.

Reply with exactly one uppercase letter out of A, B, C, or D.
",276
2657.0,Skateboarding,"An old man flips an skateboard with his feet, then take it and throw to the floor and skate. after",C,"Context:
""An old man flips an skateboard with his feet, then take it and throw to the floor and skate. after""

Which of the following endings best completes the context?

Choices:
A. , the old man sits on his skateboard and then continue the skateboard pushing it, when the skateboard ends he holds his hand on top to show his neck and the point of the skateboard.
B. , a little boy practice skateboard movements, while other kids skateboard from the floor.
C. , the man hit the skateboard with his foot and it raise high, the man tries to catch the skateboard but he miss it.
D. the man do flips while doing stunts in this gym, he jumps, do motocross, then rides around the track and throw and stand on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",216
48895.0,Pets and Animals,"[header] How to care for a jack russell [title] Feed your dog a high quality dog food each day. [step] Jack russell terriers need to be fed twice a day. You should not free feed a jack russell, as they're prone to overeating.",C,"Context:
""[header] How to care for a jack russell [title] Feed your dog a high quality dog food each day. [step] Jack russell terriers need to be fed twice a day. You should not free feed a jack russell, as they're prone to overeating.""

Which of the following endings best completes the context?

Choices:
A. This leads to overeating and dehydration in dogs, which can lead to weight gain, obesity, and decreased appetite. [substeps] You should also feed it one of jack russell's favorite treats, such as a cantaloupe with a dollop of peanut butter on top.
B. The first week of age a jack russell has had its first feeding. His first feeding will cost $500 to $400 daily, depending on his weight and size.
C. In general, jack russell terriers need about 1.25 to 1.75 cups of quality dog food each day. Calorie amounts vary between brands of dog food, though, so check the feeding instructions on the food packet so you aren't overfeeding or underfeeding your jack russell terrier.
D. The best kind of dog food is fortified dog food, available at pet stores. [substeps] Occasionally, a dog gets overweight (or too old), so they need to stay at a proper weight.

Reply with exactly one uppercase letter out of A, B, C, or D.
",341
29625.0,Home and Garden,"[header] How to make a burn barrel [title] To make your very own burn barrel, you first need a barrel. [step] A 55 gallon (208.2 l) metal drum works best. These can often be had for free, or very cheaply, from manufacturing facilities, junkyards, etc.",C,"Context:
""[header] How to make a burn barrel [title] To make your very own burn barrel, you first need a barrel. [step] A 55 gallon (208.2 l) metal drum works best. These can often be had for free, or very cheaply, from manufacturing facilities, junkyards, etc.""

Which of the following endings best completes the context?

Choices:
A. [title] Gather some paper clips or clamps, some lip pads and some rubber padding if you'd like, and a bucket. [step] There is nothing resembling a barrel in this article.
B. [title] Gather the necessary supplies to make your burn barrel. [step] For this material, you will need a 225 cup (910 g) diameter barrel or an 8 inch (20.
C. [title] One end of the barrel, which will become the top, must be open. [step] If your barrel has a cover, remove the cover.
D. These can often be cut into whatever shape you want them. These can be stored on their own, specially formulated to withstand wear and tear, cut into any shape you plan.

Reply with exactly one uppercase letter out of A, B, C, or D.
",293
23758.0,Computers and Electronics,"[header] How to use the shazam for iphone app [title] Download, install and open the shazam app from the apple appstore. [title] Listen to a piece of music, as you press the spinning s icon from the page that results. [step] The app will locate the song with the same melody and words as they occur from the database of songs.",C,"Context:
""[header] How to use the shazam for iphone app [title] Download, install and open the shazam app from the apple appstore. [title] Listen to a piece of music, as you press the spinning s icon from the page that results. [step] The app will locate the song with the same melody and words as they occur from the database of songs.""

Which of the following endings best completes the context?

Choices:
A. Since shazam can be hard to understand, you may choose to use the music gallery app from the login screen. [title] Install and install shazam from the music gallery app on your iphone.
B. [title] Listen to a live video file or podcast. [step] Playlists that come from live video files or podcasts are easy to find.
C. [substeps] Use the auto shazam feature switch on the front page of the app to automatically trigger any and all music to automatically locate the name of all played music. [title] Read the shazam track info's profile page if it found the song.
D. If you have an iphone, note that you cannot just find songs in a different database with the same melody. You have to find songs that rhyme with each other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",308
40002.0,Food and Entertaining,[header] How to make hot sauce [title] Choose your peppers. [step] Pepper selection is important. This will determine how mild or hot your sauce will be.,B,"Context:
""[header] How to make hot sauce [title] Choose your peppers. [step] Pepper selection is important. This will determine how mild or hot your sauce will be.""

Which of the following endings best completes the context?

Choices:
A. [title] Write down the recommended amount of pepper for each serving. [step] Use a pencil to write a proper number.
B. Here is a small list of peppers and how they taste : [substeps] Jalapeños: these peppers are ideal for making mild sauces. They have a strong flavor with less kick than other peppers.
C. Best known peppers include jalapeño, tarragon, and argon. The peppers that cook best in your sauce include : [substeps] Swiss chard beets [title] Dig in.
D. Some peppers would be sour, some savory, and some sweet, depending on the difficulty of the recipe. [substeps] If possible, pick only somewhat sweet peppers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",257
24417.0,Finance and Business,[header] How to clean money [title] Repurpose a lingerie laundry bag. [step] Take an old lingerie bag or buy a new one from the women's section at any clothing store. You will use this to protect your paper money in the washing machine.,C,"Context:
""[header] How to clean money [title] Repurpose a lingerie laundry bag. [step] Take an old lingerie bag or buy a new one from the women's section at any clothing store. You will use this to protect your paper money in the washing machine.""

Which of the following endings best completes the context?

Choices:
A. [substeps] You can always donate the bag to a charity if you don't want it to be in the laundry machine. [title] Set the temperature inside the bag to above 50 degrees fahrenheit (15.
B. Never store your money in something you have no intention of washing again. You can use any lightweight lightweight fabric, such as silk or ruched nylon, to safely store the money in this trash bag.
C. Lingerie bags are small, zip-up bags made of fine mesh that are designed to safely wash delicate undergarments. The bag will keep heavy streams of water and the movements of the washing machine drum from destroying the bills.
D. Fill the bag with hot water, detergent, and other grime-reducing chemicals. You can use some fabric cleaning soap as well.

Reply with exactly one uppercase letter out of A, B, C, or D.
",287
42283.0,Food and Entertaining,"[header] How to serve plum wine [title] Place a glass in the freezer for about an hour. [step] After an hour, the glass should have a slight frost on it. The frost and the coldness of the glass will help keep your plum wine cold as you drink it.",B,"Context:
""[header] How to serve plum wine [title] Place a glass in the freezer for about an hour. [step] After an hour, the glass should have a slight frost on it. The frost and the coldness of the glass will help keep your plum wine cold as you drink it.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Avoid ice that is already chilling when you mix plum wine with alcohol. On the other hand, don't chill the entire glass, separating it into 3 parts.
B. [substeps] If you don't want to chill your glass, you don't have to. However, without chilling your glass, your plum wine will warm more quickly.
C. [title] Remove the cold glass from the freezer and place it into the fridge. [step] Follow package directions for how you plan to serve the plum wine.
D. [substeps] Be sure that you have a sturdy freezer container. You may need a rack inside to prevent jars from rupturing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",271
34249.0,Kneeling,"The man walks into the room and stands in front of the dumbbells and then falls to his knees where he talks and shows his profile and then turns, on his knees, again, to face the camera head on. the man",A,"Context:
""The man walks into the room and stands in front of the dumbbells and then falls to his knees where he talks and shows his profile and then turns, on his knees, again, to face the camera head on. the man""

Which of the following endings best completes the context?

Choices:
A. then picks up the dumbbells and begins lifting them directly over his head, facing the camera, and then again from a profile angle, before placing the dumbbells down, vertically, and leaving the room.
B. then stands up through a halt board and fights his way out of the room and the lady walks in and steps to the side.
C. talks again while demonstrates his pose under the dumbbells and then walks out the door once more.
D. stands and briefly poses and then leads into the athlete taking off his t-shirt, standing on the ramps, then does numerous side and side kicks while showing him from multiple angles demonstrate surface form.

Reply with exactly one uppercase letter out of A, B, C, or D.
",244
15535.0,Home and Garden,[header] How to live on the street [title] Keep a blanket with you. [step] Lack of sleep is a major issue for individuals living on the streets because you let down your guard when you fall asleep. Always carry your blanket so that you can take advantage of a good sleeping opportunity.,B,"Context:
""[header] How to live on the street [title] Keep a blanket with you. [step] Lack of sleep is a major issue for individuals living on the streets because you let down your guard when you fall asleep. Always carry your blanket so that you can take advantage of a good sleeping opportunity.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Check around your home and see if you can use it as a sleeping space. It may help to sleep in a smaller room instead of a larger one.
B. [substeps] Sleeping bags are warm and suitable for outdoors. Try a bivy sack, which is like a body-sized tent.
C. [title] Avoid unhealthy or costly drugs. [step] Drugs can have serious effects on your personal health, including muscle and joint pain, heart health, and even cancer.
D. That way you don't just shuffle to your bedroom or sit at a busy spot as you sleep. [substeps] Wearing a blanket can also prevent you from accidentally shaking things up or fidgeting.

Reply with exactly one uppercase letter out of A, B, C, or D.
",270
10300.0,Food and Entertaining,"[header] How to make yankee grits [title] Heat the milk, maple syrup, and salt. [step] Measure 1 cup (240 ml) of low-fat milk or water into a small saucepan. Stir in 2 teaspoons of pure maple syrup and one pinch of salt.",B,"Context:
""[header] How to make yankee grits [title] Heat the milk, maple syrup, and salt. [step] Measure 1 cup (240 ml) of low-fat milk or water into a small saucepan. Stir in 2 teaspoons of pure maple syrup and one pinch of salt.""

Which of the following endings best completes the context?

Choices:
A. Bring the mixture to a boil over medium-high heat. This will help the syrup warm up more quickly.
B. Turn the heat on to high and stir it occasionally until the mixture boils. [substeps] You can easily use skim , 1%, or 2% milk in this recipe.
C. Stir in the sugar, along with the 3 cups (353 ml) of warm water. [substeps] Check the temperature of the milk with a thermometer to ensure that it reaches to 175 ° f (29 ° c).
D. Add the sugar and season the grits with salt and pepper. [substeps] You can use pan-coated pans instead of glass; the water will create the right consistency and presentation.

Reply with exactly one uppercase letter out of A, B, C, or D.
",290
4497.0,Education and Communications,"[header] How to mentor a troubled child [title] Be a friend. [step] Remember that you are not there to be a surrogate parent or an authority figure, but, instead, a friendly face for the child to communicate with. [title] Be a good example.",A,"Context:
""[header] How to mentor a troubled child [title] Be a friend. [step] Remember that you are not there to be a surrogate parent or an authority figure, but, instead, a friendly face for the child to communicate with. [title] Be a good example.""

Which of the following endings best completes the context?

Choices:
A. [step] "" monkey-see monkey-do "" is a very true statement. If you are going to tell the child how to be a good citizen, then you need to be one.
B. [step] Model patience for your young son or daughter. Encourage them to work hard and give everything they need.
C. [step] If your child must feel you are disappointed, do not let them find out. This is a big step in trusting your child, and making plans.
D. [step] The child will come to you when they need a lesson. Your type will depend on how well you live.

Reply with exactly one uppercase letter out of A, B, C, or D.
",244
40518.0,Home and Garden,"[header] How to prepare soil for the application of fertiliser [title] Send a sample of soil to a local cooperative extension. [step] Collect a sample of your soil by digging a couple of holes that are 5-6 inches (13-15 cm) deep. Then, store the soil in an airtight plastic container or sealable bag and send it to the cooperative extension for tests.",A,"Context:
""[header] How to prepare soil for the application of fertiliser [title] Send a sample of soil to a local cooperative extension. [step] Collect a sample of your soil by digging a couple of holes that are 5-6 inches (13-15 cm) deep. Then, store the soil in an airtight plastic container or sealable bag and send it to the cooperative extension for tests.""

Which of the following endings best completes the context?

Choices:
A. They will evaluate the soil and give you recommendations for amendments and fertilizers. [substeps] Cooperative extension offices test and study agriculture and the environment and can be found at certain universities.
B. The cooperative extension will evaluate the nitrogen and phosphate levels in your soil. It will ask you to identify levels of phosphorus and potassium values, ammonium and potassium.
C. You will not be able to test the soil until you report that you have entered the soil beyond the very first threshold. See submit your test results within 1 week or 2 weeks of the sample being sent.
D. [substeps] You can also have your sample digitized to reflect the gfci's criteria. [title] Test your soil type using soil testing kits.

Reply with exactly one uppercase letter out of A, B, C, or D.
",308
34076.0,Home and Garden,[header] How to take an accurate soil sample [title] Obtain a soil sample bag or bags from a department of agriculture extension office. [step] ( listed under us government in the phone book. ) it will contain directions and labeling instructions.,C,"Context:
""[header] How to take an accurate soil sample [title] Obtain a soil sample bag or bags from a department of agriculture extension office. [step] ( listed under us government in the phone book. ) it will contain directions and labeling instructions.""

Which of the following endings best completes the context?

Choices:
A. A second zip-lock bag is better for detecting soil that contains nitrates. [title] Start a potting soil test indoors at a place with strong, moist soil.
B. [title] Fill up the bag with fertile soil. [step] Your soil sample bag will have a label that spells out that you want soil to be fertile.
C. Alternatively, purchase the bag from a commercial testing lab. The cost for either should be around $5.00 to $10.00.
D. It will also contain directions for the overall composition of the soil. [title] Fill a plastic bag or plastic storage container approximately 2 "" deep with one inch (2.5 cm) of soil.

Reply with exactly one uppercase letter out of A, B, C, or D.
",258
28522.0,Personal Care and Style,[header] How to put on liquid foundation [title] Cleanse and moisturize your face. [step] Makeup should always be applied to a clean canvas. Wash your face using your normal cleanser and pat dry.,B,"Context:
""[header] How to put on liquid foundation [title] Cleanse and moisturize your face. [step] Makeup should always be applied to a clean canvas. Wash your face using your normal cleanser and pat dry.""

Which of the following endings best completes the context?

Choices:
A. If you're planning on applying liquid foundation, you may want to apply a moisturizer to your face to seal the foundation in. There are many different options for creating liquid foundation, and knowing which method best suits you will help you get it right.
B. If you have dry skin, apply a moisturizer and wait a few minutes before applying foundation to give the moisturizer a chance to work. [substeps] If you are in a hurry or have applied too much moisturizer, blot your face with a tissue to remove excess moisturizer before applying foundation.
C. Apply a moisturizer after doing this to help replenish moisture. [substeps] Plain water is fine with a liquid foundation because it keeps your makeup from smearing.
D. Foundation should be applied using an over-the-counter moisturizer. This way your skin will not wash away any of the liquid foundation before you apply it to your face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",297
15686.0,Relationships,"[header] How to be an effective supervisor [title] Have faith in yourself. [step] One of the worst things you can do as a supervisor is to doubt your own abilities. If you're new to supervising others, recognize that you will probably make some mistakes along the way, but that does not mean you are not a good leader.",A,"Context:
""[header] How to be an effective supervisor [title] Have faith in yourself. [step] One of the worst things you can do as a supervisor is to doubt your own abilities. If you're new to supervising others, recognize that you will probably make some mistakes along the way, but that does not mean you are not a good leader.""

Which of the following endings best completes the context?

Choices:
A. Cut yourself a little slack, but then commit yourself to doing the best you can. [substeps] Keep in mind that you were hired to be a supervisor because your boss believes that you are capable of doing the job! Now you just have to prove your boss right.
B. You can learn to live with your mistakes. Actually, if you're new to managing people, you will just need to branch out a bit.
C. An important part of being effective is not that you don't believe in your abilities, but that they perform the work well and actually do something you want to do. [substeps] While it's important to make your own improvements, don't let these shortcomings outweigh your strengths.
D. Your job as a supervisor is to understand your abilities or spend time doing them. [substeps] Open communication means by thinking about the things you want to say before making any necessary appointments or events.

Reply with exactly one uppercase letter out of A, B, C, or D.
",325
494.0,Sports and Fitness,"[header] How to do the bounding over watch in paintball or airsoft [title] Arrange your team into "" battle buddies, "" which are two men or women who will fight together. [step] Make as many teams as is necessary. [title] This tactic is used for movements, i.e. [step] Attack/advance or retreat/withdraw.",B,"Context:
""[header] How to do the bounding over watch in paintball or airsoft [title] Arrange your team into "" battle buddies, "" which are two men or women who will fight together. [step] Make as many teams as is necessary. [title] This tactic is used for movements, i.e. [step] Attack/advance or retreat/withdraw.""

Which of the following endings best completes the context?

Choices:
A. Once practiced play the latter depending on which formation you are aiming for. - stay neutral and react in preparation for what will happen after tackling the assailant.
B. [title] The most important step is the cover fire. [step] Call "" moving! "" your buddy should respond "" covering! "" when covering it is important that they are shooting.
C. [title] Form a fighting pack or divided groups. [step] Your fighting partner can also be the one to be the attacker during the rest of the game.
D. You will need to aim for target; if you aim for their head, the motion will be more fluid and will strike the head. If you aim for their face, you will have to shoot fully below the eyes and they will run out of ammunition and die.

Reply with exactly one uppercase letter out of A, B, C, or D.
",303
21413.0,Health,"[header] How to lose weight at home [title] Eat at home instead of out at restaurants. [step] Studies have shown that when people eat out, they consume more food, more fat, more salt and less nutritious food. Some people call this the incidental diet, where changes in where and how you consume food has as much effect as what you consume.",B,"Context:
""[header] How to lose weight at home [title] Eat at home instead of out at restaurants. [step] Studies have shown that when people eat out, they consume more food, more fat, more salt and less nutritious food. Some people call this the incidental diet, where changes in where and how you consume food has as much effect as what you consume.""

Which of the following endings best completes the context?

Choices:
A. Make changing your eating habits more of a priority for you. Eating out is less likely to lead to weight gain at a restaurant than it is at your home.
B. [title] Throw away junk food in the home and in your desk. [step] Get rid of the temptation and you won't be able to snack on unhealthy, caloric foods.
C. So if you eat out at a restaurant, look for ways to make changes to your diet. [substeps] Ask a server what you could eat there.
D. In other words, eating out in a crowded restaurant puts you more at risk for weight gain later on. [substeps] Know the difference between eating out and being "" on your own.

Reply with exactly one uppercase letter out of A, B, C, or D.
",282
36161.0,Food and Entertaining,"[header] How to loosen and break pu erh tea [title] Find a source for it. [step] You don't want to start in the middle of the brick, it just isn't going to work for you. You need to stick the needle in and find a place where the needle goes in far enough.",B,"Context:
""[header] How to loosen and break pu erh tea [title] Find a source for it. [step] You don't want to start in the middle of the brick, it just isn't going to work for you. You need to stick the needle in and find a place where the needle goes in far enough.""

Which of the following endings best completes the context?

Choices:
A. Make the needle out of something or a brick, so that you can choose a place to puncture the outside of the stone. [substeps] This will make it easier for you to pierce the stone through.
B. Once you find a place where you can pry it, it gets really easy from there, here are a few tips to helping ensure that you pry your tea correctly every time. [title] When you start breaking the tea, you need to start in a corner.
C. It shouldn't go deep enough in, that is, not as deep in a brick as you want it to be. Another unreliable method is to use a modeling needle.
D. Step on it, to see if it works. If not, just go put the needle in and try a little deeper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",287
7943.0,Home and Garden,"[header] How to polish quartz crystals [title] Use an old toothbrush to wash away clay or dirt. [step] You can do some initial cleaning of your crystals with a toothbrush and water. Make sure you wash the crystals outdoors, as clay and dirt from the crystals can clog a sink.",A,"Context:
""[header] How to polish quartz crystals [title] Use an old toothbrush to wash away clay or dirt. [step] You can do some initial cleaning of your crystals with a toothbrush and water. Make sure you wash the crystals outdoors, as clay and dirt from the crystals can clog a sink.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Scrub the crystal to remove set in clay. You will have to do several rounds of cleaning, allowing the crystals to dry in between rounds.
B. [title] Use a colander to wash the crystals in. [step] To clean your crystals more effectively, simply dump the crystals in a colander to wash.
C. [title] Warm, but not boiling, water to the right temperature and stir well. [step] Avoid heated water, which can damage your crystals' hardened state.
D. [substeps] Don't use any cleaners on your quartz crystals. You don't want to waste clay or dirt based cleaners.

Reply with exactly one uppercase letter out of A, B, C, or D.
",271
29351.0,Travel,"[header] How to obtain a visa for the world cup [title] Apply for your passport. [step] You will need to do this at least six months ahead of time, unless you expedite the process and you are from a country that doesn't require a travel visa. Your passport must be valid for six months after your trip to the world cup.",B,"Context:
""[header] How to obtain a visa for the world cup [title] Apply for your passport. [step] You will need to do this at least six months ahead of time, unless you expedite the process and you are from a country that doesn't require a travel visa. Your passport must be valid for six months after your trip to the world cup.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If you do not possess a passport, you will need to submit your application and your travel pictures. Your passport must also be valid for at least seven years.
B. [title] Determine if you need a tourism visa for your trip. [step] Most european countries, like the united kingdom, ireland, switzerland, france and russia, you do not need a visa; however, there may be a limit of 30 to 90 days on how long you can stay.
C. You are required to pass a two or three year processing center test to obtain your passport. [substeps] You cannot enter the world cup without your current passport.
D. If you are from another country, you will need to apply within the provided time space between two days your passport has been processed and you receive your visa for every year. You will need only to apply with a government agency that is actively in the country of the world cup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",335
47015.0,Food and Entertaining,"[header] How to play outfield in softball [title] Grip the softball properly. [step] Traditionally, softball players use what's called the four-seam grip. This grip consists of the index, middle, and ring finger and requires you to grip the ball perpendicular to the seams, with your fingertips across the top of the "" c "" or horseshoe pattern.",A,"Context:
""[header] How to play outfield in softball [title] Grip the softball properly. [step] Traditionally, softball players use what's called the four-seam grip. This grip consists of the index, middle, and ring finger and requires you to grip the ball perpendicular to the seams, with your fingertips across the top of the "" c "" or horseshoe pattern.""

Which of the following endings best completes the context?

Choices:
A. Your thumb should grip the seams on the underside of the ball below your index finger. [substeps] Always hold the softball with the tips of your fingers and avoid "" palming "" the ball.
B. Your index and middle fingers should form a right angle between the seam and the grip. [title] Hold the ball far away from your body.
C. Grips like this are particularly useful if you're practicing in an enclosed area. [substeps] For a palm-to-palm grip, place your index or middle finger on the inside seam.
D. In most jurisdictions, this grip includes both the right-hand and left-hand positions. The four-seam grip focuses on : [substeps] Shooting: your thumb should be resting on the handle of the softball cup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",313
