ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_base
2711.0,Hand car wash,A picture of a man washing a car is shown and leads into several men washing the same car. The men vacuum the inside as well as clean the dashboard and entire interior and exterior. the car,A,"Context:
""A picture of a man washing a car is shown and leads into several men washing the same car. The men vacuum the inside as well as clean the dashboard and entire interior and exterior. the car""

Which of the following endings best completes the context?

Choices:
A. is shown off again in the end all clean.
B. is suddenly hot and burned as the fire gets bigger.
C. then shows the parts used in and ends by shaving the inside of the car with the man showing it to the camera.
D. is then cleaned and attached with tape before storing away and being seen again in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",164
16404.0,Wrapping presents,This video shows viewers how to wrap gifts using cloth. first,B,"Context:
""This video shows viewers how to wrap gifts using cloth. first""

Which of the following endings best completes the context?

Choices:
A. , the gift wrap is washed with hot water and a hand towel, afterwards it's dried with a blow dryer, water and wrapping paper.
B. , the woman puts two books on both ends of the cloth and she folds both ends of the cloth together.
C. the gifts are conjoined, about half stuffed and the other half wrapped.
D. they rub the cloth over paper sides of a christmas tree.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
47130.0,Futsal,Another player is briefly shown being interviewed and more clips of the game play again while the crowd cheers on. the game,D,"Context:
""Another player is briefly shown being interviewed and more clips of the game play again while the crowd cheers on. the game""

Which of the following endings best completes the context?

Choices:
A. continues and women continue cheering and batting a few times in the end.
B. ends and ends with the words "" the parade type "" shown across the screen.
C. continues and another player is interviewed, demonstrating more a play any hockey game on hockey equipment.
D. ends and two players get interviewed but we can't see the man interviewing them just his hand holding the microphone while people walk off the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
26225.0,Shaving legs,The man then sits down and sprays his leg with shaving cream and rubs it on his leg. the man,A,"Context:
""The man then sits down and sprays his leg with shaving cream and rubs it on his leg. the man""

Which of the following endings best completes the context?

Choices:
A. then shaves his calf with a razor as another person holds a camera and films it.
B. speaks to the camera again and places several items on the toilet paper dispenser and wipes his leg.
C. continues shaving his leg and ends by hanning his leg off.
D. continues to put the shaving cream all over his leg while cleaning the leg with a robe, and eventually leaving the bathroom.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
40412.0,Washing hands,Drawings of hand soap bottles and humans are shown. a little girl,A,"Context:
""Drawings of hand soap bottles and humans are shown. a little girl""

Which of the following endings best completes the context?

Choices:
A. is standing next to a white sink, she opened the faucet, wash her hand, rub her hand with soap, rinse her hand thoroughly, turned off the water and smiled at the camera.
B. holds a bottle in a hand bath tub and conditioner.
C. holds up a bottle of oil then begins spreading it on the hand soap lotion.
D. gets her hand wet while holding in her hand a wigwam of soap and its rubbing it over her hands with towels.

Reply with exactly one uppercase letter out of A, B, C, or D.
",172
31572.0,Drinking coffee,"Then, the teen takes the glass shaking his hand and drinks the water while the laugh. After, the youth takes the glass, then holds a cup while the teen fold his right hand. next",D,"Context:
""Then, the teen takes the glass shaking his hand and drinks the water while the laugh. After, the youth takes the glass, then holds a cup while the teen fold his right hand. next""

Which of the following endings best completes the context?

Choices:
A. , the teen follow to do tai chi, with a shirt on hand he does tai chi holding in the right hand.
B. , the teen take the cup and they both laugh.
C. , the boy make a digital square and opens it with his finger, then he put more liquid, drink the whole glass, and talk the camera.
D. , the teen takes a cup and pretend to drink while making gestures of pain.

Reply with exactly one uppercase letter out of A, B, C, or D.
",182
7187.0,Playing guitarra,A young man is sitting down with a guitar in his lap preparing to play. as he,A,"Context:
""A young man is sitting down with a guitar in his lap preparing to play. as he""

Which of the following endings best completes the context?

Choices:
A. begins, a small rectangle appears in the upper right corner of the video and shows the strings as well as the note he is playing.
B. strums the chords he continually slows down and plays more guitars as he goes.
C. is playing he puts his hands up in front of him as if he is trying to block something out.
D. struggles to get the guitar in play, a cue bird appears in the sky directly on his lap to take away the tension and rock his oar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",176
39427.0,Beer pong,"Various drinks are then poured and the men play rock, paper scissors, followed by beer pong in the building. the men",B,"Context:
""Various drinks are then poured and the men play rock, paper scissors, followed by beer pong in the building. the men""

Which of the following endings best completes the context?

Choices:
A. sit down and sit again.
B. throw the balls back and fourth to one another with one rubbing his hands and the winner dry humping and celebrating.
C. play rock, paper scissors, sit in the room getting money, and when the job is done they toast the winner of each game.
D. cheer and dance with one another and interview more men.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
40271.0,Cleaning sink,"Cleaning supplies (and the list of names appear on the screen) are on an island in a kitchen. A woman walks in, grabs the supplies, starts spraying the sink and begins scrubbing with a sponge. the woman",C,"Context:
""Cleaning supplies (and the list of names appear on the screen) are on an island in a kitchen. A woman walks in, grabs the supplies, starts spraying the sink and begins scrubbing with a sponge. the woman""

Which of the following endings best completes the context?

Choices:
A. wipes the counter and continues soaping up the sink and much more perusing the ingredients.
B. talks for a moment, then places her hose inside the sink and moves water out of it.
C. then starts rinsing the sink with the hand held sprayer until it's all clean.
D. surfs across the screen in the kitchen with the supplies.

Reply with exactly one uppercase letter out of A, B, C, or D.
",179
28660.0,Wrapping presents,The person folds one corner of the paper onto the corner of the box and begins flipping the box and folding the paper onto it until it's fully covered. the person,C,"Context:
""The person folds one corner of the paper onto the corner of the box and begins flipping the box and folding the paper onto it until it's fully covered. the person""

Which of the following endings best completes the context?

Choices:
A. uses a small waterscraper to wipe off excess paint to a specific area.
B. moves to the other side of the box and is folding more paper onto the side of the box which is smaller than the one shown before it fell down.
C. then grabs a small piece of tape and tapes it down.
D. then replaces the sheet of paper onto it, then folds it back over itself.

Reply with exactly one uppercase letter out of A, B, C, or D.
",178
2333.0,Beach soccer,A person is seen standing on the beach with a soccer ball in front of him and a person standing in a goal. The person then kicks the ball several times to the goalie. the goalie,A,"Context:
""A person is seen standing on the beach with a soccer ball in front of him and a person standing in a goal. The person then kicks the ball several times to the goalie. the goalie""

Which of the following endings best completes the context?

Choices:
A. attempts to block the shots that are aimed at the net.
B. blocks this all in the end and runs back to hit the ball toward the goal.
C. continues to watch the ball pass and talks with the goalie.
D. then runs towards the ball and kicks it into the goal to score a goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
48383.0,Longboarding,A camera pans around a boy sitting on the ground and leads into him riding a skateboard. Several shots are shown of people riding around on skateboards as well as falling down and laughing. more clips,C,"Context:
""A camera pans around a boy sitting on the ground and leads into him riding a skateboard. Several shots are shown of people riding around on skateboards as well as falling down and laughing. more clips""

Which of the following endings best completes the context?

Choices:
A. are shown of people sitting around a gym and speaking to one another.
B. are shown of people falling down in the front and still shots of kids riding around on the skateboards.
C. are shown of kids performing tricks on skateboards and riding past the camera.
D. are shown of people performing tricks falling off skateboards in the streets and taking photos of themselves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",175
8653.0,Shot put,A taller and shorter man are standing in a track field dressed in sports clothes and talking to the camera. the taller man,A,"Context:
""A taller and shorter man are standing in a track field dressed in sports clothes and talking to the camera. the taller man""

Which of the following endings best completes the context?

Choices:
A. is holding a shot put in his right hand and holding it up to his neck as he demonstrates the stance and movements he goes through to throw the shot put and then eventually throws it.
B. is then seen walking inside the ring.
C. then shoots an arrow outside and the taller man responds and lets fly.
D. holds up a pair of shoes trimmed in rhinestones.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
35019.0,Chopping wood,A large crowd is seen cheering inside a large auditorium. Athletes walk together through a hallway then stand on logs and chop through them in a competition. two athletes,D,"Context:
""A large crowd is seen cheering inside a large auditorium. Athletes walk together through a hallway then stand on logs and chop through them in a competition. two athletes""

Which of the following endings best completes the context?

Choices:
A. stand in a field speaking and signing autographs before boarding a plane and taking a plane to new york.
B. bow off a balcony near a rowing machine.
C. kick the logs onto the stage and walk away.
D. walk through wearing green and orange jerseys then saw through large logs in a competition.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
31993.0,Playing badminton,Then the man wearing the black shirt serves to the boy whose wearing the gold shirt. then the boy who's wearing the white shirt,C,"Context:
""Then the man wearing the black shirt serves to the boy whose wearing the gold shirt. then the boy who's wearing the white shirt""

Which of the following endings best completes the context?

Choices:
A. serves to the boy who has the gold shirt in his hands.
B. serves the serve to the player who's wearing the gold shirt.
C. hits the shuttlecock and serves to the girl who's wearing the pink shirt and the game goes on and everyone keeps serving to each other and they all use different shuttlecocks.
D. serves to put the blue balls in the hole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
835.0,Paintball,"A group of people play paintball on a grassy field with inflatable obstacles. The words ""stupid hopper"" appear. People once again play paintball on the field. The words ""1/3 lauf"" appear. people",D,"Context:
""A group of people play paintball on a grassy field with inflatable obstacles. The words ""stupid hopper"" appear. People once again play paintball on the field. The words ""1/3 lauf"" appear. people""

Which of the following endings best completes the context?

Choices:
A. begin to walk on a small path.
B. continue to play obstacle topic until three men appear and push them out of the field.
C. do a down and right, then "" 2/3 lauf "" appears.
D. again play paintball on the field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
15726.0,Removing ice from car,The man then picks up a snow brush and ice scraper and begins to brush the snow from the car. The man in the blue jacket says hello to a neighbor and continues cleaning the car. the man,A,"Context:
""The man then picks up a snow brush and ice scraper and begins to brush the snow from the car. The man in the blue jacket says hello to a neighbor and continues cleaning the car. the man""

Which of the following endings best completes the context?

Choices:
A. continues to scrape the ice and brush the snow from the windshields and body of the car.
B. once again salutes the neighbor.
C. picks up another snow brush and starts also cleaning the car.
D. occasionally hops on his feet on the snow to check the car's temperature then enters the car and shimmies inside.

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
2914.0,Playing pool,Two young man and a man play pool hitting white balls with a cue stick. The young man hits balls that land in the pocket of the pool table. then,D,"Context:
""Two young man and a man play pool hitting white balls with a cue stick. The young man hits balls that land in the pocket of the pool table. then""

Which of the following endings best completes the context?

Choices:
A. they serve the ball with a cue stick.
B. , the young man attempts to hit hard balls to returned them, then he serves and misses 4 times.
C. , the young man wins and pushes another ball into the pocket.
D. , the man puts the balls in a metal triangle and arrange others balls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
25039.0,Fixing the roof,The video starts showing the company logo for a roofing company. A voice is heard reciting the steps to applying ridges on a roof. as the voice,D,"Context:
""The video starts showing the company logo for a roofing company. A voice is heard reciting the steps to applying ridges on a roof. as the voice""

Which of the following endings best completes the context?

Choices:
A. resumes speaking, men are shown installing boards on the roof of a house on the ground floor.
B. continues, two small dogs are shown nearby.
C. gains volume, the words reading the screen begin, "" roofing company expires 2014 "".
D. recites the steps, an older man is shown on video performing these steps to a roof.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
36141.0,Bullfighting,Men are sitting on top of street and a man running from the bull and gets to the men on top. bulls,B,"Context:
""Men are sitting on top of street and a man running from the bull and gets to the men on top. bulls""

Which of the following endings best completes the context?

Choices:
A. are in a arena fenced in and people are running and doing tricks.
B. are chasing people on streets while people runs from the bull.
C. are in an arena surrounded by people sitting in a pool and a bull and men are playing defense while the bull tries to have him again.
D. are standing in the middle of a stage with two people in either direction and people gathering to see their performance.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
616.0,Grooming dog,The representative from the company is talking about the services they offer and how those dogs participate in dog shows. a groomer,A,"Context:
""The representative from the company is talking about the services they offer and how those dogs participate in dog shows. a groomer""

Which of the following endings best completes the context?

Choices:
A. is seen using shears to creatively trim the dog's hair and even dye it in colorful shades of red, green, yellow and blue.
B. is presenting cookies to the room with a loaf of bread.
C. shows crowd opinion for use as their garden service representative.
D. speaks to an older man about snow cleaning dogs and showing how it is flectious.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
20027.0,Spinning,She lies on the floor and does aerobic exercises before getting back on the recumbent bike for an extended period of time. she,C,"Context:
""She lies on the floor and does aerobic exercises before getting back on the recumbent bike for an extended period of time. she""

Which of the following endings best completes the context?

Choices:
A. is then shown working out on the bike and begins to move the gears into place in a circular motion.
B. then mounts the recumbent bike and begins doing abdominal crunches before getting back on the bike.
C. finally slows to a stop.
D. does cardio and talks then walks off of the bench and back again before getting off the bike.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
38058.0,High jump,"Then, the athlete runs and performs a high jump, but he makes fall the horizontal pole of the pole jump. after",C,"Context:
""Then, the athlete runs and performs a high jump, but he makes fall the horizontal pole of the pole jump. after""

Which of the following endings best completes the context?

Choices:
A. , the athlete jumps as a model on the horizontal pole, but he make never do pole jump.
B. , the athlete also do a high jump but there is no balance to make landing.
C. , the athlete jumps again successfully.
D. , the athlete performs a high jump in colorful public square and several people stands on front football field to watch him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
29679.0,Vacuuming floor,A close up of a machine is shown followed by a man speaking to the camera. The man uses the tool around a living room while also cleaning out a vent. he,C,"Context:
""A close up of a machine is shown followed by a man speaking to the camera. The man uses the tool around a living room while also cleaning out a vent. he""

Which of the following endings best completes the context?

Choices:
A. finishes and hands the machine off to a more skilled man.
B. gestures to the camera during the process while looking back to the camera and the room.
C. uses the tool more while speaking to the camera as well as taking it apart to show how it works.
D. shows a doll near the camera while it is being cleaned and he continues speaking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
42625.0,Hand car wash,A close up of a car is seen followed by people walking into frame and washing the car. The people clean the exterior as well as interior and roll the car outside. they,A,"Context:
""A close up of a car is seen followed by people walking into frame and washing the car. The people clean the exterior as well as interior and roll the car outside. they""

Which of the following endings best completes the context?

Choices:
A. park the car and continue to wipe it down followed by drying it off in the end.
B. rhythm the car up and down while cutting small pieces off using a vacuum and looking into the camera.
C. then sand the car and take pictures of it before finally taking it away from view.
D. then pump gas into the cars along the way.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
855.0,Running a marathon,"A camera pans away from a road and shows a person's feet moving around. Several shots are shown of people tying their shoes, hitting a button, and checking a watch. people",C,"Context:
""A camera pans away from a road and shows a person's feet moving around. Several shots are shown of people tying their shoes, hitting a button, and checking a watch. people""

Which of the following endings best completes the context?

Choices:
A. march around a room wearing funny hats, hats, and shoes.
B. then are shown washing a car.
C. are then seen running down the road one at a time followed by many more following.
D. walk along a road, using bicycles and bagpipes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
42218.0,Hanging wallpaper,The man checks the wall paper then peels off an adhesive strip on the back. The wall paper is attached to the wall and smoothed down by hand. the person,D,"Context:
""The man checks the wall paper then peels off an adhesive strip on the back. The wall paper is attached to the wall and smoothed down by hand. the person""

Which of the following endings best completes the context?

Choices:
A. removes the adhesive strip and taps it to the wall paper to remove any residue.
B. applies the adhesive strip to the wall again.
C. signs two papers and shows them off to the camera.
D. uses a towel to flatten out the wall paper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
37740.0,Doing a powerbomb,The large man the picks up the person and throws him into the dirt and walks away. once the guy,D,"Context:
""The large man the picks up the person and throws him into the dirt and walks away. once the guy""

Which of the following endings best completes the context?

Choices:
A. is sitting in the grass everyone runs around the area to check what the game is about.
B. is finished, a black screen appears over his shoulder and new instructions appear explaining this scenellant.
C. is done throwing it, two wrestlers take their turn and the referee is called, and the two continue to throw the guy behind the fences and in between.
D. has landed, an instant replay of the incident is shown from the same view.

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
21420.0,Discus throw,"She is showing the viewers the different events such as shoot put, swimming and running and the gold medals that were won in these events. While the news is being telecast, there are captions on the bottom about current events. she",A,"Context:
""She is showing the viewers the different events such as shoot put, swimming and running and the gold medals that were won in these events. While the news is being telecast, there are captions on the bottom about current events. she""

Which of the following endings best completes the context?

Choices:
A. also shows the viewers all the medals that are won by all countries that participated in the paralympics.
B. stands by a pool, shows her fall by talking to viewers, and talking more.
C. shows the awards as she finishes she stands up and talks to the camera.
D. is commentating for her achievement by showing more clips of people that scored gold medals while interviewed by the hosts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",188
681.0,Welding,A boy makes repairs to a disassembled bicycle with the use of a solder in a backyard near the back steps of a house. a boy,C,"Context:
""A boy makes repairs to a disassembled bicycle with the use of a solder in a backyard near the back steps of a house. a boy""

Which of the following endings best completes the context?

Choices:
A. uses a wrench to repair a pair of bicycle wheels by pressing down on the rims using the knife.
B. cracks a bottle of detergent and kraft iron.
C. enters the scene and pulls on a pair of gloves while wearing a sports protective mask, turns on a blue machine on the back steps and picks up a solder.
D. watches a young boy assemble the bike, extracting the solder from its disassembled parts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",180
46018.0,Shoveling snow,"A story was written describing the weather and and the name of woman, jen. Jen in winter clothes is shoveling ice towards the pile of snow. she",D,"Context:
""A story was written describing the weather and and the name of woman, jen. Jen in winter clothes is shoveling ice towards the pile of snow. she""

Which of the following endings best completes the context?

Choices:
A. pauses as a person comes in and scows the pile of snow.
B. makes sure to cover the entire stack of snow while letting the shovel pierce it to keep it from falling.
C. is walking with a shovel stirring the ice up in the snow.
D. pats the side of the snow and continues shoveling some more gesturing how strong she was.

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
30635.0,Putting in contact lenses,"There is another lady seated on a table along with two other women, demonstrating how to wear colored lenses in eyes. They are talking and discussing about the lenses and how it works. there",A,"Context:
""There is another lady seated on a table along with two other women, demonstrating how to wear colored lenses in eyes. They are talking and discussing about the lenses and how it works. there""

Which of the following endings best completes the context?

Choices:
A. 's a commercial shown where the same lenses are worn by several people to show how it can be used.
B. are several more images of how the lenses work.
C. are several items shown on the table in front of them, individual leaves and quotes.
D. is a man at one end of a runway talking about the process of using the lenses in the eyes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",173
13293.0,Getting a piercing,"Then grabs a needle and sticks it through her lip, he gets a piercing and puts it on for her. after that",B,"Context:
""Then grabs a needle and sticks it through her lip, he gets a piercing and puts it on for her. after that""

Which of the following endings best completes the context?

Choices:
A. , he begins piercing her lip.
B. she gets up off the chair and walks to the mirror to check it out for herself.
C. she puts braces on and inserts a needle into her eyebrow.
D. , the girl puts a napkin and pulls it up with blood at the end of the piercing while he sticks his finger in the hole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
17164.0,Mixing drinks,The man takes a glass and fills the glass with various liquors. The man mixes the liquor in a shaker. the man,D,"Context:
""The man takes a glass and fills the glass with various liquors. The man mixes the liquor in a shaker. the man""

Which of the following endings best completes the context?

Choices:
A. puts a straw in the glass and lifts the drink up.
B. grabs a bottle and pours the liquors into the shaker.
C. then demonstrates the beverage by adding it to a mixer and stirring it as he pours it in.
D. then pours the contents into a martini glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
6752.0,Mowing the lawn,He goes around in a circular fashion as he tries to cover the areas around and in between the hedges that are next to his house. The man continues mowing the same area as he goes over in circles. then he,B,"Context:
""He goes around in a circular fashion as he tries to cover the areas around and in between the hedges that are next to his house. The man continues mowing the same area as he goes over in circles. then he""

Which of the following endings best completes the context?

Choices:
A. walks off into the distance passing by the hedges again as well as other brush and trees.
B. goes towards the backyard to cover some large area of land.
C. goes in circles as he doesn't see any marks, even a leaf.
D. stops and looks over to the camera to give a final look as he continues to mow.

Reply with exactly one uppercase letter out of A, B, C, or D.
",171
2072.0,Fixing bicycle,The man has a pair of blue pliers in his hand and begins fixing the chain on the bike. once the chain,A,"Context:
""The man has a pair of blue pliers in his hand and begins fixing the chain on the bike. once the chain""

Which of the following endings best completes the context?

Choices:
A. is on, he begins moving the pedal and demonstrates how the chain is operating.
B. is fully repaired, he sits on the bike and helps get of it and with a screwdriver here and there to undo it.
C. is fixed, the man crawls up the camera and begins permadden on the floor.
D. is in place the man inspects the front tire.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
48176.0,Rope skipping,Three people are seen standing in the middle of a large gymnasium holding onto a jump rope. The people then jump around one another while people watch on the sides. they,D,"Context:
""Three people are seen standing in the middle of a large gymnasium holding onto a jump rope. The people then jump around one another while people watch on the sides. they""

Which of the following endings best completes the context?

Choices:
A. continue to jump around one back and fourth on the jump ropes and end by jumping down down together.
B. end their stunts spinning around on the rope.
C. continue jumping up and down while others clap and cheer on the side and shake their hands.
D. continue swinging the rope around and end by giving a pose.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
12838.0,Hurling,"Then, you see them on the field playing a game and later talking a little bit about it. They each seem to recall their own memories of times they won medal and stare at their medals. they",C,"Context:
""Then, you see them on the field playing a game and later talking a little bit about it. They each seem to recall their own memories of times they won medal and stare at their medals. they""

Which of the following endings best completes the context?

Choices:
A. are encouraging one another as they continue to play the game.
B. continue to play numerous game of field hockey.
C. stand around in a small group talking and then you see an audience cheering and clapping.
D. talk some a while and an audience sits at the end of the field watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
25054.0,Making a lemonade,The host begins to make the drink by starting a syrup. Next lemons are sliced on a cutting board. The many lemons are juiced one by one. the host,A,"Context:
""The host begins to make the drink by starting a syrup. Next lemons are sliced on a cutting board. The many lemons are juiced one by one. the host""

Which of the following endings best completes the context?

Choices:
A. fills the container with ice and pours in the liquid ingredients, followed by basil and lemon slices.
B. then juices the lemons with a grinder and uses ice.
C. shows more recipe cards and introducing the ingredients.
D. then pours the honey into a bowl along with the nuts and rubs that into the drink before mixing it with some ice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
42355.0,Playing lacrosse,Several mascots are seen holing sticks on a field walking around one another and leads into them chasing a ball. the group,D,"Context:
""Several mascots are seen holing sticks on a field walking around one another and leads into them chasing a ball. the group""

Which of the following endings best completes the context?

Choices:
A. continues playing with one another and leads into another man raking in the sand as well as others.
B. continues to run around while another straitens onto the field behind them others stand around and watch.
C. moves up and down the field chasing the ball as well as playing a game of fetch.
D. continues running around the field as the mascots continue to chase the ball one after the other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
7036.0,Hula hoop,A woman piles hula hoops around another woman on a red and white stage. the woman surrounded by hula hoops,D,"Context:
""A woman piles hula hoops around another woman on a red and white stage. the woman surrounded by hula hoops""

Which of the following endings best completes the context?

Choices:
A. turns back onto the stage.
B. finishes with the woman sparkling her white hula hoop and shooting around the crowd to finish.
C. bounces and motions to the audience in the crowd.
D. begins to hula hoop for brief seconds before she stops and shakes hands with a guiness book record keeper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
19855.0,Beach soccer,"Two players in white shirts run towards the audience who are cheering, the player went by the metal fence and cheered with the audiences. aerial view of the players",B,"Context:
""Two players in white shirts run towards the audience who are cheering, the player went by the metal fence and cheered with the audiences. aerial view of the players""

Which of the following endings best completes the context?

Choices:
A. from such a height, they are shirtless and running in an indoor field.
B. are shown, they are playing football in a sandy ground, they are chasing and kicking the ball.
C. from the open gate and the player wearing white shirt went by the rail of the track.
D. playing the game with the disc drop us.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
9626.0,Youth,[header] How to avoid getting discouraged [title] Take responsibility for your attitude. [step] You cannot avoid disappointments and setbacks. They are a part of life.,A,"Context:
""[header] How to avoid getting discouraged [title] Take responsibility for your attitude. [step] You cannot avoid disappointments and setbacks. They are a part of life.""

Which of the following endings best completes the context?

Choices:
A. However, you can learn to control your attitude. The first step to positive thinking is taking responsibility for how you feel.
B. But they can present a problem, and derail progress. Accept when you don't make any progress.
C. Do not just let them get you down. They are a part of dwelling on them.
D. However, accepting that they happen can help you become more mindful. You can avoid pitfalls by taking responsibility.

Reply with exactly one uppercase letter out of A, B, C, or D.
",183
16690.0,Preparing pasta,He heats up some cream and chops up the porcini mushrooms to add to the cream with some seasonings. he,B,"Context:
""He heats up some cream and chops up the porcini mushrooms to add to the cream with some seasonings. he""

Which of the following endings best completes the context?

Choices:
A. puts the mushrooms and some other ingredients in wooden bucket on the stove.
B. adds some cooked pasta into the porcini sauce with some reserved pasta liquid.
C. mixes the sauce and he cuts up some pineapple slices with red pepper while he squeezes the melon mixture into all the settings using a pointed spatula.
D. sprinkles the ingredients together making them into a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
40478.0,Playing rubik cube,An intro leads into several clips of people solving rubix cubes while a timer captures their speed on the side. more people,D,"Context:
""An intro leads into several clips of people solving rubix cubes while a timer captures their speed on the side. more people""

Which of the following endings best completes the context?

Choices:
A. begin solving and in the end people throw rocks at one another.
B. appear and on arrival they begin solving the rubix cube as well as putting numbers into the corners and sticking a timer on the side of the object.
C. break and solve the rubix squares and they all go to a different location at that point until a circle is set up in the middle.
D. continue to solve the puzzle as the camera captures them from many sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",174
11971.0,Horseback riding,"A police officer is riding a horse down the street very slowly. Many bystanders are walking by, cars are passing and casually moving along. its just a normal day",A,"Context:
""A police officer is riding a horse down the street very slowly. Many bystanders are walking by, cars are passing and casually moving along. its just a normal day""

Which of the following endings best completes the context?

Choices:
A. riding down the street protecting serving, making sure no crimes are being committed.
B. in the city, all normal that is going on as they pedal on their horses.
C. , the hiking path to the turkish ruins.
D. in a cowboy town holding the reins of a horse.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
2134.0,Hand car wash,"Men are shown inside a car garage, soaping down a car with a sponge. They are then seen using a sprayer to clean the tires and spray the residue off the vehicle. they",D,"Context:
""Men are shown inside a car garage, soaping down a car with a sponge. They are then seen using a sprayer to clean the tires and spray the residue off the vehicle. they""

Which of the following endings best completes the context?

Choices:
A. fill with water and rub it all over the vehicle, including the front and back tire.
B. give the tire back to the vehicle for inspection.
C. then begin to wipe the tire off and put a new one out with paper towels.
D. use rags to wipe it clean and detail the inside of the car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
16531.0,Clean and jerk,"After a long time, the man picks up the weight in a squat, bends his knees several times and finally jerks it over his head. a replay",A,"Context:
""After a long time, the man picks up the weight in a squat, bends his knees several times and finally jerks it over his head. a replay""

Which of the following endings best completes the context?

Choices:
A. is then shown from another angle and the individuals behind him begin throwing their fist up in excitement before congratulating the man with a hug.
B. is made of the man's hunched back inside a gym.
C. of the barbel is shown and the man tries again four more times.
D. is shown of the man bending over knees before dropping the weight on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
46989.0,Starting a campfire,"After he drops the lit matchstick in the pile of wood, it ignites and bursts into flames right away. when the flames",D,"Context:
""After he drops the lit matchstick in the pile of wood, it ignites and bursts into flames right away. when the flames""

Which of the following endings best completes the context?

Choices:
A. are out, several people immediately cheer and jump off a chalk drawn structure without going near the flaming pile.
B. get big, the entire campfire lands on fire and the fire starts immediately.
C. are out, the cameraman comes on a timer and exits the room.
D. become bigger, the man retreats and sits down on a chair that is kept near the bonfire.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
37188.0,Getting a tattoo,Man is kneeling in front ofa woman and is making a tattoo on her right foot. Woman wearing a jean skirt is sitting in front of a man getting a tattoo. woman,B,"Context:
""Man is kneeling in front ofa woman and is making a tattoo on her right foot. Woman wearing a jean skirt is sitting in front of a man getting a tattoo. woman""

Which of the following endings best completes the context?

Choices:
A. is sitting and holding a black knife, and she is talking then giving a tattoo to the tattoo artist.
B. is sitting on a chair in front of the woman in a tatto studio.
C. is sitting on chair and is playing dodgeball on a field kneeling.
D. start dancing in a restaurant.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
25402.0,Doing fencing,The men walk back into position to the center of the court and begin another session. The man wearing black once again forces the man wearing white off balance and scores . the fencers,B,"Context:
""The men walk back into position to the center of the court and begin another session. The man wearing black once again forces the man wearing white off balance and scores . the fencers""

Which of the following endings best completes the context?

Choices:
A. perform more drills and practises at the end.
B. again walk back to the center court to begin another session with the fencer in black gets behind the man wearing white and the fencers stop and walk off.
C. continue dancing and continue to sing using their hands as a mirror.
D. step forward and each hit the ball and continue playing throw the ball across to the other two men and scores.

Reply with exactly one uppercase letter out of A, B, C, or D.
",175
