question,question_concept,_split,answer,final_prompt,len_tk_mistral_7b_base
What would you likely see a group of horses doing together?,horses,train-00000-of-00001,E,"Question:
What would you likely see a group of horses doing together?

Which of the following is the best response to the question?

Choices:
A. graze in fields
B. brown
C. put in stall
D. big but gentle
E. running in herd

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What could happen if you are going fishing in a river and fall down?,going fishing,train-00000-of-00001,D,"Question:
What could happen if you are going fishing in a river and fall down?

Which of the following is the best response to the question?

Choices:
A. have fun
B. catching fish
C. bear attack
D. wet clothes
E. disappointment at not catching

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What does a farmer need to do to make  a maze on his farm in the fall?,farmer,validation-00000-of-00001,D,"Question:
What does a farmer need to do to make  a maze on his farm in the fall?

Which of the following is the best response to the question?

Choices:
A. seed plants
B. plant seeds
C. garden
D. grow corn
E. produce food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What is likely to be the goal of telling many people about a new organization?,telling many people about,train-00000-of-00001,B,"Question:
What is likely to be the goal of telling many people about a new organization?

Which of the following is the best response to the question?

Choices:
A. accomplish
B. learn about
C. money
D. notoriety
E. religion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
If you are looking to gain the most profits you could focus on cutting down what?,gain,train-00000-of-00001,C,"Question:
If you are looking to gain the most profits you could focus on cutting down what?

Which of the following is the best response to the question?

Choices:
A. meetings
B. lose weight
C. waste
D. loosing
E. lost

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Bill was awaking, what was happening to him physiologically?",awaking,train-00000-of-00001,E,"Question:
Bill was awaking, what was happening to him physiologically?

Which of the following is the best response to the question?

Choices:
A. tiredness
B. grogginess
C. discomfort
D. getting out of bed
E. eyes opening

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"I have some liquid food that I want to store, where would I put it?",food,train-00000-of-00001,A,"Question:
I have some liquid food that I want to store, where would I put it?

Which of the following is the best response to the question?

Choices:
A. jar
B. supermarket
C. oven
D. plate
E. pantry

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What happens when you are drinking alcohol too much?,drinking alcohol,train-00000-of-00001,A,"Question:
What happens when you are drinking alcohol too much?

Which of the following is the best response to the question?

Choices:
A. vomiting
B. defecation
C. intoxication
D. frequent urination
E. nausea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What handle did the man grab to when he wanted a snack?,handle,train-00000-of-00001,A,"Question:
What handle did the man grab to when he wanted a snack?

Which of the following is the best response to the question?

Choices:
A. fridge
B. hardware store
C. frying pan
D. water fountain
E. drawer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What is a good container for a potato?,potato,train-00000-of-00001,A,"Question:
What is a good container for a potato?

Which of the following is the best response to the question?

Choices:
A. kitchen cabinet
B. pantry
C. own kitchen
D. a flower vase.
E. clam chowder

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where would you go to find a mammoth?,mammoth,train-00000-of-00001,C,"Question:
Where would you go to find a mammoth?

Which of the following is the best response to the question?

Choices:
A. egypt
B. encyclopedia
C. excavations
D. ancient times
E. south dakota

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"A woodworker is missing a screw, where should he look for it?",screw,train-00000-of-00001,A,"Question:
A woodworker is missing a screw, where should he look for it?

Which of the following is the best response to the question?

Choices:
A. tool box
B. wall outlet fixture
C. on the ground
D. motorcycle
E. computer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"They wanted to try blowfish, so they went to get some where?",blowfish,validation-00000-of-00001,E,"Question:
They wanted to try blowfish, so they went to get some where?

Which of the following is the best response to the question?

Choices:
A. atlantic ocean
B. books
C. france
D. aquarium
E. fish market

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"while luck plays a big role, every person who is great at something has focus and what to it?",person,train-00000-of-00001,D,"Question:
while luck plays a big role, every person who is great at something has focus and what to it?

Which of the following is the best response to the question?

Choices:
A. hatred
B. surprised
C. compliments
D. dedication
E. solutions

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"A person wants to be like Michael Phelps, what should they do first?",person,train-00000-of-00001,E,"Question:
A person wants to be like Michael Phelps, what should they do first?

Which of the following is the best response to the question?

Choices:
A. feel relieved
B. cross street
C. act responsibly
D. avoid swimming
E. learn to swim

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What happens to people when they do not have enough food?,people,train-00000-of-00001,E,"Question:
What happens to people when they do not have enough food?

Which of the following is the best response to the question?

Choices:
A. eat fish
B. they steal
C. talk to each other
D. write stories
E. die of starvation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Where could you find a jellyfish that does not exist?,jellyfish,train-00000-of-00001,A,"Question:
Where could you find a jellyfish that does not exist?

Which of the following is the best response to the question?

Choices:
A. cartoon
B. japanese restaurant
C. underwater
D. moon
E. red sea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"His compressor needed a new hose, where did he go?",hose,validation-00000-of-00001,B,"Question:
His compressor needed a new hose, where did he go?

Which of the following is the best response to the question?

Choices:
A. garden shed
B. hardware store
C. brothel
D. garage
E. greenhouse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Kramer wrote a self-referential book.  What might that book be about?,book,validation-00000-of-00001,B,"Question:
Kramer wrote a self-referential book.  What might that book be about?

Which of the following is the best response to the question?

Choices:
A. counter
B. coffee table
C. school room
D. backpack
E. bedside table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Going in an air conditioned room to cool off is a good way to get what from hot weather?,cool off,train-00000-of-00001,C,"Question:
Going in an air conditioned room to cool off is a good way to get what from hot weather?

Which of the following is the best response to the question?

Choices:
A. rest
B. go swimming
C. relief
D. calm down
E. change

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where in your room would you put scissors that you will not need to use any time soon?,scissors,train-00000-of-00001,B,"Question:
Where in your room would you put scissors that you will not need to use any time soon?

Which of the following is the best response to the question?

Choices:
A. pencil case
B. cabinet
C. desk
D. drawer
E. backpack

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
If I were to suffer from sudden illness I would be within reason to visit where?,illness,train-00000-of-00001,B,"Question:
If I were to suffer from sudden illness I would be within reason to visit where?

Which of the following is the best response to the question?

Choices:
A. nursing home
B. hospital
C. brain
D. elderly person
E. building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What region of a west coast U.S. city would you find a Japanese restaurant?,japanese restaurant,validation-00000-of-00001,C,"Question:
What region of a west coast U.S. city would you find a Japanese restaurant?

Which of the following is the best response to the question?

Choices:
A. california
B. tokio
C. downtown
D. narnia
E. large town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Where do kids go that does not involve water or buying something?,kids,train-00000-of-00001,D,"Question:
Where do kids go that does not involve water or buying something?

Which of the following is the best response to the question?

Choices:
A. swimming pool
B. airport
C. amusement park
D. disneyland
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
A squirrel will run across what to get from one gutter to another?,squirrel,train-00000-of-00001,D,"Question:
A squirrel will run across what to get from one gutter to another?

Which of the following is the best response to the question?

Choices:
A. park
B. forest
C. chipmunk
D. roof
E. muddy water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
