question,subject,split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
"Emilio lost his wallet  at a bar .He looked for it everywhere.But he couldn't find it.The bartender  didn't have it,either.Emilio went home.He was very angry. ""Somebody stole my wallet.""he told his wife.""Are you sure?""She asked,""Maybe you just lost it.""""I don't think so.You can't trust anybody in this city."" Then,Emilio's phone rang. ""Hello?""he said in an angry voice.""Good evening.Is that Emilio Santos?""""Yes,it is.Who is that?""""My name is Pablo.I found your wallet at a bar."" The next day,Emilio met Pablo at a coffee shop.Pablo returned the wallet.Everything was still inside.Emilio thanked Pablo for being so honest . Where did Emilio live?",,auxiliary_train-00000-of-00001,A,"Emilio lost his wallet  at a bar .He looked for it everywhere.But he couldn't find it.The bartender  didn't have it,either.Emilio went home.He was very angry. ""Somebody stole my wallet.""he told his wife.""Are you sure?""She asked,""Maybe you just lost it.""""I don't think so.You can't trust anybody in this city."" Then,Emilio's phone rang. ""Hello?""he said in an angry voice.""Good evening.Is that Emilio Santos?""""Yes,it is.Who is that?""""My name is Pablo.I found your wallet at a bar."" The next day,Emilio met Pablo at a coffee shop.Pablo returned the wallet.Everything was still inside.Emilio thanked Pablo for being so honest . Where did Emilio live?

Choices:
A. In the city.
B. In the mountains.
C. In a coffee shop.
D. At Pablo's house.

Reply with exactly one uppercase letter out of A, B, C, or D.
",247
"Here are some of the fastest animals in the animal world. Let me tell you that a man can run 20 to 25 miles an hour. Heavy people can not run very fast. But some heavy animals can.Black rhinos are more than 3,500 pounds. They can run almost 30 miles an hour. Cheetahs are the fastest land animal over short distances .They can run over 70 miles an hour. But they get tired quickly and usually stop after a few minutes.Pronghorn antelopes are the fastest animals over long distances. They can run 35 miles an hour for many miles. Their top speed is more than 50 miles an hour.Ostriches can't fly, but they can run faster than other birds. They can run 43 miles an hour for a short distance. And can keep up a speed of more than 30 miles an hour over long distances. Which is the best title for this passage?",,auxiliary_train-00000-of-00001,C,"Here are some of the fastest animals in the animal world. Let me tell you that a man can run 20 to 25 miles an hour. Heavy people can not run very fast. But some heavy animals can.Black rhinos are more than 3,500 pounds. They can run almost 30 miles an hour. Cheetahs are the fastest land animal over short distances .They can run over 70 miles an hour. But they get tired quickly and usually stop after a few minutes.Pronghorn antelopes are the fastest animals over long distances. They can run 35 miles an hour for many miles. Their top speed is more than 50 miles an hour.Ostriches can't fly, but they can run faster than other birds. They can run 43 miles an hour for a short distance. And can keep up a speed of more than 30 miles an hour over long distances. Which is the best title for this passage?

Choices:
A. The biggest birds.
B. What animal has the largest eggs.
C. The fastest animals.
D. The land mammal.s

Reply with exactly one uppercase letter out of A, B, C, or D.
",275
An insurance company wishes to study the number of years drivers in a large city go between automobile accidents. They plan to obtain and analyze the data from a sample of drivers. Which of the following is a true statement?,high_school_statistics,test-00000-of-00001,D,"An insurance company wishes to study the number of years drivers in a large city go between automobile accidents. They plan to obtain and analyze the data from a sample of drivers. Which of the following is a true statement?

Choices:
A. A reasonable time-and-cost-saving procedure would be to use systematic sampling on an available list of all AAA (Automobile Association of America) members in the city.
B. A reasonable time-and-cost-saving procedure would be to randomly choose families and include all drivers in each of these families in the sample.
C. To determine the mean number of years between accidents, randomness in choosing a sample of drivers is not important as long as the sample size is very large.
D. None of the above are true statements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",193
"QQ is one of the most popular chat tools among teenagers .We regard it as an important chat tool in our daily life because it has some advantages . First, we can make lots of e-friends on QQ.It is easy to find the person who has the same interest as us ,and we can talk with him or her happily .Second ,we can also join a QQ group to find the information we need .For example ,if we want to learn English well ,we can choose a group with many English lovers in it .Third ,we can also play games with our friends on QQ and always have fun . QQ brings us a lot of benefits  ,but it can also cause some problems .It's dangerous to tell strangers on QQ our real personal information like telephone numbers , addresses and ID numbers .If we spend too much time chatting online ,it won't be good for our study and health . Which of the following is NOT TRUE according to the passage ?",,auxiliary_train-00000-of-00001,C,"QQ is one of the most popular chat tools among teenagers .We regard it as an important chat tool in our daily life because it has some advantages . First, we can make lots of e-friends on QQ.It is easy to find the person who has the same interest as us ,and we can talk with him or her happily .Second ,we can also join a QQ group to find the information we need .For example ,if we want to learn English well ,we can choose a group with many English lovers in it .Third ,we can also play games with our friends on QQ and always have fun . QQ brings us a lot of benefits  ,but it can also cause some problems .It's dangerous to tell strangers on QQ our real personal information like telephone numbers , addresses and ID numbers .If we spend too much time chatting online ,it won't be good for our study and health . Which of the following is NOT TRUE according to the passage ?

Choices:
A. We can get lots of information on QQ.
B. We can make friends on QQ .
C. We can get everything on QQ .
D. We can play things with friends on QQ .

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
"There are many ways to keep healthy. Different people have different ways. Lisa's father thinks riding a bike is the best way because he likes to go to work by bike. And their home isn't far from his bank. Lisa thinks running is better than riding, so she runs every day. However, her mother thinks it's boring. She loves walking to work. Lisa's sister likes flying kites. She goes to fly kites once a week. Lisa's brother thinks playing ping-pong is a good way to keep healthy. He plays it every morning. Lisa's sister likes  _",,auxiliary_train-00000-of-00001,B,"There are many ways to keep healthy. Different people have different ways. Lisa's father thinks riding a bike is the best way because he likes to go to work by bike. And their home isn't far from his bank. Lisa thinks running is better than riding, so she runs every day. However, her mother thinks it's boring. She loves walking to work. Lisa's sister likes flying kites. She goes to fly kites once a week. Lisa's brother thinks playing ping-pong is a good way to keep healthy. He plays it every morning. Lisa's sister likes  _

Choices:
A. fishing
B. flying kites
C. swimming
D. playing basketball

Reply with exactly one uppercase letter out of A, B, C, or D.
",187
"One day Einstein  is walking in a street in New York . His friend meets him and says to him, ""Einstein, you should buy a new coat. Look, your coat is very old."" But Einstein answers, ""It doesn't matter . Nobody knows me here."" After a few years, Einstein becomes a famous scientist  . But he still  wears the old coat. His friend meets him again and asks him to buy a new one. But Einstein says, ""I don't need to buy a new one. Everyone knows me here."" The title  of the story should be   _  .",,auxiliary_train-00000-of-00001,B,"One day Einstein  is walking in a street in New York . His friend meets him and says to him, ""Einstein, you should buy a new coat. Look, your coat is very old."" But Einstein answers, ""It doesn't matter . Nobody knows me here."" After a few years, Einstein becomes a famous scientist  . But he still  wears the old coat. His friend meets him again and asks him to buy a new one. But Einstein says, ""I don't need to buy a new one. Everyone knows me here."" The title  of the story should be   _  .

Choices:
A. Einstein and His Friend
B. Einstein and His Old Coat
C. A Famous Scientist -Einstein
D. A Day of Einstein

Reply with exactly one uppercase letter out of A, B, C, or D.
",199
"A poor man has an orange tree in his garden. There are many fine oranges on it. He finds one of the oranges much bigger than the others. It is as big as a ball. the poor man takes the orange to the king. The king is very happy. He gives him a lot of money. A rich man hears of this. He takes his gold cup to the king. He hopes to get much more money from the kind. The king likes the cup very much. He says, ""This cup is very nice. I'm going to show you something nicer. Please take this orange."" The rich man is very angry and throws the orange away. The king   _   the orange.",,auxiliary_train-00000-of-00001,B,"A poor man has an orange tree in his garden. There are many fine oranges on it. He finds one of the oranges much bigger than the others. It is as big as a ball. the poor man takes the orange to the king. The king is very happy. He gives him a lot of money. A rich man hears of this. He takes his gold cup to the king. He hopes to get much more money from the kind. The king likes the cup very much. He says, ""This cup is very nice. I'm going to show you something nicer. Please take this orange."" The rich man is very angry and throws the orange away. The king   _   the orange.

Choices:
A. doesn't like
B. likes
C. wants to buy
D. wants to sell

Reply with exactly one uppercase letter out of A, B, C, or D.
",199
"Most American children begin to go to school when they are five years old. American schools begin in September. There are two terms in a school year. The first term is from September to January, and the second is from February to June. Then the students have a great summer vacation. High school students have only four or five subjects each term. They usually have same lessons every day, and teachers don't ask them to do much homework. After school, they can do many interesting things like playing sports. Most students are seventeen years old when they finish high school. After high school, many students go to college . They can go to a small one or big one. They need a lot of money to go to college. So many college students work after school to _ . American students always go to school in   _  after summer vacation.",,auxiliary_train-00000-of-00001,A,"Most American children begin to go to school when they are five years old. American schools begin in September. There are two terms in a school year. The first term is from September to January, and the second is from February to June. Then the students have a great summer vacation. High school students have only four or five subjects each term. They usually have same lessons every day, and teachers don't ask them to do much homework. After school, they can do many interesting things like playing sports. Most students are seventeen years old when they finish high school. After high school, many students go to college . They can go to a small one or big one. They need a lot of money to go to college. So many college students work after school to _ . American students always go to school in   _  after summer vacation.

Choices:
A. September
B. June
C. February
D. January

Reply with exactly one uppercase letter out of A, B, C, or D.
",218
"Skin-diving  is a new sport today. This sport takes you into a wonderful new world . It is like a visit to the moon! When you are under water, it is easy for you to climb big rocks , because you are no longer heavy . Here, under water, everything is blue and green. During the day ,there is enough light .When fish swim nearby , you can catch them with your hands . When you have tanks   of air on your back, you can stay in keep water for a long time. But you must be careful when you dive in deep water. To catch fish is one of the most interesting parts of this sport. Besides ,there are many other uses of skin-diving. You can clean ships without taking them out of the water. You can also get many things from the deep sea. ,. Which of the following is NOT true ?",,auxiliary_train-00000-of-00001,D,"Skin-diving  is a new sport today. This sport takes you into a wonderful new world . It is like a visit to the moon! When you are under water, it is easy for you to climb big rocks , because you are no longer heavy . Here, under water, everything is blue and green. During the day ,there is enough light .When fish swim nearby , you can catch them with your hands . When you have tanks   of air on your back, you can stay in keep water for a long time. But you must be careful when you dive in deep water. To catch fish is one of the most interesting parts of this sport. Besides ,there are many other uses of skin-diving. You can clean ships without taking them out of the water. You can also get many things from the deep sea. ,. Which of the following is NOT true ?

Choices:
A. Skin-diving is a new sport.
B. skin-diving is like visiting the moon.
C. Skin-diving is both interesting and useful.
D. The only use of skin-diving is to have more fun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",270
"Daniel comes from Sydney. He is now staying in Beijing with his family. He usually gets up at about 6:30 am and has breakfast at 7:00 am. Then he leaves home at 7:15 am. He gets to school at 7:45 am. His first class begins at 8:00 am. There are four lessons in the morning. Morning classes are over at 11:50 am, and he has lunch 10 minutes later. Afternoon classes begin at 1:30 pm. There are two lessons in the afternoon. They are over at 3:10 pm. Daniel usually stays at school for another hour to play soccer, and then goes home. What time does Daniel have lunch?",,auxiliary_train-00000-of-00001,B,"Daniel comes from Sydney. He is now staying in Beijing with his family. He usually gets up at about 6:30 am and has breakfast at 7:00 am. Then he leaves home at 7:15 am. He gets to school at 7:45 am. His first class begins at 8:00 am. There are four lessons in the morning. Morning classes are over at 11:50 am, and he has lunch 10 minutes later. Afternoon classes begin at 1:30 pm. There are two lessons in the afternoon. They are over at 3:10 pm. Daniel usually stays at school for another hour to play soccer, and then goes home. What time does Daniel have lunch?

Choices:
A. At 11:50 am.
B. At 12 o'clock.
C. At 12:10 pm.
D. At 12:20 pm.

Reply with exactly one uppercase letter out of A, B, C, or D.
",243
Who is an 'injured State' in the law of international responsibility?,international_law,test-00000-of-00001,D,"Who is an 'injured State' in the law of international responsibility?

Choices:
A. A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct
B. A State is 'injured' in cases that there has been a violation of a peremptory norm of international law
C. A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct
D. A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
"Want ads (1) Wanted :""Are you hard-working ?"" Do you like to meet people? If your answer is ""Yes"", then we have a job for you as a waiter, call AL Hotel at 556779! (2)Summer Job: Do you like to talk with people ? Do yu like to write stories? If you want to work for our magazine as a reporter. Please call Karen at 558366. (3)Help wanted: Do you like babies ? Can you look after one baby for two days ? If you are sure to take good care of it, call us at 766588. $80 or more. Today ! Hurry ! (4)Cleaner wanted: Can you make a large house clean and tidy? If you hope to get the job paid at $20 once, call us this evening 18:00-20:00 Tel : 633800. _  are needed in AL hotel.",,auxiliary_train-00000-of-00001,D,"Want ads (1) Wanted :""Are you hard-working ?"" Do you like to meet people? If your answer is ""Yes"", then we have a job for you as a waiter, call AL Hotel at 556779! (2)Summer Job: Do you like to talk with people ? Do yu like to write stories? If you want to work for our magazine as a reporter. Please call Karen at 558366. (3)Help wanted: Do you like babies ? Can you look after one baby for two days ? If you are sure to take good care of it, call us at 766588. $80 or more. Today ! Hurry ! (4)Cleaner wanted: Can you make a large house clean and tidy? If you hope to get the job paid at $20 once, call us this evening 18:00-20:00 Tel : 633800. _  are needed in AL hotel.

Choices:
A. Cleaners
B. Baby-sitters
C. Reporters
D. Waiters

Reply with exactly one uppercase letter out of A, B, C, or D.
",280
"Do your kids ask a lot of questions? If they do, that's great. Because that's how children learn. Some of these questions may be easy to answer. Others may be hard. And they want to get the right answers. Do your kids ask such questions? *Why is the sky blue? Why is the sunset red? *Why are leaves green? *Why do leaves change color in autumn? *How do airplanes fly? Can you answer these questions? If not, don't worry. Though Science Made Simple can't help with all of life's important questions, it can help with those. In this fast changing world, the more your children know about science, the better. Get the help you need now, and every month you can get Science Made Simple online for only $11.95 for 10 issues . Click here: questions @sciencemadesimple. Com for more information. Remember, if you are not happy with your first issue, we will give back all your money. Which of the following can be found in Science Made Simple?",,auxiliary_train-00000-of-00001,B,"Do your kids ask a lot of questions? If they do, that's great. Because that's how children learn. Some of these questions may be easy to answer. Others may be hard. And they want to get the right answers. Do your kids ask such questions? *Why is the sky blue? Why is the sunset red? *Why are leaves green? *Why do leaves change color in autumn? *How do airplanes fly? Can you answer these questions? If not, don't worry. Though Science Made Simple can't help with all of life's important questions, it can help with those. In this fast changing world, the more your children know about science, the better. Get the help you need now, and every month you can get Science Made Simple online for only $11.95 for 10 issues . Click here: questions @sciencemadesimple. Com for more information. Remember, if you are not happy with your first issue, we will give back all your money. Which of the following can be found in Science Made Simple?

Choices:
A. Painting skills.
B. How airplanes fly.
C. The newest films.
D. Travel routes .

Reply with exactly one uppercase letter out of A, B, C, or D.
",291
"Twenty years ago almost all nurses were women, and almost all pilots were men. Today women fly planes, and men care for patients. The jobs are the same, but not both men and women are working as nurses and pilots. There are many other examples of changing job roles for men and women. Forty years ago there were no women news reporters on television. Now women report the news, the weather, and even men's sports. Women are reporting games and interviewing athletes. Fifty years ago there were almost no women lawyers or doctors, but today over half of all medical students are women. Today men teach very young children. Men work as librarians and secretaries. Some men stay at home to take care of the house and children. They are called ""househusbands"" or ""stay-at-home dads"". However, many women still work as homemakers. Jobs are changing. Today men and women are working in every field. What is the percentage   of women students in today's medical schools?",,auxiliary_train-00000-of-00001,B,"Twenty years ago almost all nurses were women, and almost all pilots were men. Today women fly planes, and men care for patients. The jobs are the same, but not both men and women are working as nurses and pilots. There are many other examples of changing job roles for men and women. Forty years ago there were no women news reporters on television. Now women report the news, the weather, and even men's sports. Women are reporting games and interviewing athletes. Fifty years ago there were almost no women lawyers or doctors, but today over half of all medical students are women. Today men teach very young children. Men work as librarians and secretaries. Some men stay at home to take care of the house and children. They are called ""househusbands"" or ""stay-at-home dads"". However, many women still work as homemakers. Jobs are changing. Today men and women are working in every field. What is the percentage   of women students in today's medical schools?

Choices:
A. About forty percent.
B. Over fifty percent.
C. About twenty percent.
D. Less than fifty percent.

Reply with exactly one uppercase letter out of A, B, C, or D.
",285
"Nancy and Sheila are in the same class. They are friends. Nancy wants to invite Sheila to dinner on Sunday. But Sheila doesn't know the way. Now Nancy is telling her. ""It's easy. You can take No. 4 bus. After you get off at Red Road. cross it and take the first turning on the left. Walk along the road for about five minutes. and then you'll see a big tree. Go straight on for about a hundred meters. and you will see a big red house. This is not my home. Go past the big house about four hundred meters. and you'll see a small yellow house beside a little tree. Then you can open the door with your foot."" ""With my foot?"" asks Sheila. ""Why?"" ""Well. you won't come to my house empty-handed , will you?""  answers Nancy. Nancy asks Sheila to  _  .",,auxiliary_train-00000-of-00001,A,"Nancy and Sheila are in the same class. They are friends. Nancy wants to invite Sheila to dinner on Sunday. But Sheila doesn't know the way. Now Nancy is telling her. ""It's easy. You can take No. 4 bus. After you get off at Red Road. cross it and take the first turning on the left. Walk along the road for about five minutes. and then you'll see a big tree. Go straight on for about a hundred meters. and you will see a big red house. This is not my home. Go past the big house about four hundred meters. and you'll see a small yellow house beside a little tree. Then you can open the door with your foot."" ""With my foot?"" asks Sheila. ""Why?"" ""Well. you won't come to my house empty-handed , will you?""  answers Nancy. Nancy asks Sheila to  _  .

Choices:
A. have dinner with her
B. go to a big red house
C. go to the cinema together
D. go shopping together

Reply with exactly one uppercase letter out of A, B, C, or D.
",255
"Jim, Kate and Li Ming are doing the homework together. Jim's spelling  of ""Moday"" is wrong . Kate tells him about it. Li Ming wants to borrow a rubber from Jim or Kate. Jim says he has one and gives it to Li Ming. Li Ming thanks Jim for his help. Jim says, ""You're welcome"". Now Jim says ""Thanks very much"" to Kate for her help. Kate says ""That's all right"". The three children are students in a school in Beijing. Jim is from London . Kate is from New York. Li Ming is a Chinese girl. They are good friends. They often do homework and play games together. They often help each other. Li Ming borrows   _  .",,auxiliary_train-00000-of-00001,B,"Jim, Kate and Li Ming are doing the homework together. Jim's spelling  of ""Moday"" is wrong . Kate tells him about it. Li Ming wants to borrow a rubber from Jim or Kate. Jim says he has one and gives it to Li Ming. Li Ming thanks Jim for his help. Jim says, ""You're welcome"". Now Jim says ""Thanks very much"" to Kate for her help. Kate says ""That's all right"". The three children are students in a school in Beijing. Jim is from London . Kate is from New York. Li Ming is a Chinese girl. They are good friends. They often do homework and play games together. They often help each other. Li Ming borrows   _  .

Choices:
A. a rubber from Kate
B. a rubber from Jim
C. a ruler from Kate
D. a ruler from Jim

Reply with exactly one uppercase letter out of A, B, C, or D.
",223
"Jim is my good friend. We are in the same school. He is an American. We are good friends. This is Jim's bedroom. It's not big, but new. A black desk is in the room. Some English books are on the desk. Jim's backpack is on it. The backpack is yellow, but old. What's under the red chair? It's a white cat. It's a Chinese cat. Its name is Mimi. Jim's father is in the living room. He is about fifty years old. Where is his mother? She is in the bedroom. She is a teacher. The desk in the room is   _  .",,auxiliary_train-00000-of-00001,A,"Jim is my good friend. We are in the same school. He is an American. We are good friends. This is Jim's bedroom. It's not big, but new. A black desk is in the room. Some English books are on the desk. Jim's backpack is on it. The backpack is yellow, but old. What's under the red chair? It's a white cat. It's a Chinese cat. Its name is Mimi. Jim's father is in the living room. He is about fifty years old. Where is his mother? She is in the bedroom. She is a teacher. The desk in the room is   _  .

Choices:
A. black
B. white
C. blue
D. yellow

Reply with exactly one uppercase letter out of A, B, C, or D.
",192
"Many of Chinese students who have learnt English for more than ten years are still unable to speak English fluently when they meet a foreigner. They seem to have mastered the basic language structure, but a conversation in English will make them feel uneasy. They are afraid that other people might find out their mistakes. It is not uncommon that many students, who are bad speakers of English, can write English perfectly. This proves that they are not unable to organize their idea in English. The center of the problem is that they don't have enough practices and confidence. Why should you be afraid? Do you fear those foreigners to whom you are speaking? Don't be shy. They will not laugh at you just for a little mistake you make. The best to _ this trouble is to learn to speak by speaking more. I am sure that more practice will help you to succeed. So many Chinese students dare not speak to foreigners because  _  .",,auxiliary_train-00000-of-00001,B,"Many of Chinese students who have learnt English for more than ten years are still unable to speak English fluently when they meet a foreigner. They seem to have mastered the basic language structure, but a conversation in English will make them feel uneasy. They are afraid that other people might find out their mistakes. It is not uncommon that many students, who are bad speakers of English, can write English perfectly. This proves that they are not unable to organize their idea in English. The center of the problem is that they don't have enough practices and confidence. Why should you be afraid? Do you fear those foreigners to whom you are speaking? Don't be shy. They will not laugh at you just for a little mistake you make. The best to _ this trouble is to learn to speak by speaking more. I am sure that more practice will help you to succeed. So many Chinese students dare not speak to foreigners because  _  .

Choices:
A. they are afraid they can't understand the foreigners
B. they worry about making mistakes in their speaking
C. they are afraid their English is too poor
D. they don't like speaking to foreigners

Reply with exactly one uppercase letter out of A, B, C, or D.
",274
"Kids love playing sports. But boys and girls like different sports. For boys, football ,baseball and basketball are their favorites. They think football and basketball are very exciting and interesting, so boys often play football or basketball after school. Peter says, ""Football is very interesting. The football players are often handsome."" But girls have different opinions. They think tennis and ping-pong are more interesting. Lily says, ""I like tennis, because many tennis players are beautiful girls. They have good figures. I hope to have a good figure, too."" What sports do boys like?",,auxiliary_train-00000-of-00001,D,"Kids love playing sports. But boys and girls like different sports. For boys, football ,baseball and basketball are their favorites. They think football and basketball are very exciting and interesting, so boys often play football or basketball after school. Peter says, ""Football is very interesting. The football players are often handsome."" But girls have different opinions. They think tennis and ping-pong are more interesting. Lily says, ""I like tennis, because many tennis players are beautiful girls. They have good figures. I hope to have a good figure, too."" What sports do boys like?

Choices:
A. Football.
B. Basketball.
C. Baseball.
D. All above.

Reply with exactly one uppercase letter out of A, B, C, or D.
",172
"Once a great boxer , Tom Brown, went to a restaurant for dinner. He put his bag near the door, but he was afraid that someone would take it away. So he got out a pen and a piece of paper and wrote on it, ""The great boxer, Tom Brown, left his bag here and he will be back in a few minutes."" He put the paper on his bag and went to have his dinner. When he came back, his bag wasn't there. But he found a piece of paper on the ground. It said, ""A great runner took away your bag, and will not be back."" Which of the following is NOT right?",,auxiliary_train-00000-of-00001,A,"Once a great boxer , Tom Brown, went to a restaurant for dinner. He put his bag near the door, but he was afraid that someone would take it away. So he got out a pen and a piece of paper and wrote on it, ""The great boxer, Tom Brown, left his bag here and he will be back in a few minutes."" He put the paper on his bag and went to have his dinner. When he came back, his bag wasn't there. But he found a piece of paper on the ground. It said, ""A great runner took away your bag, and will not be back."" Which of the following is NOT right?

Choices:
A. The runner was foolish.
B. The boxer didn't know the runner at all.
C. The runner was the thief.
D. The runner made a joke on Tom Brown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",211
"At midnight at New Year's Eve people in Rome and Italy throw (  ) all the things they no longer want .The streets are filled with old chairs ,beds ,clothes and dishes .... In Madrid, Spain, new year comes in more quietly (  ) . People go to the main square, each holding a bag of grapes .As the clock strikes (  ) twelve ,the people eat grapes . In Tokyo people eat noodles at New Year's Eve. This food is said to bring long life. Early the next morning , some Japanese families climb Mount Fuji. There they watch the first sunrise (  ) of the new year. In China , New Year's food include (  ) a whole fish and a chicken . The chicken must be presented (  ) with a head ,a tail and two feet to symbolize (  ) completeness ( ) . The people who hope to have long life from their New Year's food  _  .",,auxiliary_train-00000-of-00001,B,"At midnight at New Year's Eve people in Rome and Italy throw (  ) all the things they no longer want .The streets are filled with old chairs ,beds ,clothes and dishes .... In Madrid, Spain, new year comes in more quietly (  ) . People go to the main square, each holding a bag of grapes .As the clock strikes (  ) twelve ,the people eat grapes . In Tokyo people eat noodles at New Year's Eve. This food is said to bring long life. Early the next morning , some Japanese families climb Mount Fuji. There they watch the first sunrise (  ) of the new year. In China , New Year's food include (  ) a whole fish and a chicken . The chicken must be presented (  ) with a head ,a tail and two feet to symbolize (  ) completeness ( ) . The people who hope to have long life from their New Year's food  _  .

Choices:
A. are Spanish
B. are Japanese
C. are Chinese
D. are Italians

Reply with exactly one uppercase letter out of A, B, C, or D.
",266
"Hi, my name is Amy. I am a Grade 7 student, and I would like to tell you something about my class and myself. There are ten classes in Grade 7.In each class, there are about forty students. I think that my class, Class 4 is the best .That is because all the students in my class work very hard and the teachers are all very nice to the students. But I am not one of the best students in the class. I love reading, and I am very good at Chinese and English. I don't find Maths very interesting, so I am not good at it. I want to work hard at it. My teacher, classmates and my parents would like to help me with my Maths. What is Amy not good at?",,auxiliary_train-00000-of-00001,D,"Hi, my name is Amy. I am a Grade 7 student, and I would like to tell you something about my class and myself. There are ten classes in Grade 7.In each class, there are about forty students. I think that my class, Class 4 is the best .That is because all the students in my class work very hard and the teachers are all very nice to the students. But I am not one of the best students in the class. I love reading, and I am very good at Chinese and English. I don't find Maths very interesting, so I am not good at it. I want to work hard at it. My teacher, classmates and my parents would like to help me with my Maths. What is Amy not good at?

Choices:
A. Chinese
B. P.E.
C. English
D. Maths

Reply with exactly one uppercase letter out of A, B, C, or D.
",212
"Hello.I am Chinese.My name is Wang Fei.I am thirteen.I am in No.5 Middle School in Nanjing.This is my friend.His name is Tony Green.He is an English boy.He is twelve.He and I are in the same class.Our classroom is next to the teachers' office.We have Chinese and English lessons every day.Our English teacher is Mr. Read.He is English but he can speak Chinese,too.Our Chinese teacher is Mr. Ding.They are good teachers,and they are our friends.too. Wang Fei   _  .",,auxiliary_train-00000-of-00001,A,"Hello.I am Chinese.My name is Wang Fei.I am thirteen.I am in No.5 Middle School in Nanjing.This is my friend.His name is Tony Green.He is an English boy.He is twelve.He and I are in the same class.Our classroom is next to the teachers' office.We have Chinese and English lessons every day.Our English teacher is Mr. Read.He is English but he can speak Chinese,too.Our Chinese teacher is Mr. Ding.They are good teachers,and they are our friends.too. Wang Fei   _  .

Choices:
A. is a student of No.5 school
B. is in an English school
C. is twelve
D. and Tony Green are in the same class

Reply with exactly one uppercase letter out of A, B, C, or D.
",199
"Most people make their living   with their hands, but Bob makes his living with his feet. Bob's story began in a small city of England. His family was poor. Seven people lived in a small house. Bob had no place to play but on the street. Kids in the city like playing football very much. Little Bob wanted to play football, too. So his father made a soft   ball for him to kick. It was a sock full of old cloth. He kicked it every day. At last ,Bob learned how to kick a real football. And after a few years, he could play football very well. ,. People usually make their living   _  .",,auxiliary_train-00000-of-00001,C,"Most people make their living   with their hands, but Bob makes his living with his feet. Bob's story began in a small city of England. His family was poor. Seven people lived in a small house. Bob had no place to play but on the street. Kids in the city like playing football very much. Little Bob wanted to play football, too. So his father made a soft   ball for him to kick. It was a sock full of old cloth. He kicked it every day. At last ,Bob learned how to kick a real football. And after a few years, he could play football very well. ,. People usually make their living   _  .

Choices:
A. by learning by themselves
B. with their feet
C. with their hands
D. by playing football

Reply with exactly one uppercase letter out of A, B, C, or D.
",193
"There are four seasons in China.March, April and May make the spring.June, July and August make the summer season.September, October and November make the autumn season.The rest of months make the winter season. The Australia seasons are the opposite of ours.When it's spring in China, it is autumn in Australia. Australia is in the south of the earth.June, July and August are the winter months.The summer is in December, January and February.It's very hot there, too. Near the North Pole there are two seasons.The winter nights are long.For more than two months you can't see the sun, even at noon.The summer days are long.For more that two months, the sun never sets , and there's no night. Near the North Pole, there's no night in summer for more than  _  months.",,auxiliary_train-00000-of-00001,B,"There are four seasons in China.March, April and May make the spring.June, July and August make the summer season.September, October and November make the autumn season.The rest of months make the winter season. The Australia seasons are the opposite of ours.When it's spring in China, it is autumn in Australia. Australia is in the south of the earth.June, July and August are the winter months.The summer is in December, January and February.It's very hot there, too. Near the North Pole there are two seasons.The winter nights are long.For more than two months you can't see the sun, even at noon.The summer days are long.For more that two months, the sun never sets , and there's no night. Near the North Pole, there's no night in summer for more than  _  months.

Choices:
A. one
B. two
C. three
D. four

Reply with exactly one uppercase letter out of A, B, C, or D.
",236
"There is a library in John's school. It's new and big. It's behind the classroom building. It has three floors. On the first floor, there are two reading rooms. There are five big desks and thirty chairs in each reading room. John comes here and does his homework after class every day. On the second floor, there are a lot of books for students and teachers. They can't take the books away. They can only read books in the library. John thinks that _ is bad. On the third floor, there is a computer room with sixty computers. Students have IT lessons here. It's John's favourite lesson. What can we learn from the passage?",,auxiliary_train-00000-of-00001,D,"There is a library in John's school. It's new and big. It's behind the classroom building. It has three floors. On the first floor, there are two reading rooms. There are five big desks and thirty chairs in each reading room. John comes here and does his homework after class every day. On the second floor, there are a lot of books for students and teachers. They can't take the books away. They can only read books in the library. John thinks that _ is bad. On the third floor, there is a computer room with sixty computers. Students have IT lessons here. It's John's favourite lesson. What can we learn from the passage?

Choices:
A. John's favourite lesson isn't IT.
B. The library is behind the office building.
C. The books on the second floor are for teachers.
D. There are 60 computers in the computer room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",234
