question,subject,split,answer,final_prompt,len_tk_llama3.1_8b_instruct
"Suppose 4% of the population have a certain disease. A laboratory blood test gives a positive reading for 95% of people who have the disease and for 5% of people who do not have the disease. If a person tests positive, what is the probability the person has the disease?",high_school_statistics,validation-00000-of-00001,C,"Suppose 4% of the population have a certain disease. A laboratory blood test gives a positive reading for 95% of people who have the disease and for 5% of people who do not have the disease. If a person tests positive, what is the probability the person has the disease?

Choices:
A. 0.038
B. 0.086
C. 0.442
D. 0.558

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I stole a kiss from my girlfriend Scenario 2 | I laughed when my friend appeared to be upset.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I stole a kiss from my girlfriend Scenario 2 | I laughed when my friend appeared to be upset.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
In addition to the conditions required for any solar eclipse what must also be true in order for you to observe a total solar eclipse?,astronomy,test-00000-of-00001,D,"In addition to the conditions required for any solar eclipse what must also be true in order for you to observe a total solar eclipse?

Choices:
A. The Earth must lie completely within the Moon's penumbra.
B. The Moon's penumbra must touch the area where you are located.
C. The Earth must be near aphelion in its orbit of the Sun.
D. The Moon's umbra must touch the area where you are located.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
A student is organizing a room. She moves a box from the floor to a shelf. She wants to estimate the amount of potential energy the box has on the shelf. What information does the student need?,,auxiliary_train-00000-of-00001,C,"A student is organizing a room. She moves a box from the floor to a shelf. She wants to estimate the amount of potential energy the box has on the shelf. What information does the student need?

Choices:
A. the volume and mass of the box
B. the mass of the shelf and the mass of the box
C. the mass of the box and the height of the shelf
D. the volume of the box and the height of the shelf

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
Research on the effect of maternal employment on children’s development indicates that,professional_psychology,validation-00000-of-00001,A,"Research on the effect of maternal employment on children’s development indicates that

Choices:
A. in families of lower socioeconomic level, both sons and daughters of working mothers perform beer on measures of cognitive development than do those of nonworking mothers
B. regardless of socioeconomic class, children of working mothers are less successful in school than other children
C. young children whose mothers are employed are more compliant than those in families with nonworking mothers
D. with older children, maternal employment is particularly beneficial for boys

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
"Look at these things. This is Mr. Wang's ID card. And this is Jim's watch, that's Mary's key. Gina's notebook is over there. Look! What's that on the floor? Oh, it's gold ring. It's Jenny's ring. It's very nice. . _   notebook is over there.",,auxiliary_train-00000-of-00001,B,"Look at these things. This is Mr. Wang's ID card. And this is Jim's watch, that's Mary's key. Gina's notebook is over there. Look! What's that on the floor? Oh, it's gold ring. It's Jenny's ring. It's very nice. . _   notebook is over there.

Choices:
A. Jim's
B. Gina's
C. Jenny's
D. Mary's

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
How would Piaget describe the process of learning something new using terminology from his cognitive development theory?,high_school_psychology,test-00000-of-00001,A,"How would Piaget describe the process of learning something new using terminology from his cognitive development theory?

Choices:
A. When we can't assimilate new information, we change our schemas through accommodation.
B. As we encounter new social situations, we either develop healthy or unhealthy personality characteristics in order to cope with social demands.
C. Humans develop increasing abilities to think about moral choices, and our ability to think about the rights of others develops over time.
D. Rewards and punishments for behaviors are the major influence on learning in humans.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always kept my gun safe open regardless of having 2 toddlers in the house. Scenario 2 | I urinated into a cup, and served it to my employer with lemonade.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always kept my gun safe open regardless of having 2 toddlers in the house. Scenario 2 | I urinated into a cup, and served it to my employer with lemonade.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"Bill is from Australia. He lives in Sydney. He can speak French and English, but he can' t speak Chinese. He has a pen pal in the United States. Her name is Lisa and she lives in New York. Bill' s favorite sport is basketball and he can play the guitar. Lisa' s favorite sport is tennis. She can't play the guitar, but she can play the piano and sing very well. Lisa is an  _  .",,auxiliary_train-00000-of-00001,B,"Bill is from Australia. He lives in Sydney. He can speak French and English, but he can' t speak Chinese. He has a pen pal in the United States. Her name is Lisa and she lives in New York. Bill' s favorite sport is basketball and he can play the guitar. Lisa' s favorite sport is tennis. She can't play the guitar, but she can play the piano and sing very well. Lisa is an  _  .

Choices:
A. Chinese
B. American
C. English
D. Japanese

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"In a cross-sectional study designed to assess the effects of age on reaction time, you have adults belonging to different age groups respond to visual stimuli on a computer screen. A colleague suggests that the results of your study might be confounded by the fact that older participants may have less experience using a computer than do younger participants. This potential source of error is best described as a:",professional_psychology,test-00000-of-00001,D,"In a cross-sectional study designed to assess the effects of age on reaction time, you have adults belonging to different age groups respond to visual stimuli on a computer screen. A colleague suggests that the results of your study might be confounded by the fact that older participants may have less experience using a computer than do younger participants. This potential source of error is best described as a:

Choices:
A. Rosenthal effect.
B. Hawthorne effect.
C. carryover effect.
D. cohort effect.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
"When a PCAOB auditing standard indicates that an auditor “could” perform a specific procedure, how should the auditor decide whether and how to perform the procedure?",professional_accounting,validation-00000-of-00001,B,"When a PCAOB auditing standard indicates that an auditor “could” perform a specific procedure, how should the auditor decide whether and how to perform the procedure?

Choices:
A. By comparing the PCAOB standard with related AICPA auditing standards.
B. By exercising professional judgment in the circumstances.
C. By soliciting input from the issuer’s audit committee.
D. By evaluating whether the audit is likely to be subject to inspection by the PCAOB.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"As a health editor, I spend the majority of my day poring over content related to health. At HuffPost, we're lucky to talk to experts on a daily basis about how to live our best lives. It's clear that life would be healthier if we would just do the following things. Sure, some of these are easier said than done. Which of the following has something to do with the immune system?",,auxiliary_train-00000-of-00001,B,"As a health editor, I spend the majority of my day poring over content related to health. At HuffPost, we're lucky to talk to experts on a daily basis about how to live our best lives. It's clear that life would be healthier if we would just do the following things. Sure, some of these are easier said than done. Which of the following has something to do with the immune system?

Choices:
A. exercise
B. sleep
C. emotional intelligence
D. mood

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I filled in several potholes in the country road. Scenario 2 | I passed by a cow, and fed it some beef.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I filled in several potholes in the country road. Scenario 2 | I passed by a cow, and fed it some beef.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"Which of the following is the best illustration of ""pork barrel"" legislation?",high_school_government_and_politics,test-00000-of-00001,D,"Which of the following is the best illustration of ""pork barrel"" legislation?

Choices:
A. A federal agency is created to ensure the safety of food and animal products.
B. A bill can be passed only if a majority of congresspersons from rural districts approve of it.
C. A senator refuses to vote for a tax increase without a corresponding decrease in spending.
D. A member of Congress inserts a provision into a bill to secure funding for a project in his or her district.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I engineered the bridge to stand up to a hurricane. Scenario 2 | I was cheering during the game.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I engineered the bridge to stand up to a hurricane. Scenario 2 | I was cheering during the game.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put five dollars in the collection tray as it was passed to me. Scenario 2 | I saw that the dog needed to use the bathroom so I put it in my brothers room.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put five dollars in the collection tray as it was passed to me. Scenario 2 | I saw that the dog needed to use the bathroom so I put it in my brothers room.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
Bartering as a form of payment for psychological services is,professional_psychology,test-00000-of-00001,A,"Bartering as a form of payment for psychological services is

Choices:
A. allowable only if it is not clinically contraindicated and the relationship is not exploitative
B. not allowable under any circumstance
C. allowable only if the dollar value of the psychological service and of the payment service or goods are established in advance
D. allowable only if the psychologist feels char a client would be denied services if barbering were not allowed

Reply with exactly one uppercase letter out of A, B, C, or D.
",107
"When potassium perchlorate, KClO4, dissolves in water, the temperature of the resultant solution is lower than the initial temperature of the components. Which of the following conclusions may be related to this?",high_school_chemistry,test-00000-of-00001,B,"When potassium perchlorate, KClO4, dissolves in water, the temperature of the resultant solution is lower than the initial temperature of the components. Which of the following conclusions may be related to this?

Choices:
A. This is a spontaneous process because it is exothermic.
B. This is a spontaneous process because of an entropy increase.
C. This is a spontaneous process because of an entropy decrease.
D. This is a spontaneous process because it is exothermic.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spent the rent money at the hospital. Scenario 2 | I turned my music up loud while my dad napped.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spent the rent money at the hospital. Scenario 2 | I turned my music up loud while my dad napped.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
Why do mountain climbers at high elevations use oxygen tanks to help them breathe?,,auxiliary_train-00000-of-00001,B,"Why do mountain climbers at high elevations use oxygen tanks to help them breathe?

Choices:
A. At high elevations the ozone layer draws oxygen out of the atmosphere.
B. The atmosphere is less dense at higher elevations so there is less oxygen available.
C. Oxygen is heavier than the other gases in the atmosphere and sinks to lower elevations.
D. Radiation from the Sun splits oxygen molecules into atoms making the oxygen unbreathable.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Scientists are collecting samples from sediment deposits in Biscayne Bay. Test results show that salinity in the bay is increasing. Which human influence might have led to this environmental change?,,auxiliary_train-00000-of-00001,D,"Scientists are collecting samples from sediment deposits in Biscayne Bay. Test results show that salinity in the bay is increasing. Which human influence might have led to this environmental change?

Choices:
A. establishing the bay as a national park in 1980
B. finding sunken ships resting on the floor of the bay
C. collecting marine animals from the bottom of the bay
D. developing power plants along the shoreline of the bay

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"Let G = (V, E) be a finite directed acyclic graph with |E| > 0. Which of the following must be true?
I. G has a vertex with no incoming edge.
II. G has a vertex with no outgoing edge.
III. G has an isolated vertex, that is, one with neither an incoming edge nor an outgoing edge.",college_computer_science,test-00000-of-00001,D,"Let G = (V, E) be a finite directed acyclic graph with |E| > 0. Which of the following must be true?
I. G has a vertex with no incoming edge.
II. G has a vertex with no outgoing edge.
III. G has an isolated vertex, that is, one with neither an incoming edge nor an outgoing edge.

Choices:
A. I only
B. II only
C. III only
D. I and II only

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I showed up to a beach party naked. Scenario 2 | I had leftover fish so I microwaved it at home.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I showed up to a beach party naked. Scenario 2 | I had leftover fish so I microwaved it at home.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
Why do we know more about Neandertals than other extinct species of premodern humans?,prehistory,test-00000-of-00001,B,"Why do we know more about Neandertals than other extinct species of premodern humans?

Choices:
A. Neandertals spread throughout the world and their remains are found on every continent.
B. Neandertals used caves in Europe where their remains were preserved.
C. Neandertal populations were larger and more violent than any other premodern humans, whom they drove to extinction.
D. Neandertals left crude but intelligible written records.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
"It is a 3-year-old’s first day of preschool. When she arrives at her classroom, she holds on tightly to her mother’s hand and watches the other children play. After a few minutes and some coaxing from her teacher, she begins to help another child complete a puzzle. According to Thomas and Chess, what temperament style does this child have?",professional_psychology,test-00000-of-00001,C,"It is a 3-year-old’s first day of preschool. When she arrives at her classroom, she holds on tightly to her mother’s hand and watches the other children play. After a few minutes and some coaxing from her teacher, she begins to help another child complete a puzzle. According to Thomas and Chess, what temperament style does this child have?

Choices:
A. Easy
B. Difficult
C. Slow to warm up
D. Secure

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up the strangers briefcase and ran. Scenario 2 | I sold my cows for money.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up the strangers briefcase and ran. Scenario 2 | I sold my cows for money.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Mary likes English very much. She works hard. She reads English every morning. She likes speaking English. She often listens to the radio. She watches TV only on Saturday evening. Does she like dancing? No, she doesn't. But she likes drawing and singing. Her parents like her very much. And all the teachers and her friends like her, too. Does her father like her?",,auxiliary_train-00000-of-00001,A,"Mary likes English very much. She works hard. She reads English every morning. She likes speaking English. She often listens to the radio. She watches TV only on Saturday evening. Does she like dancing? No, she doesn't. But she likes drawing and singing. Her parents like her very much. And all the teachers and her friends like her, too. Does her father like her?

Choices:
A. Yes, he does.
B. Yes, he is.
C. No, he doesn't
D. No, he isn't.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"According to the DSM-5, patients who meet some but not all of the criteria for a particular diagnosis can still be assigned that diagnosis. This reflects the fact that:",professional_psychology,validation-00000-of-00001,C,"According to the DSM-5, patients who meet some but not all of the criteria for a particular diagnosis can still be assigned that diagnosis. This reflects the fact that:

Choices:
A. The DSM-5 relies on a dimensional rather than a categorical approach to diagnosis
B. The DSM-5 relies on a categorical rather than a dimensional approach to diagnosis
C. The DSM-5 integrates aspects of categorical and dimensional diagnosis
D. The DSM-5’s approach to diagnostic classification is not valid

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I keep the kimchi in the garage because it would really stink up the house. Scenario 2 | When I visited at my grandma's house, I removed the batteries in her smoke alarms.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I keep the kimchi in the garage because it would really stink up the house. Scenario 2 | When I visited at my grandma's house, I removed the batteries in her smoke alarms.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
Appeal to ignorance is a fallacy that involves,logical_fallacies,test-00000-of-00001,C,"Appeal to ignorance is a fallacy that involves

Choices:
A. determining the conclusion one wants first, then accepting only evidence supporting that conclusion, or interpreting all evidence as support for that conclusion.
B. arguing something is inferior just because it doesn't do something it was never intended to do.
C. arguing that a claim must be true because there is no evidence that it is false.
D. arguing about something when you are ignorant about the subject

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | After school I went to the park to throw bread crumbs at the ducks. Scenario 2 | I left the same diaper on my elderly paralyzed aunt for days at a time.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | After school I went to the park to throw bread crumbs at the ducks. Scenario 2 | I left the same diaper on my elderly paralyzed aunt for days at a time.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Which of the following statements is correct?
",nutrition,test-00000-of-00001,A,"Which of the following statements is correct?


Choices:
A. Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin
B. Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin
C. Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin
D. Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I like to give strangers a kiss when they aren't expecting it. Scenario 2 | I put a leash around a dragon and taught it to roll over and play dead.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I like to give strangers a kiss when they aren't expecting it. Scenario 2 | I put a leash around a dragon and taught it to roll over and play dead.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Statistical regression is a potential threat to a study’s internal validity when:,professional_psychology,test-00000-of-00001,C,"Statistical regression is a potential threat to a study’s internal validity when:

Choices:
A. there is a statistically different number of participants in the study’s treatment groups.
B. there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.
C. participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.
D. the researcher is unable to randomly assign participants to the different treatment groups.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?,professional_medicine,test-00000-of-00001,C,"A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?

Choices:
A. Lesser peritoneal cavity
B. Mesometrium
C. Pouch of Douglas
D. Uterine cavity

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
Bowlby's maternal deprivation thesis claimed that:,sociology,test-00000-of-00001,B,"Bowlby's maternal deprivation thesis claimed that:

Choices:
A. mothers who are living in poverty cannot afford to give their children the resources that other children enjoy
B. children deprived of an early, secure attachment to their mother are prone to suffer physically, intellectually and socially in later life
C. 'mothering' is a socially constructed activity identified in the narratives of new mothers
D. deprivation is something children inherit, usually through their mother's side

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put saran wrap over the sleeping baby. Scenario 2 | I left the bartender a large tip in their tip jar.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put saran wrap over the sleeping baby. Scenario 2 | I left the bartender a large tip in their tip jar.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
Which is true of the origins of Minoan civilization?,prehistory,test-00000-of-00001,C,"Which is true of the origins of Minoan civilization?

Choices:
A. Crete was colonized by the Egyptians, who called the island ""Minoa.""
B. Early humans crossed a land bridge to Crete around 150,000 B.P. and gradually became Minoans.
C. Crete was populated by Greeks and others, but Minoan culture was a local development.
D. Cretan culture was a mix of Egyptian and Mesopotamian elements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"My name is Mary. I'm a student. I'm twelve. My father is a policeman. My mother is a nurse. Nick is my brother. We are all at home today, because today is Sunday. My brother Nick is a student, too. We are in the same school. There are thirty-five classes in our school. My classroom is very big. What's Mary's mother?",,auxiliary_train-00000-of-00001,C,"My name is Mary. I'm a student. I'm twelve. My father is a policeman. My mother is a nurse. Nick is my brother. We are all at home today, because today is Sunday. My brother Nick is a student, too. We are in the same school. There are thirty-five classes in our school. My classroom is very big. What's Mary's mother?

Choices:
A. She is a teacher.
B. She is a student.
C. She is a nurse.
D. She is a doctor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the hungry dog lots of kibble when I got home. Scenario 2 | I kept the princess in the dungeon of the castle.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the hungry dog lots of kibble when I got home. Scenario 2 | I kept the princess in the dungeon of the castle.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
" Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture or China's promoting human rights is a necessary condition for South Africa's supplying diamonds.",formal_logic,test-00000-of-00001,A," Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture or China's promoting human rights is a necessary condition for South Africa's supplying diamonds.

Choices:
A. (E ⊃ F) ∨ (S ⊃ C)
B. (F ⊃ E) ∨ (C ⊃ S)
C. (E ⊃ F) ∨ (C ⊃ S)
D. (F ⊃ E) ∨ (S ⊃ C)

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
The greatest Egyptian pyramids at Giza were built:,prehistory,test-00000-of-00001,A,"The greatest Egyptian pyramids at Giza were built:

Choices:
A. as burial monuments for the pharaoh Khufu, Khufu's son Khafre, and Khufu's grandson Menkaure.
B. by slaves who were coerced and worked under the threat of death, as described in the book of Exodus of the Old Testament.
C. in the construction frenzy of the 6th dynasty.
D. all of the above.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
Which would be the easiest way to burn an iron nail?,high_school_chemistry,test-00000-of-00001,C,"Which would be the easiest way to burn an iron nail?

Choices:
A. Hold an iron nail with crucible tongs, and heat strongly in the flame of a Bunsen burner.
B. Use the method in (A), but use an oxyacetylene torch to reach a higher temperature.
C. Grind the nail into very small, dust-sized particles, and spray them into a flame
D. Dissolve the nail in acid to make the oxide.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
Found:A black watch Is this your watch?It is found in the classroom. Please call Jessica at 36206018. Lost:My school card My name is David Hand. The number of my school card is 20070107. Please call me at 33429703 or my friend Judy. Her phone number is 33073061. Thank you. _  school card is lost.,,auxiliary_train-00000-of-00001,C,"Found:A black watch Is this your watch?It is found in the classroom. Please call Jessica at 36206018. Lost:My school card My name is David Hand. The number of my school card is 20070107. Please call me at 33429703 or my friend Judy. Her phone number is 33073061. Thank you. _  school card is lost.

Choices:
A. Jessica's
B. Judy's
C. David's
D. My

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
"My name's Mary. This is my family tree. These are my parents. Their names are Bill and Grace Brown. Those are my grandparents. Their names are Hery and Linda Brown. This is my uncle. His name is John. That boy is my brother. His name is Tony. This is Susan. She is my uncle's daughter. ,. (2,10) Tony and Mary are Susan's   _  .",,auxiliary_train-00000-of-00001,D,"My name's Mary. This is my family tree. These are my parents. Their names are Bill and Grace Brown. Those are my grandparents. Their names are Hery and Linda Brown. This is my uncle. His name is John. That boy is my brother. His name is Tony. This is Susan. She is my uncle's daughter. ,. (2,10) Tony and Mary are Susan's   _  .

Choices:
A. brothers
B. sisters
C. friends
D. cousins

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?",,auxiliary_train-00000-of-00001,B,"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?

Choices:
A. condensation
B. evaporation
C. precipitation
D. erosion

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
I'm a boy. My name is Zhao Ming. I am in No. 34 Middle School. I am in Class 1. My English teacher  is Mr Wang. My Chinese  teacher is Miss Wu. They are good teachers. I love them. I have  a good friend. His name is Tom. He is an English boy. Zhao Ming is a   _  .,,auxiliary_train-00000-of-00001,B,"I'm a boy. My name is Zhao Ming. I am in No. 34 Middle School. I am in Class 1. My English teacher  is Mr Wang. My Chinese  teacher is Miss Wu. They are good teachers. I love them. I have  a good friend. His name is Tom. He is an English boy. Zhao Ming is a   _  .

Choices:
A. girl
B. boy
C. friend
D. teacher

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
Two flowers are both roses. One rose is larger and has more fragrance than the other rose. What advantage will one of the roses most likely gain because of this difference?,,auxiliary_train-00000-of-00001,B,"Two flowers are both roses. One rose is larger and has more fragrance than the other rose. What advantage will one of the roses most likely gain because of this difference?

Choices:
A. The larger rose will have fewer petals than the smaller rose.
B. The larger rose will more easily attract bees than the smaller rose.
C. The smaller rose will have more pollen than the larger rose.
D. The smaller rose will grow faster than the larger rose.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
West is single has no dependents and does not itemize. West provides the following information regarding his current-year‚Äôs return: Long-term capital gain $15000 Percentage depletion in excess of property's adjusted basis 9000 Dividends from publicly-held companies 10000 What is the amount of West's AMT tax preference items?,professional_accounting,test-00000-of-00001,A,"West is single has no dependents and does not itemize. West provides the following information regarding his current-year‚Äôs return: Long-term capital gain $15000 Percentage depletion in excess of property's adjusted basis 9000 Dividends from publicly-held companies 10000 What is the amount of West's AMT tax preference items?

Choices:
A. $9,000
B. $19,000
C. $24,000
D. 34000

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
