ind,activity_label,ctx,answer,final_prompt,len_tk_gemma2_9b_base
13034.0,Health,"[header] How to ease the pain of fibromyalgia [title] Eat as healthy as possible. [step] Having a poor diet may exacerbate stress and anxiety and this can stimulate pain and other symptoms of fibromyalgia. Making healthy food choices cannot only improve your overall health, but may relieve pain and other symptoms of the disorder.",C,"Context:
""[header] How to ease the pain of fibromyalgia [title] Eat as healthy as possible. [step] Having a poor diet may exacerbate stress and anxiety and this can stimulate pain and other symptoms of fibromyalgia. Making healthy food choices cannot only improve your overall health, but may relieve pain and other symptoms of the disorder.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Start your diet by experimenting with different foods and things to find what makes you feel good. When your foods begin to be less healthy and you gain some weight, stop.
B. [title] Recognize what type of diet you need. [step] There are a variety of foods that are able to ease fibromyalgia, such as : [substeps] To lose weight: choose low-fiber and low-sugar foods.
C. [substeps] Consider following an anti-inflammatory diet. This can be helpful for conditions like fibromyalgia.
D. Most people including those suffering from fibromyalgia in their lives have nutrient-rich food choices available. [substeps] Keep a food diary where you record any changes in your eating habits.

Reply with exactly one uppercase letter out of A, B, C, or D.
",261
41794.0,Computers and Electronics,"[header] How to hack a symbian phone with xplore [title] Make sure your phone is formatted or flash with computer. [step] Before you format it, remove your sim card and memory card. Back up all your files.",B,"Context:
""[header] How to hack a symbian phone with xplore [title] Make sure your phone is formatted or flash with computer. [step] Before you format it, remove your sim card and memory card. Back up all your files.""

Which of the following endings best completes the context?

Choices:
A. You'll need to restore them later on. [title] Installation is the next part, but without the lcd emacs, you'll just be hanging out.
B. In case you want to format your symbian phone with code use * 7370 and follow the step that display. If you don't have the security code, use 12345.
C. The connection between your computer and xplore will remain confidential for the life of the game. [title] Open your computer and remove xplore.
D. [substeps] Back up all your data for pc as well. You have to have full pc memory if your phone is dedicated to computer servers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",235
23844.0,Relationships,[header] How to dump your boyfriend nicely [title] Tell him to his face. [step] It's going to hurt him more if you break up with your boyfriend remotely. Never text dump a boyfriend unless you want to cause him more pain.,D,"Context:
""[header] How to dump your boyfriend nicely [title] Tell him to his face. [step] It's going to hurt him more if you break up with your boyfriend remotely. Never text dump a boyfriend unless you want to cause him more pain.""

Which of the following endings best completes the context?

Choices:
A. Even a casual text can go a long way toward hurting him. Be clear about what you want from your boyfriend in order to help him feel less hurt when he experiences more pain, not to mention improve your chances of having a good time.
B. Try to keep your texts straight forward, telling him that you're going to dump him remotely. [substeps] Don't text him while he's wearing his headphones.
C. Just telling him you'll text dump him isn't going to make him feel better-it will only make him more insecure. Make sure you let him know how sad or hurt you are about the breakup, too.
D. That's the worst possible way to go about it. [substeps] Dumping your boyfriend by telephone, skype, face time, over social media, or by email are also cold approaches you shouldn't use.

Reply with exactly one uppercase letter out of A, B, C, or D.
",276
37710.0,Food and Entertaining,"[header] How to turn over a new leaf [title] Identify negative habits. [step] Some habits are bad for your physical health, while others may be bad for your mental or emotional health. However, many habits are good, and having habits helps you navigate the world everyday.",D,"Context:
""[header] How to turn over a new leaf [title] Identify negative habits. [step] Some habits are bad for your physical health, while others may be bad for your mental or emotional health. However, many habits are good, and having habits helps you navigate the world everyday.""

Which of the following endings best completes the context?

Choices:
A. [substeps] For example, if you used to love to read, see if you remember to read. Now is a good time to begin replacing that not-so-great reading.
B. [substeps] Find patterns in how you think about yourself. Recall a recurring event, memory or a feeling you have in the past.
C. [substeps] Know what your habit is before trying to undo it. Your habit could include having trouble keeping your office orderly, having more drinks than your coworkers, or avoiding caffeine.
D. As you move through your daily routine, try to identify which habits are bad, damaging, or otherwise hindering your ability to succeed. This can help you identify and isolate the habits that need changing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",249
21618.0,Personal Care and Style,"[header] How to wear a pleated skirt [title] Use stitch down pleats for a larger stomach. [step] Stitch down pleats tend to lay flatter than other pleated skirts. If you have a larger stomach, stitch down pleats can be flattering.",B,"Context:
""[header] How to wear a pleated skirt [title] Use stitch down pleats for a larger stomach. [step] Stitch down pleats tend to lay flatter than other pleated skirts. If you have a larger stomach, stitch down pleats can be flattering.""

Which of the following endings best completes the context?

Choices:
A. Do not loop the fabric in or around the seam. Other ways to cope with gathered pleats include : [substeps] Cross your skirt in the area where your waist meets your hips.
B. They create a slimming effect and minimize the appearance of your stomach. [title] Wear accordion pleats for an hourglass figure.
C. They can help you stretch your lower half and look wider. They should also hide any blemishes you may have, cause your blush to run away, and make your blouse look thicker.
D. [title] Crochet with patterned pleats if you have eclectic prints or boring patterns. [step] A pleated skirt has a tendency to show a lot more if you use patterns.

Reply with exactly one uppercase letter out of A, B, C, or D.
",237
34554.0,Health,"[header] How to feel less hungry [title] Have a few glasses of water. [step] Water can pass through your digestive system very quickly, but it can still help decrease your appetite. Sip water and stay hydrated throughout the day to keep your stomach from feeling empty and your hunger levels down.",B,"Context:
""[header] How to feel less hungry [title] Have a few glasses of water. [step] Water can pass through your digestive system very quickly, but it can still help decrease your appetite. Sip water and stay hydrated throughout the day to keep your stomach from feeling empty and your hunger levels down.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Liquids can help keep your stomach from bloated. Water should never be consumed in at least three days.
B. [substeps] You can also try drinking hot water with lemon and cayenne pepper. Cayenne pepper can help to suppress your appetite and help your stomach stay settled and feel full.
C. Dehydration is another culprit. [substeps] Try to be as centered as possible on your meals.
D. [title] Replace sugary snacks with real foods and flavored liquids. [step] Within 30 minutes after eating something sweet, you'll feel satisfied and less thirsty.

Reply with exactly one uppercase letter out of A, B, C, or D.
",225
750.0,Personal Care and Style,"[header] How to do 50s hairstyles for short hair [title] Do a side part. [step] To start creating a pin up style, brush your hair out like you normally would. Then, brush your hair into a side part.",C,"Context:
""[header] How to do 50s hairstyles for short hair [title] Do a side part. [step] To start creating a pin up style, brush your hair out like you normally would. Then, brush your hair into a side part.""

Which of the following endings best completes the context?

Choices:
A. Keep doing this step until you have all of your hair in a side part. [title] Keep your hair in this side part when you style it.
B. Half of the time you may need to comb your hair over to create less volume, and the other half of the time, you may need to hold your hair in a side part. [substeps] You can make sure you do both sides of your hair however desired.
C. You can part your hair on whichever side of your head is most flattering for you. [title] Section off the front of your hair.
D. Secure the hair to your head with bobby pins. [substeps] You can leave your hair down throughout the day or on the weekends so that it's just naturally part-down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",253
8532.0,Computers and Electronics,"[header] How to draw matryoshka in flash [title] We will start by opening new flash file (actionscript 3.0). [title] Go to view-snapping, and turn off (uncheck) all the snaps there. [title] With an oval tool draw a circle on the stage by holding the shift key.",C,"Context:
""[header] How to draw matryoshka in flash [title] We will start by opening new flash file (actionscript 3.0). [title] Go to view-snapping, and turn off (uncheck) all the snaps there. [title] With an oval tool draw a circle on the stage by holding the shift key.""

Which of the following endings best completes the context?

Choices:
A. [title] Draw another circle on the ground by putting it on top of the circle. [title] Let down some snaps by holding the drag down button then clicking zoom.
B. [title] Choose a corner or add a rectangle. [title] Select the center space and add a square.
C. [step] You can change the color of the circle by clicking on it with the selection tool, and choosing the fill color in the color palette (window-color), and stroke color to none. It will be the matryoshka's headscarf.
D. [title] When you are done of step 1, name, and click ok. [title] If you let go of the shift shift, the circle will disappear from the flash file and.

Reply with exactly one uppercase letter out of A, B, C, or D.
",273
18135.0,Home and Garden,[header] How to nurse a potted plant back to health [title] Find out what kind of plant it is. [step] Miniature roses are very different from cacti or succulents. A little palm tree is not the same as african violets.,A,"Context:
""[header] How to nurse a potted plant back to health [title] Find out what kind of plant it is. [step] Miniature roses are very different from cacti or succulents. A little palm tree is not the same as african violets.""

Which of the following endings best completes the context?

Choices:
A. Some plants are very picky about where and how they live. Check a garden book or take the plant to a local nursery if you want to positively identify it.
B. Tiny plants with medium-sized leaves can make the bed as long as the plant is in a pot with a lid that leaves the plant upright. The world it comes from loves potted plant varieties (there are not endless varieties available.
C. The largest, healthier plants are most likely not nurled by a rice bush. [title] Take the plant to its new location.
D. If a plant is too small or very tall, the plant will rot and die. [substeps] A castor plant, african violets are always somewhat leafy, black with veins all around, with leaves that prune away about 15 years of age.

Reply with exactly one uppercase letter out of A, B, C, or D.
",254
27209.0,Health,"[header] How to get rid of tobacco smell fast [title] Throw away cigarette butts and ash. [step] Cigarette butts, half-smoked cigars, and ash can leave a strong lingering smell of tobacco indoors. Throwing the butts and ashes into indoor trash bins will only transfer the smell into another room.",D,"Context:
""[header] How to get rid of tobacco smell fast [title] Throw away cigarette butts and ash. [step] Cigarette butts, half-smoked cigars, and ash can leave a strong lingering smell of tobacco indoors. Throwing the butts and ashes into indoor trash bins will only transfer the smell into another room.""

Which of the following endings best completes the context?

Choices:
A. If you must throw away these items, make sure they go in a trash bag safely. [substeps] If you are using a dumpster for human waste, make sure you throw out all tobacco-related trash you find in the dumpster.
B. [substeps] As smoking stops, the smells will significantly evaporate from the room. You'll have to account for the temporary smell and let the smoke immediately return.
C. If the smell still persists, throw away the ones, and stash the equivalent of a lung. [substeps] There are multiple options for accidental combustion when you smoke a cigarette.
D. Dispose of the butts and the ashes in a bag and move the bag outside. This will eliminate some of the initial smell.

Reply with exactly one uppercase letter out of A, B, C, or D.
",254
12735.0,Computers and Electronics,[header] How to play 100 floors [title] Launch 100 floors and tap on the green button to the right of the elevator. [step] This opens the elevator doors. [title] Tap on the green arrow located inside the elevator.,C,"Context:
""[header] How to play 100 floors [title] Launch 100 floors and tap on the green button to the right of the elevator. [step] This opens the elevator doors. [title] Tap on the green arrow located inside the elevator.""

Which of the following endings best completes the context?

Choices:
A. [step] This will bring you to the elevator's underground floor. [title] Place or place a hand on the elevator door and guide the door that hangs up into the air away from you.
B. [step] Now you can choose what subfloor you will be playing on. [substeps] Alternatively, you can tap on any floor except the ceiling.
C. [step] After solving the puzzle on each level, the elevator doors will open to reveal the green arrow, which you must tap on to advance to the next level. [title] Look for clues on every floor to help you advance to the next level.
D. [step] You will enter 100 floors on the second floor. [title] Tap on the security checkpoint at the bottom of the elevator.

Reply with exactly one uppercase letter out of A, B, C, or D.
",260
22306.0,Home and Garden,"[header] How to extend your gardening season [title] Learn about your garden's microclimate. [step] If this is your first year gardening in the space, walk around the area and pay attention to things that will impact growing conditions. Being aware of temperature, wind, and sunlight differences across your garden will help you choose plants that will thrive in different conditions.",D,"Context:
""[header] How to extend your gardening season [title] Learn about your garden's microclimate. [step] If this is your first year gardening in the space, walk around the area and pay attention to things that will impact growing conditions. Being aware of temperature, wind, and sunlight differences across your garden will help you choose plants that will thrive in different conditions.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Look at the plants you've started to identify and see if they produce enough water each season. Whatever species of plants you have, your garden should have enough water to grow and grow.
B. [substeps] Place your plants near a window where the open air gets most of the sunlight without blocking it out. Space them in rows that are far apart so you can also protect your plants from harm, such as birds, squirrels, and insects.
C. Every time an insect strikes the spot, a plant gets another insect. Since nearby plants will cost you money, it will only be the plants you use to harvest them.
D. To understand your microclimate, consider : [substeps] How rainwater flows or settles across areas of your yard and how well-draining the soil is. If there are shelters, walls, or hedges that provide shade from above or trap heat by closing off the space.

Reply with exactly one uppercase letter out of A, B, C, or D.
",306
25950.0,Youth,"[header] How to pretend you are not sick [title] Keep an energetic voice intonation. [step] If you want everyone to think that you're not sick, it's important that your energy level appears normal. An easy way to trick people into thinking you're okay is to maintain a healthy level of energy.",C,"Context:
""[header] How to pretend you are not sick [title] Keep an energetic voice intonation. [step] If you want everyone to think that you're not sick, it's important that your energy level appears normal. An easy way to trick people into thinking you're okay is to maintain a healthy level of energy.""

Which of the following endings best completes the context?

Choices:
A. Even if you're not in pain, faking your illness up in front of people helps keep you in control. [substeps] Try not to let your enthusiasm get the best of you, and experiment with different sounds to choose what feels best for you.
B. Don't give off of boredom or joyfulness with your voice. [substeps] Say out loud "" i'm fine.
C. Try to say everything with enthusiasm, and stay away from mumbling. [substeps] Be aware of the tone and pitch of your voice.
D. Here are some things to keep in mind when you practice saying "" i'm fine "" or "" okay "" in front of the camera : [substeps] Before sleeping, avoid using that "" kill me "" coo. Remember that nobody will know whether you're faking it or not.

Reply with exactly one uppercase letter out of A, B, C, or D.
",282
25543.0,Computers and Electronics,"[header] How to set up airplay [title] Verify your ios device is compatible with airplay. [step] To use airplay, you must have an ipad, ipad mini, iphone 4 or later, or the ipod touch 4 g or later. To use airplay with an apple tv, you must have an ipad 2 or later, iphone 4s or later, or the ipod touch 5 g or later.",B,"Context:
""[header] How to set up airplay [title] Verify your ios device is compatible with airplay. [step] To use airplay, you must have an ipad, ipad mini, iphone 4 or later, or the ipod touch 4 g or later. To use airplay with an apple tv, you must have an ipad 2 or later, iphone 4s or later, or the ipod touch 5 g or later.""

Which of the following endings best completes the context?

Choices:
A. [title] Place an internet connection into the earphones. [step] To get the airplay signal, you will need an internet connection and the s-pad itself.
B. [title] Verify you own a device to which content can be streamed using airplay. [step] You can stream content to an apple tv, airport express, or airplay-compatible speakers.
C. [substeps] Before using airplay with an apple tv, you must press and hold the lock button and select "" airplay setup "" (ipad). [title] Connect your ipad to the back of the apple tv.
D. Try updating airplay with the capabilities included with your device. Airplay with airplay that cannot support the ipad is requiring a cable and ipods from the ipad's developer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",295
23280.0,Computers and Electronics,"[header] How to throw a ball faster [title] Hold your hands together at chest height. [step] If you're playing baseball or softball, this will be a familiar position. To begin a fast throw, cup your glove around the ball and hold both directly in front of your sternum.",A,"Context:
""[header] How to throw a ball faster [title] Hold your hands together at chest height. [step] If you're playing baseball or softball, this will be a familiar position. To begin a fast throw, cup your glove around the ball and hold both directly in front of your sternum.""

Which of the following endings best completes the context?

Choices:
A. [title] Hold the baseball with your index finger, middle finger, and thumb. [step] With the ball in your glove, use these 3 fingers to keep a tight grip on the baseball.
B. With your other hand, let your elbows bend in the direction of your chest. If you're fielding, you'll be staying in the air so stay in this position for the entire run.
C. Then slowly step forward, so that your knee and bottom are pointing at the ground, and bring your other leg over the ball. Make sure that you are not twisting, bending, or attempting to juggle the ball; this could risk injuring you.
D. If you're right-handed, place both hands on your chest at shoulder height. Cross your dominant thumb over the other and your right thumb over the head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",274
14761.0,Health,[header] How to use dance movement therapy [title] Find a certified dance therapist. [step] Search for a therapist who is qualified to provide dance and movement therapy. The person should be a registered dance therapist.,C,"Context:
""[header] How to use dance movement therapy [title] Find a certified dance therapist. [step] Search for a therapist who is qualified to provide dance and movement therapy. The person should be a registered dance therapist.""

Which of the following endings best completes the context?

Choices:
A. Three-dimensional and dynamic dance therapy will be hard for a dance therapist to follow. Asking for a referral can take several months and is expensive.
B. If you are not employed or licensed, you may qualify for regular sessions with her or him. If you work at a dance studio, you might want to consider a person with a dance degree through the national dance accreditation council (a&r) or the accreditation (tacp) commission on dance activity therapy.
C. This means they've completed extensive training in clinical work using dance therapy and can provide high quality care. [substeps] You may find a dance therapist through a program at a local hospital or at a therapy clinic.
D. There are other career paths than dance therapy, like dance or music therapy, but these do require evaluation by an independent therapist. Evaluate the methods the dance therapist uses to improve your technique and control your dance moves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",270
25846.0,Health,"[header] How to start the day off right [title] Wake up at a good time. [step] Wake up early so that you can live an hour more. This means giving yourself plenty of time to awaken, stretch and get ready.",D,"Context:
""[header] How to start the day off right [title] Wake up at a good time. [step] Wake up early so that you can live an hour more. This means giving yourself plenty of time to awaken, stretch and get ready.""

Which of the following endings best completes the context?

Choices:
A. Avoid going to sleep earlier than you normally would-do what you do--eat breakfast, make coffee and sit down to eat your breakfast at a time that is safe and convenient. Wake up 20-30 minutes earlier as well.
B. Take advantage of this time by not checking your phone or using time-checking-until just before bed. It will also make it easier to get out of bed and get dressed later.
C. [substeps] If you need to wake up at a certain time, make a habit of waking up at 10am and getting ready for work a few hours before your scheduled wake up time time time to establish a habit. Stick to this goal throughout the day or get up to do something, like a quick workout or a relaxing tea session.
D. Waking up with just enough time to rush out the door is stress-inducing and not a good start to your day. Instead, go to bed early enough to allow you to awake refreshed and with time to do everything at a good, even pace.

Reply with exactly one uppercase letter out of A, B, C, or D.
",307
4320.0,Drum corps,"They are then followed by a group of dancing girls that are all dressed in the same outfits that are red, white and black, but some are wearing white tops and the others are wearing red tops. they",B,"Context:
""They are then followed by a group of dancing girls that are all dressed in the same outfits that are red, white and black, but some are wearing white tops and the others are wearing red tops. they""

Which of the following endings best completes the context?

Choices:
A. keep twirling around and twirling and going back and fourth and another young boy tries to keep up and is batted hard.
B. are then followed by a very large band that are playing different instruments and they are all in sync and one woman is enjoying it so much that she begins to dance while the band plays on.
C. are all standing in the same place with bikinis on, walking around the dance floor in shoes and underwear with others around them watching them.
D. are seen spinning around in circles and babies line up watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",194
10369.0,Painting furniture,A person in a protective white suit and goggles sprays a surface with purple paint using a spray gun in a room with white walls and floors. The person then spins the surface around on a spinning table and paints the sides. the finishes matte product,C,"Context:
""A person in a protective white suit and goggles sprays a surface with purple paint using a spray gun in a room with white walls and floors. The person then spins the surface around on a spinning table and paints the sides. the finishes matte product""

Which of the following endings best completes the context?

Choices:
A. over hangs in the living room and then a black screen appears with various slogans on it.
B. is shown with purple words over which have "" are rights to spray fire) "" written and "" makes shows "".
C. is shown, dried, in the plain white room where the painting happened.
D. is then applied and paint is applied to the tip of the hand and fluid is dripped on the surface.

Reply with exactly one uppercase letter out of A, B, C, or D.
",176
17621.0,Education and Communications,"[header] How to make a volcano [title] Lay down a sheet of wax paper. [title] Place a container at the center. [step] Use a container (soda can, mason jar, plastic bottle, etc.",C,"Context:
""[header] How to make a volcano [title] Lay down a sheet of wax paper. [title] Place a container at the center. [step] Use a container (soda can, mason jar, plastic bottle, etc.""

Which of the following endings best completes the context?

Choices:
A. ) to catch any moisture, as a volcano can steam out debris more quickly. [substeps] Be sure to place the lid securely.
B. ) to hold the volcano (s). [title] Cut a candy thermometer from the wax paper.
C. ) to form the center of your volcano. This is where you will mix your lava! [title] Use clay to make the rest of the volcano.
D. ) to hold all the water in the volcano, if there are any. If there isn't a container, fill it with ice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",203
1339.0,Food and Entertaining,"[header] How to make brownies in a mug [title] Use a clean, ceramic, microwave-safe mug. [step] It shouldn't have any metal on it. In general, a simple, unadorned ceramic mug is going to work the best.",C,"Context:
""[header] How to make brownies in a mug [title] Use a clean, ceramic, microwave-safe mug. [step] It shouldn't have any metal on it. In general, a simple, unadorned ceramic mug is going to work the best.""

Which of the following endings best completes the context?

Choices:
A. [title] Pour the brownie batter into the mug. [step] Do this a few times while you're waiting for your brownies to rise on top.
B. [substeps] Scoop a good amount of the batter into the mug. If you try to use the mug from the bottom and the bottom of the mug did not fill it up yet, you won't be able to fill it up fully and get the brownies moist.
C. [title] Mix up the 1/4 cups flour/sugar, and 2 tablespoons cocoa in a mug. [step] Take the dry ingredients and blend them up well.
D. [title] Cut the round, hollow side out of the mug. [step] Use a sharp kitchen knife or kitchen spatula to carefully cut the round, hollow side down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",263
9651.0,Computers and Electronics,"[header] How to make a beautiful and efficient ppt [title] Write the outline of your ppt on papers at first, the more detailed the better. [step] Write your outline as one title one page. [title] Open ppt but don't use any templates.",C,"Context:
""[header] How to make a beautiful and efficient ppt [title] Write the outline of your ppt on papers at first, the more detailed the better. [step] Write your outline as one title one page. [title] Open ppt but don't use any templates.""

Which of the following endings best completes the context?

Choices:
A. [step] Skip one, and go back and repeat these steps on the next page. Do this until you have a comprehensive draft, sometimes it works better to go back and sketch out more detailed sub-steps once more.
B. [title] Write about ten pages, which should be about 24 pages, depending on the type of paper you are including. [title] Write about the details of your argument, or about a key theorem.
C. [step] Write out or copy the content that is suitable for the titles and revise the words. Make the content of each page as a point with "" project number "".
D. [step] Simply put ideas in them step by step. [title] Make only one outline, and some ideas in the edited script.

Reply with exactly one uppercase letter out of A, B, C, or D.
",256
250.0,Sports and Fitness,"[header] How to take a professional quality portrait of your pet [title] Consider having an assistant or handler for the animal. [step] It is almost impossible to work with the animal, get the pose you want, get back to the camera and get the shot...after checking the focus. [title] Use natural light.",D,"Context:
""[header] How to take a professional quality portrait of your pet [title] Consider having an assistant or handler for the animal. [step] It is almost impossible to work with the animal, get the pose you want, get back to the camera and get the shot...after checking the focus. [title] Use natural light.""

Which of the following endings best completes the context?

Choices:
A. [step] This is going to be a whole lot easier if you're in a dark place. [title] If you can, take your shot in a bright or dim location, the lighting helps a lot.
B. [step] Try shining it directly on the animal to see if it is moving around. If it is standing or staying still, then the camera is on them.
C. [step] Direct light is good but it is not as good as pure sunlight. Most models work indoors, inside the house.
D. [step] If you can't go outside, then try using a well lit room, or a patio door with a lot of light coming in from the outside. It is less hot than strobe lights and is less location-dependent.

Reply with exactly one uppercase letter out of A, B, C, or D.
",267
81.0,Food and Entertaining,"[header] How to have a medieval pretty princess party [title] Include face painting. [step] You can pay your babysitter or hire a professional character to come in and face paint. If your babysitter needs instructions on how to face paint you can direct her to the wikihow article on face painting titled "" how to face paint a child as a butterfly "".",C,"Context:
""[header] How to have a medieval pretty princess party [title] Include face painting. [step] You can pay your babysitter or hire a professional character to come in and face paint. If your babysitter needs instructions on how to face paint you can direct her to the wikihow article on face painting titled "" how to face paint a child as a butterfly "".""

Which of the following endings best completes the context?

Choices:
A. You can take this tutorial in the near future to better familiarize your child and get her so used to the idea of face painting. [title] Make a dress that you like for your princess like party.
B. [substeps] A child as a fairy also comes in). Give them a flower or two that shows how they were portrayed in medieval times.
C. This article covers the basic techniques and gives you information on the paint and supplies that you will need. Look at the pictures on this article for samples of face painting.
D. [title] Practice certain word-words such as princess, girly, mundane and exotic. [step] You can add friends or animals to the scene.

Reply with exactly one uppercase letter out of A, B, C, or D.
",256
35313.0,Computers and Electronics,"[header] How to update your graphics driver [title] Click on the "" start "" button. [title] Type "" update "" into the search box and select "" windows update "" from the available options. [step] The control panel will open.",D,"Context:
""[header] How to update your graphics driver [title] Click on the "" start "" button. [title] Type "" update "" into the search box and select "" windows update "" from the available options. [step] The control panel will open.""

Which of the following endings best completes the context?

Choices:
A. Click on the "" start "" button to begin. [title] Select the "" software updates "" option from the menu at the top of windows update.
B. [title] Click on "" restore "" to begin the process. [title] Click on the "" restarting "" button located at the bottom of the windows update page.
C. If a pop-up window appears, click on "" ok "" and browse for this program. [title] Configure removable drives.
D. [title] Click on "" check for updates "" in the left pane of control panel. [step] A list of available updates will display on-screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",221
9433.0,Family Life,"[header] How to use screen time to encourage physical play [title] Take advantage of breaks to play. [step] If you watch television as a family, make commercial breaks active time. Hold a contest to see who can do the most pushups or situps.",B,"Context:
""[header] How to use screen time to encourage physical play [title] Take advantage of breaks to play. [step] If you watch television as a family, make commercial breaks active time. Hold a contest to see who can do the most pushups or situps.""

Which of the following endings best completes the context?

Choices:
A. Many tv commercials will prohibit the continual use of screen time, and may lessen the number of pushups and situps involved. This will keep the audience engaged and enthusiastic, and everyone in their family will know when there is a 20 minute break.
B. Have special activities that you do as a family when breaks occur in screen time. [substeps] For example, have your children create a dance together or an art project during breaks, then show it off at the end of the show.
C. When the time comes, host a contest to see who will win. [title] Limit the periods of your "" alone time "" by fewer and fewer minutes.
D. A few daytime walks will put everyone in a good mood; a movie or afternoon session can increase or decrease the amount of time. [substeps] If you're watching different tv programs, you can also find temporary playing guidelines online.

Reply with exactly one uppercase letter out of A, B, C, or D.
",283
23351.0,Pets and Animals,[header] How to brush a cat [title] Wear sterilized rubber gloves. [step] This is a precautionary measure if you find signs of irritation on your cat's skin. You'll be less likely to pass germs into any open wounds.,D,"Context:
""[header] How to brush a cat [title] Wear sterilized rubber gloves. [step] This is a precautionary measure if you find signs of irritation on your cat's skin. You'll be less likely to pass germs into any open wounds.""

Which of the following endings best completes the context?

Choices:
A. Also, make sure that you wear gloves and that the skin is cleaned before you begin any brushing. [substeps] For instance, you could hold your cat upright on your lap while brushing its hair.
B. [substeps] Latex or vinyl gloves will work as long as they include rubber. Rubber gloves have an additional layer and can be removed in about 30 minutes.
C. This will also prevent the spread of the bacteria that causes the itching and skin irritation. To keep your cat's skin clean and free of bacteria, wear rubber gloves for the purposes of dust inhalation and brushing.
D. If you find ticks, you'll be able to remove them before they can do further harm to your cat. [title] Recognize what healthy fur and skin look like.

Reply with exactly one uppercase letter out of A, B, C, or D.
",252
41078.0,Food and Entertaining,"[header] How to make apple puree [title] Wash and peel your apples. [step] You can use whatever kinds of apples you'd like for this recipe, although sweeter, less tart apples are typically better for baby food. Fuji and gala apples are both sweet and cook great, and granny smith apples actually sweeten when you cook them.",A,"Context:
""[header] How to make apple puree [title] Wash and peel your apples. [step] You can use whatever kinds of apples you'd like for this recipe, although sweeter, less tart apples are typically better for baby food. Fuji and gala apples are both sweet and cook great, and granny smith apples actually sweeten when you cook them.""

Which of the following endings best completes the context?

Choices:
A. Although you're going to be removing the peel from the apples, it's best to wash them thoroughly first just so you start with a clean piece of fruit. After they are washed and dried, use a vegetable peeler to remove the skin.
B. [substeps] Some recipes call for whipping apples with both your hands. This only helps with the sweetness! [title] Chop up 2 dozen or more apples.
C. [substeps] Wash apple pieces and cut them off with a knife. Run them under cold water until they're dry, then wipe them with a paper towel.
D. [title] Check your apples for honey and brown sugar. [step] Although you may already have honey in your first batch, it's usually best to check since it's usually only available in very small amounts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",284
38539.0,Sports and Fitness,[header] How to get a gun license in north carolina [title] Meet the age and residential qualifications. [step] You must be 18 years old and a resident of the county in which you are applying for at least 30 days. You must also have a north carolina (nc) driver's license or id card displaying your current residential address.,A,"Context:
""[header] How to get a gun license in north carolina [title] Meet the age and residential qualifications. [step] You must be 18 years old and a resident of the county in which you are applying for at least 30 days. You must also have a north carolina (nc) driver's license or id card displaying your current residential address.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If you are a resident alien, then you must bring your social security card, resident alien card, and a nc driver's license or id card. If you are a naturalized citizen, then you must bring a valid u.s.
B. Your daily commutation history also pertains to the subject matter of your identification. [substeps] Driving history is also an area to focus on.
C. If you do not have a nc, you will not get a gun license. [title] Attach a debit card to your residency card.
D. [title] Decide if you want to drive a taxi, motorcycle or car. [step] If you are self-employed and not a resident of the county, you are subject to a waiver in exchange for your license.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
14201.0,Rock-paper-scissors,Guys are in a wood surface playing rock paper scissors and the loser is given a wooden hit in the nuts and fell to the floor. Man is talking to camera and other guys are in the back adn then talking to the winner. they,A,"Context:
""Guys are in a wood surface playing rock paper scissors and the loser is given a wooden hit in the nuts and fell to the floor. Man is talking to camera and other guys are in the back adn then talking to the winner. they""

Which of the following endings best completes the context?

Choices:
A. are playing round two o rock paper scissors and again the loser is fiven a wooden hit in the nuts and a man is talking to the camera.
B. sit in a scuba tank and play rock paper scissors and the winner dives into the water.
C. are both fiddling with the hands on the table and talking in front of the camera.
D. re in the black screen and another guy s asking the loser to autograph on his chest.

Reply with exactly one uppercase letter out of A, B, C, or D.
",183
