ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_instruct
48957.0,Ironing clothes,"This little baby is shown pretending to iron her clothes. First she irons her shirt, then she irons her folded red sweater. then she",B,"Context:
""This little baby is shown pretending to iron her clothes. First she irons her shirt, then she irons her folded red sweater. then she""

Which of the following endings best completes the context?

Choices:
A. irons the blouse while the baby smiles a lot.
B. irons her blue jean shorts.
C. makes sure to get all the creases out.
D. folds the shirt, tosses it in the trash and talks to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31584.0,Wrapping presents,"A gold ornament is shown hanging from a christmas tree. Two women are on the floor, wrapping presents. they",D,"Context:
""A gold ornament is shown hanging from a christmas tree. Two women are on the floor, wrapping presents. they""

Which of the following endings best completes the context?

Choices:
A. start by spinning a silver disc, pulling eving paper.
B. are such a success, they're numerous.
C. are wrapping the boxes separately, revealing the wrapping paper inside and the gold ribbon on the ends.
D. cut the paper and tape it around boxes before adding bows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
35616.0,Cutting the grass,A large yard is seen followed by a man moving in and out of frame. the man,C,"Context:
""A large yard is seen followed by a man moving in and out of frame. the man""

Which of the following endings best completes the context?

Choices:
A. then travels through areas while being seen moving all over the yard.
B. moves out of frame multiple times while people play soccer on the beach.
C. uses a lawn mower up and down the yard.
D. then puts a tire on a bike and installs some wheels onto it and parts of the bike.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
12658.0,Ironing clothes,A woman doing a presentation on how to iron a shirt. She is discussing the shirt and brings out a startch spray. she,B,"Context:
""A woman doing a presentation on how to iron a shirt. She is discussing the shirt and brings out a startch spray. she""

Which of the following endings best completes the context?

Choices:
A. pieces together a startch and the continued to talk about it.
B. begins to to use the spray on the shirt.
C. demonstrates how to use the spray while showing her work out technique.
D. thanks the host for his help and shows off the shirt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
19402.0,Baking cookies,"We see two men mixing something in a large silver bowl, and another using his hand to mix something in a vat. the men",D,"Context:
""We see two men mixing something in a large silver bowl, and another using his hand to mix something in a vat. the men""

Which of the following endings best completes the context?

Choices:
A. place no ingredient into the bowl, and we see the end screen.
B. then place a dollar on the table.
C. shake their heads and we see the ending title screen.
D. begin piping cake mix into cupcake cups and put them in the oven.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
37342.0,Making a lemonade,Two boys are alone in a room. They have a table covered in ingredients. they,C,"Context:
""Two boys are alone in a room. They have a table covered in ingredients. they""

Which of the following endings best completes the context?

Choices:
A. put out bottle and water, then dip the knife in the bottle and cut a tomato.
B. are shown decorating the table with displaying jars filled with different items.
C. squeeze juice into a mug, then add the other ingredients to make a drink.
D. place the ingredients on the table.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
28132.0,Carving jack-o-lanterns,A person is carving a pumpkin outside. They are taking the inside seeds out of the pumpkin. they,C,"Context:
""A person is carving a pumpkin outside. They are taking the inside seeds out of the pumpkin. they""

Which of the following endings best completes the context?

Choices:
A. are putting rings around the insides and decorations on the outside.
B. cut the insides up and put the insides into a bag.
C. put a candle in the pumpkin.
D. cut out the insides and put it into pumpkins as the stars appear in the sky.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
29384.0,Ice fishing,A person's hand is seen reeling in a rod with other people standing around him. the person,C,"Context:
""A person's hand is seen reeling in a rod with other people standing around him. the person""

Which of the following endings best completes the context?

Choices:
A. then dips the rod into a bucket and pumps it up and down several times.
B. moves around the room and moves a rod between other people.
C. continuously reels in the rod and captures a large fish and presents it to the camera.
D. then goes back to how he began.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
19725.0,Ironing clothes,A man is inside a room in front of a table. He demonstrates how to properly lay a shirt on the table. then he,A,"Context:
""A man is inside a room in front of a table. He demonstrates how to properly lay a shirt on the table. then he""

Which of the following endings best completes the context?

Choices:
A. shows how to use an iron to iron the shirt smoothly.
B. practices with the shirt on its own on the table.
C. puts the shirt over the table and separates shoe acetone to make a square.
D. splits the shirt into two pieces.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
38438.0,Using uneven bars,Several female gymnasts are shown on the bars making different mistakes with their tricks. their coaches,D,"Context:
""Several female gymnasts are shown on the bars making different mistakes with their tricks. their coaches""

Which of the following endings best completes the context?

Choices:
A. are the next ones on the screen taking the tips, reading them in the end.
B. congratulate them right away and they show her stunt on multiple re-runs.
C. help them to smooth out some of the uneven surfaces.
D. are also shown in the video along with them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
11800.0,Mooping floor,He closes an oven door that is open. He continues to mop the floor. He picks the mop up and puts it in the air. he,C,"Context:
""He closes an oven door that is open. He continues to mop the floor. He picks the mop up and puts it in the air. he""

Which of the following endings best completes the context?

Choices:
A. continues mopping the floor then the door.
B. puts a powder on the mop to dry is then goes back to mopping.
C. sets it down and continues mopping.
D. removes the mop from a position near the oven door.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
21145.0,Making a lemonade,A man in red turban stands in a kitchen. He pours some ingredients into a glass. He explains his methods holding a spoon. he,A,"Context:
""A man in red turban stands in a kitchen. He pours some ingredients into a glass. He explains his methods holding a spoon. he""

Which of the following endings best completes the context?

Choices:
A. then finishes the drink with a garnish.
B. holds the spoon in his hands and lifts it up to show the proper position.
C. pours the ingredients into a bowl at the counter.
D. adds salt and peppers into the glass as well.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
29875.0,Vacuuming floor,A backpack vacuum is sitting on the floor. A man puts the backpack on his back. He unplugs the vacuum and plugs it back in. he,D,"Context:
""A backpack vacuum is sitting on the floor. A man puts the backpack on his back. He unplugs the vacuum and plugs it back in. he""

Which of the following endings best completes the context?

Choices:
A. moves it around to the back side where it is vacuum cleaned very well.
B. removes the vacuum and replaces it.
C. turns off the vacuum and cleans the desk with the vacuum back and fourth.
D. starts vacuuming the stairs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
22512.0,Clean and jerk,Then he goes and wipes off his sweat with a towel and lifts the weight bar again and drops it. he,A,"Context:
""Then he goes and wipes off his sweat with a towel and lifts the weight bar again and drops it. he""

Which of the following endings best completes the context?

Choices:
A. then wears an abdominal belt and lifts the weight bar again and drops it.
B. shakes his hand and moves on to the next bar with the burning sensation.
C. claps and hits the bar a couple of times.
D. then sits on a couch and goes bowling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
635.0,Vacuuming floor,A person is assembling a vacuum on the carpet. They plug the vacuum in. They turn the vacuum on and begin vacuuming the floor. they,C,"Context:
""A person is assembling a vacuum on the carpet. They plug the vacuum in. They turn the vacuum on and begin vacuuming the floor. they""

Which of the following endings best completes the context?

Choices:
A. pull the vacuum out and spray it all the way down the hallway.
B. vacuum the bottom of the carpet.
C. take the attachment hose off and vacuum the base boards and stairs.
D. spin the vacuum towards them on their back.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
35131.0,Cheerleading,After some more team-flips the team poses and celebrates as the routine ends. Several members hug and talk. the judges,C,"Context:
""After some more team-flips the team poses and celebrates as the routine ends. Several members hug and talk. the judges""

Which of the following endings best completes the context?

Choices:
A. offer the people awards.
B. adds to the finished routine and a man hugs the team complete with medals.
C. submit their scores and the team anticipates the results.
D. each pin a light piece on a light piece and show plaster under the light piece.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
39190.0,Raking leaves,Woman is standing next to a kid combing the dry leaves with a green rake. a woman and a kid,D,"Context:
""Woman is standing next to a kid combing the dry leaves with a green rake. a woman and a kid""

Which of the following endings best completes the context?

Choices:
A. are washing the leaves in a indoor washer.
B. are walking next to a shoulder moving leaves around.
C. is burying the leafs of the lawn with shovels.
D. are standing on a green grassy yard next to sidewalk raking the leaves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
48879.0,Playing lacrosse,We see a man in a field in a uniform and a net on a stick. The team appears and run towards the goal. Two men fight over the ball. 50,D,"Context:
""We see a man in a field in a uniform and a net on a stick. The team appears and run towards the goal. Two men fight over the ball. 50""

Which of the following endings best completes the context?

Choices:
A. men enter the field and throw the ball.
B. men serve and the ball goes on the pole.
C. team loses and men go to get back up.
D. passes the ball to number 1.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
3254.0,Grooming dog,She then combs the cut hair off the paw. She clips the hair off the back of the paw. fade,D,"Context:
""She then combs the cut hair off the paw. She clips the hair off the back of the paw. fade""

Which of the following endings best completes the context?

Choices:
A. to black and keeps the paw.
B. out to the ends and begin putting the nails to nail with her nail file.
C. sees himself standing in a salon going through the hair and the doctor is then seen doing hair cuts.
D. to black, and the credits occur.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
40568.0,Mixing drinks,The woman begins pouring different alcohols and lemon juice into a glass of ice. The woman shakes the drink mixture and strains it into another glass. the woman,B,"Context:
""The woman begins pouring different alcohols and lemon juice into a glass of ice. The woman shakes the drink mixture and strains it into another glass. the woman""

Which of the following endings best completes the context?

Choices:
A. pours the drink into two separate glass shotglasses.
B. puts a small straw into the drink and holds it up and smiles.
C. pours her original drink into a tall glass.
D. dumps out another glass of drink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
21612.0,Longboarding,A third man is seen in a car next to the man talking. The man wearing the helmet starts down the street on a skateboard. the man,C,"Context:
""A third man is seen in a car next to the man talking. The man wearing the helmet starts down the street on a skateboard. the man""

Which of the following endings best completes the context?

Choices:
A. continues forward as well as back on the skateboard.
B. runs past three other bikes, then stops to talk to a man standing in front.
C. goes down a few very steep hills on his skateboard.
D. wearing the helmet rides his skateboard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
12161.0,Waterskiing,"After picking up speed on the powered boat, their friends jump off and have a great time. a line of rope",B,"Context:
""After picking up speed on the powered boat, their friends jump off and have a great time. a line of rope""

Which of the following endings best completes the context?

Choices:
A. is thrown behind them on the shore of the boat.
B. is thrown out for them to grab onto and it begins.
C. is strung between two trees and they are joined together by two people.
D. is strung between two trees leading into a waterfall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
21818.0,Playing ice hockey,One of the players from the black team hits the puck away from his opponent. the players from the white team,C,"Context:
""One of the players from the black team hits the puck away from his opponent. the players from the white team""

Which of the following endings best completes the context?

Choices:
A. connect the puck and their lead player hits it back to their opponent.
B. hit the puck and its thrown across the court and makes it into the opposing team goal.
C. try to prevent him from hitting a goal.
D. is in a rocky area trying to hit the puck.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
6464.0,Polishing shoes,A boot and supplies are shown sitting on a table. A man then takes the boot and smooths it down. he,B,"Context:
""A boot and supplies are shown sitting on a table. A man then takes the boot and smooths it down. he""

Which of the following endings best completes the context?

Choices:
A. clips the laces tightly and then bottoms the shoe up.
B. proceeds to polish the boot.
C. then hands it to a person and they take off and start playing shuffleboard.
D. jacks up the boot and then puts it back on the table.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
46415.0,Fixing the roof,A camera pans around a roof and shows a person pushing up tiles. More tiles are pushed off of the roof as they pull away items. they,B,"Context:
""A camera pans around a roof and shows a person pushing up tiles. More tiles are pushed off of the roof as they pull away items. they""

Which of the following endings best completes the context?

Choices:
A. stack them up together creating a roof.
B. finish pulling off the tiles.
C. put up several more tiles, pushing them away and welding them together in the end.
D. splice a rug and rip out paper to wrap them in.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
18313.0,Putting in contact lenses,She slowly places the lens into her eyes. She blinks a few times making sure the lens is properly in place. she,C,"Context:
""She slowly places the lens into her eyes. She blinks a few times making sure the lens is properly in place. she""

Which of the following endings best completes the context?

Choices:
A. then opens the lens again to look.
B. then pushes it all into her eyes.
C. then adjusts the lens with her fingers and blinks a few times to assure placement.
D. gradually takes her glasses off and spits it out while laughing to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
15428.0,Playing drums,A young boy is seen smiling to the camera while sitting behind a drum set. Another boy adjusts a microphone while the other begins playing the drums. the second boy,A,"Context:
""A young boy is seen smiling to the camera while sitting behind a drum set. Another boy adjusts a microphone while the other begins playing the drums. the second boy""

Which of the following endings best completes the context?

Choices:
A. dances around and screams into the mic while the first continues to play drums.
B. continues playing while the camera captures his movements.
C. continues to play while the boy continues playing.
D. plays behind a set of drums.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
45619.0,Washing face,A man is talking in front of a camera. He shows off a tube of hair gel. he,D,"Context:
""A man is talking in front of a camera. He shows off a tube of hair gel. he""

Which of the following endings best completes the context?

Choices:
A. shakes some of it out and sprays things on his hair.
B. spoon creates several bees to spread the gel in his hair.
C. brushes and cuts his hair off, leaving bites in the process.
D. then demonstrates how to use the gel by smoothing it into his hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
45007.0,Waterskiing,A person is riding inside a boat on the water. They are dragging a person on water skis. the person,A,"Context:
""A person is riding inside a boat on the water. They are dragging a person on water skis. the person""

Which of the following endings best completes the context?

Choices:
A. stays upright as they are pulled quickly through the water.
B. is being pulled by a jet ski that turns and rocks at every turn.
C. lands in the water and gets up.
D. is riding a ski boat on the water between a large wave in the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
16082.0,Getting a haircut,A boy is seated in a chair at a hair stylist's shop. He is wearing a cape as she turns him side to side. she,C,"Context:
""A boy is seated in a chair at a hair stylist's shop. He is wearing a cape as she turns him side to side. she""

Which of the following endings best completes the context?

Choices:
A. shaves and then dries him with a towel.
B. trims it off over his head.
C. uses clippers to trim and shape his hair.
D. uses large rollers to smooth down his hair and blow dry it in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
33899.0,Making a sandwich,"A child places turkey slices on two pieces of white bread, then adds a slice of cheese. Finally, she adds a layer of miracle whip. she",C,"Context:
""A child places turkey slices on two pieces of white bread, then adds a slice of cheese. Finally, she adds a layer of miracle whip. she""

Which of the following endings best completes the context?

Choices:
A. then spreads butter on that plate, then add jam.
B. takes a bunch of the miracle whip mixed in with sugar and flour.
C. leans forward, taking a large bite of the sandwich.
D. adds the plate of tangled cake dough.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
38082.0,Rope skipping,The man puts his microphone down and shows different ways to jump rope. The man sits on the floor and jumps rope while sitting. he,A,"Context:
""The man puts his microphone down and shows different ways to jump rope. The man sits on the floor and jumps rope while sitting. he""

Which of the following endings best completes the context?

Choices:
A. gets up and jumps rope a few more times before finishing and waving.
B. jumps on a bench and is greeted by other couple.
C. jumps again to check gravity and turn his body.
D. stands up and shows something else in his hand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
30332.0,Doing karate,. a boy and girl in a karate uniform,B,"Context:
"". a boy and girl in a karate uniform""

Which of the following endings best completes the context?

Choices:
A. come running down a street.
B. are playing in front of a camera.
C. attack each other in a karate park on a playground in a concrete ring.
D. gently glide down a long middle with their great opens arm extended and then taunt and then duck and then advance while doing their karate routine in an upward motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
47213.0,Playing beach volleyball,"The words ""aa tournament tatiana schlange playing left on far side"" appear on a black screen. a women's outdoor volleyball tournament",A,"Context:
""The words ""aa tournament tatiana schlange playing left on far side"" appear on a black screen. a women's outdoor volleyball tournament""

Which of the following endings best completes the context?

Choices:
A. is being held on a sunny beach.
B. dressed in a number 24 jcf is being played.
C. is running on front persons on an indoor court.
D. is being held with high powered volleyball hoops and various clips of tennis matches are shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
45583.0,Painting furniture,A close up of chairs are shown as well as a table and bench. The person begins using a tool on the chair to scrape off the paint. the person,A,"Context:
""A close up of chairs are shown as well as a table and bench. The person begins using a tool on the chair to scrape off the paint. the person""

Which of the following endings best completes the context?

Choices:
A. continues scraping paint off and showing off the furniture again.
B. continues painting and cutting out a piece of her hair.
C. then begins spraying paint all over the chair.
D. then shows a brush and begins adding black paint.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
22656.0,Tumbling,Several replays of acrobatic moves occurs. Young man runs and hugs what looks to be his coach. Another set of replays occur. words,A,"Context:
""Several replays of acrobatic moves occurs. Young man runs and hugs what looks to be his coach. Another set of replays occur. words""

Which of the following endings best completes the context?

Choices:
A. go across the screen directing people to social media and websites.
B. are then repeated on the screen.
C. are shown followed on the website.
D. are written in yellow letters leading into a male coach speaking into a microphone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
39034.0,Clipping cat claws,A cat is seen close up with a person holding it from behind. the person,D,"Context:
""A cat is seen close up with a person holding it from behind. the person""

Which of the following endings best completes the context?

Choices:
A. then lays the cat down and pierces the cats ear.
B. lets go and slices the cat's claws while the cat laughs back.
C. then cuts its claws trying to clean them out and then pins it down on the ground.
D. is seen holding clippers and begins cutting the cat's nails.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
27010.0,Bullfighting,A painting of a suffering bull is also shown during the video as the matadors fight the bulls. the bulls,D,"Context:
""A painting of a suffering bull is also shown during the video as the matadors fight the bulls. the bulls""

Which of the following endings best completes the context?

Choices:
A. struggle but not as hard as the matadors.
B. struggle to attack the men, then a man in a red cape is interviewed.
C. attempt to dislodge the matador by striking with sharp claws.
D. are shown dying after they have given up the fight.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
30401.0,Using the rowing machine,We see a man walk over and sits on a rowing machine. The man drink from his water. The man rows fast on the machine. We see a title screen. we,B,"Context:
""We see a man walk over and sits on a rowing machine. The man drink from his water. The man rows fast on the machine. We see a title screen. we""

Which of the following endings best completes the context?

Choices:
A. then see the man board a surf board.
B. see the man stop rowing and walks and gets the camera.
C. see a man look at his camera.
D. see the ending title screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
41456.0,Tumbling,Man is running in a roofed gym and doing a high jump. man,A,"Context:
""Man is running in a roofed gym and doing a high jump. man""

Which of the following endings best completes the context?

Choices:
A. is doing a somersault in a roofed gym.
B. is doing a in the air doing a downward spin but fell into the stair rail.
C. is running on shortbars doing a long cross.
D. is doing a high dive in the gym of another gym aminute after the start.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
8403.0,Clipping cat claws,We see a lady laying on the couch talking to the camera next to her cat. We see the lady clip the cats claws. the cat,A,"Context:
""We see a lady laying on the couch talking to the camera next to her cat. We see the lady clip the cats claws. the cat""

Which of the following endings best completes the context?

Choices:
A. tries to get away so the lady rubs the cat and moves him to her other side.
B. jumps across the cat on the couch.
C. sword fights with the lady.
D. makes a cat mask and we see a black hit.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
3391.0,Rollerblading,"Man is sitting in a tube and make tricks in a skate park, other man is sitting watching him. little kid",D,"Context:
""Man is sitting in a tube and make tricks in a skate park, other man is sitting watching him. little kid""

Which of the following endings best completes the context?

Choices:
A. is holding a tire in a child's playground.
B. is in a skateboard standing on the ice skating.
C. is skating in the rink and doing tricks sitting.
D. is talking to someone and watching the man in skates doing the tricks in skate park.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
17446.0,Using the rowing machine,A woman pulls on a rowing machine in a gym while others exercise or walk by in the background. The woman pulls on the machine a second time. the woman,B,"Context:
""A woman pulls on a rowing machine in a gym while others exercise or walk by in the background. The woman pulls on the machine a second time. the woman""

Which of the following endings best completes the context?

Choices:
A. in white is standing at a desk talking.
B. pulls on the machine a third time.
C. pulls on the machine two after the second time and continues exercising on the machine.
D. puts the machine together and talks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
10744.0,Spread mulch,A tree is seen by the side of a road. A man shows how to mulch around the bottom of the tree. he,B,"Context:
""A tree is seen by the side of a road. A man shows how to mulch around the bottom of the tree. he""

Which of the following endings best completes the context?

Choices:
A. continues mulching around the trunk as well as up the stem of the tree.
B. spreads the mulch evenly as he gives directions.
C. lays a strip down over the top of the tree.
D. puts everything down and moves towards the tree.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
6725.0,Shoveling snow,A person is standing in the heavy falling snow. They are trying to clear the snow off the sidewalk. the child,C,"Context:
""A person is standing in the heavy falling snow. They are trying to clear the snow off the sidewalk. the child""

Which of the following endings best completes the context?

Choices:
A. walks towards the car and snow clears it.
B. then gets on their snowboards, puts on their sleds and takes off down the road.
C. just stands with the shovel, not sure what to do.
D. is rubbing the snow off of the sidewalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
37165.0,Arm wrestling,Two men are in a arm wrestle position on the ground. the men,A,"Context:
""Two men are in a arm wrestle position on the ground. the men""

Which of the following endings best completes the context?

Choices:
A. started to arm wrestle, trying to put each others arms on the ground.
B. then put on their shirts and begin wrestling, slapping each other's feet and laughing.
C. rest then kneel before one man.
D. demonstrate multiple wrestling moves by kicking the hands and punching the opponent in the face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
24650.0,Kneeling,"A man is seated cross legged watching a show. A man is kneeling in front of the crowd, talking. he",A,"Context:
""A man is seated cross legged watching a show. A man is kneeling in front of the crowd, talking. he""

Which of the following endings best completes the context?

Choices:
A. continues talking as the crowd is enraptured, listening to his every word.
B. is recording himself as he talks, getting himself ready and keeping his form.
C. talks as the man rinses the machine with soap.
D. speaks while perusing the music.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
49295.0,Clipping cat claws,A veterinarian speaks to the camera while a cat sits on her desk. The cat leaves the desk and the vet continues speaking. the cat,B,"Context:
""A veterinarian speaks to the camera while a cat sits on her desk. The cat leaves the desk and the vet continues speaking. the cat""

Which of the following endings best completes the context?

Choices:
A. holds a small little bottle in its paw.
B. returns and the vet holds its paw.
C. drags a white leash behind it as it sprays being on the desk.
D. is brushed and then groomed in 10 minutes to be pet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
9975.0,Powerbocking,A man is seen facing the camera and running around a lawn on a set of stilts. he,C,"Context:
""A man is seen facing the camera and running around a lawn on a set of stilts. he""

Which of the following endings best completes the context?

Choices:
A. sits on a chair while moving along, pulling it up as he goes.
B. is then seen pushing a lawn mower around a large area.
C. pauses to speak to the camera and continues running around until he falls.
D. is seen putting on exercise equipment and looking off into the distance.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
2781.0,Playing congas,A man is sitting behind two congas with one shoulder rolled up. after he,B,"Context:
""A man is sitting behind two congas with one shoulder rolled up. after he""

Which of the following endings best completes the context?

Choices:
A. is done, he uses a tool to smooth out the ridges.
B. finishes talking, he begins hitting the conga.
C. jumps doing flips and something like that he falls onto his back and sits up.
D. rubs rub oil on the congas he has applied with a type of lotion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
28130.0,Tumbling,The young gymnast demonstrates an exercise called a back-bend move. the young gymnast with the blue ribbon in her hair,C,"Context:
""The young gymnast demonstrates an exercise called a back-bend move. the young gymnast with the blue ribbon in her hair""

Which of the following endings best completes the context?

Choices:
A. performs the 2 front forward back-flipping back-forth affects palms.
B. shows a similar moving move.
C. performs a back walkover and a front walkover and a forward roll.
D. demonstrates another workout called a back-bend behind her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
17066.0,Sumo,A sumo wrestler is walking up to another man in a field. They engage in a wrestling match togheter. they,C,"Context:
""A sumo wrestler is walking up to another man in a field. They engage in a wrestling match togheter. they""

Which of the following endings best completes the context?

Choices:
A. advance behind him as he flips over and gets pinned to the ground.
B. twist and turn and swing at the other man over and over.
C. push and pull as people watch.
D. stand on either side of the wrestler with one pushing the other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
43727.0,Layup drill in basketball,Two men are standing on the side of the court holding basketball. the men,B,"Context:
""Two men are standing on the side of the court holding basketball. the men""

Which of the following endings best completes the context?

Choices:
A. begin basket roping with one another in the middle of the court.
B. are giving interview, talking to the camera, while one man is talking the other man is listening, then vice versa.
C. are practicing backflips on the court.
D. play ball into the basket and throw the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
23123.0,Windsurfing,We see the ocean and an island in the water. We see a person kitesurfing in the water. We then see two people kitesurfing. we,C,"Context:
""We see the ocean and an island in the water. We see a person kitesurfing in the water. We then see two people kitesurfing. we""

Which of the following endings best completes the context?

Choices:
A. see the words "" ded pacific surfing instructor "" on a large screen.
B. then see a foreground overlaid.
C. go back to just one person surfing.
D. see a title screen and a man's silhouette.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
29949.0,Braiding hair,A lady braids her hair with the instructions cut in between the images. The lady brushes her hair. a lady,A,"Context:
""A lady braids her hair with the instructions cut in between the images. The lady brushes her hair. a lady""

Which of the following endings best completes the context?

Choices:
A. grabs a section of hair on the top of her head and puts it in a ponytail.
B. rubs wax into her honey colored hair.
C. brushes a woman's hair with instructions cut in between images.
D. combs her braided hair in front of her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
283.0,Cheerleading,A cheer-leading team begins to hold up posters as their mascot runs behind them. they,C,"Context:
""A cheer-leading team begins to hold up posters as their mascot runs behind them. they""

Which of the following endings best completes the context?

Choices:
A. eventually get the dogs on the field and push them around.
B. begin to perform an athlete's routine on the field.
C. then begin to do a routine and some of the girls run with streamers as the rest of them hold up the girls for their stunt.
D. begin to perform acoustic songs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
21286.0,Swimming,"The woman begins to emulate the man's actions, moving her arms and dipping her head under the water. the man",B,"Context:
""The woman begins to emulate the man's actions, moving her arms and dipping her head under the water. the man""

Which of the following endings best completes the context?

Choices:
A. then appears out of nowhere and begins to hold the woman.
B. shows her how to swim outward by doing so himself.
C. reaches out and she jumps in, submerged at the waist.
D. licks his lips as the woman moves under the water in the same manner.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
25980.0,Playing drums,Edrum attic logo and title card appear. A man in a black polo shirt is sitting in front of an electronic drum set. the tutorial,A,"Context:
""Edrum attic logo and title card appear. A man in a black polo shirt is sitting in front of an electronic drum set. the tutorial""

Which of the following endings best completes the context?

Choices:
A. starts by showing each part of the drum set up close.
B. begins and he begins jumping up and down.
C. list continues before ending with the video's title card.
D. goes back and forth as the man plays the drum set.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
17727.0,Layup drill in basketball,An elderly man is standing in a basketball gym watching a young team of athletes practice. another male,A,"Context:
""An elderly man is standing in a basketball gym watching a young team of athletes practice. another male""

Which of the following endings best completes the context?

Choices:
A. then begins shuffling and playing defense as the kids practice their layups.
B. then runs while the coach watches on the sidelines and several students watch on the sides.
C. player is shown mixing his body and bag of tricks.
D. player is in the gym doing the same thing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
21471.0,Playing drums,A young boy is seated in front of a drum set. He is rapidly playing the drums in front of him. he,B,"Context:
""A young boy is seated in front of a drum set. He is rapidly playing the drums in front of him. he""

Which of the following endings best completes the context?

Choices:
A. gives thumbs up as he continues to play.
B. also hits the cymbals several times.
C. pauses and shoots a protective shot to the camera in order to show how he is using the drum.
D. picks up a smaller set of drums and continues to play.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
10604.0,Playing badminton,Two teams compete in a badminton game in gymnasium. The teams have a long volley during the game. the player,D,"Context:
""Two teams compete in a badminton game in gymnasium. The teams have a long volley during the game. the player""

Which of the following endings best completes the context?

Choices:
A. hits the tennis ball hard against the wall.
B. miss the strike, but the opposing team notices.
C. from yellow stands on the front left and white stands on the gallery by the net.
D. spikes the birdie down hard and scores a point.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
23837.0,Playing guitarra,Another man with a blue guitar is playing and knocking around all over his guitar. a man in a red shirt who has an electric guitar,C,"Context:
""Another man with a blue guitar is playing and knocking around all over his guitar. a man in a red shirt who has an electric guitar""

Which of the following endings best completes the context?

Choices:
A. is playing with another man and they're screwy like 3/4.
B. next to him starts talking while sitting in his car watching.
C. is tapping his foot keeping tempo and playing a tune.
D. ulcers and dies.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
