question,question_concept,_split,answer,final_prompt,len_tk_llama3.1_8b_instruct
John was an idealist.  He gave away internet ready computers because he wanted to do what?,computers,train-00000-of-00001,A,"Question:
John was an idealist.  He gave away internet ready computers because he wanted to do what?

Which of the following is the best response to the question?

Choices:
A. help people
B. working
C. networked
D. cost money
E. crash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Josh loved to learn.  Because of that, his mother put in effort to do what to him?",learn,train-00000-of-00001,A,"Question:
Josh loved to learn.  Because of that, his mother put in effort to do what to him?

Which of the following is the best response to the question?

Choices:
A. teach
B. order chinese takaway
C. remember information
D. quit
E. forget

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Their food was the same every where you went, the fast food restaurant was standard from Los Angeles to where?",fast food restaurant,train-00000-of-00001,C,"Question:
Their food was the same every where you went, the fast food restaurant was standard from Los Angeles to where?

Which of the following is the best response to the question?

Choices:
A. big cities
B. america
C. new york
D. los angeles
E. center of town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Waiting for a bus that has already came and went would be an example of bad what?,waiting for,train-00000-of-00001,A,"Question:
Waiting for a bus that has already came and went would be an example of bad what?

Which of the following is the best response to the question?

Choices:
A. timing
B. getting bored
C. patience
D. expenditure of time
E. public transportation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"If you order mixed drinks ""on the rocks"" you will get what in your drink?",ice,train-00000-of-00001,A,"Question:
If you order mixed drinks ""on the rocks"" you will get what in your drink?

Which of the following is the best response to the question?

Choices:
A. mixed drinks
B. cold weather
C. scotch
D. antarctica
E. water cooler

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes?,most people,validation-00000-of-00001,B,"Question:
Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes?

Which of the following is the best response to the question?

Choices:
A. set table
B. think
C. read books
D. play games
E. lie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Try to get a window seat to enjoy the view when you ride what large over the road transport?,window,train-00000-of-00001,E,"Question:
Try to get a window seat to enjoy the view when you ride what large over the road transport?

Which of the following is the best response to the question?

Choices:
A. space shuttle
B. car
C. taxy
D. computer screen
E. bus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Sarah's dress was very loose. She preferred that.  She didn't like showing off her curves. What type of clothes would she not wear?,loose,train-00000-of-00001,A,"Question:
Sarah's dress was very loose. She preferred that.  She didn't like showing off her curves. What type of clothes would she not wear?

Which of the following is the best response to the question?

Choices:
A. close fitting
B. form fitting
C. compact
D. faithful
E. discreet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"If you worked at an office building, where you might find a ficus tree?",ficus,train-00000-of-00001,B,"Question:
If you worked at an office building, where you might find a ficus tree?

Which of the following is the best response to the question?

Choices:
A. hallway
B. boss's office
C. large pot
D. tropical zones
E. tropical region

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Billy wasn't good at communicating with other people so he took a found a mentor and put a lot of effort into doing what?,communicating,train-00000-of-00001,B,"Question:
Billy wasn't good at communicating with other people so he took a found a mentor and put a lot of effort into doing what?

Which of the following is the best response to the question?

Choices:
A. puzzle
B. learning
C. exchanging ideas
D. confusion
E. response

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"His hatred drove him, he rose through the ranks and eventually led the soldiers to the end game of doing what?",hatred,train-00000-of-00001,E,"Question:
His hatred drove him, he rose through the ranks and eventually led the soldiers to the end game of doing what?

Which of the following is the best response to the question?

Choices:
A. judge
B. fight enemy
C. killing
D. advance into battle
E. conquer opponent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The guy ate a lunch of onions, sardines, and garlic, what did he have as a result?",eating lunch,train-00000-of-00001,A,"Question:
The guy ate a lunch of onions, sardines, and garlic, what did he have as a result?

Which of the following is the best response to the question?

Choices:
A. bad breath
B. no friends
C. farts
D. late for work
E. gain weight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
James used the cannon to shoot at something while seeking lunch. It was overkill.  What did he shoot at?,cannon,train-00000-of-00001,B,"Question:
James used the cannon to shoot at something while seeking lunch. It was overkill.  What did he shoot at?

Which of the following is the best response to the question?

Choices:
A. body armor
B. ungulate
C. bomber
D. kill people
E. animal

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
It's 9PM and John has a craving for carrots.  He gets into his car and where does he drive to?,carrots,train-00000-of-00001,B,"Question:
It's 9PM and John has a craving for carrots.  He gets into his car and where does he drive to?

Which of the following is the best response to the question?

Choices:
A. attic
B. supermarket
C. farmer's market
D. refrigerator
E. cellar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"It was going to be a long winter during his commute, the heater had gone out in his what?",heater,train-00000-of-00001,C,"Question:
It was going to be a long winter during his commute, the heater had gone out in his what?

Which of the following is the best response to the question?

Choices:
A. office
B. house
C. automobile
D. living room
E. public building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Oil can fix the squeak on the hinges on what that you open or close when you drive to the store?,hinge,train-00000-of-00001,C,"Question:
Oil can fix the squeak on the hinges on what that you open or close when you drive to the store?

Which of the following is the best response to the question?

Choices:
A. french door
B. car door
C. car door
D. swing door
E. exterior door

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The man had spent all day collecting old appliance and such, he took the metal to get scrapped where?",metal,train-00000-of-00001,B,"Question:
The man had spent all day collecting old appliance and such, he took the metal to get scrapped where?

Which of the following is the best response to the question?

Choices:
A. car
B. junkyard
C. instruments
D. ore
E. farm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
John put the book in his pack and then went off to work.  Where might he be working?,book,train-00000-of-00001,E,"Question:
John put the book in his pack and then went off to work.  Where might he be working?

Which of the following is the best response to the question?

Choices:
A. public library
B. backpack
C. briefcase
D. suitcase
E. synagogue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be?,snake,validation-00000-of-00001,D,"Question:
John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be?

Which of the following is the best response to the question?

Choices:
A. pet shops
B. oklahoma
C. basement
D. bedroom
E. dreams

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Sean was in a trouble.  His clothes were not high quality. In fact, they were very what?",quality,train-00000-of-00001,D,"Question:
Sean was in a trouble.  His clothes were not high quality. In fact, they were very what?

Which of the following is the best response to the question?

Choices:
A. bad taste
B. crummy
C. poor workmanship
D. cheap
E. ripped

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"More people should lower the guard and just have fun, we don't got long just what?",have fun,validation-00000-of-00001,A,"Question:
More people should lower the guard and just have fun, we don't got long just what?

Which of the following is the best response to the question?

Choices:
A. enjoy living
B. happy
C. enjoyable
D. get laid
E. do enjoy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,train-00000-of-00001,A,"Question:
When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?

Which of the following is the best response to the question?

Choices:
A. toy store
B. story book
C. great outdoors
D. countryside
E. wildlife refuge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The cocky lead character beat the odds again, he then made a quip about ever rule having its what?",rule,train-00000-of-00001,D,"Question:
The cocky lead character beat the odds again, he then made a quip about ever rule having its what?

Which of the following is the best response to the question?

Choices:
A. capsulize idea
B. train
C. suck
D. exception
E. anarchy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The potato was sliced and  fried by the cook, what was he looking to make?",potato,train-00000-of-00001,C,"Question:
The potato was sliced and  fried by the cook, what was he looking to make?

Which of the following is the best response to the question?

Choices:
A. potatoes
B. root cellar
C. french fries
D. prince edward island
E. main course

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"If grass is given plenty of water and light, what will it do?",grass,train-00000-of-00001,D,"Question:
If grass is given plenty of water and light, what will it do?

Which of the following is the best response to the question?

Choices:
A. burn
B. changes color with seasons
C. turn brown
D. continue to grow
E. eat water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
The company just came out with some new buying products! It lets you purchase as much as you want! So what does it help you do?,buying products,train-00000-of-00001,A,"Question:
The company just came out with some new buying products! It lets you purchase as much as you want! So what does it help you do?

Which of the following is the best response to the question?

Choices:
A. spending money
B. bankruptcy
C. pleasure
D. debt
E. shopping

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Sarah was not a little girl anymore.  She learned the hard way when buying new clothes.  What size might she have worn?,little,train-00000-of-00001,A,"Question:
Sarah was not a little girl anymore.  She learned the hard way when buying new clothes.  What size might she have worn?

Which of the following is the best response to the question?

Choices:
A. large
B. big
C. see work
D. lot of
E. bog

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
After checking in at the ticket office the couple entered their prom in the school's what?,ticket office,train-00000-of-00001,D,"Question:
After checking in at the ticket office the couple entered their prom in the school's what?

Which of the following is the best response to the question?

Choices:
A. movie theaters
B. end of line
C. football field
D. auditorium
E. opera house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"His bare arms were flexing as he carried the wood inside, what was the status of his grasp?",bare,train-00000-of-00001,D,"Question:
His bare arms were flexing as he carried the wood inside, what was the status of his grasp?

Which of the following is the best response to the question?

Choices:
A. covered
B. empity
C. bareword
D. full
E. ample

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The salesperson was like a shark pacing around for his prey, and the what was his sea?",salesperson,train-00000-of-00001,D,"Question:
The salesperson was like a shark pacing around for his prey, and the what was his sea?

Which of the following is the best response to the question?

Choices:
A. bookstore
B. box chocolates
C. customer
D. shop
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"He was on his first long haul and had gotten lost, he made sure to buy a map when he came across a what to stop at?",map,train-00000-of-00001,B,"Question:
He was on his first long haul and had gotten lost, he made sure to buy a map when he came across a what to stop at?

Which of the following is the best response to the question?

Choices:
A. backpack
B. truck stop
C. taco shop
D. amusement park
E. gas station

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
In the building where James worked there was a small mezzanine in the auditorium to make more space for seats.  Where might James work?,mezzanine,validation-00000-of-00001,A,"Question:
In the building where James worked there was a small mezzanine in the auditorium to make more space for seats.  Where might James work?

Which of the following is the best response to the question?

Choices:
A. theater
B. floors
C. concert hall
D. education
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Someone who doesn't care about about someone else and wishes them to fail has what feeling towards them?,care,train-00000-of-00001,C,"Question:
Someone who doesn't care about about someone else and wishes them to fail has what feeling towards them?

Which of the following is the best response to the question?

Choices:
A. unfeeling
B. negligence
C. antipathy
D. indifferent
E. rapport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?,channel,validation-00000-of-00001,D,"Question:
James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?

Which of the following is the best response to the question?

Choices:
A. river
B. television
C. india
D. england
E. europe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
There is plenty of noise when you're at what celebration featuring food and games?,noise,train-00000-of-00001,E,"Question:
There is plenty of noise when you're at what celebration featuring food and games?

Which of the following is the best response to the question?

Choices:
A. factory
B. there will be no food allowed in the theatre.
C. transmission
D. big city
E. carnival

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"She found the housing option in the midwest were plain, where should she look for houses for less plain architecture?",plain,train-00000-of-00001,D,"Question:
She found the housing option in the midwest were plain, where should she look for houses for less plain architecture?

Which of the following is the best response to the question?

Choices:
A. landscape
B. azawakh
C. middle america
D. georgia
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Though the first cup of hot brew was costly you got a free refill, customers really liked the little what?",refill,train-00000-of-00001,C,"Question:
Though the first cup of hot brew was costly you got a free refill, customers really liked the little what?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. seven eleven store
C. coffee shop
D. cup
E. bar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
James  and his friends like to play pretend together.  What is it that they like about playing pretend together?,pretend,train-00000-of-00001,D,"Question:
James  and his friends like to play pretend together.  What is it that they like about playing pretend together?

Which of the following is the best response to the question?

Choices:
A. day dream
B. have imagination
C. run
D. have fun with
E. good liar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"Lizards need the sun's heat to regulate their body temperature, this is why you'll see them still on what?",lizard,train-00000-of-00001,E,"Question:
Lizards need the sun's heat to regulate their body temperature, this is why you'll see them still on what?

Which of the following is the best response to the question?

Choices:
A. bushes
B. dessert
C. books
D. heat lamps
E. rocks

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The vet found malignant tumors on the animals, what is their likely fate?",animals,validation-00000-of-00001,C,"Question:
The vet found malignant tumors on the animals, what is their likely fate?

Which of the following is the best response to the question?

Choices:
A. euthanasia
B. pass water
C. die of cancer
D. feel pain
E. feel pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"The man tried to run, but he could not. He could that he could only move by doing what?",run,train-00000-of-00001,C,"Question:
The man tried to run, but he could not. He could that he could only move by doing what?

Which of the following is the best response to the question?

Choices:
A. stand
B. go quickly
C. walking
D. stand still
E. walk slowly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Where would you put a dollar if you want to go to a store and buy something with it?,dollar,validation-00000-of-00001,D,"Question:
Where would you put a dollar if you want to go to a store and buy something with it?

Which of the following is the best response to the question?

Choices:
A. cash drawer
B. teh bank
C. safety deposit box
D. pocket
E. piggy bank

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"Where in the U.S. might foreigners expect to see a bald eagle, but probably won't?",bald eagle,train-00000-of-00001,C,"Question:
Where in the U.S. might foreigners expect to see a bald eagle, but probably won't?

Which of the following is the best response to the question?

Choices:
A. florida
B. canada
C. in washington
D. utah
E. colorado

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
What would be the result of going into a deep trance in order to purge the subconscious?,going into trance,train-00000-of-00001,B,"Question:
What would be the result of going into a deep trance in order to purge the subconscious?

Which of the following is the best response to the question?

Choices:
A. loss of control
B. memory loss
C. closed eyes
D. confusion
E. meditation epilepsy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
People do many things to alleviate boredom.  If you can't get out of the house you might decide to do what?,boredom,validation-00000-of-00001,D,"Question:
People do many things to alleviate boredom.  If you can't get out of the house you might decide to do what?

Which of the following is the best response to the question?

Choices:
A. play cards
B. skateboard
C. meet interesting people
D. listen to music
E. go to a concert

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The therapist told him he had to communicate his problems, he said to just be willing to do what?",communicate,train-00000-of-00001,E,"Question:
The therapist told him he had to communicate his problems, he said to just be willing to do what?

Which of the following is the best response to the question?

Choices:
A. write in code
B. listen
C. send email
D. talk to people
E. talk with people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
If you're needing to gain more land and have few resources what do you have to do?,gain more land,train-00000-of-00001,C,"Question:
If you're needing to gain more land and have few resources what do you have to do?

Which of the following is the best response to the question?

Choices:
A. buy land
B. buy property
C. save money
D. earn money
E. work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
John didn't have any memory of the previous week and it was getting worse.  He was doing what to his entire life?,memory,train-00000-of-00001,B,"Question:
John didn't have any memory of the previous week and it was getting worse.  He was doing what to his entire life?

Which of the following is the best response to the question?

Choices:
A. last forever
B. forgetting
C. forgotten
D. rehabilitating
E. forgetfulness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The team began analysing all the DNA evidence, they were hoping to once and for all be what?",analysing,train-00000-of-00001,B,"Question:
The team began analysing all the DNA evidence, they were hoping to once and for all be what?

Which of the following is the best response to the question?

Choices:
A. enlightened
B. discovering truth
C. new knowledge
D. paid
E. learn more about

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The teacher told all the students that listening was key, it was the main way they would gain what?",listening,train-00000-of-00001,C,"Question:
The teacher told all the students that listening was key, it was the main way they would gain what?

Which of the following is the best response to the question?

Choices:
A. empathy
B. anxiety
C. knowlege
D. falling down
E. hear things

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"They had checked out the shipwreck with robotic ones, but now it was time to send a human down in a what?",human,train-00000-of-00001,D,"Question:
They had checked out the shipwreck with robotic ones, but now it was time to send a human down in a what?

Which of the following is the best response to the question?

Choices:
A. rowboat
B. chair
C. school
D. submarine
E. internet cafe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The cat seemed calm around the stranger, but it was actually quite what and ready to claw?",calm,train-00000-of-00001,C,"Question:
The cat seemed calm around the stranger, but it was actually quite what and ready to claw?

Which of the following is the best response to the question?

Choices:
A. medium
B. excited
C. agitated
D. frantic
E. frenzied

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
The comedian made a dull joke about a bald eagle and it ending up that way because of what treatment?,bald eagle,train-00000-of-00001,C,"Question:
The comedian made a dull joke about a bald eagle and it ending up that way because of what treatment?

Which of the following is the best response to the question?

Choices:
A. new york
B. canada
C. chemotherapy
D. rocky mountains
E. british columbia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,losing consciousness,train-00000-of-00001,A,"Question:
James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?

Which of the following is the best response to the question?

Choices:
A. death
B. coma
C. peace
D. forgetfulness
E. loss of life

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"Though the thin film seemed fragile, for it's intended purpose it was actually nearly what?",fragile,validation-00000-of-00001,D,"Question:
Though the thin film seemed fragile, for it's intended purpose it was actually nearly what?

Which of the following is the best response to the question?

Choices:
A. indestructible
B. durable
C. undestroyable
D. indestructible
E. unbreakable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
