question,question_concept,_split,answer,final_prompt,len_tk_qwen3_8b_instruct
"The special interest group spent millions convincing young people they were changing society, but really they were just keeping people in two party lines and were just after their what?",changing society,train-00000-of-00001,E,"Question:
The special interest group spent millions convincing young people they were changing society, but really they were just keeping people in two party lines and were just after their what?

Which of the following is the best response to the question?

Choices:
A. social activism
B. social disruption
C. change yourself
D. riots
E. vote

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"John and Jane were a couple.  They were dating for a while and wanted to be together for even longer. For this reason, they did what?",couple,train-00000-of-00001,B,"Question:
John and Jane were a couple.  They were dating for a while and wanted to be together for even longer. For this reason, they did what?

Which of the following is the best response to the question?

Choices:
A. make sex
B. plan to marry
C. dance
D. electrical circuit
E. row about

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Danny is having fun just dancing and singing with his friends. He wasn't concerned with things that weren't fun. For him having fun is the same as what?,having fun,validation-00000-of-00001,C,"Question:
Danny is having fun just dancing and singing with his friends. He wasn't concerned with things that weren't fun. For him having fun is the same as what?

Which of the following is the best response to the question?

Choices:
A. injuries
B. smiling
C. being happy
D. glee
E. jump

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Billy likes eating breakfast in bed, but he doesn't do it often.  He likes his clean sheets too much. Why doesn't he eat breakfast in bed that often?",eating breakfast in bed,train-00000-of-00001,D,"Question:
Billy likes eating breakfast in bed, but he doesn't do it often.  He likes his clean sheets too much. Why doesn't he eat breakfast in bed that often?

Which of the following is the best response to the question?

Choices:
A. pleasure
B. indigestion
C. convenience
D. spills
E. feel guilty

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what?,water,validation-00000-of-00001,D,"Question:
Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what?

Which of the following is the best response to the question?

Choices:
A. surface of earth
B. teardrops
C. snowflake
D. typhoon
E. motor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",105
"James complained that Alexa's electric guitar was too loud and he couldn't get any work done at home,  so she decided that she should get an acoustic guitar.  Where might she look for one?",acoustic guitar,train-00000-of-00001,B,"Question:
James complained that Alexa's electric guitar was too loud and he couldn't get any work done at home,  so she decided that she should get an acoustic guitar.  Where might she look for one?

Which of the following is the best response to the question?

Choices:
A. house
B. music shop
C. studio
D. storage
E. closet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
Two basketball teams were on the court playing ball. The first team had over 100 points while the second team trailed by more than 50. It was almost certain that the second team would do what to the game?,playing ball,train-00000-of-00001,B,"Question:
Two basketball teams were on the court playing ball. The first team had over 100 points while the second team trailed by more than 50. It was almost certain that the second team would do what to the game?

Which of the following is the best response to the question?

Choices:
A. competition
B. lose
C. throwing
D. having fun
E. running

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
Joe and John and sylvia were all running errands. They split up their tasks into blocks that were near each other and then each person took one block of tasks.  They did this because it gave them more what?,running errands,train-00000-of-00001,C,"Question:
Joe and John and sylvia were all running errands. They split up their tasks into blocks that were near each other and then each person took one block of tasks.  They did this because it gave them more what?

Which of the following is the best response to the question?

Choices:
A. stress
B. aggravation
C. efficiency
D. freed up time
E. net gain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",104
"James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?",applying for job,train-00000-of-00001,B,"Question:
James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?

Which of the following is the best response to the question?

Choices:
A. acceptance
B. rejection
C. hope
D. less sleep
E. employment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"Jenny answered the phone because this was what she did for a living.   She took a message and passed it on.  It was important, about a big project.  Where might Jenny be?",telephone,train-00000-of-00001,E,"Question:
Jenny answered the phone because this was what she did for a living.   She took a message and passed it on.  It was important, about a big project.  Where might Jenny be?

Which of the following is the best response to the question?

Choices:
A. friend's house
B. hotel
C. school
D. party
E. office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"Sarah wanted to by a new rug.  Ink spilled onto her old one.  Really, she didn't know what that thing had an inkwell in the first place.  What piece of furniture might have been on her run?",rug,train-00000-of-00001,C,"Question:
Sarah wanted to by a new rug.  Ink spilled onto her old one.  Really, she didn't know what that thing had an inkwell in the first place.  What piece of furniture might have been on her run?

Which of the following is the best response to the question?

Choices:
A. front of door
B. bedroom
C. desk
D. table
E. living room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",104
Dave worked hard because he wanted to know what his wife was thinking and feeling.  He put effort into listening to her  and this lead to him understanding her better.  Both of them found something in this. What did they obtain?,understanding better,train-00000-of-00001,B,"Question:
Dave worked hard because he wanted to know what his wife was thinking and feeling.  He put effort into listening to her  and this lead to him understanding her better.  Both of them found something in this. What did they obtain?

Which of the following is the best response to the question?

Choices:
A. increased knowledge
B. satisfaction
C. friendships
D. compassion
E. increase knowledge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",104
John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?,punching,train-00000-of-00001,E,"Question:
John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?

Which of the following is the best response to the question?

Choices:
A. hostility
B. anger
C. nose
D. fists
E. hands

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Suzan is fiddling while Johnny, Jerry, and the rest are having some wild fun with not particular rhyme or pattern.  What might they be doing?",fiddling,train-00000-of-00001,B,"Question:
Suzan is fiddling while Johnny, Jerry, and the rest are having some wild fun with not particular rhyme or pattern.  What might they be doing?

Which of the following is the best response to the question?

Choices:
A. shuffle
B. dancing about
C. troubles
D. square dancing
E. discovery

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Joe was there to meet a large number of people.  As he filed though the entrance hall, he saw many strangers who came from far away.  What sort of building is he probably in?",entrance hall,validation-00000-of-00001,C,"Question:
Joe was there to meet a large number of people.  As he filed though the entrance hall, he saw many strangers who came from far away.  What sort of building is he probably in?

Which of the following is the best response to the question?

Choices:
A. person
B. box
C. convention center
D. public building
E. large building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"Sally was looking for a saltshaker.  She looked where she ate, and it wasn't there. She looked in storage, and it wasn't there.   She searched every corner, eventually she found it wedged beside a counter.   Where did she find the saltshaker?",saltshaker,train-00000-of-00001,A,"Question:
Sally was looking for a saltshaker.  She looked where she ate, and it wasn't there. She looked in storage, and it wasn't there.   She searched every corner, eventually she found it wedged beside a counter.   Where did she find the saltshaker?

Which of the following is the best response to the question?

Choices:
A. own kitchen
B. denny's restaurant
C. dinner table
D. kitchen cupboard
E. cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",120
"The teacher was explaining the mammoth and the time it lived, he used terms foreign to the students to explain this such as what?",mammoth,train-00000-of-00001,A,"Question:
The teacher was explaining the mammoth and the time it lived, he used terms foreign to the students to explain this such as what?

Which of the following is the best response to the question?

Choices:
A. pleistocene
B. museum of natural history
C. smithsonian institution
D. antarctica
E. old times

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"During the seated interview the hiring agent hired the man on the spot, he got a contract and pen out of the what right on the spot?",pen,train-00000-of-00001,C,"Question:
During the seated interview the hiring agent hired the man on the spot, he got a contract and pen out of the what right on the spot?

Which of the following is the best response to the question?

Choices:
A. other mans pocket
B. friend's house
C. desk drawer
D. office supply store
E. briefcase

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"There was a long cottage somewhere.  People thought it was haunted.  It was overgrown, there was nothing near it.  It's was far into the what?",cottage,validation-00000-of-00001,B,"Question:
There was a long cottage somewhere.  People thought it was haunted.  It was overgrown, there was nothing near it.  It's was far into the what?

Which of the following is the best response to the question?

Choices:
A. mountains
B. countryside
C. train
D. painting
E. village

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Joe found that shopping  was dangerous for him.  Even though he had a great job, or maybe because of it, he found himself doing this a great deal. There were always funds left over, but not enough for his taste.  What was he doing when he was shopping?",shopping,train-00000-of-00001,A,"Question:
Joe found that shopping  was dangerous for him.  Even though he had a great job, or maybe because of it, he found himself doing this a great deal. There were always funds left over, but not enough for his taste.  What was he doing when he was shopping?

Which of the following is the best response to the question?

Choices:
A. overspending
B. loss of money
C. run out of money
D. spending money
E. deficit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",119
Billy couldn't get the hang of riding a horse.  He didn't like going fast because it made him feel something.  What did it make him feel?,riding horse,train-00000-of-00001,C,"Question:
Billy couldn't get the hang of riding a horse.  He didn't like going fast because it made him feel something.  What did it make him feel?

Which of the following is the best response to the question?

Choices:
A. stiffness
B. jolting
C. fear
D. movement
E. blisters

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"A person met me in the lobby of the office.  We didn't have much in common, but we did something before going up to the meeting.  What did we do?",person,train-00000-of-00001,D,"Question:
A person met me in the lobby of the office.  We didn't have much in common, but we did something before going up to the meeting.  What did we do?

Which of the following is the best response to the question?

Choices:
A. cross street
B. say love
C. shake hands
D. converse
E. sit up

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
Sarah thought that buying beer with a fake idea was a good idea.  She just wanted to enjoy herself. But it turned to be anything but. What did it turn out to be?,buying beer,train-00000-of-00001,D,"Question:
Sarah thought that buying beer with a fake idea was a good idea.  She just wanted to enjoy herself. But it turned to be anything but. What did it turn out to be?

Which of the following is the best response to the question?

Choices:
A. a smart decision
B. spend money
C. get arrested
D. stupidity
E. have fun

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"Dan was living on his own in a big city.   He was okay with his situation, and enjoyed all the fun things to do, but he was still searching for something. What was he searching for?",living,train-00000-of-00001,B,"Question:
Dan was living on his own in a big city.   He was okay with his situation, and enjoyed all the fun things to do, but he was still searching for something. What was he searching for?

Which of the following is the best response to the question?

Choices:
A. the mafia
B. happiness
C. death
D. pollution
E. have experiences

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"Debbie doesn't want a plain dress, she wants something unusual and attention-getting.  What would be a good adjective to describe the sort of dress she wants?",plain,train-00000-of-00001,A,"Question:
Debbie doesn't want a plain dress, she wants something unusual and attention-getting.  What would be a good adjective to describe the sort of dress she wants?

Which of the following is the best response to the question?

Choices:
A. exotic
B. decorative
C. bells and whistles
D. silly
E. extravagant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"John enjoyed his time visiting the museum.  He wanted to spend more time there, so that he could study the exhibits more.   He was a very academic person and loved doing what?",visiting museum,train-00000-of-00001,B,"Question:
John enjoyed his time visiting the museum.  He wanted to spend more time there, so that he could study the exhibits more.   He was a very academic person and loved doing what?

Which of the following is the best response to the question?

Choices:
A. tired feet
B. gaining knowledge
C. back pain
D. being bored
E. pondering

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"There are many cottages where James lives. He likes drawing pictures of those cottages and the people who live in them. When he's finished with one, he shows it to the others. This type of place is called what?",cottage,train-00000-of-00001,B,"Question:
There are many cottages where James lives. He likes drawing pictures of those cottages and the people who live in them. When he's finished with one, he shows it to the others. This type of place is called what?

Which of the following is the best response to the question?

Choices:
A. countryside
B. village
C. fairy story
D. painting
E. neighborhood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
James finishes playing with his ball and left it on the floor.  His mother found it and put it somewhere that he could find it easily.  Where might she put it?,ball,train-00000-of-00001,D,"Question:
James finishes playing with his ball and left it on the floor.  His mother found it and put it somewhere that he could find it easily.  Where might she put it?

Which of the following is the best response to the question?

Choices:
A. playroom
B. brush
C. closet
D. toy box
E. pool table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"Billy was reading the newspaper as he commuted to work, but once he got to his destination he balled it up and put it somewhere. Where did it put it?",newspaper,validation-00000-of-00001,A,"Question:
Billy was reading the newspaper as he commuted to work, but once he got to his destination he balled it up and put it somewhere. Where did it put it?

Which of the following is the best response to the question?

Choices:
A. trash
B. floor
C. subway
D. ground
E. lawn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?,lighting match,train-00000-of-00001,C,"Question:
John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?

Which of the following is the best response to the question?

Choices:
A. illumination
B. set on fire
C. make fire
D. making flame
E. frustration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"James thought that he was original, but really his story was exactly like many others.   Sarah didn't want to hurt his feelings so she didn't say anything.  What might she have done while listening?",original,train-00000-of-00001,C,"Question:
James thought that he was original, but really his story was exactly like many others.   Sarah didn't want to hurt his feelings so she didn't say anything.  What might she have done while listening?

Which of the following is the best response to the question?

Choices:
A. remake
B. copy
C. simile
D. derivative
E. reproduction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"A shark isn't something you have to worry about at the lake in the woods, but there are plenty of dangers in the what?",shark,train-00000-of-00001,B,"Question:
A shark isn't something you have to worry about at the lake in the woods, but there are plenty of dangers in the what?

Which of the following is the best response to the question?

Choices:
A. great oceans
B. great outdoors
C. tropical waters
D. pacific ocean
E. gulf of mexico

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"James didn't know what to do.  He felt that he'd ruin his relationship with Jen if he took it further, and he didn't want to do that.  At the same time,  He fight that pushing farther might do what to something good?",ruin,train-00000-of-00001,E,"Question:
James didn't know what to do.  He felt that he'd ruin his relationship with Jen if he took it further, and he didn't want to do that.  At the same time,  He fight that pushing farther might do what to something good?

Which of the following is the best response to the question?

Choices:
A. found
B. destroy
C. construct
D. fix
E. produce

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"Joe was a weasel, but he wasn't the sort who you kept was a pet.  He was the sort that used complex words that carried multiple different meanings.  Where might you find Joe",weasel,train-00000-of-00001,B,"Question:
Joe was a weasel, but he wasn't the sort who you kept was a pet.  He was the sort that used complex words that carried multiple different meanings.  Where might you find Joe

Which of the following is the best response to the question?

Choices:
A. chicken coop
B. law firm
C. classroom
D. terrarium
E. museum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
James loved his workplace.  He was a cashier but he has a lot of leisure time which he spent browsing the new releases and bestsellers.  Where might he be working?,cashier,train-00000-of-00001,A,"Question:
James loved his workplace.  He was a cashier but he has a lot of leisure time which he spent browsing the new releases and bestsellers.  Where might he be working?

Which of the following is the best response to the question?

Choices:
A. bookstore
B. pharmacy
C. supermarket
D. fast food restaurant
E. shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?",bathroom,validation-00000-of-00001,C,"Question:
John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?

Which of the following is the best response to the question?

Choices:
A. eating food
B. public place
C. race track
D. at hotel
E. public building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"After jumping up and down on the floor, the child's mother yelled after she was told she was distracting her downstairs neighbors because of making what?",jumping up and down,train-00000-of-00001,C,"Question:
After jumping up and down on the floor, the child's mother yelled after she was told she was distracting her downstairs neighbors because of making what?

Which of the following is the best response to the question?

Choices:
A. exercise
B. tantrums
C. lot of noise
D. hiccups
E. getting warm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Joe found that he was stabbing a man to death.  He didn't expect to be doing that, he was just angry. He was scared of the consequences  Thecollapsed covered with what?",stabbing to death,train-00000-of-00001,A,"Question:
Joe found that he was stabbing a man to death.  He didn't expect to be doing that, he was just angry. He was scared of the consequences  Thecollapsed covered with what?

Which of the following is the best response to the question?

Choices:
A. knife wounds
B. knives
C. bleeding
D. law suit
E. jail time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Bobby sat on the examination table.  Happy that this was a simple procedure, and he could do it here instead of staying overnight some place else.  Where might he be?",examination table,train-00000-of-00001,D,"Question:
Bobby sat on the examination table.  Happy that this was a simple procedure, and he could do it here instead of staying overnight some place else.  Where might he be?

Which of the following is the best response to the question?

Choices:
A. hospital
B. school
C. obituary
D. doctor's office
E. vets office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"John only gave a perfunctory examination of the corpse, though he did everything required of him.  He missed the real cause of death.  He wouldn't have if he had been more what?",perfunctory,train-00000-of-00001,D,"Question:
John only gave a perfunctory examination of the corpse, though he did everything required of him.  He missed the real cause of death.  He wouldn't have if he had been more what?

Which of the following is the best response to the question?

Choices:
A. careful
B. thoughtful
C. complete
D. thorough
E. intricate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Broom stood in the middle of the room.  There were two doors on opposite sides of him, but he couldn't see them.  Where were they?",middle,train-00000-of-00001,C,"Question:
Broom stood in the middle of the room.  There were two doors on opposite sides of him, but he couldn't see them.  Where were they?

Which of the following is the best response to the question?

Choices:
A. large small
B. extremes
C. left right
D. invisible
E. front back

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"People are very much like the animals, but one thing has secured or dominance over the planet.  We're better at doing what?",people,validation-00000-of-00001,B,"Question:
People are very much like the animals, but one thing has secured or dominance over the planet.  We're better at doing what?

Which of the following is the best response to the question?

Choices:
A. eat eggs
B. make tools
C. eat dosa
D. talk to each other
E. smoke pot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
James was a weasel.  He lived in a warm place where he was surrounded by children.  Glass separated him from the  outside world.  He rested comfortably in his what?,weasel,train-00000-of-00001,E,"Question:
James was a weasel.  He lived in a warm place where he was surrounded by children.  Glass separated him from the  outside world.  He rested comfortably in his what?

Which of the following is the best response to the question?

Choices:
A. law firm
B. zoo
C. classroom
D. forrest
E. terrarium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
Billy tried to find the hole but he could not.  He scoured the place many times searching.  What might he have scoured?,hole,train-00000-of-00001,D,"Question:
Billy tried to find the hole but he could not.  He scoured the place many times searching.  What might he have scoured?

Which of the following is the best response to the question?

Choices:
A. notebook paper
B. swiss cheese
C. doughnut
D. golf course
E. bagel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
The children loved their pet weasel.  The teacher came every weekend to make sure it was fed and watered and exercised.  Children from all over the school came to visit the weasel.  Where did they come?,weasel,train-00000-of-00001,A,"Question:
The children loved their pet weasel.  The teacher came every weekend to make sure it was fed and watered and exercised.  Children from all over the school came to visit the weasel.  Where did they come?

Which of the following is the best response to the question?

Choices:
A. classroom
B. law firm
C. pet store
D. terrarium
E. chicken coop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",104
James needed to reset after a long day at work.   He turned on the television and found a good show.  What might that help him do?,rest,train-00000-of-00001,A,"Question:
James needed to reset after a long day at work.   He turned on the television and found a good show.  What might that help him do?

Which of the following is the best response to the question?

Choices:
A. relax
B. go to sleep
C. lay down
D. go to bed
E. sleep easily

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"There was a dog, it was barking loudly.  James wasn't scared of it though, because it was confined.  Where might it have been confined to?",dog,train-00000-of-00001,A,"Question:
There was a dog, it was barking loudly.  James wasn't scared of it though, because it was confined.  Where might it have been confined to?

Which of the following is the best response to the question?

Choices:
A. backyard
B. kitchen cupboard
C. front door
D. table
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?",cottage,train-00000-of-00001,E,"Question:
James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?

Which of the following is the best response to the question?

Choices:
A. mountains
B. dense areas
C. village
D. countryside
E. painting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The noise was loud, especially on impact.   John tried to drawn it out with the radio, but only succeeded in hurting his ears.  Where might John be?",noise,train-00000-of-00001,D,"Question:
The noise was loud, especially on impact.   John tried to drawn it out with the radio, but only succeeded in hurting his ears.  Where might John be?

Which of the following is the best response to the question?

Choices:
A. classroom
B. farm
C. transmission
D. bowling alley
E. factory

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Lilly wanted to go about procreating but what no desire to have sex with a man.  So she went to a clinic and bought something.  What did she buy?,procreating,train-00000-of-00001,D,"Question:
Lilly wanted to go about procreating but what no desire to have sex with a man.  So she went to a clinic and bought something.  What did she buy?

Which of the following is the best response to the question?

Choices:
A. partner
B. in bed
C. orgasm
D. cum
E. naked

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"She got a snack and drink and laid back in her chaise lounge, the day was finally over and she could just read book and what?",read book,train-00000-of-00001,C,"Question:
She got a snack and drink and laid back in her chaise lounge, the day was finally over and she could just read book and what?

Which of the following is the best response to the question?

Choices:
A. choose one
B. open up
C. get comfortable
D. plot world domination
E. learn to read

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
James was returning to work after a period of sickness.  He was happy to be working because he had suffered from something during his illness.  What did he suffer from?,returning to work,train-00000-of-00001,C,"Question:
James was returning to work after a period of sickness.  He was happy to be working because he had suffered from something during his illness.  What did he suffer from?

Which of the following is the best response to the question?

Choices:
A. angst
B. sobering
C. boredom
D. painless
E. malaise

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Sam felt that you needed to improve yourself.  She said that you should take the time to collect your thoughts and clear your mind.  Why does she want you to improve yourself?,improve yourself,train-00000-of-00001,D,"Question:
Sam felt that you needed to improve yourself.  She said that you should take the time to collect your thoughts and clear your mind.  Why does she want you to improve yourself?

Which of the following is the best response to the question?

Choices:
A. learn new
B. do yoga
C. meditate
D. feel better about yourself
E. celebrate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"Wrestling is a contest where two people try to pin each other to the ground.  If you are about to be pinned, what should you try to do?",wrestling,train-00000-of-00001,A,"Question:
Wrestling is a contest where two people try to pin each other to the ground.  If you are about to be pinned, what should you try to do?

Which of the following is the best response to the question?

Choices:
A. get free
B. bruises
C. complain about your leprosy
D. erections
E. competition

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"The lady was getting worked up about the article explaining the uptick in accidents in their area, but her husband was dismissive of it stating that accidents what?",accidents,train-00000-of-00001,E,"Question:
The lady was getting worked up about the article explaining the uptick in accidents in their area, but her husband was dismissive of it stating that accidents what?

Which of the following is the best response to the question?

Choices:
A. happen to people
B. hurt people
C. happen anytime
D. happen often
E. happen anywhere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"If I want the very best japanese restaurant, I might look in a place with a japanese district, what sort of area is likely to have such a place?",japanese restaurant,train-00000-of-00001,E,"Question:
If I want the very best japanese restaurant, I might look in a place with a japanese district, what sort of area is likely to have such a place?

Which of the following is the best response to the question?

Choices:
A. large town
B. big city
C. major city
D. downtown
E. larger city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Sam didn't want to join a union, but he had no choice.  He was employed at a union shop. If he didn't want to join, he's have to leave what?",union,train-00000-of-00001,B,"Question:
Sam didn't want to join a union, but he had no choice.  He was employed at a union shop. If he didn't want to join, he's have to leave what?

Which of the following is the best response to the question?

Choices:
A. province
B. workplace
C. construction business
D. law
E. club

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.",kite,train-00000-of-00001,D,"Question:
Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.

Which of the following is the best response to the question?

Choices:
A. child's hand
B. the last straw
C. hobby shop
D. end of line
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
The committee had its first meeting.  John was glad to be a part of it.  This is what he ran for.  Where might the meeting be?,committee,train-00000-of-00001,B,"Question:
The committee had its first meeting.  John was glad to be a part of it.  This is what he ran for.  Where might the meeting be?

Which of the following is the best response to the question?

Choices:
A. church
B. city hall
C. school
D. boardroom
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"They robbers didn't just want the money the tellers had, they wanted to make sure they got the big load of money in the what?",money,train-00000-of-00001,E,"Question:
They robbers didn't just want the money the tellers had, they wanted to make sure they got the big load of money in the what?

Which of the following is the best response to the question?

Choices:
A. art show
B. manager's desk
C. pocket
D. water fountain
E. bank vault

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"James got a teabag and boiled some tea, he then poured it into a container, put it away, and went back to his computer.  Where did he put the tea?",tea,train-00000-of-00001,E,"Question:
James got a teabag and boiled some tea, he then poured it into a container, put it away, and went back to his computer.  Where did he put the tea?

Which of the following is the best response to the question?

Choices:
A. cup
B. internet cafe
C. cupboard
D. teapot
E. refrigerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
You've got all the hiking gear but your car wont start so you might have to head to the main road to do this for a ride?,hiking,train-00000-of-00001,A,"Question:
You've got all the hiking gear but your car wont start so you might have to head to the main road to do this for a ride?

Which of the following is the best response to the question?

Choices:
A. waving thumb in air
B. hitting the next vehicle
C. plan
D. special boots
E. adventure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"John found that being in love made him higher.  He wanted to share his love with everyone, to express it.  He wanted to do what all the time.",being in love,train-00000-of-00001,B,"Question:
John found that being in love made him higher.  He wanted to share his love with everyone, to express it.  He wanted to do what all the time.

Which of the following is the best response to the question?

Choices:
A. share naughty photos of himself
B. sing
C. live life
D. propose to woman
E. kiss

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"John goes to the booking office and books a flight to a place that is notoriously foggy, where they like tea, and that is ruled by a Queen.  Where is John going?",booking office,train-00000-of-00001,C,"Question:
John goes to the booking office and books a flight to a place that is notoriously foggy, where they like tea, and that is ruled by a Queen.  Where is John going?

Which of the following is the best response to the question?

Choices:
A. airport
B. travel agency
C. england
D. mall
E. toilet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
Sam was moving out to college.  His parents packed up all of his old toys are placed them in long term storage.  Where might they put the boxes of toys?,toys,train-00000-of-00001,C,"Question:
Sam was moving out to college.  His parents packed up all of his old toys are placed them in long term storage.  Where might they put the boxes of toys?

Which of the following is the best response to the question?

Choices:
A. these twos are incorrect answers
B. bed
C. basement
D. floor
E. store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Susan was attending a meeting of the KKK, even though she did not believe in their cause.  Why might she have been doing so?",attending meeting,train-00000-of-00001,D,"Question:
Susan was attending a meeting of the KKK, even though she did not believe in their cause.  Why might she have been doing so?

Which of the following is the best response to the question?

Choices:
A. sharing ideas
B. sell hotdogs
C. fall asleep
D. getting information
E. sharing information

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Sally loved shopping and she hated it.  She loved getting what she wanted, and she never bought to much, but it was still painful for her to buy, because she hated any what?",shopping,train-00000-of-00001,C,"Question:
Sally loved shopping and she hated it.  She loved getting what she wanted, and she never bought to much, but it was still painful for her to buy, because she hated any what?

Which of the following is the best response to the question?

Choices:
A. overspending
B. standing in line
C. loss of money
D. run out of money
E. new shoes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"John was living in a big city.  It had many roads and a lot of traffic.  He liked it, but didn't appreciate the smell.  He thought that there was too much what?",living,train-00000-of-00001,B,"Question:
John was living in a big city.  It had many roads and a lot of traffic.  He liked it, but didn't appreciate the smell.  He thought that there was too much what?

Which of the following is the best response to the question?

Choices:
A. have experiences
B. pollution
C. happiness
D. garbage
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
