ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_chat
5550.0,Tai chi,An introduction comes onto the screen for a trailer about a martial arts movie. The trailer is then played showing several martial arts battles and other captions on the screen. the video,B,"Context:
""An introduction comes onto the screen for a trailer about a martial arts movie. The trailer is then played showing several martial arts battles and other captions on the screen. the video""

Which of the following endings best completes the context?

Choices:
A. ends with an item being shown on the screen briefly.
B. ends with the closing captions and graphics shown on the screen.
C. returns to the crowd clapping.
D. ends with the closing credits shown at the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
22788.0,Getting a haircut,A man is cutting another mans hair. He is demonstrating the types of cuts. He combs and snips the front of the mans hair. he,C,"Context:
""A man is cutting another mans hair. He is demonstrating the types of cuts. He combs and snips the front of the mans hair. he""

Which of the following endings best completes the context?

Choices:
A. begins to brush the back of the mans hair and he starts to color on the side.
B. looks up as the man falls to the floor.
C. parts the hair and continues pulling and trimming the front flip.
D. palm a brush on his hand and backs away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
11951.0,Hula hoop,A young man is seen standing in the middle of a large field holding instruments and standing in front of others. the man,A,"Context:
""A young man is seen standing in the middle of a large field holding instruments and standing in front of others. the man""

Which of the following endings best completes the context?

Choices:
A. then begins playing the instruments one by one.
B. continues to play the instruments while his friends watch on the side.
C. begins playing the instruments while another person walks in and out the frame filming it.
D. places his hands in a start lock and begins playing while others watch on the sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
41435.0,Dodgeball,There are about five to six young boys bouncing and jumping in an enclosed bouncy house with basketballs in their hands. The coach is guiding them by blowing the whistle as the children continue to bounce and jump. they,A,"Context:
""There are about five to six young boys bouncing and jumping in an enclosed bouncy house with basketballs in their hands. The coach is guiding them by blowing the whistle as the children continue to bounce and jump. they""

Which of the following endings best completes the context?

Choices:
A. take turns to throw the orange balls as instructed by their coach.
B. continue bouncing some and jump some.
C. do a long jump in between the bars.
D. continue skipping and hopping in between the walls as they go.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
49720.0,Polishing forniture,"A man is seen in a workshop standing at a table. He shows a piece of wood, and begins to strip it with fluid. he",D,"Context:
""A man is seen in a workshop standing at a table. He shows a piece of wood, and begins to strip it with fluid. he""

Which of the following endings best completes the context?

Choices:
A. uses an iron pedal if it is sore and slowly applies to the wood, and then he shows another machine.
B. then shows different tools in the dark.
C. continues use to sharpen the knife and point at the pieces of wood.
D. then polishes it to a deep sheen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
18922.0,Playing accordion,A person is seen playing an accordion on a busy street while many people walk around him and watch. the man,B,"Context:
""A person is seen playing an accordion on a busy street while many people walk around him and watch. the man""

Which of the following endings best completes the context?

Choices:
A. continue playing with others in the street and ends with him walking away.
B. continues to play the instrument and ends by stopping to laugh and smile at others.
C. continues to play behind a set of drums while people walk in and out of frame.
D. continues to play while looking out at people and pans back to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
4468.0,Playing lacrosse,The man dressed in orange talks to the camera. The man in orange demonstrates passing the lacrosse ball against the wall. the man in orange,D,"Context:
""The man dressed in orange talks to the camera. The man in orange demonstrates passing the lacrosse ball against the wall. the man in orange""

Which of the following endings best completes the context?

Choices:
A. demonstrates passing the lacrosse ball along a wall while another person walks past.
B. holds the lacrosse ball and hults over while passing the lacrosse ball.
C. demonstrates passing the lacrosse ball against the wall.
D. talks to the camera again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
16679.0,Playing badminton,The opposing team players miss a shot causing the other team to win. The winning team player serves the shuttlecock to the opponent who returns the serve swiftly. the team,A,"Context:
""The opposing team players miss a shot causing the other team to win. The winning team player serves the shuttlecock to the opponent who returns the serve swiftly. the team""

Which of the following endings best completes the context?

Choices:
A. continue playing as they keep score of their match.
B. wins the round and the audience cheers.
C. player celebrates and waves their trophy.
D. player poses on front the camera and the other team team player with the shuttlecock returns it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
16384.0,Triple jump,"Just like the first man, another man is now shown running, skipping and jumping, and he's wearing a red outfit. now the last man shown running, skipping and jumping",A,"Context:
""Just like the first man, another man is now shown running, skipping and jumping, and he's wearing a red outfit. now the last man shown running, skipping and jumping""

Which of the following endings best completes the context?

Choices:
A. is doing the same as the previous two men, and he's wearing a blue outfit that has long sleeves and shorts.
B. leads into several boys passing by.
C. performing an impressive victory.
D. comes in slow motion as he falls and lands on the ice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
38620.0,Using parallel bars,A coach who was standing nearby removes a mini trampoline from under the bars. The gymnast jumps off the bars and lands on his butt. he,C,"Context:
""A coach who was standing nearby removes a mini trampoline from under the bars. The gymnast jumps off the bars and lands on his butt. he""

Which of the following endings best completes the context?

Choices:
A. picks himself up off the ground and performs a forward flip off the bars.
B. then dismounts from the bars.
C. stands up and raises his arms above his head.
D. gets on the bed and falls back down going backwards on the trampoline.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
5549.0,Tai chi,An introduction comes onto the screen for a trailer about a martial arts movie. the trailer,B,"Context:
""An introduction comes onto the screen for a trailer about a martial arts movie. the trailer""

Which of the following endings best completes the context?

Choices:
A. is shown in several men in various positions as they better fight off attack and protection moves like boxing and kicking.
B. is then played showing several martial arts battles and other captions on the screen.
C. shows the credits of the movie.
D. is shown from several angles, as it includes martial artists, jugglers, and singers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
35208.0,Wakeboarding,A blonde woman is speaking in a news room in front of a large screen. Boats are seen pulling people on water skis. a man,A,"Context:
""A blonde woman is speaking in a news room in front of a large screen. Boats are seen pulling people on water skis. a man""

Which of the following endings best completes the context?

Choices:
A. is shown preparing and then skiing through the water.
B. is speaking to the camera in front of a waterfall.
C. stands on the side of a boat with an oar.
D. grabs onto a ski, spinning himself around and makes a forward flip off of the boat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
6002.0,Shaving,He then takes a razor and begins going over his beard and lining it up. in the middle of it,D,"Context:
""He then takes a razor and begins going over his beard and lining it up. in the middle of it""

Which of the following endings best completes the context?

Choices:
A. an eyepatch presents itself, sitting on its own.
B. 's they put a circular piece of over covered sticker to cover his molars.
C. , he gets back on his feet.
D. , he grabs his phone to take pictures before he continues to shave off his beard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
19545.0,Playing piano,. an intro of what seems to be an indian man,B,"Context:
"". an intro of what seems to be an indian man""

Which of the following endings best completes the context?

Choices:
A. is shown with text explaining for him from different angles on his body.
B. is shown and documenting his everyday life.
C. talks to the camera while holding a small zoo mouse and begins frisking it and swiping its tail.
D. is shown and he's got five canoes under the water with a little man walking around next to them and mall security personnel in the background.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
16677.0,Playing badminton,One of the players returns the serve from her opponent as she slices the shuttlecock while her doubles partner volleys the shuttlecock to her opponent. the opposing team players,D,"Context:
""One of the players returns the serve from her opponent as she slices the shuttlecock while her doubles partner volleys the shuttlecock to her opponent. the opposing team players""

Which of the following endings best completes the context?

Choices:
A. line up to begin the match.
B. get back to playing other match.
C. again fight over the ball during the game, this time the skilled player returns their serve as she grabs the ball.
D. miss a shot causing the other team to win.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
46979.0,Knitting,Old woman is sitting on a chair knitting balaclavas. Woman in a hospital room put the balaclava on baby's head and stands around the baby. the old woma,A,"Context:
""Old woman is sitting on a chair knitting balaclavas. Woman in a hospital room put the balaclava on baby's head and stands around the baby. the old woma""

Which of the following endings best completes the context?

Choices:
A. is on the chair kniting again.
B. is sitting and knitting the hood.
C. is siting on the chair knitting.
D. is standing in front of a sink wash washing clothes and running water her hand into the basin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
44740.0,Powerbocking,We see two men walking and jumping on jump-stilts. one man,C,"Context:
""We see two men walking and jumping on jump-stilts. one man""

Which of the following endings best completes the context?

Choices:
A. walks down in front of a lady that is in a blue dress and the other man drags his feet.
B. then jumps a high tower, then do a man-hug.
C. jumps down the road, the the other as a man photographs them.
D. walks to the other side of the jump the jumps over a bar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
2368.0,Camel ride,A little girl is guided as she mounts a camel at a station. a man,D,"Context:
""A little girl is guided as she mounts a camel at a station. a man""

Which of the following endings best completes the context?

Choices:
A. is then let loose as two more camel follow after his being released.
B. stops and money roll, then a young kid starts petting a camel as he talks.
C. opens a suitcase, removes the contents, and then places the camel into a large ring alongside others, one by one.
D. helps her as he leads the camel around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
1872.0,Ice fishing,A person is seen standing off in the distance with another standing around a hole. the person,C,"Context:
""A person is seen standing off in the distance with another standing around a hole. the person""

Which of the following endings best completes the context?

Choices:
A. then pitches a ball down a long slide and walks away looking triumphant.
B. then lights a match and starts throwing the wood to the other.
C. uses a fishing pole on the hole and attempts to pull out a fish.
D. then throws a ball down the snow and another person stands on a ladder and catches the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
36931.0,Kneeling,A text intro leads into a picture of a chair. Several more pictures of the chair are shown one after the other. the chair,A,"Context:
""A text intro leads into a picture of a chair. Several more pictures of the chair are shown one after the other. the chair""

Which of the following endings best completes the context?

Choices:
A. is still shown and ends with text.
B. is shown in several shots removing wallpaper from the walls of a home.
C. is then shown pictured continuously on the monitor.
D. is back flipped over and the man continues to drive at speeds exceeding 80 km/hr an ad.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
20015.0,Powerbocking,"He walks around, showing how they work. He then runs down the street, bouncing and springing on the stilts. he",C,"Context:
""He walks around, showing how they work. He then runs down the street, bouncing and springing on the stilts. he""

Which of the following endings best completes the context?

Choices:
A. hops and bounces as he goes and rides his skateboard.
B. then runs down another street, then back again to jump on a scale.
C. stops and speaks to the camera, smiling.
D. flips in the air, landing on the grass and making a funny face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
1908.0,Croquet,A man is seen speaking to the camera while holding onto a stick. He points down to balls in front of him as well as his body. he them,A,"Context:
""A man is seen speaking to the camera while holding onto a stick. He points down to balls in front of him as well as his body. he them""

Which of the following endings best completes the context?

Choices:
A. demonstrates how to hit the ball properly while still speaking.
B. grabbing the ball under the darts as well as others.
C. to an adult as well as grabbing a racket to use.
D. the balls one at a time and sets them down with his hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
27489.0,Sharpening knives,A man is seen speaking to the camera and grabs a knife. He holds up a tomato and plate and begins sharpening the knife on the plate. finally he,B,"Context:
""A man is seen speaking to the camera and grabs a knife. He holds up a tomato and plate and begins sharpening the knife on the plate. finally he""

Which of the following endings best completes the context?

Choices:
A. laughs and cuts a tomato every time.
B. cuts up the tomato.
C. turns around and drills the knife into the plate while still speaking to the camera.
D. takes the knife and moves it around as he then cuts it and plants it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
3808.0,Raking leaves,A person is seen raking a yard and pauses to put his hand in his pocket. Another man comes walking in with a leaf blower pushing the leaves around. the man,A,"Context:
""A person is seen raking a yard and pauses to put his hand in his pocket. Another man comes walking in with a leaf blower pushing the leaves around. the man""

Which of the following endings best completes the context?

Choices:
A. rakes more leaves and the leaf blower man comes in again.
B. continues to rake and sends flowers flying through the air.
C. then pauses for a second to kiss the ground next to him.
D. gives them a thumbs up to people around him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
365.0,Tumbling,"A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat. he",B,"Context:
""A close up is shown of an image on a cell phone. A male gymnast runs, flipping back and forth across a mat. he""

Which of the following endings best completes the context?

Choices:
A. vaults, then does a handstand.
B. is then shown flipping far into the air before standing before the cheering crowd.
C. prepares to jump into a pit, but is caught by the uneven bars.
D. dismounts, landing on the mat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
17679.0,Putting on makeup,"The lady removes her glasses , puts on mascara and applies the false lash to one eye. The lady is in front of the mirror talking again. we",D,"Context:
""The lady removes her glasses , puts on mascara and applies the false lash to one eye. The lady is in front of the mirror talking again. we""

Which of the following endings best completes the context?

Choices:
A. see her flipping her hair, raising the bangs to make it more proactive, and the lady dabbling using a brush.
B. see the lady adjusting the cheek to the eye in the mirror.
C. then see the battery powered fm.
D. see the ending title and credit screens.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
30203.0,Windsurfing,A person is seen riding a board along the water with a kite on top. More clips are shown of the person riding back and fourth on the board. the person,D,"Context:
""A person is seen riding a board along the water with a kite on top. More clips are shown of the person riding back and fourth on the board. the person""

Which of the following endings best completes the context?

Choices:
A. continues to ride down the river while others watch on the side.
B. moves along with the kite well ahead of others while his ride follows.
C. continues riding down the river while the camera captures his movements.
D. continues to ride the board along the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
37460.0,Baking cookies,The man talks to the camera and mash the cookies dough and make the cookies form. And put the cookies on waxes paper in metal tray. th man,B,"Context:
""The man talks to the camera and mash the cookies dough and make the cookies form. And put the cookies on waxes paper in metal tray. th man""

Which of the following endings best completes the context?

Choices:
A. then carves marks on the cake with a thin curved knife.
B. put caramel betwee cookies and put the grated coconut.
C. pretend to play the guitar.
D. places the cookies on the tray and pours water on top and arranges them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
43677.0,Using parallel bars,The man does shoulder dips on the set of parallel bars. The man does push ups with his feet up on the parallel bars. the man,A,"Context:
""The man does shoulder dips on the set of parallel bars. The man does push ups with his feet up on the parallel bars. the man""

Which of the following endings best completes the context?

Choices:
A. does pull ups on one of the bars.
B. does a front lean over ready to perform front springs on the parallel bars.
C. does flop dances on the side bars of a set of parallel bars.
D. dismounts and shakes hands with a man from another set of parallel bars.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
3528.0,Rock climbing,Woman is climbing a rock wall in a gym and a man is pulling the ropes. woman,C,"Context:
""Woman is climbing a rock wall in a gym and a man is pulling the ropes. woman""

Which of the following endings best completes the context?

Choices:
A. is stepping on a blue mat sitting on a bed and a man is jumpin behind her.
B. starts doing gymnastics and howlifting in a gym and in gym.
C. start descending from the rock wall.
D. is getting a pit bull purse and f are standing on the top of the rock.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
29616.0,Drum corps,A large group of people are seen standing together holding instruments and some beginning to play. the drummers,B,"Context:
""A large group of people are seen standing together holding instruments and some beginning to play. the drummers""

Which of the following endings best completes the context?

Choices:
A. continue to play while others watch from the side and end by waving to the camera.
B. continue to play all together with the camera panning around their movements.
C. continue to play along as well as fill in the end.
D. continue playing while they remove leaves off of hedges and walk back and fourth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
43922.0,Doing kickboxing,The taller boxer approaches the shorter boxer and hits the shorter boxer with a straight kick. Both boxers exchange punches and kicks in the center of the ring. the referee,B,"Context:
""The taller boxer approaches the shorter boxer and hits the shorter boxer with a straight kick. Both boxers exchange punches and kicks in the center of the ring. the referee""

Which of the following endings best completes the context?

Choices:
A. rushes in and blocks incoming punches.
B. manages the fight while following and watching the fighters closely.
C. reports that the boxer has won and walks away from the ring.
D. polishes the boxer who was earlier talking to the others.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
1584.0,Getting a haircut,He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. he,A,"Context:
""He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. he""

Which of the following endings best completes the context?

Choices:
A. uses a black comb and scissors to point cut his hair.
B. clips the tails to give it a good shape.
C. starts with the back of his head that is now shaved.
D. combs all sections of his hair and finishes shaving around his crotch area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
4424.0,Playing saxophone,A magazine about saxophones is shown just before a pair of hands are shown playing a saxophone. multiple screens,C,"Context:
""A magazine about saxophones is shown just before a pair of hands are shown playing a saxophone. multiple screens""

Which of the following endings best completes the context?

Choices:
A. appear with features to replace the ones shown on the tv screen.
B. show the two hands playing as they play one more tune on the saxophone.
C. begin to appear, showing the hands playing various notes on the screen.
D. flash and a keyboard appears with the word "" connect "" and an arrow going down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
32260.0,Rock climbing,A man is seen beginning to climb up a rock wall while looking back and speaking to the camera. he,C,"Context:
""A man is seen beginning to climb up a rock wall while looking back and speaking to the camera. he""

Which of the following endings best completes the context?

Choices:
A. climbs down a few more times while speaking to the camera and moving closer to the bottom of the wall.
B. continues climbing up while more people watch and continue hanging down.
C. continues to climb up and down while showing off to the properly climb with his feet.
D. continues climbing down the wall and ends with him speaking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
11774.0,Doing kickboxing,There is another person standing in the same room who is video taping them fight. the boxer in the red shorts,C,"Context:
""There is another person standing in the same room who is video taping them fight. the boxer in the red shorts""

Which of the following endings best completes the context?

Choices:
A. walks towards the mirror and helps the winner stand up on the floor.
B. is doing the same moves with his right hand while the other guy is doing the same thing with his left.
C. punches the boxer in the black shorts.
D. is on his knees, jumping he arms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
41038.0,Polishing forniture,Now he is standing putting a polish on the table and shining it. He then cleans the table legs with a brush. He sits at the table talking for another moment. the,B,"Context:
""Now he is standing putting a polish on the table and shining it. He then cleans the table legs with a brush. He sits at the table talking for another moment. the""

Which of the following endings best completes the context?

Choices:
A. video is very brief.
B. scene changes and the man is seen standing in a garage.
C. conversation returns to how to finish this presentation.
D. finally comes off the table and he makes another patting, gesture and gives a thumbs up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
14773.0,Longboarding,A group of bikers are going down a busy street filled with cars. They are seen with cameras mounted on skateboards before they start boarding in traffic. the man,D,"Context:
""A group of bikers are going down a busy street filled with cars. They are seen with cameras mounted on skateboards before they start boarding in traffic. the man""

Which of the following endings best completes the context?

Choices:
A. on the right takes the group in turns around, giving them fun rides.
B. speeds up on the a pogo stick in the end.
C. in red carries the bike away from the crowd.
D. dismounts his board and takes off his helmet before running.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
40830.0,Breakdancing,We see the man sitting on the floor talking to a camera. We see the man illustrating break dance moves. the man,A,"Context:
""We see the man sitting on the floor talking to a camera. We see the man illustrating break dance moves. the man""

Which of the following endings best completes the context?

Choices:
A. is talking and sitting still.
B. arranges the couple together on the floor.
C. holds two squares in his hands and hold one up of them then puts why s on the floor.
D. does some recumbent moves and we see scenes of stair railings in the olympics.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
14452.0,Wrapping presents,A woman is standing at a table with a pile of scissors and supplies. She demonstrates how to cut cellophane and wrap it around a gift. she,C,"Context:
""A woman is standing at a table with a pile of scissors and supplies. She demonstrates how to cut cellophane and wrap it around a gift. she""

Which of the following endings best completes the context?

Choices:
A. begins wrapping the gift with paper, scissors, and scissors.
B. then pulls a bic string to seal the present.
C. ties a string around the gift, showing off the final product.
D. then cuts strips of paper and puts tape across the top of the gift.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
15560.0,Waterskiing,The man is under the water with his head up. The man is wakeboarding swaying side the side. the guy,C,"Context:
""The man is under the water with his head up. The man is wakeboarding swaying side the side. the guy""

Which of the following endings best completes the context?

Choices:
A. is underwater under the water floating and surfing with a pink water buoy.
B. is in the water with his body positioned to raise his arms high then start to flip over.
C. let go of the harness and went under the water for a bit and floated.
D. am bouncing in the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
11975.0,Vacuuming floor,"A woman sits on the floor next a vacuum. The woman vacuums dirt on a hard floor. Then, the woman cleans waste on a carpet. after",A,"Context:
""A woman sits on the floor next a vacuum. The woman vacuums dirt on a hard floor. Then, the woman cleans waste on a carpet. after""

Which of the following endings best completes the context?

Choices:
A. , the woman vacuums over a pillow using a smaller nozzle.
B. , the woman vacuums flower petals on the floor.
C. , the woman puts foam on the head of the vacuum and cleans the floor.
D. , the woman vacuums on floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
14912.0,Breakdancing,The man leaves and goes to a graffiti covered garage and turns on a boombox. The man break dances then sees there is a man across the room. the men,D,"Context:
""The man leaves and goes to a graffiti covered garage and turns on a boombox. The man break dances then sees there is a man across the room. the men""

Which of the following endings best completes the context?

Choices:
A. break dancing for awhile then both break dancing and the man joins painter guy at theskandancek.
B. continue dancing then the man takes off running from the camera.
C. then break dancing and walk across the room holding hands.
D. then take turns break dancing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
18188.0,Canoeing,Two people prepare to go kayaking and are pushed into the lake. two people,B,"Context:
""Two people prepare to go kayaking and are pushed into the lake. two people""

Which of the following endings best completes the context?

Choices:
A. are kayaking together and they all go down the river laughing while paddling themselves through.
B. then paddle around, then come back and celebrate.
C. swim to the bank of the water and get out of the kayak.
D. rock they row and swim in the water and the kayaks crash into a large rock.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
15945.0,Playing piano,We see the crowd then a host is talking to a young child standing on the stage. We see the crowd and a lady judge laughing. the small boy,D,"Context:
""We see the crowd then a host is talking to a young child standing on the stage. We see the crowd and a lady judge laughing. the small boy""

Which of the following endings best completes the context?

Choices:
A. begins to move his arms with parts of his body.
B. meets another lady and we see a team of cheerleaders.
C. turns to leave the room.
D. plays a piano and sings and the judge and host and the crowd clap.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
1748.0,Plastering,The man in white shirt is putting cement on the wall. The man is holding a blue long tube pointing on the wall. the man in gray uniform,D,"Context:
""The man in white shirt is putting cement on the wall. The man is holding a blue long tube pointing on the wall. the man in gray uniform""

Which of the following endings best completes the context?

Choices:
A. remove his black bowler and put it over the white tube.
B. went down the wall and walk on the floor.
C. walked walk and set down tiles on the floor.
D. used the tube/pump and spray the cement on the wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
7797.0,Powerbocking,"A person is seen down a path, wearing a pair of stilts. they",A,"Context:
""A person is seen down a path, wearing a pair of stilts. they""

Which of the following endings best completes the context?

Choices:
A. walk very slowly up the gravel path on the stilts, trying to keep their balance.
B. run along a game of hop scotch together, jumping over hanging decorations.
C. play a game of tug of war, pushing the other person down the path.
D. run down the path, chasing a red ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
42407.0,Baton twirling,Two girls are dancing and twirling batons on a gym floor. one of the girls,A,"Context:
""Two girls are dancing and twirling batons on a gym floor. one of the girls""

Which of the following endings best completes the context?

Choices:
A. leaves and the other girl continues dancing alone.
B. points at her door and keeps twirling and making the batons in her hand.
C. is wearing a blue outfit while the other girl bends down and picks up a baton.
D. is dancing while clapping her arms, and the other is kneeling down playing a set of drums.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
24754.0,Putting on shoes,A close up of a couch is seen followed by a person walking in and out of frame. the person,C,"Context:
""A close up of a couch is seen followed by a person walking in and out of frame. the person""

Which of the following endings best completes the context?

Choices:
A. sits and begins moving back and fourth and then turns around to begin throwing darts at an object.
B. then poofs the fabric down and begins wrapping it around the couch.
C. then sits down and holds their feet up.
D. bends down while the camera captures them in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
46097.0,Getting a piercing,A woman is seen laying on a table while a man makes a mark on her face. The man then begins piercing her ear and speaking to the camera. he,D,"Context:
""A woman is seen laying on a table while a man makes a mark on her face. The man then begins piercing her ear and speaking to the camera. he""

Which of the following endings best completes the context?

Choices:
A. continues piercing parts of her, moving into her eye.
B. continues playing and the lady continues to wake up and look for the selfie.
C. continues piercing her ear and neck and other areas above and around her neck.
D. finishes the piercing and shows it to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
31338.0,Polishing shoes,A man in a red shirt is being interviewed while it shows others at the event on the split screen. the scene,B,"Context:
""A man in a red shirt is being interviewed while it shows others at the event on the split screen. the scene""

Which of the following endings best completes the context?

Choices:
A. is shown running with a man in a suit in a field.
B. switches back to just the event with the newscaster talking over the footage.
C. is then shown in slow motion, with follow up shot showing people flying kites.
D. switches to a white room with red highlights and the man interviewing walks outside.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
3654.0,Getting a tattoo,The setting changes and the man in the hat talks with another man while the two look at papers. The man in the hat sits down and talks to the camera. the man,D,"Context:
""The setting changes and the man in the hat talks with another man while the two look at papers. The man in the hat sits down and talks to the camera. the man""

Which of the following endings best completes the context?

Choices:
A. in the hat makes contact with the other man and they smile and wear white masks.
B. talks some more while the man hardens a bit and the two people hug.
C. in the hat plays with someone else.
D. drinks from a bottle of water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
25310.0,Playing badminton,A man and a little boy play badminton in an indoor court. The little boy serves and returns the ball well. the little boy,C,"Context:
""A man and a little boy play badminton in an indoor court. The little boy serves and returns the ball well. the little boy""

Which of the following endings best completes the context?

Choices:
A. brings the ball to a layup.
B. grabs the ball and hits it behind him and the man and boy smile at each other.
C. miss a ball that ends in the net, then the man recovers the ball and they continue playing.
D. raises his hand and misses the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
33063.0,Knitting,A group of older people are seen sitting on a bus speaking to one another. the camera,A,"Context:
""A group of older people are seen sitting on a bus speaking to one another. the camera""

Which of the following endings best completes the context?

Choices:
A. pans around the bus to show more people sitting and speaking.
B. zooms in on two people who appear to be in a convertible.
C. pans back to show them at a coffee shop and watching as one man measured food items while another interviews.
D. focuses on several girls dancing and playing the hand drums.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
8843.0,Polishing shoes,"A black boot sits on a table with several items, including a pair of handcuffs. a man's hand",B,"Context:
""A black boot sits on a table with several items, including a pair of handcuffs. a man's hand""

Which of the following endings best completes the context?

Choices:
A. gets stuck into a tube that starts with a pair of scissors and is inserted into the camera.
B. brings out shoe polishing supplies.
C. wets an iron and irons it, followed by the hold a knife and then irons a second boot.
D. touch a doll's breast.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
30887.0,Doing fencing,"Ultimately, the man with the round shield is defeated when he tumbles to the ground and stabbed in the back. the winner",D,"Context:
""Ultimately, the man with the round shield is defeated when he tumbles to the ground and stabbed in the back. the winner""

Which of the following endings best completes the context?

Choices:
A. gets a trophy on his shirt and he goes to celebrate.
B. is congratulated by the black team as the camera points to those medals he won in the game.
C. is awarded gold for his successful victory by his friends.
D. now jousts against a man carrying a blue diamond shaped shield.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
11269.0,Futsal,A person is seen moving along a large court followed by other people moving around beside him. several people,A,"Context:
""A person is seen moving along a large court followed by other people moving around beside him. several people""

Which of the following endings best completes the context?

Choices:
A. are seen running up and down the court while others watch on the side.
B. step up and play the game around one another while played along and others watch on.
C. show up in the stands to play soccer while others watch on the side.
D. walk in and out of frame as the men laugh to one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
21018.0,Playing badminton,She is not really playing. The other player is a more serious player as she serves. the game of bad - mitten,A,"Context:
""She is not really playing. The other player is a more serious player as she serves. the game of bad - mitten""

Which of the following endings best completes the context?

Choices:
A. continues as the first player missed again and again.
B. continues and another player has a very hard time making the serves he is trying hard to not make.
C. is played by two different players who are both serious about the game.
D. is separate from the other team.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
43495.0,Snow tubing,We watch the people walking up the hill holding their tubes and watch people go down the hill. We watch as the camera man goes down the hill. we,A,"Context:
""We watch the people walking up the hill holding their tubes and watch people go down the hill. We watch as the camera man goes down the hill. we""

Which of the following endings best completes the context?

Choices:
A. see the ending screen.
B. see the first person bring his basket down the hill and it shows us a playground area but it is blocked off.
C. then see an instant replay.
D. watch a man hit a pinata with a bat and ride down the hill.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
