question,question_concept,_split,answer,final_prompt,len_tk_glm4_9b_chat
"Billy loves science, history, and art but isn't very creative.  When he was visiting the museum, he felt a great deal of what emotion?",visiting museum,train-00000-of-00001,E,"Question:
Billy loves science, history, and art but isn't very creative.  When he was visiting the museum, he felt a great deal of what emotion?

Which of the following is the best response to the question?

Choices:
A. inspiration
B. fulfillment
C. wonder
D. boredom
E. enjoyment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Bob the lizard lives in a warm place with lots of water.  Where does he probably live?,lizard,validation-00000-of-00001,B,"Question:
Bob the lizard lives in a warm place with lots of water.  Where does he probably live?

Which of the following is the best response to the question?

Choices:
A. rock
B. tropical rainforest
C. jazz club
D. new mexico
E. rocky places

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Where would you put a dollar if you want to go to a store and buy something with it?,dollar,validation-00000-of-00001,D,"Question:
Where would you put a dollar if you want to go to a store and buy something with it?

Which of the following is the best response to the question?

Choices:
A. cash drawer
B. teh bank
C. safety deposit box
D. pocket
E. piggy bank

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Some times I have trouble expressing myself, but I use clothing, sometimes even ugly clothing as a form of this.",expressing yourself,train-00000-of-00001,D,"Question:
Some times I have trouble expressing myself, but I use clothing, sometimes even ugly clothing as a form of this.

Which of the following is the best response to the question?

Choices:
A. fun
B. fashion
C. pain
D. communication
E. embarrassment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
If you entire body is experiencing fatigue what would you do at the end of the day?,fatigue,train-00000-of-00001,A,"Question:
If you entire body is experiencing fatigue what would you do at the end of the day?

Which of the following is the best response to the question?

Choices:
A. sleep
B. sit down
C. sit on chair
D. have rest
E. lie on floor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Some people really enjoy others, for them socialising is a way of what?",socialising,train-00000-of-00001,E,"Question:
Some people really enjoy others, for them socialising is a way of what?

Which of the following is the best response to the question?

Choices:
A. anxiety
B. become more popular
C. become popular
D. meeting new people
E. having fun

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Someone who is selfish wouldn't share a sandwich with their hungry friend, someone who is what might though?",selfish,train-00000-of-00001,C,"Question:
Someone who is selfish wouldn't share a sandwich with their hungry friend, someone who is what might though?

Which of the following is the best response to the question?

Choices:
A. philanthropic
B. unselfish
C. selfless
D. altruistic
E. not hungry

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The human always would have fun making up questions for the A.I. overlords, he found the task quite what?",have fun,train-00000-of-00001,E,"Question:
The human always would have fun making up questions for the A.I. overlords, he found the task quite what?

Which of the following is the best response to the question?

Choices:
A. do enjoy
B. eat cake
C. enjoy living
D. get laid
E. enjoyable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"If grass is given plenty of water and light, what will it do?",grass,train-00000-of-00001,D,"Question:
If grass is given plenty of water and light, what will it do?

Which of the following is the best response to the question?

Choices:
A. burn
B. changes color with seasons
C. turn brown
D. continue to grow
E. eat water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Christine couldn't be having a baby at her age, she thought to herself. What was Christine?",baby,validation-00000-of-00001,A,"Question:
Christine couldn't be having a baby at her age, she thought to herself. What was Christine?

Which of the following is the best response to the question?

Choices:
A. old person
B. begin to talk
C. adult
D. old man
E. girl

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
James used the cannon to shoot at something while seeking lunch. It was overkill.  What did he shoot at?,cannon,train-00000-of-00001,B,"Question:
James used the cannon to shoot at something while seeking lunch. It was overkill.  What did he shoot at?

Which of the following is the best response to the question?

Choices:
A. body armor
B. ungulate
C. bomber
D. kill people
E. animal

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"There are many sayings and metaphors about flirting, which one could be found in a machine shop?",flirting,train-00000-of-00001,C,"Question:
There are many sayings and metaphors about flirting, which one could be found in a machine shop?

Which of the following is the best response to the question?

Choices:
A. feelings
B. sexual excitement
C. sparks fly
D. problems
E. unwanted pregnancy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"It was a very expensive wristwatch, when he wasn't wearing it he kept it displayed in it's what?",wristwatch,train-00000-of-00001,D,"Question:
It was a very expensive wristwatch, when he wasn't wearing it he kept it displayed in it's what?

Which of the following is the best response to the question?

Choices:
A. jewelery box
B. hock
C. jewelry store
D. case
E. dresser

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What could happen to someone if he or she finds out that he or she is going somewhere?,going somewhere,train-00000-of-00001,B,"Question:
What could happen to someone if he or she finds out that he or she is going somewhere?

Which of the following is the best response to the question?

Choices:
A. being there
B. get excited
C. arriving
D. airplane
E. having to travel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"People are always talking for a multitude of reasons, the most basic is that  is a way of doing what with one another?",talking,train-00000-of-00001,D,"Question:
People are always talking for a multitude of reasons, the most basic is that  is a way of doing what with one another?

Which of the following is the best response to the question?

Choices:
A. obtaining information
B. exchange of ideas
C. nose
D. sharing information
E. dry mouth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The teacher played on the upright piano, she was explaining the song to all the students in the what?",upright piano,validation-00000-of-00001,A,"Question:
The teacher played on the upright piano, she was explaining the song to all the students in the what?

Which of the following is the best response to the question?

Choices:
A. music room
B. bathroom
C. house
D. living room
E. music store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Brother Mike escaped the collapsed mine.  Ever since, he was afraid of what?",escape,train-00000-of-00001,E,"Question:
Brother Mike escaped the collapsed mine.  Ever since, he was afraid of what?

Which of the following is the best response to the question?

Choices:
A. be imprisoned
B. captured
C. stay in
D. being caught
E. being trapped

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"When one is using computers for a long period of time, what might happen to the human body?",using computer,train-00000-of-00001,A,"Question:
When one is using computers for a long period of time, what might happen to the human body?

Which of the following is the best response to the question?

Choices:
A. headache
B. addiction
C. editing
D. falling asleep
E. carpal tunnel syndrome

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"More people should lower the guard and just have fun, we don't got long just what?",have fun,validation-00000-of-00001,A,"Question:
More people should lower the guard and just have fun, we don't got long just what?

Which of the following is the best response to the question?

Choices:
A. enjoy living
B. happy
C. enjoyable
D. get laid
E. do enjoy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,train-00000-of-00001,A,"Question:
When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?

Which of the following is the best response to the question?

Choices:
A. toy store
B. story book
C. great outdoors
D. countryside
E. wildlife refuge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The cocky lead character beat the odds again, he then made a quip about ever rule having its what?",rule,train-00000-of-00001,D,"Question:
The cocky lead character beat the odds again, he then made a quip about ever rule having its what?

Which of the following is the best response to the question?

Choices:
A. capsulize idea
B. train
C. suck
D. exception
E. anarchy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where would you put a writing instrument if you are a man and want to bring it with you?,writing instrument,train-00000-of-00001,A,"Question:
Where would you put a writing instrument if you are a man and want to bring it with you?

Which of the following is the best response to the question?

Choices:
A. pocket
B. purse
C. briefcase
D. classroom
E. desk drawer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"South America is in winter when North America is in summer, this is because it is located where?",south america,train-00000-of-00001,C,"Question:
South America is in winter when North America is in summer, this is because it is located where?

Which of the following is the best response to the question?

Choices:
A. occident
B. america
C. southern hemisphere
D. far
E. western hemisphere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The blowfish was being served at a Michelin starred restaurant, where was this likely happening?",blowfish,train-00000-of-00001,A,"Question:
The blowfish was being served at a Michelin starred restaurant, where was this likely happening?

Which of the following is the best response to the question?

Choices:
A. france
B. japan
C. atlantic ocean
D. fish market
E. books

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
What do people do when they remember that they left their oven turned on?,people,train-00000-of-00001,C,"Question:
What do people do when they remember that they left their oven turned on?

Which of the following is the best response to the question?

Choices:
A. learn from each other
B. jump to conclusions
C. hurry home
D. build trust
E. talk to each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
What could happen if you are going fishing in a river and fall down?,going fishing,train-00000-of-00001,D,"Question:
What could happen if you are going fishing in a river and fall down?

Which of the following is the best response to the question?

Choices:
A. have fun
B. catching fish
C. bear attack
D. wet clothes
E. disappointment at not catching

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"After four long years he would no longer be a student, what had he been able to do?",student,train-00000-of-00001,E,"Question:
After four long years he would no longer be a student, what had he been able to do?

Which of the following is the best response to the question?

Choices:
A. solve equation
B. begin teaching
C. study book
D. graduate
E. finish college

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
A monkey with a knife was spotted picking bananas from a tree.  Where might that monkey have been?,monkey,train-00000-of-00001,C,"Question:
A monkey with a knife was spotted picking bananas from a tree.  Where might that monkey have been?

Which of the following is the best response to the question?

Choices:
A. nigeria
B. brazil
C. south american country
D. rain forest
E. works

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The man finished mowing his lawn and enjoyed a glass of lemonade on his porch, he took a sip and told himself that life was what?",life,train-00000-of-00001,A,"Question:
The man finished mowing his lawn and enjoyed a glass of lemonade on his porch, he took a sip and told himself that life was what?

Which of the following is the best response to the question?

Choices:
A. good
B. ending soon
C. fleeting
D. finite
E. important

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Indian restaurants can be found in many of these throughout the world. What are they?,indian restaurant,train-00000-of-00001,E,"Question:
Indian restaurants can be found in many of these throughout the world. What are they?

Which of the following is the best response to the question?

Choices:
A. more sophisticated town
B. seattle
C. san francisco
D. curry
E. large city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Someone who doesn't care about about someone else and wishes them to fail has what feeling towards them?,care,train-00000-of-00001,C,"Question:
Someone who doesn't care about about someone else and wishes them to fail has what feeling towards them?

Which of the following is the best response to the question?

Choices:
A. unfeeling
B. negligence
C. antipathy
D. indifferent
E. rapport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"If man and mammoth wanted to meet, they would probably have to do it during when?",mammoth,train-00000-of-00001,D,"Question:
If man and mammoth wanted to meet, they would probably have to do it during when?

Which of the following is the best response to the question?

Choices:
A. a baby shower
B. ancient history
C. storybook
D. stone age
E. forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Visiting museum was eerie and weird to him, he hated the stillness of it and having to only what?",visiting museum,train-00000-of-00001,E,"Question:
Visiting museum was eerie and weird to him, he hated the stillness of it and having to only what?

Which of the following is the best response to the question?

Choices:
A. look at things
B. appriciation
C. take pictures
D. cry
E. whisper

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"They may be out of bed, but for some they don't what until they eat breakfast?",eat breakfast,train-00000-of-00001,D,"Question:
They may be out of bed, but for some they don't what until they eat breakfast?

Which of the following is the best response to the question?

Choices:
A. set an alarm
B. open mouth
C. prepare breakfast
D. wake up
E. buy food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"The person was having a difficult time understanding the computer program, they were beginning to what?",program,train-00000-of-00001,C,"Question:
The person was having a difficult time understanding the computer program, they were beginning to what?

Which of the following is the best response to the question?

Choices:
A. stare at computer screen
B. compile
C. get frustrated
D. write code
E. think logically

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"For the soldier he needed actual hatred, but for his squad member all it took was orders to what?",hatred,train-00000-of-00001,D,"Question:
For the soldier he needed actual hatred, but for his squad member all it took was orders to what?

Which of the following is the best response to the question?

Choices:
A. judge
B. conquer opponent
C. advance into battle
D. fight enemy
E. dancing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"Lizards need the sun's heat to regulate their body temperature, this is why you'll see them still on what?",lizard,train-00000-of-00001,E,"Question:
Lizards need the sun's heat to regulate their body temperature, this is why you'll see them still on what?

Which of the following is the best response to the question?

Choices:
A. bushes
B. dessert
C. books
D. heat lamps
E. rocks

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"It turned out it wasn't a kidney stone, what might it have been a stone in?",stone,train-00000-of-00001,A,"Question:
It turned out it wasn't a kidney stone, what might it have been a stone in?

Which of the following is the best response to the question?

Choices:
A. gallbladder
B. creek bed
C. driveway
D. river bed
E. gravel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The man tried to run, but he could not. He could that he could only move by doing what?",run,train-00000-of-00001,C,"Question:
The man tried to run, but he could not. He could that he could only move by doing what?

Which of the following is the best response to the question?

Choices:
A. stand
B. go quickly
C. walking
D. stand still
E. walk slowly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
What do you do when your friend needs someone to help them move next week?,friend,train-00000-of-00001,B,"Question:
What do you do when your friend needs someone to help them move next week?

Which of the following is the best response to the question?

Choices:
A. rely on
B. promise to help
C. pretend to be busy
D. offer to help
E. write letter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
When washing clothes what do you get when the cycle is complete and thus need the second tumbling machine for?,washing clothes,train-00000-of-00001,A,"Question:
When washing clothes what do you get when the cycle is complete and thus need the second tumbling machine for?

Which of the following is the best response to the question?

Choices:
A. wet clothes
B. fold
C. wear out
D. get wet
E. torn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"If they weren't sightseeing, why were they diving through the cave?",diving,train-00000-of-00001,D,"Question:
If they weren't sightseeing, why were they diving through the cave?

Which of the following is the best response to the question?

Choices:
A. wetness
B. get wet
C. exhilaration
D. going somewhere
E. to get to the other side

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The woman was okay with the bug since it was a predator of aphids, where did the bug live?",bug,train-00000-of-00001,A,"Question:
The woman was okay with the bug since it was a predator of aphids, where did the bug live?

Which of the following is the best response to the question?

Choices:
A. garden
B. carpet
C. rug
D. meadow
E. rock

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The gifted man had a passion for singing alto, but he also played an instrument in the what?",alto,train-00000-of-00001,E,"Question:
The gifted man had a passion for singing alto, but he also played an instrument in the what?

Which of the following is the best response to the question?

Choices:
A. computation
B. choir
C. marching band
D. rock band
E. symphony

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?",cave,validation-00000-of-00001,E,"Question:
After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?

Which of the following is the best response to the question?

Choices:
A. west virginia
B. kentucky
C. desert
D. sea
E. rocky hills

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"She could wait for her new terrace to be covered in green next year, it was the final piece of her dream what?",terrace,train-00000-of-00001,A,"Question:
She could wait for her new terrace to be covered in green next year, it was the final piece of her dream what?

Which of the following is the best response to the question?

Choices:
A. garden
B. yard
C. southern europe
D. rice paddy
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
There is a giant enemy crap.  It is too big to fit though doors.  So it is stuck where?,crab,train-00000-of-00001,E,"Question:
There is a giant enemy crap.  It is too big to fit though doors.  So it is stuck where?

Which of the following is the best response to the question?

Choices:
A. virginia
B. cape cod
C. make person sick
D. fish market
E. outside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The teacher told all the students that listening was key, it was the main way they would gain what?",listening,train-00000-of-00001,C,"Question:
The teacher told all the students that listening was key, it was the main way they would gain what?

Which of the following is the best response to the question?

Choices:
A. empathy
B. anxiety
C. knowlege
D. falling down
E. hear things

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The professor spoke in a laconic tone, what kind of language was he avoiding?",laconic,train-00000-of-00001,D,"Question:
The professor spoke in a laconic tone, what kind of language was he avoiding?

Which of the following is the best response to the question?

Choices:
A. dry
B. prolix
C. loquacious
D. verbose
E. bombastic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?,computer,train-00000-of-00001,E,"Question:
James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?

Which of the following is the best response to the question?

Choices:
A. see a ghost
B. become sensible
C. make decisions
D. crash
E. cast shadow

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
I'm naked in the snow.  I need some method of getting warm.  What mightI try?,getting warm,train-00000-of-00001,B,"Question:
I'm naked in the snow.  I need some method of getting warm.  What mightI try?

Which of the following is the best response to the question?

Choices:
A. jump in a swimming pool
B. starting fire
C. pleasure
D. increase of temperature
E. feeling comfortable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,losing consciousness,train-00000-of-00001,A,"Question:
James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?

Which of the following is the best response to the question?

Choices:
A. death
B. coma
C. peace
D. forgetfulness
E. loss of life

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
The meteorologist said that there was a storm coming.  This forced John to delay his trip to what location?,storm,train-00000-of-00001,D,"Question:
The meteorologist said that there was a storm coming.  This forced John to delay his trip to what location?

Which of the following is the best response to the question?

Choices:
A. tropical seas
B. cuba
C. tropics
D. caribbean
E. weather report

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"James's duffel bag was too heavy to carry with him, so he left it where?",duffel bag,train-00000-of-00001,D,"Question:
James's duffel bag was too heavy to carry with him, so he left it where?

Which of the following is the best response to the question?

Choices:
A. bag lady's shopping cart
B. army barracks
C. bus station
D. locker room
E. transit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
