question,question_concept,_split,answer,final_prompt,len_tk_mistral_7b_base
We all need to have food to live but what is the cheapest way to get it?,have food,train-00000-of-00001,E,"Question:
We all need to have food to live but what is the cheapest way to get it?

Which of the following is the best response to the question?

Choices:
A. steal
B. purchase food from webvan.com
C. eat
D. work for
E. grow food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"When people meet other people in a convivial setting, what tends to happen?",people,train-00000-of-00001,D,"Question:
When people meet other people in a convivial setting, what tends to happen?

Which of the following is the best response to the question?

Choices:
A. expect miracles
B. think of life
C. talk to each other
D. form friendships
E. arguments

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"Whether it's popped, grilled, or canned people like to what?",people,train-00000-of-00001,E,"Question:
Whether it's popped, grilled, or canned people like to what?

Which of the following is the best response to the question?

Choices:
A. expect to die
B. believe in god
C. stay in
D. watch movies
E. eat corn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The astronaut wanted to find the United States from outer space, so where did he aim his spacecraft?",united states,train-00000-of-00001,E,"Question:
The astronaut wanted to find the United States from outer space, so where did he aim his spacecraft?

Which of the following is the best response to the question?

Choices:
A. history book
B. atlas
C. map
D. towards ocean
E. northern hemisphere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Buying a house was his lifelong dream, but the lazy man did not enjoy having to maintain a what?",house,train-00000-of-00001,A,"Question:
Buying a house was his lifelong dream, but the lazy man did not enjoy having to maintain a what?

Which of the following is the best response to the question?

Choices:
A. yard
B. rooms
C. basement
D. kitchen
E. door knobs

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
The people changed their plans after watching the morning news.  What were they going to do?,people,train-00000-of-00001,B,"Question:
The people changed their plans after watching the morning news.  What were they going to do?

Which of the following is the best response to the question?

Choices:
A. drink coffee
B. go hiking
C. group objects
D. make babies
E. pay bills

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
The ball was hit over a boundary and struck an audience member.  What kind of game were they playing?,boundary,validation-00000-of-00001,A,"Question:
The ball was hit over a boundary and struck an audience member.  What kind of game were they playing?

Which of the following is the best response to the question?

Choices:
A. sporting event
B. sporting
C. basketball
D. society
E. ranch country

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"If people need something on the other side of a body of water, what must they do?",people,train-00000-of-00001,B,"Question:
If people need something on the other side of a body of water, what must they do?

Which of the following is the best response to the question?

Choices:
A. flap their arms and fly
B. cross river
C. complete high school
D. die suddenly
E. talk to each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"Billy loved grapes and other similar foods, so for his birthday his friends bought him one of these.  What did they buy him?",grape,train-00000-of-00001,A,"Question:
Billy loved grapes and other similar foods, so for his birthday his friends bought him one of these.  What did they buy him?

Which of the following is the best response to the question?

Choices:
A. fruit basket
B. field
C. winery
D. bowl of fruit
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"If you have two dogs, you'll quickly find that you have many more. This is because dogs are capable of what?",dogs,train-00000-of-00001,D,"Question:
If you have two dogs, you'll quickly find that you have many more. This is because dogs are capable of what?

Which of the following is the best response to the question?

Choices:
A. bark
B. need food
C. own people
D. reproduce
E. make playmates

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"If you sale all seven of them you might come across an isle or two, but the one with the treasure is in just a single what?",isle,train-00000-of-00001,A,"Question:
If you sale all seven of them you might come across an isle or two, but the one with the treasure is in just a single what?

Which of the following is the best response to the question?

Choices:
A. sea
B. river
C. ocean
D. body of water
E. auditorium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
"If one wants to breathe while they sleep, air needs to be inside of what?",air,train-00000-of-00001,E,"Question:
If one wants to breathe while they sleep, air needs to be inside of what?

Which of the following is the best response to the question?

Choices:
A. cupboard
B. surface of earth
C. space shuttle
D. supermarket balloon
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
The glass bottle ha a symbol on the bottom.  This symbol told customers what about the bottle?,glass,train-00000-of-00001,E,"Question:
The glass bottle ha a symbol on the bottom.  This symbol told customers what about the bottle?

Which of the following is the best response to the question?

Choices:
A. combustible
B. dirty
C. clear
D. very fragile
E. recyclable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
If I was using a hairpin on a female customer where do I need to put it?,hairpin,train-00000-of-00001,A,"Question:
If I was using a hairpin on a female customer where do I need to put it?

Which of the following is the best response to the question?

Choices:
A. woman's hair
B. hair salon
C. bathroom cabinet drawer
D. forehead
E. barber shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"There's an obvious prerequisite to being able to watch film, and that is to what?",watch film,train-00000-of-00001,C,"Question:
There's an obvious prerequisite to being able to watch film, and that is to what?

Which of the following is the best response to the question?

Choices:
A. open eyes
B. go to movies
C. have eyes
D. wear glasses
E. have netflix

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Sean was in a rush to get home, but the light turned yellow and he was forced to do what?",rush,validation-00000-of-00001,E,"Question:
Sean was in a rush to get home, but the light turned yellow and he was forced to do what?

Which of the following is the best response to the question?

Choices:
A. take time
B. dawdle
C. go slowly
D. ocean
E. slow down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"They were having a hard time see what areas of the wall need a second coat of paint, they needed another light source so the plugged in another what?",light source,train-00000-of-00001,C,"Question:
They were having a hard time see what areas of the wall need a second coat of paint, they needed another light source so the plugged in another what?

Which of the following is the best response to the question?

Choices:
A. candle
B. room
C. lamp
D. hallway
E. sky

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
What would a cat want if it is not hungry but it is bored?,cat,train-00000-of-00001,D,"Question:
What would a cat want if it is not hungry but it is bored?

Which of the following is the best response to the question?

Choices:
A. fried chicken
B. nothing to do with
C. tuna fish
D. stroked
E. milk to drink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The curious child wanted to know more about the lizard, so he opened up volume L of the what?",lizard,train-00000-of-00001,A,"Question:
The curious child wanted to know more about the lizard, so he opened up volume L of the what?

Which of the following is the best response to the question?

Choices:
A. encyclopedia
B. dessert
C. spoons
D. new hampshire
E. south america

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"The boss gave him the money to appease the clients, he had to what?",money,train-00000-of-00001,D,"Question:
The boss gave him the money to appease the clients, he had to what?

Which of the following is the best response to the question?

Choices:
A. buy a train ticket
B. create art
C. apply for job
D. take care of proposals
E. stand in line

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",stuffed animal,train-00000-of-00001,E,"Question:
Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?

Which of the following is the best response to the question?

Choices:
A. children's room
B. kindergarten
C. hall
D. amusement park
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"She was there for for just one location and one pair of jeans, but she spent hours looking at everything and anything in the what?",jeans,train-00000-of-00001,C,"Question:
She was there for for just one location and one pair of jeans, but she spent hours looking at everything and anything in the what?

Which of the following is the best response to the question?

Choices:
A. clothing store
B. shopping plaza
C. shopping mall
D. laundromat
E. thrift store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
"The judge had ruled the murder case could be reopened, excavation soon began where?",excavation,train-00000-of-00001,E,"Question:
The judge had ruled the murder case could be reopened, excavation soon began where?

Which of the following is the best response to the question?

Choices:
A. dead
B. construction site
C. under ground
D. egypt
E. cemetary

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"She always made sure her infant was sleeping the right way, the articles she read had made her paranoid about what happening?",sleeping,train-00000-of-00001,B,"Question:
She always made sure her infant was sleeping the right way, the articles she read had made her paranoid about what happening?

Which of the following is the best response to the question?

Choices:
A. nightmares
B. death
C. dreams
D. erections
E. vaccines

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"The meat was ready to cook, it needed to go in where for at least four hours?",meat,train-00000-of-00001,A,"Question:
The meat was ready to cook, it needed to go in where for at least four hours?

Which of the following is the best response to the question?

Choices:
A. oven
B. ham sandwich
C. a pot
D. butcher shop
E. frying pan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"When someone points their transistor radio to the sky, what are they hoping to hear transmissions from?",radio,train-00000-of-00001,C,"Question:
When someone points their transistor radio to the sky, what are they hoping to hear transmissions from?

Which of the following is the best response to the question?

Choices:
A. every car and house
B. bedroom
C. space shuttle
D. shop
E. ufo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Bill picks from an apple tree in southern Michigan, where is he most likely to be?",apple tree,train-00000-of-00001,A,"Question:
Bill picks from an apple tree in southern Michigan, where is he most likely to be?

Which of the following is the best response to the question?

Choices:
A. detroit
B. maryland
C. oregon
D. washington state
E. indiana

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"George thought that it was possibile to go faster than light.  He insisted.  However, all known science said that this was what?",possible,train-00000-of-00001,B,"Question:
George thought that it was possibile to go faster than light.  He insisted.  However, all known science said that this was what?

Which of the following is the best response to the question?

Choices:
A. impossibility
B. impossibility
C. impossible
D. unlikely
E. cant do

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"The twisted kidnapper laid out the deal, killing seemed to be the only way the victim could gain his what?",killing,train-00000-of-00001,E,"Question:
The twisted kidnapper laid out the deal, killing seemed to be the only way the victim could gain his what?

Which of the following is the best response to the question?

Choices:
A. sorrow
B. trust
C. bloody mess
D. pleasure
E. freedom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
The company just came out with some new buying products! It lets you purchase as much as you want! So what does it help you do?,buying products,train-00000-of-00001,A,"Question:
The company just came out with some new buying products! It lets you purchase as much as you want! So what does it help you do?

Which of the following is the best response to the question?

Choices:
A. spending money
B. bankruptcy
C. pleasure
D. debt
E. shopping

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"Eating is part of living, but your body doesn't use it all and the next day you will be doing what?",eating,validation-00000-of-00001,E,"Question:
Eating is part of living, but your body doesn't use it all and the next day you will be doing what?

Which of the following is the best response to the question?

Choices:
A. reduced
B. getting full
C. becoming full
D. chewing
E. defecating

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"If a coup-de-etat happens with hopes of changing society, what is called for?",changing society,train-00000-of-00001,E,"Question:
If a coup-de-etat happens with hopes of changing society, what is called for?

Which of the following is the best response to the question?

Choices:
A. happiness for
B. new laws
C. protest
D. change in leadership
E. cultural revolution

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The receptionist lady loved to use a rubber stamp on her notes, she was the most pleasant person in the whole what?",rubber stamp,train-00000-of-00001,C,"Question:
The receptionist lady loved to use a rubber stamp on her notes, she was the most pleasant person in the whole what?

Which of the following is the best response to the question?

Choices:
A. art class
B. indiana
C. office
D. insane asylum
E. desk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Amelia tried to aim for the small isle, but the water of the what was coming on fast?",isle,train-00000-of-00001,A,"Question:
Amelia tried to aim for the small isle, but the water of the what was coming on fast?

Which of the following is the best response to the question?

Choices:
A. ocean
B. sea
C. pool
D. auditorium
E. body of water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",commit to memory,train-00000-of-00001,E,"Question:
It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?

Which of the following is the best response to the question?

Choices:
A. make tape
B. memorize
C. never forget
D. concentrate
E. learn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
If you about to go on stage and are dressed in costume you are likely about to be what?,go on stage,train-00000-of-00001,A,"Question:
If you about to go on stage and are dressed in costume you are likely about to be what?

Which of the following is the best response to the question?

Choices:
A. in play
B. going to bed
C. have talent
D. teach
E. climb stairs

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"His hotel had a view of a famous mountain, he sampled chocolates, and did more during his visit where?",mountain,train-00000-of-00001,C,"Question:
His hotel had a view of a famous mountain, he sampled chocolates, and did more during his visit where?

Which of the following is the best response to the question?

Choices:
A. himalayas
B. pennsylvania
C. switzerland
D. picture
E. canada

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"The child was pretending he was in space, regular items were parts of his spaceship thanks to his what?",pretending,train-00000-of-00001,B,"Question:
The child was pretending he was in space, regular items were parts of his spaceship thanks to his what?

Which of the following is the best response to the question?

Choices:
A. acting skills
B. imagining
C. creativity
D. making up story
E. alien intelligence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
A person who fears A.I. has a main fear that man will lose the ability to what?,person,train-00000-of-00001,D,"Question:
A person who fears A.I. has a main fear that man will lose the ability to what?

Which of the following is the best response to the question?

Choices:
A. go on vacation
B. work
C. cross street
D. control computer
E. separate things

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The tourist entered Mammoth cave, what state were they in?",cave,validation-00000-of-00001,B,"Question:
The tourist entered Mammoth cave, what state were they in?

Which of the following is the best response to the question?

Choices:
A. west virginia
B. kentucky
C. rocky hills
D. scotland
E. canyon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The old lady wanted to purchase a can of paint, the helpful employee got it for her off the what?",paint,train-00000-of-00001,C,"Question:
The old lady wanted to purchase a can of paint, the helpful employee got it for her off the what?

Which of the following is the best response to the question?

Choices:
A. wall
B. hardware store
C. shelf
D. paintbrush
E. windowsill

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down?,trouble,validation-00000-of-00001,B,"Question:
If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down?

Which of the following is the best response to the question?

Choices:
A. park
B. calm
C. being good
D. good behavior
E. safe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The man practiced his communicating skills before the large event, he was new to the city and planned on doing what?",communicating,train-00000-of-00001,C,"Question:
The man practiced his communicating skills before the large event, he was new to the city and planned on doing what?

Which of the following is the best response to the question?

Choices:
A. exchange information
B. people to think
C. making friends
D. talking with others
E. transfer of information

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"Sarah didn't want to wait until she was an adult, but she had to in order to do what?",adult,train-00000-of-00001,A,"Question:
Sarah didn't want to wait until she was an adult, but she had to in order to do what?

Which of the following is the best response to the question?

Choices:
A. marry
B. dress himself
C. drive train
D. drive car
E. ball stopped

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"The corner shop was the epicenter of activity, it's where everybody that knew everybody hung around in the small what?",corner shop,train-00000-of-00001,E,"Question:
The corner shop was the epicenter of activity, it's where everybody that knew everybody hung around in the small what?

Which of the following is the best response to the question?

Choices:
A. england
B. iowa
C. street corner
D. city
E. town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
Where would you sit in a waiting room before getting an x-ray of your jaw?,waiting room,train-00000-of-00001,D,"Question:
Where would you sit in a waiting room before getting an x-ray of your jaw?

Which of the following is the best response to the question?

Choices:
A. waiting room
B. doctor's office
C. maternity ward
D. dentist's office
E. clinic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"He planted an apple tree outside of Concord, what is the state it was planted in?",apple tree,train-00000-of-00001,C,"Question:
He planted an apple tree outside of Concord, what is the state it was planted in?

Which of the following is the best response to the question?

Choices:
A. grapes
B. washington state
C. new hampshire
D. rhode island
E. idaho

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The extra was told to stop standing in the scene, stating the director's cameras what?",stop standing in,train-00000-of-00001,D,"Question:
The extra was told to stop standing in the scene, stating the director's cameras what?

Which of the following is the best response to the question?

Choices:
A. sit down
B. step out of
C. get off
D. have moved
E. move away from

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,fire extinguisher,train-00000-of-00001,D,"Question:
Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?

Which of the following is the best response to the question?

Choices:
A. garage
B. stairwell
C. house
D. kitchen
E. outside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Horses are big animals that get a lot of exercise.  Because he this, they need to do what?",horse,train-00000-of-00001,D,"Question:
Horses are big animals that get a lot of exercise.  Because he this, they need to do what?

Which of the following is the best response to the question?

Choices:
A. run quickly
B. pull wagon
C. go away
D. drink water
E. eat carrots

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"James had difficult beginning work, but once it did he didn't stop.  He worked best when he had what?",beginning work,train-00000-of-00001,E,"Question:
James had difficult beginning work, but once it did he didn't stop.  He worked best when he had what?

Which of the following is the best response to the question?

Choices:
A. panic
B. stress
C. anxiety
D. accomplishing
E. momentum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
Sam felt that he only had the power to destroy.  He was scared when he learned that Jane was pregnant.  He was surprised that he could do what?,destroy,train-00000-of-00001,A,"Question:
Sam felt that he only had the power to destroy.  He was scared when he learned that Jane was pregnant.  He was surprised that he could do what?

Which of the following is the best response to the question?

Choices:
A. create
B. rebuild
C. repair
D. draw
E. construct

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
"Being tired makes humans realize they need what even in a car, or chair?",being tired,train-00000-of-00001,D,"Question:
Being tired makes humans realize they need what even in a car, or chair?

Which of the following is the best response to the question?

Choices:
A. snore
B. go to bed
C. read a book
D. have rest
E. go to sleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"If you are prescribed an antibiotic by your doctor, where would you go to get it?",antibiotic,train-00000-of-00001,C,"Question:
If you are prescribed an antibiotic by your doctor, where would you go to get it?

Which of the following is the best response to the question?

Choices:
A. doctor
B. prescribed
C. pharmacy
D. medicine cabinet
E. capsule

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where could you find some plumbing that would not be of use to you if you are thirsty?,plumbing,train-00000-of-00001,A,"Question:
Where could you find some plumbing that would not be of use to you if you are thirsty?

Which of the following is the best response to the question?

Choices:
A. oil refineries
B. wall
C. show
D. own home
E. water fountain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Billy wants to understand people better.  He's a very big-hearrted person,  He has a lot of what?",understanding better,train-00000-of-00001,C,"Question:
Billy wants to understand people better.  He's a very big-hearrted person,  He has a lot of what?

Which of the following is the best response to the question?

Choices:
A. peace
B. love
C. compassion
D. friendships
E. satisfaction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"She was in a kitchen of people who just moved in to town, where was she?",kitchen,train-00000-of-00001,D,"Question:
She was in a kitchen of people who just moved in to town, where was she?

Which of the following is the best response to the question?

Choices:
A. home
B. tree house
C. friend's house
D. neighbor's house
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?,union,train-00000-of-00001,E,"Question:
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?

Which of the following is the best response to the question?

Choices:
A. workplace
B. science
C. algebra
D. province
E. construction business

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
